" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","781","-123.5447574531","0.0235833481","0.3890991718","0.6856120408","48.9470080646","16.4940913285","32.4529167361","-4.9677383162","48.2141152908","-53.1818536070","-55.5302424553","2.3483888483","2.6971780212","44.8184992750","0.6984379946","-6.4373601753","7.1357981700","0.1679920859","0.6567623829","1.8724235523","0.0000000000","0.0000000000"
"12","1042","-123.7726707291","0.0187769039","0.4078760756","0.8214852603","49.0828812841","16.5171109881","32.5657702960","-4.9447186567","48.4610399575","-53.4057586142","-55.7110163785","2.3052577643","2.7615959658","44.8679089970","0.8315349947","-6.9030868302","7.7346218249","0.1841334399","0.6740433798","1.9034191461","0.0000000000","0.0000000000"
"13","234","-123.8055297870","0.0181699393","0.4260460149","0.8410745798","49.1024706036","16.4647955689","32.6376750347","-4.9970340758","48.6675735451","-53.6646076210","-55.9738919397","2.3092843187","2.5436299165","45.4781359972","0.6458076314","-7.0952142826","7.7410219140","0.1756049307","0.6301206417","1.7379043440","0.0000000000","0.0000000000"
"14","998","-123.8386995442","0.0175771328","0.4436231477","0.8608491264","49.1222451502","16.5561609719","32.5660841784","-4.9056686729","48.4854587698","-53.3911274427","-55.7155977926","2.3244703499","2.7625789936","44.8943997932","0.8284799830","-6.9044981281","7.7329781111","0.1839381079","0.6744829640","1.9041579216","0.0000000000","0.0000000000"
"15","1329","-123.8492199296","0.0173931839","0.4610163315","0.8671209798","49.1285170036","16.5625666504","32.5659503532","-4.8992629944","48.4855636828","-53.3848266771","-55.7155732001","2.3307465230","2.7625373695","44.8945033739","0.8285229394","-6.9045257779","7.7330487173","0.1839112213","0.6744649652","1.9041611830","0.0000000000","0.0000000000"
"16","473","-123.8590936657","0.0172222932","0.4782386247","0.8730073254","49.1344033492","16.4967034208","32.6376999284","-4.9651262240","48.6674720181","-53.6325982421","-55.9504092551","2.3178110130","2.5435561032","45.4780882024","0.6458277124","-7.0950290345","7.7408567470","0.1755858513","0.6300434735","1.7379267785","0.0000000000","0.0000000000"
"17","853","-123.8935999909","0.0166381514","0.4948767761","0.8935786830","49.1549747068","16.5890619289","32.5659127779","-4.8727677159","48.4610145542","-53.3337822701","-55.6463992121","2.3126169420","2.7615675151","44.8679193283","0.8315277108","-6.9031598945","7.7346876053","0.1841605935","0.6741980617","1.9032088599","0.0000000000","0.0000000000"
"18","780","-123.9154245749","0.0162789645","0.5111557406","0.9065896692","49.1679856930","16.6011092813","32.5668764117","-4.8607203634","48.6978368494","-53.5585572128","-55.8585593428","2.3000021299","2.7917214362","45.1213433968","0.7847720164","-6.9735048320","7.7582768484","0.1892043942","0.6720161538","1.9305008882","0.0000000000","0.0000000000"
"19","831","-123.9402252688","0.0158802001","0.5270359408","0.9213748988","49.1827709227","16.6157412396","32.5670296830","-4.8460884051","48.6976096857","-53.5436980908","-55.8681379570","2.3244398662","2.7918931824","45.1210125562","0.7847039471","-6.9734811154","7.7581850625","0.1892364746","0.6720722342","1.9305844736","0.0000000000","0.0000000000"
"20","706","-123.9693010843","0.0154251184","0.5424610591","0.9387087932","49.2001048171","16.6438202343","32.5562845828","-4.8180094105","48.7351345966","-53.5531440071","-55.8888132491","2.3356692419","2.8032730775","45.1232358463","0.8086256729","-6.9527269435","7.7613526164","0.1875494712","0.6985118248","1.9172117816","0.0000000000","0.0000000000"
"21","1034","-123.9903591363","0.0151036916","0.5575647507","0.9512628023","49.2126588261","16.6560037983","32.5566550278","-4.8058258464","48.7353458611","-53.5411717076","-55.8607395272","2.3195678196","2.8032873274","45.1233605628","0.8086979710","-6.9528859539","7.7615839249","0.1875591842","0.6986390458","1.9170890974","0.0000000000","0.0000000000"
"22","982","-123.9964236095","0.0150123728","0.5725771235","0.9548782104","49.2162742342","16.6672165753","32.5490576589","-4.7946130694","48.9444953557","-53.7391084252","-56.0503503576","2.3112419324","2.8024957896","45.3349519510","0.8070476151","-6.9615294405","7.7685770555","0.1893893905","0.6963637634","1.9167426357","0.0000000000","0.0000000000"
"23","1367","-124.0543525560","0.0141674315","0.5867445550","0.9894132432","49.2508092670","16.7168177732","32.5339914938","-4.7450118716","48.5825628441","-53.3275747157","-55.6532710913","2.3256963755","2.8247785660","44.9156037049","0.8421805732","-6.9286862071","7.7708667804","0.1945622486","0.7207170809","1.9094992365","0.0000000000","0.0000000000"
"24","981","-124.1324631403","0.0131029211","0.5998474761","1.0359798002","49.2973758241","16.7481180543","32.5492577697","-4.7137115904","48.9445170548","-53.6582286453","-55.9962663411","2.3380376958","2.8024458795","45.3350233135","0.8070478619","-6.9616648283","7.7687126902","0.1893827835","0.6965068384","1.9165562575","0.0000000000","0.0000000000"
"25","762","-124.1593467640","0.0127553598","0.6126028359","1.0520067933","49.3134028171","16.7529202682","32.5604825489","-4.7089093765","48.7232749346","-53.4321843111","-55.7766347530","2.3444504419","2.9624044773","44.9928129263","0.7680575310","-7.0074951143","7.7755526453","0.1877820215","0.7565167086","2.0181057472","0.0000000000","0.0000000000"
"26","1219","-124.2060453941","0.0121733962","0.6247762321","1.0798467390","49.3412427628","16.7782634846","32.5629792783","-4.6835661602","48.6578322408","-53.3414060463","-55.6697655869","2.3283595407","2.9629437820","44.9272192759","0.7676691830","-6.9945268009","7.7621959839","0.1862129169","0.7579080713","2.0188227937","0.0000000000","0.0000000000"
"27","1376","-124.2115178710","0.0121069595","0.6368831917","1.0831092214","49.3445052452","16.6538574075","32.6906478377","-4.8079722372","48.9572261860","-53.7651984232","-56.0826604899","2.3174620667","2.9155955830","45.4464093943","0.5952212087","-7.3625903920","7.9578116007","0.1964200393","0.8889980910","1.8301774527","0.0000000000","0.0000000000"
"28","1063","-124.2185840565","0.0120217111","0.6489049027","1.0873218122","49.3487178360","16.6582031395","32.6905146965","-4.8036265052","48.9567802543","-53.7604067595","-56.0835571488","2.3231503893","2.9157604277","45.4460241910","0.5949956355","-7.3617406177","7.9567362533","0.1964661643","0.8890973957","1.8301968677","0.0000000000","0.0000000000"
"29","1221","-124.2608581621","0.0115240962","0.6604289989","1.1125240248","49.3739200486","16.8106282201","32.5632918285","-4.6512014246","48.6577949977","-53.3089964223","-55.6350580825","2.3260616601","2.9630209776","44.9271253240","0.7676486961","-6.9945533976","7.7622020937","0.1862056910","0.7580167642","2.0187985223","0.0000000000","0.0000000000"
"30","835","-124.2681862485","0.0114399553","0.6718689542","1.1168927509","49.3782887748","16.8178564466","32.5604323282","-4.6439731982","48.7232993910","-53.3672725892","-55.6868561221","2.3195835329","2.9621117466","44.9928473125","0.7683403319","-7.0077244907","7.7760648226","0.1877409896","0.7562446053","2.0181261516","0.0000000000","0.0000000000"
"31","530","-124.2920677560","0.0111699884","0.6830389426","1.1311299967","49.3925260205","16.8311997078","32.5613263127","-4.6306299369","48.7323094846","-53.3629394215","-55.6924180004","2.3294785789","2.9865721928","45.0035385700","0.7421987218","-7.0347439192","7.7769426410","0.1904905975","0.7529997897","2.0430818056","0.0000000000","0.0000000000"
"32","810","-124.3133713774","0.0109345440","0.6939734865","1.1438304048","49.4052264286","16.8839625033","32.5212639253","-4.5778671414","48.7678602969","-53.3457274383","-55.6711434445","2.3254160062","3.0508661617","44.9072669469","0.8097271883","-6.9723600891","7.7820872775","0.1967898992","0.8148110447","2.0392652178","0.0000000000","0.0000000000"
"33","972","-124.3568722072","0.0104690797","0.7044425662","1.1697639437","49.4311599675","16.8686885356","32.5624714319","-4.5931411091","48.7321680434","-53.3253091525","-55.6614436171","2.3361344646","2.9866056837","45.0033514306","0.7422109290","-7.0349643243","7.7771752533","0.1905138184","0.7530791343","2.0430127310","0.0000000000","0.0000000000"
"34","1328","-124.4028041503","0.0099990909","0.7144416571","1.1971468197","49.4585428435","16.6768424752","32.7817003684","-4.7849871696","48.4935749398","-53.2785621094","-55.5685368000","2.2899746907","3.1172118068","44.6925517461","0.6838113868","-7.3465797340","8.0303911208","0.2081095918","1.0390452994","1.8700569156","0.0000000000","0.0000000000"
"35","187","-124.4600974070","0.0094423125","0.7238839696","1.2313028785","49.4926989023","16.7102352943","32.7824636080","-4.7515943505","48.4936708140","-53.2452651645","-55.5243295896","2.2790644251","3.1172833368","44.6926300031","0.6837574742","-7.3469637831","8.0307212573","0.2081706328","1.0391978226","1.8699148815","0.0000000000","0.0000000000"
"36","275","-124.4683633749","0.0093645844","0.7332485540","1.2362307339","49.4976267577","16.9767234266","32.5209033312","-4.4851062182","48.7678839044","-53.2529901226","-55.5973984298","2.3444083072","3.0509054586","44.9072595769","0.8097188688","-6.9723690080","7.7820878768","0.1967794511","0.8147864481","2.0393395595","0.0000000000","0.0000000000"
"37","1021","-124.4945905858","0.0091221702","0.7423707242","1.2518663987","49.5132624225","16.9238553655","32.5894070570","-4.5379742793","48.7682289640","-53.3062032433","-55.6443610007","2.3381577574","3.1722082291","44.7905115328","0.8055092021","-7.0805090720","7.8860182742","0.2027995912","0.8499669405","2.1194416974","0.0000000000","0.0000000000"
"38","1324","-124.5090948529","0.0089908148","0.7513615390","1.2605132906","49.5219093145","16.7266849511","32.7952243633","-4.7351446936","48.9104529696","-53.6455976632","-55.9592040664","2.3136064032","3.1490111024","45.1311980336","0.6302438336","-7.4532754400","8.0835192736","0.2121477209","1.0750028735","1.8618605080","0.0000000000","0.0000000000"
"39","496","-124.5159428036","0.0089294564","0.7602909954","1.2645957782","49.5259918020","16.9368628038","32.5891289982","-4.5249668410","48.7682046719","-53.2931715129","-55.6062554196","2.3130839067","3.1723358270","44.7905463658","0.8053224792","-7.0802358315","7.8855583106","0.2028032883","0.8500545743","2.1194779644","0.0000000000","0.0000000000"
"40","152","-124.5559313703","0.0085794255","0.7688704209","1.2884354395","49.5498314633","16.7544083885","32.7954230748","-4.7074212563","48.9104003458","-53.6178216021","-55.9284277917","2.3106061897","3.1490523785","45.1311311633","0.6302168040","-7.4532505315","8.0834673355","0.2121524403","1.0749264703","1.8619734680","0.0000000000","0.0000000000"
"41","742","-124.6590108378","0.0077391162","0.7766095371","1.3498874942","49.6112835180","17.1039725051","32.5073110129","-4.3578571397","48.9013650289","-53.2592221686","-55.5681543671","2.3089321985","3.2768581254","44.7445896895","0.8799172140","-6.9900066990","7.8699239130","0.2112803431","0.9501205008","2.1154572815","0.0000000000","0.0000000000"
"42","931","-124.6824459320","0.0075598579","0.7841693950","1.3638586053","49.6252546291","17.1181046026","32.5071500265","-4.3437250421","48.9013858143","-53.2449995429","-55.5892504011","2.3442508582","3.2767825506","44.7446065778","0.8799966859","-6.9899851867","7.8699818726","0.2112779917","0.9501525225","2.1153520364","0.0000000000","0.0000000000"
"43","454","-124.8801188669","0.0062039083","0.7903733033","1.4817036846","49.7430997084","16.9929181790","32.7501815294","-4.4689114657","49.2777331911","-53.7466446568","-56.0345295308","2.2878848740","3.0471921697","45.4594890183","0.7710520030","-7.7303977120","8.5014497150","0.2104443664","0.8671450569","1.9696027464","0.0000000000","0.0000000000"
"44","355","-124.8970965438","0.0060994694","0.7964727727","1.4918251293","49.7532211531","16.8527959221","32.9004252310","-4.6090337227","49.1977296681","-53.8067633907","-56.0832422991","2.2764789084","3.0183392905","45.5897339085","0.5896564691","-8.0734973895","8.6631538585","0.2215221865","0.9578262071","1.8389908969","0.0000000000","0.0000000000"
"45","235","-124.9103918297","0.0060189119","0.8024916846","1.4997512727","49.7611472965","16.8735651885","32.8875821080","-4.5882644563","49.1469636224","-53.7352280787","-56.0214863002","2.2862582216","3.2189555667","45.1486734556","0.7793346001","-7.8841670255","8.6635016257","0.2278087237","1.0773919785","1.9137548644","0.0000000000","0.0000000000"
"46","790","-124.9136376360","0.0059994074","0.8084910919","1.5016862988","49.7630823227","17.0620713179","32.7010110048","-4.3997583269","49.2277166057","-53.6274749325","-55.9026008338","2.2751259013","3.2669521115","45.0673929253","0.8933715690","-7.6150381914","8.5084097604","0.2239782664","0.8672365773","2.1757372678","0.0000000000","0.0000000000"
"47","155","-124.9221871088","0.0059483342","0.8144394262","1.5067831691","49.7681791929","16.8780793306","32.8900998623","-4.5837503141","49.4261022579","-54.0098525720","-56.2935267177","2.2836741456","3.2139320943","45.4437812870","0.7683888766","-7.9156926601","8.6840815366","0.2295925367","1.0783010608","1.9060384969","0.0000000000","0.0000000000"
"48","1262","-124.9337468098","0.0058799692","0.8203193953","1.5136746228","49.7750706466","17.0738575345","32.7012131121","-4.3879721103","49.2276808814","-53.6156529916","-55.9041007179","2.2884477262","3.2672022829","45.0672718792","0.8932067193","-7.6151948216","8.5084015409","0.2239853988","0.8674441487","2.1757727354","0.0000000000","0.0000000000"
"49","568","-124.9433216815","0.0058239379","0.8261433332","1.5193827968","49.7807788206","17.0321192616","32.7486595590","-4.4297103831","49.4141011899","-53.8430911850","-56.1174811554","2.2743899703","3.0431484784","45.6064687398","0.7644839717","-7.7584409939","8.5229249656","0.2122024186","0.8672522335","1.9636938263","0.0000000000","0.0000000000"
"50","287","-124.9490011500","0.0057909548","0.8319342880","1.5227686797","49.7841647035","17.0360258528","32.7481388508","-4.4258037920","49.4137713683","-53.8395751603","-56.1334311247","2.2938559644","3.0430409741","45.6061880967","0.7645422976","-7.7582539895","8.5227962871","0.2121413644","0.8671069252","1.9637926845","0.0000000000","0.0000000000"
"51","1342","-124.9868960450","0.0055756131","0.8375099010","1.5453601736","49.8067561975","16.9190889922","32.8876672053","-4.5427406526","49.1469889912","-53.6897296438","-55.9649575611","2.2752279173","3.2188997601","45.1487024176","0.7793868135","-7.8841308524","8.6635176659","0.2277923162","1.0773457773","1.9137616666","0.0000000000","0.0000000000"
"52","525","-124.9991105022","0.0055079242","0.8430178253","1.5526419681","49.8140379919","16.9141194024","32.8999185895","-4.5477102424","49.1972320656","-53.7449423080","-56.0330802817","2.2881379737","3.0183477454","45.5892439724","0.5896403479","-8.0726085395","8.6622488873","0.2215134580","0.9577717987","1.8390624888","0.0000000000","0.0000000000"
"53","401","-125.0390002468","0.0052925389","0.8483103642","1.5764227154","49.8378187392","16.9475520008","32.8902667384","-4.5142776439","49.4262896286","-53.9405672725","-56.2045031283","2.2639358558","3.2138025454","45.4439428656","0.7685442176","-7.9159554499","8.6844996676","0.2296035822","1.0784306222","1.9057683410","0.0000000000","0.0000000000"
"54","156","-125.0409237124","0.0052823687","0.8535927329","1.5775694124","49.8389654362","17.1638795368","32.6750858994","-4.2979501080","49.1525481663","-53.4504982743","-55.7348389781","2.2843407038","3.2983378397","44.9064729793","0.9477373473","-7.5741580625","8.5218954098","0.2291790722","0.9120787080","2.1570800595","0.0000000000","0.0000000000"
"55","730","-125.0628379075","0.0051678690","0.8587606019","1.5906338213","49.8520298452","17.2262622686","32.6257675766","-4.2355673762","49.4008118125","-53.6363791887","-55.9266066364","2.2902274478","3.3701430158","45.0654638837","0.9652049130","-7.5284441071","8.4936490200","0.2324504175","0.9632356627","2.1744569356","0.0000000000","0.0000000000"
"56","980","-125.0823625377","0.0050679469","0.8638285488","1.6022736626","49.8636696864","17.1885491831","32.6751205034","-4.2732804617","49.1525875956","-53.4258680573","-55.7262314041","2.3003633467","3.2983711296","44.9065118108","0.9477046552","-7.5741530810","8.5218577362","0.2291826591","0.9120326578","2.1571558126","0.0000000000","0.0000000000"
"57","477","-125.0980910740","0.0049888591","0.8688174080","1.6116504172","49.8730464411","16.9828059735","32.8902404676","-4.4790236713","49.2308350849","-53.7098587562","-55.9828306851","2.2729719289","3.2764409698","45.1754620593","0.7789320559","-7.9437502844","8.7226823403","0.2386370565","1.1553066217","1.8824972916","0.0000000000","0.0000000000"
"58","1039","-125.1356886357","0.0048047725","0.8736221805","1.6340646524","49.8954606762","17.0745984358","32.8208622404","-4.3872312090","49.5668536251","-53.9540848340","-56.2410908026","2.2870059686","3.3804827250","45.5159560950","0.6704148051","-8.0712595225","8.7416743276","0.2313345253","1.0692847821","2.0798634176","0.0000000000","0.0000000000"
"59","1347","-125.1359762021","0.0048033910","0.8784255714","1.6342360885","49.8956321123","17.3162568259","32.5793752865","-4.1455728189","49.3226551894","-53.4682280083","-55.7695118893","2.3012838810","3.4082061408","44.8930286817","1.0214203669","-7.4815501648","8.5029705317","0.2385206615","1.0134243674","2.1562611119","0.0000000000","0.0000000000"
"60","576","-125.1565460778","0.0047055951","0.8831311666","1.6464990654","49.9078950892","17.1997399650","32.7081551242","-4.2620896798","49.4245764642","-53.6866661440","-55.9694540124","2.2827878684","3.1347141070","45.4677254418","0.8221369155","-7.7045425112","8.5266794266","0.2223822501","0.9406682762","1.9716635808","0.0000000000","0.0000000000"
"61","1024","-125.1613327409","0.0046831248","0.8878142914","1.6493526917","49.9107487156","17.3312861066","32.5794626090","-4.1305435382","49.3226970383","-53.4532405765","-55.7489884755","2.2957478991","3.4082976635","44.8930332025","1.0213661723","-7.4814866092","8.5028527815","0.2385375273","1.0133674698","2.1563926664","0.0000000000","0.0000000000"
"62","428","-125.1712710735","0.0046368129","0.8924511043","1.6552775473","49.9166735712","17.0264461140","32.8902274572","-4.4353835308","49.2308181148","-53.6662016455","-55.9626965914","2.2964949459","3.2765012421","45.1754608801","0.7788559925","-7.9440061356","8.7228621281","0.2386148306","1.1553023102","1.8825841013","0.0000000000","0.0000000000"
"63","550","-125.1838324495","0.0045789324","0.8970300367","1.6627661616","49.9241621854","17.0187844477","32.9053777377","-4.4430451971","49.6775196161","-54.1205648132","-56.3912452214","2.2706804082","3.2379893248","45.7607858181","0.6787444732","-8.0376468751","8.7163913483","0.2334931471","1.0791943400","1.9253018378","0.0000000000","0.0000000000"
"64","118","-125.1876974190","0.0045612692","0.9015913059","1.6650703092","49.9264663331","17.1057469426","32.8207193905","-4.3560827022","49.5668214931","-53.9229041953","-56.2097991425","2.2868949472","3.3803828154","45.5159553098","0.6704833680","-8.0710323046","8.7415156726","0.2313222174","1.0691432655","2.0799173325","0.0000000000","0.0000000000"
"65","215","-125.1940801307","0.0045322486","0.9061235545","1.6688754390","49.9302714628","17.3046825879","32.6255888749","-4.1571470569","49.4010399949","-53.5581870518","-55.8865220990","2.3283350472","3.3700105660","45.0658342248","0.9651952040","-7.5283443028","8.4935395069","0.2324634318","0.9633862593","2.1741608749","0.0000000000","0.0000000000"
"66","273","-125.2057845694","0.0044795104","0.9106030649","1.6758531798","49.9372492037","17.2298296344","32.7074195692","-4.2320000103","49.4247317768","-53.6567317871","-55.9448677491","2.2881359620","3.1346532977","45.4678629878","0.8222154913","-7.7047697663","8.5269852576","0.2223271199","0.9405388411","1.9717873367","0.0000000000","0.0000000000"
"67","813","-125.2410700249","0.0043242050","0.9149272698","1.6968890252","49.9582850490","17.2073445835","32.7509404656","-4.2544850613","49.6917035048","-53.9461885661","-56.2267689351","2.2805803690","3.0667705953","45.9125237642","0.7124091452","-7.8102561871","8.5226653324","0.2150604758","0.8543074548","1.9974026647","0.0000000000","0.0000000000"
"68","83","-125.2497404082","0.0042868745","0.9192141444","1.7020579777","49.9634540015","16.9256278057","33.0378261958","-4.5362018391","49.4531153716","-53.9893172107","-56.2756332911","2.2863160804","3.3763470029","45.5589767612","0.5177916076","-8.3478886793","8.8656802868","0.2399709635","1.2365478486","1.8998281908","0.0000000000","0.0000000000"
"69","965","-125.2718610277","0.0041930873","0.9234072317","1.7152454490","49.9766414729","17.0714354733","32.9052059996","-4.3903941715","49.6776651737","-54.0680593452","-56.3332138349","2.2651544897","3.2378503065","45.7609565888","0.6788582784","-8.0377093371","8.7165676155","0.2334761497","1.0790637142","1.9253104426","0.0000000000","0.0000000000"
"70","1067","-125.2727920784","0.0041891852","0.9275964169","1.7158005060","49.9771965298","17.0884666448","32.8887298850","-4.3733629999","49.2550524317","-53.6284154316","-55.8925570722","2.2641416406","3.3941626788","45.1805980229","0.6802917300","-8.0242726735","8.7045644035","0.2307869676","1.1226364034","2.0407393077","0.0000000000","0.0000000000"
"71","1118","-125.2744830627","0.0041821073","0.9317785242","1.7168086065","49.9782046303","17.2274247054","32.7507799249","-4.2344049394","49.6916020023","-53.9260069416","-56.2196615194","2.2936545778","3.0667892081","45.9124026178","0.7124101764","-7.8102725434","8.5226827197","0.2150872624","0.8543937547","1.9973081910","0.0000000000","0.0000000000"
"72","135","-125.3097489101","0.0040371921","0.9358157163","1.7378327623","49.9992287861","16.9615390509","33.0376897352","-4.5002905938","49.4533058887","-53.9535964826","-56.2275538102","2.2739573277","3.3761831291","45.5592000524","0.5179227073","-8.3483135428","8.8662362500","0.2399477559","1.2364427813","1.8997925919","0.0000000000","0.0000000000"
"73","276","-125.3364780064","0.0039307110","0.9397464273","1.7537676321","50.0151636559","17.1263644792","32.8887991767","-4.3354651656","49.2551230967","-53.5905882622","-55.8884129308","2.2978246686","3.3942868920","45.1806804236","0.6801557810","-8.0241770594","8.7043328404","0.2307764695","1.1226094737","2.0409009488","0.0000000000","0.0000000000"
"74","970","-125.3776980556","0.0037719808","0.9435184081","1.7783414563","50.0397374801","17.1730757805","32.8666616997","-4.2887538643","49.2094661824","-53.4982200467","-55.7843717060","2.2861516594","3.4650988232","44.9578972491","0.7864701101","-7.9033301654","8.6898002755","0.2374696989","1.2125501453","2.0150789789","0.0000000000","0.0000000000"
"75","1094","-125.4161105888","0.0036298370","0.9471482450","1.8012415464","50.0626375703","17.1961591378","32.8664784325","-4.2656705069","49.2094813334","-53.4751518404","-55.7510687924","2.2759169520","3.4649940268","44.9579592188","0.7865280879","-7.9035100407","8.6900381285","0.2374369612","1.2125274690","2.0150295967","0.0000000000","0.0000000000"
"76","539","-125.4866683967","0.0033825502","0.9505307953","1.8433054257","50.1047014495","17.3432007903","32.7615006593","-4.1186288545","49.6382031428","-53.7568319973","-56.0371816725","2.2803496752","3.4905125685","45.3604982107","0.7871923635","-7.9141046541","8.7012970176","0.2404231305","1.2033377881","2.0467516498","0.0000000000","0.0000000000"
