" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","301.8428016021"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","21318","-1227.6872625829","0.0118323748","0.2002526384","0.6555793277","551.9532249753","343.3608909461","208.5923340293","206.5417269607","278.0032045971","-71.4614776364","-77.8089130499","6.3474354135","147.2997108433","158.0318087880","-27.3283150342","-183.2761758000","155.9478607658","4.2691354671","10.2084698646","132.8221055116","0.0000000000","0.0000000000"
"12","22637","-1227.6938988071","0.0117541125","0.2120067508","0.6595355920","551.9571812396","343.0161165228","208.9410647168","206.1969525375","276.0726541809","-69.8757016435","-76.2896818539","6.4139802104","146.4140051178","156.1040299136","-26.4453808504","-184.0884458550","157.6430650047","4.3371314187","10.3310924983","131.7457812008","0.0000000000","0.0000000000"
"13","25929","-1227.7409925721","0.0112133991","0.2232201499","0.6876111020","551.9852567497","343.2712562365","208.7140005132","206.4520922511","276.5413620951","-70.0892698440","-76.4668121063","6.3775422623","146.2319688261","157.2402592850","-26.9308660159","-184.0544558239","157.1235898080","4.3202881439","10.4361541830","131.4755264993","0.0000000000","0.0000000000"
"14","23945","-1227.7436563222","0.0111835691","0.2344037191","0.6891991284","551.9868447761","343.6411055117","208.3457392644","206.8219415263","279.9406354780","-73.1186939517","-79.4076175450","6.2889235933","146.2318381403","161.0384645489","-27.3296672112","-182.6384094121","155.3087422008","4.2029033376","9.8534079870","132.1755268157","0.0000000000","0.0000000000"
"15","22306","-1227.8265154032","0.0102942612","0.2446979803","0.7385965585","552.0362422061","343.2888715605","208.7473706457","206.4697075751","276.1142615853","-69.6445540102","-76.0160771990","6.3715231888","146.3169081860","156.6798585586","-26.8825051592","-183.9790766510","157.0965714918","4.3245223376","10.4538909180","131.5384949304","0.0000000000","0.0000000000"
"16","23092","-1227.8281024055","0.0102779372","0.2549759175","0.7395426688","552.0371883164","343.4701929377","208.5669953787","206.6510289524","278.2110336114","-71.5600046590","-77.9464036387","6.3863989798","146.6587242642","158.4327009841","-26.8803916370","-183.7429187651","156.8625271281","4.2824196400","10.0536719260","132.3226326983","0.0000000000","0.0000000000"
"17","25356","-1227.8860996618","0.0096988015","0.2646747190","0.7741184253","552.0717640730","343.3417899251","208.7299741479","206.5226259398","278.6022693490","-72.0796434093","-78.4222104321","6.3425670228","147.2423453572","158.4986796895","-27.1387556976","-183.6119408639","156.4731851663","4.3000215756","10.2736722877","132.6686514938","0.0000000000","0.0000000000"
"18","25862","-1227.8867395176","0.0096925976","0.2743673166","0.7744998830","552.0721455306","343.3288195643","208.7433259663","206.5096555790","276.5472941382","-70.0376385592","-76.3891399528","6.3515013935","146.3677328303","157.0636038381","-26.8840425301","-183.9366351063","157.0525925762","4.3254647092","10.4532764243","131.5889916967","0.0000000000","0.0000000000"
"19","25162","-1227.9464835285","0.0091304817","0.2834977983","0.8101169881","552.1077626358","343.7366564846","208.3711061511","206.9174924993","278.6885477516","-71.7710552522","-78.1135828973","6.3425276450","146.6250119046","159.3684145538","-27.3048787069","-183.5987264336","156.2938477267","4.2749935839","10.1853029929","132.1647153278","0.0000000000","0.0000000000"
"20","20979","-1227.9624975350","0.0089854306","0.2924832290","0.8196639292","552.1173095769","343.4981594499","208.6191501270","206.6789954646","276.2484534376","-69.5694579730","-75.9163649193","6.3469069462","146.2294141839","157.4853707132","-27.4663314594","-183.7926113908","156.3262799314","4.2727284749","10.1988122122","131.7578734968","0.0000000000","0.0000000000"
"21","24550","-1227.9933059074","0.0087128250","0.3011960539","0.8380307081","552.1356763558","343.7801723475","208.3555040083","206.9610083622","279.1037068362","-72.1426984740","-78.4868095703","6.3441110962","146.4895429085","159.9657452271","-27.3515812994","-183.7014991893","156.3499178899","4.2709782429","10.1659754569","132.0525892087","0.0000000000","0.0000000000"
"22","24028","-1228.0070941162","0.0085935151","0.3097895691","0.8462507134","552.1438963610","343.4376236147","208.7062727463","206.6184596294","277.1152899010","-70.4968302716","-76.8865990554","6.3897687838","146.1984171412","157.7274340517","-26.8105612919","-183.9469748741","157.1364135822","4.3151507460","10.3904237818","131.4928426135","0.0000000000","0.0000000000"
"23","27303","-1228.0223314464","0.0084635655","0.3182531346","0.8553346296","552.1529802773","343.5352732243","208.6177070529","206.7161092390","277.3299972925","-70.6138880535","-76.9574855976","6.3435975441","146.3282631292","158.2814511535","-27.2797169902","-183.7252842670","156.4455672768","4.2870386204","10.1941971300","131.8470273788","0.0000000000","0.0000000000"
"24","25155","-1228.0261491017","0.0084313161","0.3266844506","0.8576105704","552.1552562180","343.3913955572","208.7638606608","206.5722315718","277.7460646225","-71.1738330507","-77.5046567864","6.3308237357","147.1028390070","157.9906676355","-27.3474420200","-183.7726935121","156.4252514921","4.2756929262","10.1571994529","132.6699466279","0.0000000000","0.0000000000"
"25","22356","-1228.0497142302","0.0082349538","0.3349194044","0.8716592030","552.1693048506","343.4326247998","208.7366800509","206.6134608145","276.2997424891","-69.6862816747","-76.0772535670","6.3909718923","146.2766921563","156.7882667791","-26.7652164463","-183.8728408448","157.1076243986","4.3190594624","10.4116684194","131.5459642746","0.0000000000","0.0000000000"
"26","22509","-1228.0704435048","0.0080660063","0.3429854107","0.8840172074","552.1816628551","343.3218703263","208.8597925287","206.5027063410","290.0268659608","-83.5241596198","-89.7927072248","6.2685476050","149.1162159031","169.6243390593","-28.7136890016","-184.4685730252","155.7548840236","4.3656874363","10.7873421830","133.9631862838","0.0000000000","0.0000000000"
"27","22643","-1228.1053545423","0.0077892723","0.3507746830","0.9048298391","552.2024754867","343.5324297377","208.6700457490","206.7132657524","277.2712341025","-70.5579683502","-76.9176110637","6.3596427136","146.0500153246","158.1289345596","-26.9077157816","-183.8524990657","156.9447832840","4.3043014989","10.3509227247","131.3947911010","0.0000000000","0.0000000000"
"28","17891","-1228.1178091094","0.0076928619","0.3584675449","0.9122547779","552.2099004255","343.4641064138","208.7457940117","206.6449424285","278.0784253274","-71.4334828989","-77.7981713538","6.3646884549","147.3535921797","157.8227339847","-27.0979008370","-184.2374201822","157.1395193451","4.3265495007","10.1907245926","132.8363180864","0.0000000000","0.0000000000"
"29","9693","-1228.1421790747","0.0075076531","0.3659751980","0.9267832235","552.2244288712","343.6173078465","208.6071210247","206.7981438611","278.2702085435","-71.4720646823","-77.8391259468","6.3670612644","148.0968745383","157.1361539493","-26.9628199442","-184.6034671983","157.6406472541","4.3688550830","10.2639641185","133.4640553369","0.0000000000","0.0000000000"
"30","23973","-1228.1516712889","0.0074367260","0.3734119239","0.9324421203","552.2300877680","343.7158369255","208.5142508425","206.8966729401","277.1098550044","-70.2131820643","-76.5500111999","6.3368291357","146.1175456221","158.2319643276","-27.2396549454","-183.8332753461","156.5936204007","4.3060836573","10.5133152454","131.2981467194","0.0000000000","0.0000000000"
"31","25174","-1228.1636943661","0.0073478490","0.3807597729","0.9396098213","552.2372554689","343.7270076437","208.5102478253","206.9078436583","277.1503192114","-70.2424755530","-76.5882205617","6.3457450086","146.1625040041","158.2323156272","-27.2445004199","-183.7921271387","156.5476267188","4.3062337793","10.5099216422","131.3463485826","0.0000000000","0.0000000000"
"32","23251","-1228.1882212358","0.0071698214","0.3879295944","0.9542318074","552.2518774550","343.8981751454","208.3537023096","207.0790111601","280.6617517850","-73.5827406249","-79.8844844013","6.3017437764","147.4446353723","160.7503876906","-27.5332712779","-183.3105630740","155.7772917960","4.2506833502","10.0149476331","133.1790043890","0.0000000000","0.0000000000"
"33","22340","-1228.2343833562","0.0068463703","0.3947759646","0.9817519064","552.2793975540","343.6006396966","208.6787578575","206.7814757112","278.1258202980","-71.3443445867","-77.7254329415","6.3810883548","147.0946112838","157.9035772029","-26.8723681887","-183.3258824591","156.4535142704","4.2932773982","10.2290036224","132.5723302631","0.0000000000","0.0000000000"
"34","23178","-1228.2357276325","0.0068371731","0.4016131377","0.9825533127","552.2801989604","343.6556287121","208.6245702483","206.8364647268","277.0895009956","-70.2530362688","-76.6027211069","6.3496848381","146.3886292567","157.9610959813","-27.2602242424","-183.7602984655","156.5000742232","4.2845356219","10.2070851167","131.8970085182","0.0000000000","0.0000000000"
"35","25371","-1228.2364165179","0.0068324646","0.4084456023","0.9829640000","552.2806096476","343.8249604453","208.4556492023","207.0057964600","280.2444198466","-73.2386233866","-79.5858754994","6.3472521128","147.2915955130","160.0838305159","-27.1310061823","-183.3353314971","156.2043253148","4.2777129005","10.1025184826","132.9113641299","0.0000000000","0.0000000000"
"36","25781","-1228.3117439022","0.0063366997","0.4147823020","1.0278713192","552.3255169668","343.7564489785","208.5690679883","206.9372849932","278.5860931561","-71.6488081629","-77.9984616806","6.3496535177","146.8406388518","158.8061238444","-27.0606695400","-183.4915351459","156.4308656058","4.3076562321","10.4155021888","132.1174804310","0.0000000000","0.0000000000"
"37","25558","-1228.3174852864","0.0063004225","0.4210827245","1.0312941139","552.3289397615","343.8060906210","208.5228491405","206.9869266357","279.3992860908","-72.4119338811","-78.7255012855","6.3135674044","147.1778864882","159.6704120156","-27.4490124129","-183.3459261962","155.8969137832","4.2867035305","10.3473326622","132.5438502955","0.0000000000","0.0000000000"
"38","25614","-1228.3377159509","0.0061742414","0.4272569660","1.0433548660","552.3410005136","343.5044932278","208.8365072858","206.6853292425","278.0154478691","-71.3301186266","-77.7113593319","6.3812407053","146.7182138101","158.1083907764","-26.8111567174","-184.0335257047","157.2223689873","4.3062525387","10.1917520479","132.2202092236","0.0000000000","0.0000000000"
"39","22343","-1228.3468565569","0.0061180623","0.4333750283","1.0488041473","552.3464497949","343.8160275730","208.5304222219","206.9968635877","279.3284312574","-72.3315676697","-78.6582244571","6.3266567873","147.1346924106","159.6333680512","-27.4396292044","-183.3885002587","155.9488710543","4.2872652942","10.3524982012","132.4949289153","0.0000000000","0.0000000000"
"40","15380","-1228.3487282251","0.0061066220","0.4394816503","1.0499199646","552.3475656123","343.4366995068","208.9108661055","206.6175355215","279.6883225961","-73.0707870746","-79.4318569356","6.3610698610","146.8228680055","159.8205575784","-26.9551029878","-184.3757565183","157.4206535305","4.3349880570","10.2373544246","132.2505255239","0.0000000000","0.0000000000"
"41","25945","-1228.3769669029","0.0059365911","0.4454182414","1.0667547894","552.3644004371","343.8958628143","208.4685376228","207.0766988290","279.2327648071","-72.1560659781","-78.5220891930","6.3660232149","146.3419949620","159.9064184918","-27.0156486467","-183.8718648685","156.8562162218","4.3020291587","10.2462856038","131.7936801996","0.0000000000","0.0000000000"
"42","17864","-1228.4062552755","0.0057652396","0.4511834809","1.0842154023","552.3818610499","343.5248935729","208.8569674771","206.7057295875","278.1709548265","-71.4652252390","-77.8394118515","6.3741866125","147.2099660887","157.7249453037","-26.7639565659","-184.4071570859","157.6432005201","4.3575926490","10.2672114121","132.5851620277","0.0000000000","0.0000000000"
"43","22998","-1228.4839467869","0.0053342868","0.4565177677","1.1305321240","552.4281777716","343.9467089794","208.4814687922","207.1275449941","276.6411792123","-69.5136342182","-75.8427061623","6.3290719441","145.7889777013","158.3750591336","-27.5228576226","-183.8849370162","156.3620793936","4.2863948642","10.3657606665","131.1368221706","0.0000000000","0.0000000000"
"44","14645","-1228.4903953905","0.0052999988","0.4618177665","1.1343765360","552.4320221837","343.8157734578","208.6162487259","206.9966094725","295.0009823069","-88.0043728344","-94.2564822917","6.2521094573","147.3999468807","176.6880905891","-29.0870551629","-183.6721095313","154.5850543684","4.3114598566","10.6439687560","132.4445182681","0.0000000000","0.0000000000"
"45","25940","-1228.5056652891","0.0052196831","0.4670374496","1.1434798683","552.4411255160","343.9765079416","208.4646175743","207.1573439563","279.8848397089","-72.7274957526","-79.1035170504","6.3760212978","146.3174493759","160.4627171382","-26.8953268052","-183.7676178219","156.8722910167","4.2975919567","10.1884178934","131.8314395258","0.0000000000","0.0000000000"
"46","25079","-1228.5094803317","0.0051998077","0.4722372574","1.1457542515","552.4433998991","343.4386364989","209.0047634003","206.6194725135","276.5525051897","-69.9330326762","-76.3131579484","6.3801252723","146.3540672948","156.8790217352","-26.6805838403","-184.1215161402","157.4409322999","4.3433082790","10.5259398564","131.4848191594","0.0000000000","0.0000000000"
"47","19734","-1228.5254559180","0.0051173978","0.4773546551","1.1552782879","552.4529239356","344.0851075987","208.3678163369","207.2659436133","278.6086267351","-71.3426831217","-77.6797353454","6.3370522237","146.6396845713","159.1522226690","-27.1832805052","-183.9066404793","156.7233599741","4.3469916691","10.0825619751","132.2101309272","0.0000000000","0.0000000000"
"48","19767","-1228.5517706521","0.0049844912","0.4823391463","1.1709661307","552.4686117784","343.4330190861","209.0355926923","206.6138551008","279.7581843970","-73.1443292963","-79.5134578941","6.3691285978","146.6742823826","159.7030391028","-26.6191370883","-184.5545876486","157.9354505603","4.3671169524","10.3187385719","131.9884268582","0.0000000000","0.0000000000"
"49","25869","-1228.5737238517","0.0048762580","0.4872154044","1.1840537927","552.4816994403","343.5905732985","208.8911261418","206.7714093132","277.5981514969","-70.8267421837","-77.2223875082","6.3956453245","147.1456163683","157.1289044673","-26.6763693388","-184.3346177736","157.6582484349","4.3496866684","10.1953472138","132.6005824861","0.0000000000","0.0000000000"
"50","15319","-1228.5844300291","0.0048243304","0.4920397348","1.1904364081","552.4880820557","343.7621329544","208.7259491013","206.9429689691","278.2256279111","-71.2826589420","-77.6616078845","6.3789489424","147.9528978948","156.8993329439","-26.6266029276","-184.7838990491","158.1572961215","4.4014315514","10.3484267293","133.2030396142","0.0000000000","0.0000000000"
"51","12647","-1228.5890583655","0.0048020534","0.4968417882","1.1931956461","552.4908412937","343.8035512954","208.6872899983","206.9843873101","278.4286599715","-71.4442726614","-77.8593648521","6.4150921907","147.9266757934","157.0043928856","-26.5024087075","-184.7229353420","158.2205266345","4.3978107588","10.2707553611","133.2581096734","0.0000000000","0.0000000000"
"52","25097","-1228.6116232193","0.0046949092","0.5015366973","1.2066479530","552.5042936006","343.8747199045","208.6295736961","207.0555559192","277.1861843747","-70.1306284555","-76.5033060589","6.3726776034","145.9707970152","158.1184385393","-26.9030511797","-184.0044311879","157.1013800082","4.3374031259","10.5911753231","131.0422185662","0.0000000000","0.0000000000"
"53","9930","-1228.6533970193","0.0045028249","0.5060395223","1.2315519024","552.5291975500","343.4840696347","209.0451279154","206.6649056493","289.8856459847","-83.2207403354","-89.4978341782","6.2770938428","148.9954200535","169.2683465261","-28.3781205948","-184.7112365227","156.3331159278","4.3990853449","10.8822057143","133.7141289943","0.0000000000","0.0000000000"
"54","25113","-1228.6654487049","0.0044488840","0.5104884063","1.2387366586","552.5363823062","343.9085499258","208.6278323804","207.0893859405","277.6054608523","-70.5160749118","-76.8873693921","6.3712944804","146.0227114250","158.4847718454","-26.9020224181","-183.9673003280","157.0652779100","4.3388487498","10.5940318394","131.0898308358","0.0000000000","0.0000000000"
"55","20425","-1228.6958609375","0.0043156202","0.5148040265","1.2568672740","552.5545129217","344.0688719798","208.4856409418","207.2497079945","297.5113809569","-90.2616729624","-96.5505976504","6.2889246880","147.5933263416","178.7088021056","-28.7907474903","-183.2885560677","154.4978085774","4.3485853160","10.5286792946","132.7160617310","0.0000000000","0.0000000000"
"56","19231","-1228.7446268594","0.0041102141","0.5189142406","1.2859396603","552.5835853080","345.0950385564","207.4885467516","208.2758745711","290.0083112962","-81.7324367252","-87.9248547759","6.1924180508","148.8645904499","168.6726612118","-27.5289403655","-183.3371824917","155.8082421262","4.4203820277","10.8800965838","133.5641118384","0.0000000000","0.0000000000"
"57","3650","-1228.7628252889","0.0040360912","0.5229503318","1.2967888713","552.5944345189","343.4588633219","209.1355711971","206.6396993365","290.2323378581","-83.5926385215","-89.9355503258","6.3429118043","148.9917475699","169.4393406069","-28.1987503187","-184.8138383328","156.6150880141","4.4166480043","10.8976120051","133.6774875606","0.0000000000","0.0000000000"
"58","22389","-1228.7952139448","0.0039074619","0.5268577937","1.3160977551","552.6137434027","344.1112229104","208.5025204924","207.2920589250","278.3358340067","-71.0437750817","-77.3995616578","6.3557865761","145.9837743909","159.6499820409","-27.2979224251","-183.7545734753","156.4566510502","4.3001879225","10.3328801130","131.3507063554","0.0000000000","0.0000000000"
"59","25568","-1228.8397799646","0.0037371452","0.5305949389","1.3426663196","552.6403119673","343.9633285591","208.6769834082","207.1441645737","278.4736912141","-71.3295266404","-77.6547849163","6.3252582759","146.8899891235","158.9036017084","-27.3198996178","-183.6891794718","156.3692798540","4.2938189640","10.3135123440","132.2826578155","0.0000000000","0.0000000000"
"60","25944","-1228.8422026083","0.0037281024","0.5343230414","1.3441106076","552.6417562552","344.1184901753","208.5232660799","207.2993261900","280.5938945388","-73.2945683488","-79.6222768194","6.3277084706","147.0012844996","161.0870722162","-27.4944621771","-183.3149209616","155.8204587845","4.2819793794","10.1759114294","132.5433936909","0.0000000000","0.0000000000"
"61","22737","-1228.8539276336","0.0036846456","0.5380076870","1.3511006213","552.6487462690","343.9961720811","208.6525741879","207.1770080958","280.1965528687","-73.0195447729","-79.3305664492","6.3110216763","147.7052956940","160.0805040985","-27.5892469238","-183.4074909412","155.8182440174","4.2677248791","10.1381257513","133.2994450635","0.0000000000","0.0000000000"
"62","7653","-1228.8735000721","0.0036132293","0.5416209163","1.3627689642","552.6604146118","343.9087919888","208.7516226230","207.0896280035","290.6565361011","-83.5669080976","-89.8431493943","6.2762412967","148.8273934832","170.5058216008","-28.6766789828","-184.4017488460","155.7250698631","4.3823429654","10.9374168438","133.5076336740","0.0000000000","0.0000000000"
"63","23320","-1228.8822305036","0.0035818215","0.5452027378","1.3679737151","552.6656193627","343.8693738959","208.7962454668","207.0502099106","280.0945774829","-73.0443675723","-79.3927706584","6.3484030861","146.5243079455","160.5423198318","-26.9720502944","-184.3630539437","157.3910036493","4.3462777198","10.3652894216","131.8127408041","0.0000000000","0.0000000000"
"64","25933","-1228.8860245494","0.0035682577","0.5487709955","1.3702355807","552.6678812284","343.6077376838","209.0601435446","206.7885736985","279.7651852102","-72.9766115117","-79.3587265072","6.3821149955","146.6641540305","159.5481067863","-26.4470756067","-184.4875536589","158.0404780523","4.3705678471","10.2955735896","131.9980125938","0.0000000000","0.0000000000"
"65","22733","-1228.9204224464","0.0034476041","0.5522185996","1.3907422976","552.6883879452","344.0868006149","208.6015873304","207.2676366295","280.5278319930","-73.2601953634","-79.5843841693","6.3241888059","148.0408140266","159.7352752066","-27.2482572403","-183.8269140663","156.5786568261","4.3254317522","10.1600168377","133.5553654367","0.0000000000","0.0000000000"
"66","25095","-1228.9251921183","0.0034311993","0.5556497990","1.3935857944","552.6912314420","344.1548553318","208.5363761102","207.3356913465","277.1184791214","-69.7813741879","-76.1367840146","6.3554098267","145.9702267735","158.5856560729","-27.4374037250","-183.7471834402","156.3097797152","4.2895753773","10.3530770894","131.3275743068","0.0000000000","0.0000000000"
"67","25077","-1228.9303225463","0.0034136409","0.5590634399","1.3966443603","552.6942900079","344.1842260070","208.5100640009","207.3650620217","278.2445355763","-70.8794735546","-77.2232775038","6.3438039491","146.0419492472","159.4748520379","-27.2722657088","-183.7842208111","156.5119551023","4.2975593026","10.3479626884","131.3964272563","0.0000000000","0.0000000000"
"68","10983","-1228.9375652267","0.0033890063","0.5624524462","1.4009621706","552.6986078183","343.9288131459","208.7697946724","207.1096491606","290.5389267460","-83.4292775855","-89.7099020202","6.2806244347","148.8734251224","170.3444464855","-28.6789448618","-184.3940580651","155.7151132033","4.3839176806","10.9412442276","133.5482632142","0.0000000000","0.0000000000"
"69","12775","-1228.9575017023","0.0033221105","0.5657745567","1.4128475385","552.7104931861","343.8971109887","208.8133821975","207.0779470033","278.7502946914","-71.6723476881","-78.0863932512","6.4140455631","147.8024581620","157.1082058545","-26.1603693251","-184.8962465815","158.7358772564","4.4333098378","10.3468251319","133.0223231924","0.0000000000","0.0000000000"
"70","7527","-1228.9691826989","0.0032835307","0.5690580874","1.4198113040","552.7174569517","343.9789012198","208.7385557319","207.1597372345","291.0765759259","-83.9168386914","-90.2084537113","6.2916150199","148.8086132509","170.9941148128","-28.7261521378","-184.4159139790","155.6897618413","4.3751514727","10.9081768120","133.5252849661","0.0000000000","0.0000000000"
"71","15212","-1228.9706219677","0.0032788082","0.5723368957","1.4206693413","552.7183149890","343.5173019874","209.2010130015","206.6981380021","290.1163934588","-83.4182554567","-89.6852348046","6.2669793479","148.9775034531","169.3496455822","-28.2107555764","-184.8226512639","156.6118956874","4.4169349693","10.9241356930","133.6364327908","0.0000000000","0.0000000000"
"72","25948","-1228.9765385278","0.0032594662","0.5755963619","1.4241965692","552.7218422169","343.7393530819","208.9824891350","206.9201890965","277.5104307679","-70.5902416714","-77.0003315675","6.4100898961","146.2075227482","158.0485142066","-26.7456061868","-184.0462973110","157.3006911241","4.3345508129","10.3367200771","131.5362518582","0.0000000000","0.0000000000"
"73","25369","-1229.0023320272","0.0031764682","0.5787728301","1.4395736717","552.7372193194","343.6554599365","209.0817593829","206.8362959511","277.2824405703","-70.4461446192","-76.8599321262","6.4137875071","146.0633035321","157.6227326294","-26.4035955912","-184.2649035591","157.8613079680","4.3728720228","10.5898529988","131.1005785105","0.0000000000","0.0000000000"
"74","20376","-1229.0158717591","0.0031337495","0.5819065797","1.4476455445","552.7452911921","343.7411958629","209.0040953293","206.9220318776","278.0815223473","-71.1594904698","-77.5752988247","6.4158083549","147.0196693901","157.3943623408","-26.3325093836","-184.5077319110","158.1752225274","4.3852321402","10.2742164871","132.3602207628","0.0000000000","0.0000000000"
"75","26740","-1229.0197579072","0.0031215950","0.5850281746","1.4499623181","552.7476079657","343.9145064973","208.8331014684","207.0953425120","278.1692397898","-71.0738972779","-77.4012299246","6.3273326467","147.2970871188","158.1436005637","-27.2714478926","-184.0854864692","156.8140385766","4.2804490503","10.1425406112","132.8740974573","0.0000000000","0.0000000000"
