run, type, Ident, FE, AvgE, S, U, W, HO_PE, PB, SA, Valence, Coulomb, VdW, VdW6, VdW12, Bond, Angle, Pdihed, Idihed, Tether, RunTime, WallTime, Converged, Crashed
fast_vm2_rndm,complex,CD_guest-s12,604.102191759,401.704049372,202.398142388,346.777407984,-79.2115616001,134.13643528,-85.2813390431,6.069777443,147.849430596,226.251513971,-27.3235365832,-183.776945099,156.453408516,4.6692319658,11.8305846398,131.34961399,0.0,0.0,3824.32,2001.61,yes,no
fast_vm2_rndm,complex,CD_guest-s13,553.143073824,349.165560612,203.977513211,300.598162837,-85.567331647,134.13643528,-91.6104075515,6.0430759044,148.967762747,178.964477576,-27.3340774871,-187.905140536,160.571063049,4.7463781639,12.656068353,131.565316231,0.0,0.0,3740.99,1905.93,yes,no
fast_vm2_rndm,complex,CD_guest-s14,572.452239247,369.33953416,203.112705087,322.828325799,-87.6235576086,134.13643528,-93.8110873709,6.1875297623,144.635753756,204.940281924,-26.7477098806,-181.27709112,154.529381239,4.5953081262,11.4698480445,128.570597585,0.0,0.0,4030.1,2009.99,yes,no
fast_vm2_rndm,complex,CD_guest-s15,559.626526591,351.398375324,208.228151267,305.298011596,-90.7191201684,136.819163985,-96.8828686488,6.1637484804,147.985321184,185.979602579,-28.6669121658,-185.641314865,156.974402699,4.5731004864,11.9158358888,131.496384808,0.0,0.0,4154.59,1996.16,yes,no
fast_vm2_rndm,complex,CD_guest-s16,544.049936129,367.652769799,176.397166331,282.514437569,-37.3729393431,122.511277556,-43.3937553563,6.0208160132,152.111118542,151.231966609,-20.8286475809,-168.433005473,147.604357892,4.6376767245,12.3866398919,135.086801925,0.0,0.0,4118.57,1993.92,yes,no
fast_vm2_rndm,complex,CD_guest-s17,587.087339739,387.517735413,199.569604327,290.724134683,-36.4485548701,133.242192378,-42.5567556621,6.108200792,162.738578395,153.70279866,-25.7172423715,-186.718961469,161.001719097,4.8715497146,16.0817671035,141.785261577,0.0,0.0,4105.03,2068.31,yes,no
fast_vm2_rndm,complex,CD_guest-s18,488.771586867,306.590285325,182.181301542,257.076615163,-75.6803073088,125.194006261,-81.6673345294,5.9870272206,151.282832165,128.511617702,-22.7178347034,-183.217470682,160.499635979,5.2520746477,14.9712917986,131.047427546,0.0120381723,0.0,4965.95,2321.72,yes,no
fast_vm2_rndm,complex,CD_guest-s19,494.611948212,313.074311943,181.537636268,261.120701677,-74.1328762924,126.088249163,-80.1444921591,6.0116158668,146.784002892,137.702196263,-23.3654974786,-181.640429162,158.274931683,5.1574012151,15.6110082354,126.003934892,0.0116585495,0.0,5641.02,2760.37,yes,no
fast_vm2_rndm,complex,CD_guest-s20,497.612855805,315.093699494,182.51915631,262.046912285,-73.0394642519,126.088249163,-79.0298033739,5.990339122,158.460771514,127.628989162,-24.0428483907,-181.803602671,157.76075428,5.0112422409,14.3871631352,139.05956724,0.0027988978,0.0,5495.83,2601.18,yes,no
fast_vm2_rndm,complex,CD_guest-s21,506.197821186,314.45900578,191.738815405,263.783720791,-79.8842175738,130.559463672,-85.9475090676,6.0632914938,153.667410917,137.162391472,-27.0460815981,-189.410297669,162.364216071,4.9856968114,14.5080296994,134.168315196,0.0053692101,0.0,4894.92,2472.35,yes,no
fast_vm2_rndm,complex,CD_guest-s22,500.372421907,313.416012051,186.956409856,261.23085923,-76.5860424351,128.770977869,-82.5866955883,6.0006531532,154.599842114,132.96977023,-26.3387531146,-188.691882196,162.353129081,5.0794450334,15.0079627933,134.485549981,0.026884307,0.0,4705.93,2484.28,yes,no
fast_vm2_rndm,complex,CD_guest-s9,585.379225294,393.469840746,191.909384549,350.105104687,-85.4062384394,128.770977869,-91.4773417561,6.0711033167,145.804047248,227.857882717,-23.5568252777,-176.833163501,153.276338224,4.6945188014,12.1514533492,128.958075098,0.0,0.0,3713.07,1895.61,yes,no
