" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.1224593979"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"43","1635","-144.7225007834","0.0068291234","0.5965046282","1.2297447824","59.3777533563","21.9966848322","37.3810685241","-2.1478735182","49.4435602140","-51.5914337321","-54.1182743412","2.5268406091","3.4282117892","45.1189146546","0.8964337701","-8.2009258719","9.0973596420","0.2075924005","0.7846296487","2.4359897400","0.0000000000","0.0000000000"
"44","2542","-144.7587148717","0.0065862374","0.6030908656","1.2513342434","59.3993428173","21.9781327168","37.4212101004","-2.1664256335","49.0916415502","-51.2580671837","-53.7683873177","2.5103201340","3.6007047152","44.5424653421","0.9484714929","-8.2369269140","9.1853984068","0.2194942290","0.8523476101","2.5288628761","0.0000000000","0.0000000000"
"45","2000","-144.7610834926","0.0065706555","0.6096615212","1.2527463249","59.4007548988","21.7652723830","37.6354825159","-2.3792859674","49.5335338065","-51.9128197739","-54.4188978184","2.5060780445","3.5709317449","45.2234315544","0.7391705072","-8.6640234920","9.4031939992","0.2289566281","1.0757774439","2.2661976729","0.0000000000","0.0000000000"
"46","2190","-144.7684449785","0.0065224633","0.6161839845","1.2571349626","59.4051435365","22.0509127711","37.3542307655","-2.0936455793","49.2343041444","-51.3279497237","-53.8657967612","2.5378470374","3.4741343688","44.8160892417","0.9440805339","-8.1466309509","9.0907114848","0.2139391029","0.8149116831","2.4452835827","0.0000000000","0.0000000000"
"47","2290","-144.8270305200","0.0061513193","0.6223353038","1.2920614324","59.4400700063","21.8243585481","37.6157114581","-2.3201998022","48.9196738751","-51.2398736774","-53.7448321215","2.5049584441","3.5439115271","44.5535443066","0.8222180415","-8.5013856905","9.3236037319","0.2239928926","1.0439380428","2.2759805917","0.0000000000","0.0000000000"
"48","299","-144.8273615249","0.0061492835","0.6284845873","1.2922587649","59.4402673388","21.8070678353","37.6331995036","-2.3374905151","49.1752589829","-51.5127494980","-54.0316526749","2.5189031769","3.5748779255","44.8382932243","0.7620878332","-8.6337616878","9.3958495210","0.2286421963","1.0798696431","2.2663660861","0.0000000000","0.0000000000"
"49","1581","-144.8276598713","0.0061474492","0.6346320365","1.2924366277","59.4404452016","21.8075527116","37.6328924900","-2.3370056388","49.1752894437","-51.5122950825","-54.0184672728","2.5061721903","3.5747969146","44.8383177323","0.7621747968","-8.6334076713","9.3955824681","0.2286501877","1.0799005401","2.2662461868","0.0000000000","0.0000000000"
"50","2631","-144.8552189000","0.0059803446","0.6406123811","1.3088662715","59.4568748454","22.0571201576","37.3997546879","-2.0874381928","49.3891361160","-51.4765743088","-53.9928323986","2.5162580898","3.6275225600","44.7999811068","0.9616324493","-8.2230999499","9.1847323991","0.2186851214","0.8988257617","2.5100116769","0.0000000000","0.0000000000"
"51","1492","-144.8724692878","0.0058780661","0.6464904472","1.3191502961","59.4671588700","22.0675200045","37.3996388655","-2.0770383459","49.3887983188","-51.4658366647","-54.0023194409","2.5364827762","3.6278422311","44.7997242299","0.9612318578","-8.2225663266","9.1837981845","0.2187230914","0.8988469148","2.5102722248","0.0000000000","0.0000000000"
"52","1948","-144.9048611478","0.0056907153","0.6521811625","1.3384610900","59.4864696639","21.8708471336","37.6156225303","-2.2737112168","48.9196676047","-51.1933788215","-53.7022065537","2.5088277322","3.5439167522","44.5535098894","0.8222409631","-8.5012747390","9.3235157021","0.2239766045","1.0438337338","2.2761064138","0.0000000000","0.0000000000"
"53","1341","-144.9321079291","0.0055377549","0.6577189174","1.3547045839","59.5027131578","22.1664442581","37.3362688997","-1.9781140922","49.2536541448","-51.2317682371","-53.7633803109","2.5316120738","3.7055595795","44.5220817210","1.0260128444","-8.1443291881","9.1703420325","0.2281713569","0.9519774542","2.5254107684","0.0000000000","0.0000000000"
"54","1835","-144.9348678612","0.0055224922","0.6632414095","1.3563499504","59.5043585243","22.1115744301","37.3927840942","-2.0329839203","49.4797297006","-51.5127136209","-54.0584349866","2.5457213657","3.6282468065","44.8882660312","0.9632168629","-8.2374848495","9.2007017125","0.2210570946","0.8996471254","2.5075425865","0.0000000000","0.0000000000"
"55","1637","-144.9567363491","0.0054030345","0.6686444441","1.3693871104","59.5173956843","22.1020596920","37.4153359923","-2.0424986584","49.4340506790","-51.4765493374","-53.9980238203","2.5214744829","3.6364290621","44.8661994769","0.9314221400","-8.2755348816","9.2069570216","0.2221924862","0.8747255777","2.5395109982","0.0000000000","0.0000000000"
"56","1528","-144.9722859267","0.0053196695","0.6739641135","1.3786571766","59.5266657505","22.1890751157","37.3375906348","-1.9554832346","49.2535655461","-51.2090487807","-53.7138468324","2.5047980517","3.7057997472","44.5219915842","1.0257742147","-8.1441940167","9.1699682315","0.2282493645","0.9520800003","2.5254703823","0.0000000000","0.0000000000"
"57","2572","-145.0019915668","0.0051639693","0.6791280828","1.3963665485","59.5443751224","22.1514802639","37.3928948585","-1.9930780865","49.4796734863","-51.4727515727","-54.0014698745","2.5287183017","3.6284405628","44.8881985631","0.9630343604","-8.2374138086","9.2004481690","0.2210572616","0.8995932374","2.5077900637","0.0000000000","0.0000000000"
"58","1275","-145.0229789955","0.0050567203","0.6841848031","1.4088784546","59.5568870285","22.2386364299","37.3182505986","-1.9059219204","49.5142677422","-51.4201896626","-53.9301724503","2.5099827877","3.7486340820","44.7502053498","1.0154283104","-8.1742955137","9.1897238241","0.2317264482","0.9805588463","2.5363487875","0.0000000000","0.0000000000"
"59","1550","-145.0260503863","0.0050412129","0.6892260160","1.4107095009","59.5587180748","22.1429936289","37.4157244459","-2.0015647214","49.4340198009","-51.4355845223","-53.9677833169","2.5321987946","3.6365190880","44.8661566217","0.9313440912","-8.2754726254","9.2068167166","0.2222155233","0.8747764135","2.5395271512","0.0000000000","0.0000000000"
"60","312","-145.1550535117","0.0044310811","0.6936570971","1.4876162537","59.6356248276","22.0546816451","37.5809431825","-2.0898767052","49.7703875744","-51.8602642797","-54.3527764865","2.4925122068","3.4719629502","45.3757593254","0.9226652989","-8.8694839949","9.7921492938","0.2260594137","0.8723161030","2.3735874335","0.0000000000","0.0000000000"
"61","2633","-145.1582339613","0.0044170106","0.6980741077","1.4895123167","59.6375208906","22.1100756104","37.5274452802","-2.0344827400","49.8221363278","-51.8566190678","-54.3636568423","2.5070377745","3.6986899400","45.0786757938","1.0447705940","-8.7791814515","9.8239520455","0.2388667617","0.8891880184","2.5706351600","0.0000000000","0.0000000000"
"62","649","-145.1649165048","0.0043875922","0.7024616998","1.4934961947","59.6415047686","22.0601013765","37.5814033921","-2.0844569739","49.7709601315","-51.8554171054","-54.3290009266","2.4735838212","3.4719050142","45.3762883342","0.9227667832","-8.8698278134","9.7925945966","0.2260734544","0.8724868531","2.3733447066","0.0000000000","0.0000000000"
"63","1230","-145.1889564635","0.0042833724","0.7067450722","1.5078279030","59.6558364769","21.9212232979","37.7346131790","-2.2233350524","49.6474446585","-51.8707797109","-54.3586247123","2.4878450013","3.4415460745","45.4767803295","0.7291182544","-9.2348403986","9.9639586530","0.2368657852","0.9600501192","2.2446301702","0.0000000000","0.0000000000"
"64","685","-145.2081834041","0.0042018029","0.7109468751","1.5192902732","59.6672988471","22.0852039098","37.5820949372","-2.0593544405","49.7159557382","-51.7753101787","-54.2835379115","2.5082277327","3.4712132204","45.3157369694","0.9290055484","-8.8662414077","9.7952469561","0.2263056739","0.8725284220","2.3723791245","0.0000000000","0.0000000000"
"65","286","-145.2342063322","0.0040938701","0.7150407452","1.5348041523","59.6828127262","22.1120513018","37.5707614244","-2.0325070486","50.1419821491","-52.1744891977","-54.6495871905","2.4750979928","3.5065230914","45.7429359514","0.8925231063","-8.9577114472","9.8502345535","0.2317354135","0.8933687365","2.3814189414","0.0000000000","0.0000000000"
"66","1372","-145.2376274539","0.0040798884","0.7191206337","1.5368436948","59.6848522687","21.9503322607","37.7345200080","-2.1942260896","49.6473979732","-51.8416240628","-54.3408506090","2.4992265461","3.4415825589","45.4766736607","0.7291417535","-9.2346984615","9.9638402151","0.2368379527","0.9599452471","2.2447993591","0.0000000000","0.0000000000"
"67","1024","-145.2401965847","0.0040694201","0.7231900538","1.5383753128","59.6863838867","21.9665699170","37.7198139697","-2.1779884333","49.5694955240","-51.7474839573","-54.2264308863","2.4789469290","3.6414561454","45.0002899766","0.9277494020","-9.0334059081","9.9611553101","0.2435508834","1.0814119135","2.3164933485","0.0000000000","0.0000000000"
"68","1269","-145.2440632601","0.0040537154","0.7272437691","1.5406804775","59.6886890514","22.1672345560","37.5214544954","-1.9773237943","50.0204444267","-51.9977682211","-54.4902365251","2.4924683040","3.6975758820","45.2796423116","1.0432262331","-8.7886431398","9.8318693730","0.2406142694","0.8862935955","2.5706680171","0.0000000000","0.0000000000"
"69","925","-145.2557907036","0.0040064533","0.7312502225","1.5476719329","59.6956805068","21.9755432305","37.7201372763","-2.1690151198","49.4464046935","-51.6154198134","-54.0859057271","2.4704859138","3.6406829729","44.8721476606","0.9335740600","-9.0291512888","9.9627253487","0.2437781273","1.0817601572","2.3151446885","0.0000000000","0.0000000000"
"70","1596","-145.2560340812","0.0040054784","0.7352557008","1.5478170254","59.6958255992","22.1223577923","37.5734678069","-2.0222005580","49.8683449256","-51.8905454836","-54.3939432817","2.5033977981","3.5101520104","45.4568590013","0.9013339139","-8.9299830650","9.8313169789","0.2297996302","0.8932692562","2.3870831240","0.0000000000","0.0000000000"
"71","1325","-145.2590813861","0.0039932910","0.7392489919","1.5496337125","59.6976422864","22.1239330358","37.5737092506","-2.0206253145","49.8684198804","-51.8890451949","-54.3679247681","2.4788795732","3.5103078909","45.4568948525","0.9012171370","-8.9300198106","9.8312369476","0.2298000835","0.8933507096","2.3871570978","0.0000000000","0.0000000000"
"72","2142","-145.2705490652","0.0039477588","0.7431967507","1.5564703063","59.7044788802","21.9614259916","37.7430528885","-2.1831323587","50.1978015618","-52.3809339205","-54.8538915220","2.4729576015","3.6659334673","45.6909368301","0.8409312644","-9.2190881488","10.0600194132","0.2497437500","1.1158605135","2.3003292038","0.0000000000","0.0000000000"
"73","2152","-145.2738501475","0.0039347484","0.7471314991","1.5584382859","59.7064468598","22.1847253965","37.5217214633","-1.9598329538","50.0206249576","-51.9804579114","-54.5063959472","2.5259380357","3.6973684791","45.2798347051","1.0434217734","-8.7885672945","9.8319890679","0.2406420336","0.8862066393","2.5705198062","0.0000000000","0.0000000000"
"74","2146","-145.2890748268","0.0038752969","0.7510067960","1.5675146602","59.7155232341","21.9956809022","37.7198423319","-2.1488774481","49.4464057187","-51.5952831668","-54.0675334477","2.4722502808","3.6405959653","44.8721242262","0.9336855272","-9.0291590801","9.9628446074","0.2437901668","1.0818533577","2.3149524407","0.0000000000","0.0000000000"
"75","2239","-145.2978443138","0.0038414611","0.7548482571","1.5727426945","59.7207512684","22.2122988818","37.5084523866","-1.9322594686","49.8620285802","-51.7942880488","-54.2844091012","2.4901210524","3.7204245220","45.0904491904","1.0511548678","-8.7770082287","9.8281630966","0.2418815716","0.9123646137","2.5661783367","0.0000000000","0.0000000000"
"76","2318","-145.3002865068","0.0038320909","0.7586803480","1.5741986370","59.7222072109","22.2133372614","37.5088699495","-1.9312210889","49.8623775138","-51.7935986027","-54.2956021690","2.5020035663","3.7202340841","45.0909633981","1.0511800317","-8.7768486977","9.8280287294","0.2418872035","0.9121797604","2.5661671202","0.0000000000","0.0000000000"
