" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.6876527883"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","185","-121.7748131895","0.0420136066","0.6090018569","0.3820814496","47.7449164795","21.0966745009","26.6482419786","3.2118164637","5.4828757300","-2.2710592663","-4.2912654609","2.0202061946","12.0188265573","-8.7875499615","2.2515991342","-8.9334779038","11.1850770380","0.2225492870","2.4288913514","9.3673859189","0.0000000000","0.0000000000"
"12","564","-121.8101837579","0.0405535354","0.6495553923","0.4031680361","47.7660030660","21.1329438073","26.6330592587","3.2480857700","5.3359854268","-2.0878996568","-4.0976790335","2.0097793767","12.3897899474","-9.2697932940","2.2159887734","-8.9671669625","11.1831557359","0.2182389084","2.4266663645","9.7448846745","0.0000000000","0.0000000000"
"13","293","-121.8385723276","0.0394184663","0.6889738586","0.4200922207","47.7829272506","21.0659171865","26.7170100641","3.1810591492","4.7007111664","-1.5196520172","-3.5226066567","2.0029546395","12.5861262986","-9.9992852780","2.1138701458","-9.7904715198","11.9043416656","0.2565853423","3.3489881336","8.9805528227","0.0000000000","0.0000000000"
"14","744","-121.8473034628","0.0390757965","0.7280496551","0.4252973912","47.7881324211","21.1370083085","26.6511241126","3.2521502712","5.6507270644","-2.3985767932","-4.4063807748","2.0078039816","11.8114220429","-8.3083168063","2.1476218278","-9.1440154089","11.2916372367","0.2249426081","2.6457694561","8.9407099787","0.0000000000","0.0000000000"
"15","584","-121.9018601147","0.0370010617","0.7650507168","0.4578219903","47.8206570202","21.1690750805","26.6515819397","3.2842170432","5.6508800775","-2.3666630342","-4.3733011757","2.0066381415","11.8111843198","-8.3080547091","2.1477504668","-9.1439336625","11.2916841293","0.2249580297","2.6453717211","8.9408545691","0.0000000000","0.0000000000"
"16","573","-121.9316425844","0.0359153269","0.8009660437","0.4755771651","47.8384121950","21.1566762466","26.6817359484","3.2718182093","5.6785162957","-2.4066980864","-4.4195435885","2.0128455021","11.8070857414","-8.2777997898","2.1492303441","-9.1139225077","11.2631528518","0.2239736355","2.6491448304","8.9339672754","0.0000000000","0.0000000000"
"17","774","-121.9410440223","0.0355792534","0.8365452971","0.4811819445","47.8440169744","21.1622866950","26.6817302794","3.2774286577","5.6784378690","-2.4010052590","-4.4155583016","2.0145530426","11.8069791849","-8.2779384160","2.1493971002","-9.1140422001","11.2634393002","0.2239738464","2.6490252364","8.9339801020","0.0000000000","0.0000000000"
"18","239","-122.1324176327","0.0293822012","0.8659274983","0.5952716063","47.9581066362","21.3871170151","26.5709896211","3.5022589778","5.8644087253","-2.3621437335","-4.3664441329","2.0043003994","12.3283800690","-8.5322648877","2.0682935441","-8.8660877571","10.9343813012","0.2151943373","2.5648962267","9.5482895050","0.0000000000","0.0000000000"
"19","763","-122.1753573789","0.0281472411","0.8940747394","0.6208706485","47.9837056784","21.4276287123","26.5560769660","3.5427706750","5.4908073552","-1.9480366801","-3.9499604329","2.0019237528","12.6801112337","-9.2153321679","2.0260282894","-8.8977658847","10.9237941741","0.2109501431","2.5869943391","9.8821667515","0.0000000000","0.0000000000"
"20","529","-122.2135884292","0.0270914531","0.9211661925","0.6436625453","48.0064975752","21.4355094704","26.5709881049","3.5506514331","5.8474082798","-2.2967568467","-4.2969507422","2.0001938955","12.3334352851","-8.5449852102","2.0589582048","-8.8680328260","10.9269910309","0.2154971228","2.5650568335","9.5528813287","0.0000000000","0.0000000000"
"21","334","-122.5031578723","0.0202802772","0.9414464697","0.8162928248","48.1791278547","21.1563258993","27.0228019554","3.2714678620","4.5727403892","-1.3012725272","-3.2810085949","1.9797360676","12.6965433907","-10.3576601454","2.2338571439","-10.2247039298","12.4585610737","0.2808954486","3.7857648031","8.6298831390","0.0000000000","0.0000000000"
"22","482","-122.6055871427","0.0183058298","0.9597522995","0.8773572567","48.2401922866","21.2173614252","27.0228308614","3.3325033879","4.5727206297","-1.2402172419","-3.2336542674","1.9934370256","12.6967355658","-10.3578040795","2.2337891435","-10.2247135363","12.4585026798","0.2809207719","3.7861591936","8.6296556003","0.0000000000","0.0000000000"
"23","240","-123.3753858656","0.0084775446","0.9682298441","1.3362819526","48.6991169825","21.9967750197","26.7023419628","4.1119169824","6.3733251563","-2.2614081740","-4.2605543983","1.9991462244","12.0927556227","-8.0585978857","2.3391674194","-9.6831894908","12.0223569102","0.2678452537","3.0048832155","8.8200271535","0.0000000000","0.0000000000"
"24","844","-123.4119731654","0.0081729797","0.9764028238","1.3580939081","48.7209289380","22.0186068639","26.7023220741","4.1337488266","6.3735424331","-2.2397936064","-4.2543983494","2.0146047429","12.0927432991","-8.0580406138","2.3388397478","-9.6829560758","12.0217958236","0.2678278591","3.0052594737","8.8196559663","0.0000000000","0.0000000000"
"25","362","-124.1783260441","0.0037980230","0.9802008469","1.8149643228","49.1777993527","22.5052062414","26.6725931113","4.6203482041","6.6559513935","-2.0356031894","-4.0352893615","1.9996861721","12.2371274187","-7.5462399162","1.9650638910","-10.1350370905","12.1001009815","0.2610021457","3.5894091844","8.3867160887","0.0000000000","0.0000000000"
"26","96","-124.2281978941","0.0036132543","0.9838141012","1.8446960214","49.2075310513","22.5328376321","26.6746934192","4.6479795948","6.6560593272","-2.0080797323","-3.9986681862","1.9905884539","12.2369482923","-7.5459203151","1.9650313500","-10.1349629437","12.0999942937","0.2610128814","3.5894951973","8.3864402136","0.0000000000","0.0000000000"
"27","270","-124.3313163422","0.0032592281","0.9870733292","1.9061713149","49.2690063448","22.6272596962","26.6417466486","4.7424016589","6.8972315754","-2.1548299165","-4.1395766961","1.9847467796","12.3666090175","-7.7450925071","2.2757150650","-9.8278447572","12.1035598221","0.2807225677","3.4599180279","8.6259684219","0.0000000000","0.0000000000"
"28","841","-124.3840339059","0.0030918599","0.9901651891","1.9375995196","49.3004345495","22.6588012500","26.6416332995","4.7739432127","6.8971865931","-2.1232433804","-4.1210967236","1.9978533432","12.3666440884","-7.7452687490","2.2758112537","-9.8277517561","12.1035630098","0.2807249853","3.4598586171","8.6260604860","0.0000000000","0.0000000000"
"29","356","-124.9120915505","0.0018234224","0.9919886115","2.2524073866","49.6152424165","22.8792962532","26.7359461633","4.9944382159","7.1146834387","-2.1202452228","-4.1135190338","1.9932738111","12.1462290584","-6.9597461846","1.9282005649","-10.0642668447","11.9924674096","0.2598874696","3.6262525460","8.2600890429","0.0000000000","0.0000000000"
"30","848","-124.9881627787","0.0016898571","0.9936784686","2.2977581572","49.6605931871","22.9247322304","26.7358609567","5.0398741931","7.1145652864","-2.0746910933","-4.0714034845","1.9967123911","12.1464702222","-6.9600709412","1.9281660054","-10.0642710800","11.9924370854","0.2598738085","3.6262628857","8.2603335279","0.0000000000","0.0000000000"
"31","147","-125.1211536573","0.0014794244","0.9951578929","2.3770422567","49.7398772866","23.1131869729","26.6266903137","5.2283289356","7.4820126348","-2.2536836992","-4.2482726592","1.9945889600","12.3089913786","-7.0844910705","2.2575123267","-9.7701861453","12.0276984720","0.2835247510","3.4908393041","8.5346273235","0.0000000000","0.0000000000"
"32","807","-125.1600659033","0.0014229623","0.9965808552","2.4002402565","49.7630752864","23.1364442649","26.6266310215","5.2515862276","7.4820021070","-2.2304158794","-4.2199179943","1.9895021148","12.3088035791","-7.0844623018","2.2576608298","-9.7703551247","12.0280159545","0.2835407714","3.4906660491","8.5345967585","0.0000000000","0.0000000000"
"33","838","-125.8826737825","0.0006908262","0.9972716814","2.8310315677","50.1938665976","23.5673282713","26.6265383263","5.6824702340","7.2083668021","-1.5258965680","-3.5154735572","1.9895769892","13.6289597003","-9.9157101064","3.4951172082","-10.5131183065","14.0082355147","0.4314247430","3.7219013417","9.4756336156","0.0000000000","0.0000000000"
"34","20","-125.9166743526","0.0006677325","0.9979394139","2.8513014133","50.2141364432","23.5874651526","26.6266712906","5.7026071153","7.2083574916","-1.5057503762","-3.4982487386","1.9924983624","13.6290862189","-9.9154699122","3.4947411848","-10.5129300578","14.0076712426","0.4314102725","3.7222245618","9.4754513846","0.0000000000","0.0000000000"
"35","311","-125.9257994177","0.0006616671","0.9986010810","2.8567414298","50.2195764597","23.5931257749","26.6264506848","5.7082677376","7.2083797121","-1.5001119746","-3.4895720759","1.9894601013","13.6288792598","-9.9155847342","3.4950851865","-10.5129543607","14.0080395472","0.4314177002","3.7217456447","9.4757159150","0.0000000000","0.0000000000"
"36","438","-126.8742156489","0.0002562994","0.9988573804","3.4221510850","50.7849861149","24.5171476025","26.2678385124","6.6322895652","8.8920986510","-2.2598090858","-4.2614328664","2.0016237806","13.2130324415","-7.8917258214","3.5707920309","-10.2543471128","13.8251391437","0.4372825399","3.6152843229","9.1604655788","0.0000000000","0.0000000000"
"37","731","-127.1809745205","0.0001885923","0.9990459727","3.6050290473","50.9678640773","24.1498495269","26.8180145503","6.2649914896","8.5739785850","-2.3090096894","-4.3323398820","2.0233301927","13.3452248116","-8.5986760373","3.8274298108","-9.6787802596","13.5062100703","0.4332310295","3.3643041272","9.5476896549","0.0000000000","0.0000000000"
"38","117","-127.2612076178","0.0001740520","0.9992200247","3.6528609659","51.0156959958","24.1671022739","26.8485937219","6.2822442366","8.5737720880","-2.2915278513","-4.3035297370","2.0120018856","13.3459126944","-8.5993055582","3.8271649518","-9.6788729660","13.5060379177","0.4331440275","3.3638154261","9.5489532408","0.0000000000","0.0000000000"
"39","540","-127.3012530725","0.0001672198","0.9993872445","3.6767345416","51.0395695715","24.2294622907","26.8101072808","6.3446042534","8.6094556527","-2.2648513994","-4.2707293477","2.0058779484","13.3130235570","-8.5450432469","3.8414753427","-9.6852062995","13.5266816421","0.4346264374","3.3749804215","9.5034166981","0.0000000000","0.0000000000"
"40","453","-127.3042775197","0.0001667148","0.9995539593","3.6785376019","51.0413726318","24.1926575815","26.8487150504","6.3077995442","8.6090130104","-2.3012134663","-4.3201101379","2.0188966717","13.3142249551","-8.5462045852","3.8409926404","-9.6853331972","13.5263258376","0.4344844715","3.3738690651","9.5058714186","0.0000000000","0.0000000000"
"41","364","-127.4186793541","0.0001486928","0.9997026521","3.7467396208","51.1095746507","24.3078035182","26.8017711325","6.4229454809","8.7813646116","-2.3584191307","-4.3698780966","2.0114589659","13.3288591278","-8.3865204237","3.8390259074","-9.7452156054","13.5842415128","0.4357216078","3.4783705200","9.4147670000","0.0000000000","0.0000000000"
"42","376","-127.4351311830","0.0001462666","0.9998489187","3.7565475749","51.1193826048","24.3037494596","26.8156331452","6.4188914223","8.7813077929","-2.3624163706","-4.3802307358","2.0178143652","13.3284932576","-8.3866226210","3.8394371563","-9.7453293065","13.5847664628","0.4357501661","3.4779066053","9.4148364863","0.0000000000","0.0000000000"
"43","511","-127.5971455254","0.0001243893","0.9999733081","3.8531343588","51.2159693887","24.4174620224","26.7985073663","6.5326039851","8.9189232892","-2.3863193040","-4.3893485246","2.0030292205","13.4640174226","-8.1533324692","3.6082383357","-9.9400985261","13.5483368619","0.4368616523","3.5440981798","9.4830575905","0.0000000000","0.0000000000"
"44","391","-129.2263279959","0.0000243915","0.9999976995","4.8243909321","52.1872259620","25.2383078972","26.9489180649","7.3534498599","8.4549956000","-1.1015457402","-3.1015177803","1.9999720401","15.6014484183","-10.5733876021","3.4269347838","-11.3597152469","14.7866500307","0.4704782318","5.4455059193","9.6854642671","0.0000000000","0.0000000000"
"45","455","-132.2793199985","0.0000011517","0.9999988512","6.6444685506","54.0073035806","27.8023188381","26.2049847424","9.9174608008","11.9660198177","-2.0485590169","-4.0368543210","1.9882953041","15.2351844511","-6.6223724592","3.3532078258","-10.8081284509","14.1613362767","0.4522644171","5.1801807274","9.6027393066","0.0000000000","0.0000000000"
"46","857","-132.2818758891","0.0000011488","1.0000000000","6.6459922753","54.0088273053","27.8034072424","26.2054200628","9.9185492051","11.9658127990","-2.0472635939","-4.0197826978","1.9725191040","15.2353946930","-6.6229016706","3.3533197766","-10.8081994196","14.1615191962","0.4522775440","5.1801122820","9.6030048670","0.0000000000","0.0000000000"
