" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","268.5041409144"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","4859","-1145.4565481862","0.0097680301","0.1464575374","0.5184860324","522.8056436508","363.9948430308","158.8108006200","253.1087231995","288.2023656525","-35.0936424530","-40.9045884449","5.8109459919","133.5237580992","164.8880874401","-10.2094798868","-144.3057969877","134.0963171009","4.9154604092","14.9931216867","113.6151760033","0.0000000000","0.0000000000"
"12","9831","-1145.4825560277","0.0095172599","0.1559747973","0.5339909175","522.8211485359","363.8818421601","158.9393063757","252.9957223289","290.3824887000","-37.3867663711","-43.2597801606","5.8730137895","132.6578962545","167.2795828580","-9.5549904126","-144.4770347946","134.9220443820","5.0293355559","14.9461159877","112.6824447109","0.0000000000","0.0000000000"
"13","7454","-1145.4876258214","0.0094691315","0.1654439287","0.5370133355","522.8241709539","364.0573530224","158.7668179315","253.1712331911","291.9466481006","-38.7754149094","-44.6975286583","5.9221137489","132.3483770417","168.7548556108","-9.1565845520","-143.6332024450","134.4766178930","5.0700728654","14.8243144496","112.4539897268","0.0000000000","0.0000000000"
"14","12439","-1145.4942186441","0.0094069085","0.1748508372","0.5409437254","522.8281013438","364.0197437002","158.8083576436","253.1336238690","288.2297484121","-35.0961245432","-40.9163431542","5.8202186110","133.5119577470","164.9351377426","-10.2173470775","-144.3230972773","134.1057501999","4.9145350515","15.0005805805","113.5968421149","0.0000000000","0.0000000000"
"15","3744","-1145.5237182484","0.0091334615","0.1839842987","0.5585302666","522.8456878850","363.8444722042","159.0012156808","252.9583523730","291.7493193202","-38.7909669472","-44.6265097064","5.8355427592","132.8247314156","168.6518583472","-9.7272704426","-144.9080260926","135.1807556500","4.9939658937","15.0350753480","112.7956901739","0.0000000000","0.0000000000"
"16","10126","-1145.5510813766","0.0088869298","0.1928712285","0.5748431220","522.8620007405","363.9369162112","158.9250845292","253.0507963800","291.9735051847","-38.9227088047","-44.8003298829","5.8776210782","132.5391300350","169.0620935628","-9.6277184131","-144.5388605516","134.9111421385","4.9803537283","15.1609870773","112.3977892294","0.0000000000","0.0000000000"
"17","9769","-1145.5755846406","0.0086718172","0.2015430457","0.5894510353","522.8766086537","363.9529786092","158.9236300445","253.0668587779","291.7834844106","-38.7166256327","-44.5902507741","5.8736251414","132.5523473867","168.8528802558","-9.6217432319","-144.5350251716","134.9132819396","4.9802251552","15.1608153677","112.4113068638","0.0000000000","0.0000000000"
"18","7325","-1145.5820421005","0.0086159997","0.2101590454","0.5933007271","522.8804583455","363.9401016398","158.9403567056","253.0539818086","290.3506485583","-37.2966667498","-43.1825852002","5.8859184504","132.6526028179","167.2604775741","-9.5624318337","-144.4903682950","134.9279364613","5.0299272396","14.9474906871","112.6751848912","0.0000000000","0.0000000000"
"19","11418","-1145.5829030636","0.0086085849","0.2187676303","0.5938140005","522.8809716189","363.8909511385","158.9900204804","253.0048313072","291.5011219812","-38.4962906739","-44.3642355279","5.8679448539","132.8534152081","168.3814506090","-9.7337438360","-144.9272705003","135.1935266643","4.9932430123","15.0550399279","112.8051322680","0.0000000000","0.0000000000"
"20","6014","-1145.6129551707","0.0083537274","0.2271213577","0.6117299228","522.8988875412","364.0249566625","158.8739308787","253.1388368312","288.3500100321","-35.2111732008","-41.0797714785","5.8685982777","133.6860344880","164.4620414029","-9.7980658588","-142.9859316459","133.1878657872","4.8780727066","14.4263394908","114.3816222906","0.0000000000","0.0000000000"
"21","11630","-1145.6594975987","0.0079738338","0.2350951916","0.6394767467","522.9266343652","364.1616693521","158.7649650130","253.2755495209","291.2834274226","-38.0078779017","-43.9215461114","5.9136682097","132.4298269481","167.9840720901","-9.1304716156","-143.5008244982","134.3703528826","5.0245701730","14.7090336506","112.6962231246","0.0000000000","0.0000000000"
"22","8715","-1145.7535278174","0.0072582241","0.2423534157","0.6955339838","522.9826916022","363.9477766801","159.0349149221","253.0616568489","289.3197047189","-36.2580478700","-42.1152166850","5.8571688150","132.7734549952","166.1863507361","-9.6401010123","-144.3165997787","134.6764987664","4.9636676242","14.9450234853","112.8647638858","0.0000000000","0.0000000000"
"23","12749","-1145.8084443857","0.0068703745","0.2492237902","0.7282731514","523.0154307698","363.9771507750","159.0382799949","253.0910309437","288.9818802348","-35.8908492911","-41.7507515036","5.8599022125","132.7707385386","165.8467912464","-9.6356495501","-144.3140549953","134.6784054452","4.9634738517","14.9444468172","112.8628178697","0.0000000000","0.0000000000"
"24","6293","-1145.8333600883","0.0067013093","0.2559250995","0.7431269449","523.0302845633","364.1665261023","158.8637584610","253.2804062711","288.3262956925","-35.0458894215","-40.9328841073","5.8869946858","133.6989555156","164.4209053777","-9.7935652008","-142.9432153937","133.1496501929","4.8755556214","14.4208786960","114.4025211983","0.0000000000","0.0000000000"
"25","11464","-1145.8486184201","0.0065998346","0.2625249341","0.7522233815","523.0393809999","364.0737821851","158.9655988147","253.1876623539","289.7551822096","-36.5675198557","-42.4393200213","5.8718001656","132.7055421892","166.5599776512","-9.5103376307","-144.3167013810","134.8063637503","4.9868942744","14.8203225617","112.8983253530","0.0000000000","0.0000000000"
"26","1127","-1145.8626842117","0.0065076525","0.2690325866","0.7606088710","523.0477664894","364.3497211272","158.6980453622","253.4636012959","289.9230219488","-36.4594206529","-42.3845713014","5.9251506485","133.4941873962","165.8475291828","-9.4186946301","-142.2051936867","132.7864990565","4.9138979495","14.3377511261","114.2425383206","0.0000000000","0.0000000000"
"27","8941","-1145.8786697225","0.0064044514","0.2754370381","0.7701388240","523.0572964425","363.7552033679","159.3020930746","252.8690835366","286.6779463181","-33.8088627815","-39.6614661101","5.8526033286","133.4027445223","163.1714164056","-9.8962146098","-144.7910687931","134.8948541833","4.9167986915","14.6862356173","113.7997102136","0.0000000000","0.0000000000"
"28","12552","-1145.9989111235","0.0056788678","0.2811159059","0.8418221703","523.1289797887","364.6218583286","158.5071214602","253.7357384973","290.8790390198","-37.1433005225","-43.0075227713","5.8642222488","132.9838830242","167.5631916544","-9.6680356588","-143.9808519645","134.3128163057","4.9416573347","15.2723884518","112.7698372377","0.0000000000","0.0000000000"
"29","12323","-1146.0218099110","0.0055503062","0.2866662121","0.8554735558","523.1426311742","364.5462631582","158.5963680160","253.6601433269","290.6243046612","-36.9641613343","-42.8222133894","5.8580520551","133.0273892703","167.3962656972","-9.7993503063","-143.9323983136","134.1330480073","4.9171859469","15.3940994314","112.7161038920","0.0000000000","0.0000000000"
"30","12555","-1146.0613382144","0.0053351916","0.2920014037","0.8790388256","523.1661964440","364.5700445666","158.5961518774","253.6839247354","291.1571104150","-37.4731856796","-43.3371189618","5.8639332822","133.0519668173","167.8911808327","-9.7860372350","-143.9261684669","134.1401312319","4.9188430591","15.3935903730","112.7395333852","0.0000000000","0.0000000000"
"31","11003","-1146.0858430152","0.0052060426","0.2972074463","0.8936476550","523.1808052734","364.4977140569","158.6830912165","253.6115942256","291.7408734497","-38.1292792240","-44.0266998652","5.8974206412","132.4337498702","168.6128052043","-9.3056816248","-143.3115360674","134.0058544425","4.9976920965","14.8383219624","112.5977358113","0.0000000000","0.0000000000"
"32","12488","-1146.1071588433","0.0050962459","0.3023036922","0.9063553403","523.1935129587","364.6677514377","158.5257615210","253.7816316065","289.3812599281","-35.5996283216","-41.3630739812","5.7634456596","134.0551813685","166.0505725698","-10.7244940102","-144.1704541896","133.4459601794","4.8781589753","15.2034256822","113.9735967110","0.0000000000","0.0000000000"
"33","6191","-1146.1258538165","0.0050018567","0.3073055489","0.9175005718","523.2046581902","364.5531397126","158.6515184775","253.6670198814","291.4165059759","-37.7494860945","-43.6031273123","5.8536412178","133.1782589123","168.3105915240","-10.0723444604","-144.3286956292","134.2563511688","4.9920244672","15.1424531567","113.0437812884","0.0000000000","0.0000000000"
"34","12312","-1146.1266658105","0.0049977969","0.3123033458","0.9179846516","523.2051422700","364.5502214992","158.6549207708","253.6641016680","291.6194099171","-37.9553082491","-43.8076226422","5.8523143931","133.2026253122","168.4920342652","-10.0752496602","-144.3303428980","134.2550932377","4.9951396275","15.1443050679","113.0631806167","0.0000000000","0.0000000000"
"35","7466","-1146.1373242928","0.0049448109","0.3172481567","0.9243388331","523.2114964515","364.4460051122","158.7654913393","253.5598852810","291.1532763958","-37.5933911148","-43.4876047467","5.8942136319","133.5129061032","167.3796337949","-9.7392635023","-143.4042417948","133.6649782925","4.9738526661","15.0163957154","113.5226577216","0.0000000000","0.0000000000"
"36","5110","-1146.1627957659","0.0048204498","0.3220686065","0.9395239558","523.2266815742","364.2614039881","158.9652775861","253.3752841568","289.8159827166","-36.4406985598","-42.3226982546","5.8819996948","132.7007260616","166.6345162464","-9.5192595914","-144.3270996656","134.8078400742","4.9869767667","14.8295476071","112.8842016877","0.0000000000","0.0000000000"
"37","7556","-1146.1637318835","0.0048159394","0.3268845459","0.9400820334","523.2272396518","364.5124176940","158.7148219578","253.6262978627","292.7197337802","-39.0934359174","-44.9077675988","5.8143316814","133.3435332696","169.6096659722","-10.2334654616","-144.7279152649","134.4944498034","4.9562675727","15.2146091824","113.1726565145","0.0000000000","0.0000000000"
"38","8501","-1146.1694976426","0.0047882518","0.3316727976","0.9435193595","523.2306769779","364.5764290168","158.6542479612","253.6903091855","291.3496079725","-37.6592987870","-43.5013141402","5.8420153532","133.1817198380","168.2374282962","-10.0695401617","-144.3178152935","134.2482751319","4.9930051271","15.1333444479","113.0553702630","0.0000000000","0.0000000000"
"39","7221","-1146.1871748298","0.0047043527","0.3363771503","0.9540578257","523.2412154441","364.7035241422","158.5376913019","253.8174043109","294.1437662590","-40.3263619481","-46.1874365136","5.8610745656","133.0155904800","170.9287351481","-9.8005593691","-143.8087085968","134.0081492277","4.9982873070","15.0587560898","112.9585470832","0.0000000000","0.0000000000"
"40","9716","-1146.2024460504","0.0046330572","0.3410102075","0.9631619461","523.2503195645","364.7707706228","158.4795489417","253.8846507916","293.0434793481","-39.1588285566","-45.0453110787","5.8864825221","132.8530905647","169.8190491126","-9.6286603291","-143.3746645881","133.7460042590","5.0348839743","14.9725807587","112.8456258317","0.0000000000","0.0000000000"
"41","11434","-1146.2578342016","0.0043834181","0.3453936256","0.9961822534","523.2833398719","364.5833504798","158.6999893921","253.6972306485","292.4908112305","-38.7936889581","-44.6097558396","5.8160668815","133.3662246589","169.3684246155","-10.2438380440","-144.7554721553","134.5116341113","4.9554156223","15.2366544575","113.1741545792","0.0000000000","0.0000000000"
"42","12609","-1146.2596520565","0.0043754569","0.3497690825","0.9972659893","523.2844236077","364.6849570773","158.5994665304","253.7988372460","295.2578472501","-41.4590100040","-47.3982054384","5.9391954344","131.9955062051","172.2585039067","-8.9961628618","-143.6142206391","134.6180577774","5.1503246093","14.9614859566","111.8836956391","0.0000000000","0.0000000000"
"43","10138","-1146.2987417710","0.0042077213","0.3539768038","1.0205697892","523.3077274076","365.0635175547","158.2442098528","254.1773977235","294.1041968569","-39.9267991335","-45.8250783280","5.8982791945","132.7247159147","170.8886236871","-9.5091427449","-142.9362429502","133.4271002053","4.9483450878","15.3121858902","112.4641849367","0.0000000000","0.0000000000"
"44","5996","-1146.3022797307","0.0041928608","0.3581696647","1.0226789860","523.3098366044","363.8732316214","159.4366049830","252.9871117902","287.1679641496","-34.1808523594","-40.0161010341","5.8352486747","134.0329766680","163.3297547341","-10.1947672525","-143.8519654800","133.6571982275","4.9101725791","14.6275335460","114.4952705429","0.0000000000","0.0000000000"
"45","4585","-1146.3087144676","0.0041659675","0.3623356321","1.0265151312","523.3136727496","364.2484347589","159.0652379907","253.3623149277","287.6498267305","-34.2875118028","-40.1523194658","5.8648076630","134.0358612553","163.6367927558","-10.0228272806","-143.3267125662","133.3038852856","4.8406814120","14.3342448968","114.8609349464","0.0000000000","0.0000000000"
"46","12604","-1146.3103584582","0.0041591243","0.3664947565","1.0274952159","523.3146528343","364.6204358729","158.6942169614","253.7343160417","295.5289307053","-41.7946146636","-47.7141364073","5.9195217436","132.0140333562","172.6916717533","-9.1767744042","-143.5563053975","134.3795309933","5.0322141146","15.1906463232","111.7911729184","0.0000000000","0.0000000000"
"47","8483","-1146.3267519137","0.0040914977","0.3705862542","1.0372683700","523.3244259884","364.6115330745","158.7128929139","253.7254132433","293.9187310144","-40.1933177711","-46.1217644203","5.9284466492","132.1308787155","170.8820708624","-9.0942185636","-143.4908339058","134.3966153422","5.0830965496","14.9771853224","112.0705968435","0.0000000000","0.0000000000"
"48","7227","-1146.3307120563","0.0040753269","0.3746615810","1.0396292563","523.3267868747","364.5523043849","158.7744824898","253.6661845537","293.5769636970","-39.9107791433","-45.8276529428","5.9168737995","132.3215864172","170.6646191976","-9.4092419178","-144.4879085401","135.0786666223","5.1079649488","15.0862489306","112.1273725378","0.0000000000","0.0000000000"
"49","7564","-1146.3308940284","0.0040745853","0.3787361664","1.0397377411","523.3268953595","364.9238165133","158.4030788463","254.0376966820","293.0722966048","-39.0345999228","-44.9095569213","5.8749569984","133.2623692004","169.6706369515","-9.8607095470","-143.9707702345","134.1100606875","4.9591010566","14.9012503946","113.4020177492","0.0000000000","0.0000000000"
"50","12823","-1146.3332185767","0.0040651248","0.3828012911","1.0411235484","523.3282811668","364.5706623078","158.7576188590","253.6845424765","290.3020552926","-36.6175128161","-42.4306325705","5.8131197544","133.2967304386","167.1434135716","-10.1380887176","-144.1288410209","133.9907523033","4.9287931950","15.1293466879","113.2385905557","0.0000000000","0.0000000000"
"51","7174","-1146.3406995920","0.0040348270","0.3868361181","1.0455834449","523.3327410633","364.6326577441","158.7000833192","253.7465379129","293.9488345871","-40.2022966742","-46.1519752448","5.9496785706","132.1304759053","170.9097536181","-9.0913949362","-143.4843912587","134.3929963225","5.0834218027","14.9718833869","112.0751707157","0.0000000000","0.0000000000"
"52","11334","-1146.3417615709","0.0040305443","0.3908666624","1.0462165563","523.3333741747","364.4851149002","158.8482592745","253.5989950690","294.9247709707","-41.3257759017","-47.2225950107","5.8968191090","132.4945240185","172.0049104031","-9.5746634510","-144.9011071516","135.3264437007","5.0719680411","15.1737065160","112.2488494613","0.0000000000","0.0000000000"
"53","5962","-1146.3424688024","0.0040276948","0.3948943572","1.0466381808","523.3337957992","364.5728198507","158.7609759485","253.6867000195","290.0424581093","-36.3557580899","-42.1712635066","5.8155054167","133.2982851781","166.8756340064","-10.1314610752","-144.1234019695","133.9919408942","4.9283066458","15.1281252770","113.2418532553","0.0000000000","0.0000000000"
"54","9789","-1146.3437683215","0.0040224641","0.3989168214","1.0474129046","523.3345705230","364.6995884334","158.6349820896","253.8134686022","289.4256042167","-35.6121356145","-41.4578622807","5.8457266662","133.5863827588","165.8973550395","-10.0581335816","-144.3005902441","134.2424566625","4.9009783908","14.8895326140","113.7958717540","0.0000000000","0.0000000000"
"55","8450","-1146.3795461193","0.0038810933","0.4027979147","1.0687422658","523.3558998842","364.4417712218","158.9141286623","253.5556513906","289.6712289141","-36.1155775235","-41.9310124515","5.8154349280","133.8255768447","166.0724561998","-10.2268041304","-144.4250583532","134.1982542228","4.9313801992","15.2418626250","113.6523340205","0.0000000000","0.0000000000"
"56","7383","-1146.3893349371","0.0038432873","0.4066412020","1.0745779863","523.3617356047","364.4849874661","158.8767481386","253.5988676349","290.3173793857","-36.7185117508","-42.5861155246","5.8676037738","132.7462039456","167.2796835152","-9.7085080750","-144.1898025306","134.4812944555","4.9598537492","14.9846356761","112.8017145203","0.0000000000","0.0000000000"
"57","8484","-1146.3926502696","0.0038305666","0.4104717686","1.0765544613","523.3637120797","364.6518796232","158.7118324566","253.7657597919","293.1453703395","-39.3796105476","-45.1876326577","5.8080221101","133.3645958037","170.0450528614","-10.2642783256","-144.7523439253","134.4880655997","4.9570110892","15.2575549782","113.1500297363","0.0000000000","0.0000000000"
"58","11552","-1146.4036909484","0.0037885072","0.4142602758","1.0831364938","523.3702941122","364.6162413567","158.7540527555","253.7301215254","290.4102874330","-36.6801659076","-42.5035857925","5.8234198850","133.2909700318","167.2643387208","-10.1450213196","-144.1345811725","133.9895598529","4.9271801775","15.1352966907","113.2284931636","0.0000000000","0.0000000000"
"59","8665","-1146.4288691377","0.0036943103","0.4179545861","1.0981467718","523.3853043902","364.5092914689","158.8760129214","253.6231716376","290.3456857757","-36.7225141381","-42.5863049012","5.8637907631","132.7206496200","167.3266856961","-9.7016495403","-144.1521022474","134.4504527071","4.9604698357","14.9550980833","112.8050817010","0.0000000000","0.0000000000"
"60","7254","-1146.4369380003","0.0036646213","0.4216192074","1.1029571205","523.3901147390","364.7625197649","158.6275949741","253.8763999337","294.5891210557","-40.7127211220","-46.6612771327","5.9485560107","132.0641496353","171.5001766602","-8.9752052398","-143.5034390752","134.5282338353","5.1061922262","14.8560810946","112.1018763145","0.0000000000","0.0000000000"
"61","11134","-1146.4466151784","0.0036293292","0.4252485366","1.1087262858","523.3958839042","364.8186130624","158.5772708417","253.9324932312","291.7198597036","-37.7873664724","-43.6610323987","5.8736659263","133.0024132774","168.4440150826","-9.7265686563","-143.2473549192","133.5207862629","4.9673409368","14.9928499900","113.0422223506","0.0000000000","0.0000000000"
"62","4863","-1146.4538642858","0.0036031149","0.4288516515","1.1130479277","523.4002055461","364.6988512570","158.7013542891","253.8127314258","292.8726411278","-39.0599097020","-44.8541873473","5.7942776453","133.4094802435","169.7368058768","-10.2736449925","-144.7805889950","134.5069440025","4.9568789683","15.2845003246","113.1681009506","0.0000000000","0.0000000000"
"63","6436","-1146.4636636413","0.0035679791","0.4324196306","1.1188899304","523.4060475488","364.7471427348","158.6589048140","253.8610229036","289.6719657133","-35.8109428097","-41.6537534433","5.8428106336","134.1533581434","165.7986172090","-10.2800096391","-142.8071300852","132.5271204460","4.8485627508","14.6034316241","114.7013637686","0.0000000000","0.0000000000"
"64","12257","-1146.4677484718","0.0035534343","0.4359730649","1.1213251509","523.4084827693","364.6698008019","158.7386819673","253.7836809707","297.4619518607","-43.6782708900","-49.5664777734","5.8882068834","132.3195836428","174.4917843082","-9.3494160904","-144.5223477673","135.1729316769","5.0799446804","15.1560477802","112.0835911822","0.0000000000","0.0000000000"
"65","9902","-1146.4711533435","0.0035413559","0.4395144207","1.1233550058","523.4105126242","364.5268862287","158.8836263954","253.6407663975","292.6190478847","-38.9777204440","-44.8677194539","5.8899990099","132.4294769174","169.6669172786","-9.4773463113","-144.2904840434","134.8131377321","5.0427561099","15.0755537208","112.3111670867","0.0000000000","0.0000000000"
"66","2065","-1146.5113911543","0.0034016883","0.4429161090","1.1473432569","523.4345008753","364.8956625917","158.5388382836","254.0095427605","293.3971786336","-39.3876358731","-45.3154646254","5.9278287523","133.0859291097","169.5889391785","-9.2776896546","-142.2138176431","132.9361279886","4.9970262239","14.4725494441","113.6163534417","0.0000000000","0.0000000000"
"67","3320","-1146.5122156430","0.0033988848","0.4463149937","1.1478347857","523.4349924041","364.4057762186","159.0292161855","253.5196563874","287.6391452025","-34.1194888152","-39.9287026835","5.8092138683","133.9376371147","164.0936366721","-10.3921285843","-144.6035633850","134.2114348007","4.8806319404","14.8658325926","114.1911725817","0.0000000000","0.0000000000"
"68","8868","-1146.5242628841","0.0033581832","0.4496731770","1.1550168922","523.4421745106","364.6540597711","158.7881147395","253.7679399399","289.2099955160","-35.4420555761","-41.2955888622","5.8535332861","134.2170008904","165.0084390456","-10.0154444200","-142.8042703374","132.7888259174","4.8734931830","14.5244908709","114.8190168365","0.0000000000","0.0000000000"
"69","12597","-1146.5247646978","0.0033564985","0.4530296755","1.1553160545","523.4424736729","364.5724455827","158.8700280902","253.6863257515","294.3265582309","-40.6402324794","-46.5179252748","5.8776927954","132.3056580691","171.5830136697","-9.5621135079","-144.3693684760","134.8072549681","4.9935275930","15.2954869571","112.0166435190","0.0000000000","0.0000000000"
"70","5947","-1146.5311910600","0.0033349976","0.4563646730","1.1591472070","523.4463048254","365.5776414391","157.8686633863","254.6915216078","287.9230217322","-33.2315001244","-39.3358585077","6.1043583833","139.3453108296","155.6648965353","-7.0871856327","-138.5265561754","131.4393705427","4.6552002291","12.1998206083","122.4902899922","0.0000000000","0.0000000000"
"71","12413","-1146.5335082014","0.0033272788","0.4596919519","1.1605285985","523.4476862169","364.5583491709","158.8893370460","253.6722293397","292.2553621183","-38.5831327787","-44.4731877708","5.8900549921","132.4233207462","169.3165540528","-9.4845126807","-144.3186022368","134.8340895561","5.0437402147","15.0815692969","112.2980112346","0.0000000000","0.0000000000"
"72","7620","-1146.5359724379","0.0033190897","0.4630110416","1.1619976825","523.4491553009","364.7365655688","158.7125897321","253.8504457375","293.2057791925","-39.3553334550","-45.2909846422","5.9356511872","132.2154891337","170.0605520232","-9.0702619644","-143.3747178405","134.3044558761","5.0375415505","14.8627334978","112.3152140854","0.0000000000","0.0000000000"
"73","11093","-1146.5438631354","0.0032930029","0.4663040445","1.1667018160","523.4538594344","364.8852662366","158.5685931978","253.9991464054","291.6370636252","-37.6379172199","-43.5220590977","5.8841418778","132.9947897189","168.3695110758","-9.7272371695","-143.2550894225","133.5278522531","4.9679369671","14.9933075008","113.0335452510","0.0000000000","0.0000000000"
"74","5926","-1146.5449385883","0.0032894633","0.4695935078","1.1673429600","523.4545005784","364.5137441740","158.9407564044","253.6276243428","293.4412415270","-39.8136171842","-45.6942311214","5.8806139372","132.6130579428","170.4879983250","-9.6598147407","-144.7486255415","135.0888108008","5.0068625052","15.1852186004","112.4209768372","0.0000000000","0.0000000000"
"75","9856","-1146.5451941849","0.0032886226","0.4728821304","1.1674953370","523.4546529554","364.5657813538","158.8888716016","253.6796615225","292.2505833089","-38.5709217863","-44.4635493796","5.8926275933","132.4298583455","169.2967159868","-9.4759910235","-144.3007684005","134.8247773770","5.0433139213","15.0802472636","112.3062971606","0.0000000000","0.0000000000"
