" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","294.4803082432"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"22","983","-1251.2765347137","0.0041768837","0.9477123568","2.2976710048","570.4054893682","370.3622889646","200.0432004036","238.9085823905","323.9626643728","-85.0540819823","-91.0917536139","6.0376716316","147.5457964044","202.1332517823","-25.7163838140","-184.3289923417","158.6126085277","4.7498900047","12.2749604940","130.5209459057","0.0000000000","0.0000000000"
"23","930","-1251.2905428072","0.0041187814","0.9518311382","2.3060220969","570.4138404603","371.4882560754","198.9255843850","240.0345495012","333.0866244129","-93.0520749117","-99.1097254653","6.0576505536","146.5751326385","213.9676462403","-27.4561544659","-183.1306915765","155.6745371106","4.7053560179","12.1624930014","129.7072836192","0.0000000000","0.0000000000"
"24","162","-1251.3732584787","0.0037918032","0.9556229414","2.3553340317","570.4631523951","372.2797499983","198.1834023968","240.8260434242","329.2255701625","-88.3995267383","-94.5255957228","6.1260689844","149.8349880981","202.8763670552","-23.4857849908","-179.1706328099","155.6848478192","4.7884020476","12.1020651915","132.9445208590","0.0000000000","0.0000000000"
"25","310","-1251.4415205136","0.0035416037","0.9591645451","2.3960292585","570.5038476219","371.0833565977","199.4204910242","239.6296500236","326.7654756945","-87.1358256709","-93.1753745795","6.0395489086","148.6806776223","204.5003155924","-26.4155175202","-184.4951095882","158.0795920681","4.7600143798","12.6388895031","131.2817737393","0.0000000000","0.0000000000"
"26","708","-1251.5258728368","0.0032551141","0.9624196591","2.4463169026","570.5541352661","371.7853654802","198.7687697858","240.3316589061","326.1401061889","-85.8084472828","-91.8301306741","6.0216833913","148.2605171771","203.9240091743","-26.0444201624","-182.8374029560","156.7929827936","4.7240539833","12.3506504011","131.1858127927","0.0000000000","0.0000000000"
"27","794","-1251.6392530218","0.0029062022","0.9653258613","2.5139098531","570.6217282165","370.2946097279","200.3271184886","238.8409031537","328.1074525687","-89.2665494149","-95.3128333078","6.0462838929","146.5394549186","206.2256451716","-24.6576475215","-183.1322129464","158.4745654249","4.9107404581","13.0720105274","128.5567039330","0.0000000000","0.0000000000"
"28","242","-1251.7604048505","0.0025746029","0.9679004642","2.5861359616","570.6939543251","373.0011138893","197.6928404358","241.5474073152","337.4687443577","-95.9213370425","-101.9851530157","6.0638159732","148.1957903529","216.0086980036","-26.7357439988","-180.4722221143","153.7364781155","4.6986272745","12.1311330044","131.3660300741","0.0000000000","0.0000000000"
"29","17","-1251.8049481121","0.0024624383","0.9703629025","2.6126909586","570.7205093221","372.9298427355","197.7906665866","241.4761361613","331.3410887826","-89.8649526213","-95.9172453257","6.0522927045","146.7472981579","209.5739951867","-24.9802045620","-179.3133893508","154.3331847888","4.7964553989","12.6582460437","129.2925967152","0.0000000000","0.0000000000"
"30","317","-1251.9653707627","0.0020974648","0.9724603674","2.7083288364","570.8161471998","370.8606817204","199.9554654795","239.4069751462","327.5823419777","-88.1753668315","-94.2307325971","6.0553657656","149.5104763751","204.3106002963","-26.2387346937","-185.8789989196","159.6402642260","4.8587456760","12.6906541202","131.9610765788","0.0000000000","0.0000000000"
"31","338","-1252.0498944572","0.0019274651","0.9743878324","2.7587186456","570.8665370091","371.3169905279","199.5495464812","239.8632839537","327.1990955014","-87.3358115477","-93.3631170961","6.0273055484","148.2150570411","205.0811040505","-26.0970655902","-184.8710847426","158.7740191524","4.9708102386","12.5845652141","130.6596815884","0.0000000000","0.0000000000"
"32","67","-1252.2034108641","0.0016531611","0.9760409935","2.8502392837","570.9580576472","371.5197555223","199.4383021249","240.0660489481","330.1404720164","-90.0744230683","-96.2228412050","6.1484181368","148.3229131468","208.0799270820","-26.2623682124","-181.9358849919","155.6735167795","4.7786210108","12.7070654318","130.8372267041","0.0000000000","0.0000000000"
"33","684","-1252.2890176923","0.0015175276","0.9775585212","2.9012748160","571.0090931795","371.6581937065","199.3508994730","240.2044871323","325.2100913797","-85.0056042474","-91.0287930428","6.0231887954","149.6309329880","201.3088397682","-25.7296813765","-185.1694822142","159.4398008376","4.9138047744","12.5298690598","132.1872591538","0.0000000000","0.0000000000"
"34","482","-1252.4771292468","0.0012573055","0.9788158267","3.0134197643","571.1212381277","372.1779821086","198.9432560191","240.7242755345","328.0679044956","-87.3436289611","-93.3728499772","6.0292210161","148.2037161802","206.4129514325","-26.5487631171","-184.0701275493","157.5213644322","4.7461084485","12.8493349262","130.6082728055","0.0000000000","0.0000000000"
"35","308","-1252.4884064185","0.0012432063","0.9800590329","3.0201427848","571.1279611482","372.3810879223","198.7468732259","240.9273813482","330.0913999991","-89.1640186509","-95.2219244258","6.0579057749","148.2673818198","207.7362871925","-25.9122690132","-180.8485238303","154.9362548171","4.6609621449","11.6163940083","131.9900256665","0.0000000000","0.0000000000"
"36","116","-1252.4889826518","0.0012424901","0.9813015230","3.0204863132","571.1283046766","373.3627181213","197.7655865553","241.9090115471","334.0731255209","-92.1641139738","-98.1957113811","6.0315974073","147.1897666750","213.8633622780","-26.9800034320","-181.8050678105","154.8250643785","4.6929430324","12.3593708884","130.1374527542","0.0000000000","0.0000000000"
"37","143","-1252.5087154422","0.0012182126","0.9825197356","3.0322502516","571.1400686151","371.9210866818","199.2189819333","240.4673801077","325.3415731804","-84.8741930728","-90.9121363616","6.0379432888","149.6291684985","202.7320759973","-27.0196713154","-182.4709015275","155.4512302122","4.5524951728","11.6737533780","133.4029199476","0.0000000000","0.0000000000"
"38","129","-1252.5473936593","0.0011719939","0.9836917295","3.0553087324","571.1631270958","371.6312535473","199.5318735485","240.1775469731","320.7330951881","-80.5480433871","-86.7369591579","6.1889157708","144.5954739261","198.1007349832","-21.9631137212","-179.0435047235","157.0803910023","4.8590702517","12.5586962035","127.1777074709","0.0000000000","0.0000000000"
"39","467","-1252.5880922493","0.0011252530","0.9848169825","3.0795716825","571.1873900460","372.7005605135","198.4868295325","241.2468539394","334.7912049436","-93.5443510042","-99.5757096078","6.0313586035","147.2348201238","214.6763794943","-27.1199946744","-181.7953210431","154.6753263687","4.6944035370","12.1689491441","130.3714674427","0.0000000000","0.0000000000"
"40","852","-1252.7419489300","0.0009647862","0.9857817687","3.1712951789","571.2791135424","373.7691215093","197.5099920330","242.3154149352","336.8809916817","-94.5655767465","-100.6701968632","6.1046201168","145.9568096738","216.4232583114","-25.4990763035","-177.9342994121","152.4352231086","4.6417396713","12.0057960037","129.3092739988","0.0000000000","0.0000000000"
"41","898","-1252.8010708455","0.0009093996","0.9866911683","3.2065414145","571.3143597779","372.5057562822","198.8086034957","241.0520497081","333.5503840036","-92.4983342955","-98.5101031447","6.0117688491","147.0977954793","213.9736760406","-27.5210875163","-183.3427089820","155.8216214657","4.7063443068","12.3939403567","129.9975108158","0.0000000000","0.0000000000"
"42","492","-1252.8420224020","0.0008729105","0.9875640788","3.2309551736","571.3387735370","371.2271780725","200.1115954645","239.7734714984","325.4257314406","-85.6522599422","-91.7028028090","6.0505428668","149.7895954118","201.4642996162","-25.8281635874","-185.0958610705","159.2676974831","4.9051027095","12.5781876578","132.3063050445","0.0000000000","0.0000000000"
"43","990","-1252.9685005372","0.0007692030","0.9883332818","3.3063566234","571.4141749868","374.8054524200","196.6087225668","243.3517458459","327.4864041941","-84.1346583483","-90.3333988305","6.1987404822","146.6635568135","203.4673621485","-22.6445147679","-174.6153789852","151.9708642173","4.5091753711","10.9176303505","131.2367510920","0.0000000000","0.0000000000"
"44","923","-1252.9895607143","0.0007531728","0.9890864546","3.3189118993","571.4267302627","372.7978294331","198.6289008296","241.3441228590","336.1349904448","-94.7908675858","-100.8815019669","6.0906343811","145.8914885337","214.3025606526","-24.0590587414","-179.6020038841","155.5429451426","4.8580478532","12.6065491373","128.4268915431","0.0000000000","0.0000000000"
"45","612","-1252.9950050234","0.0007490835","0.9898355381","3.3221575891","571.4299759526","372.1157553008","199.3142206518","240.6620487266","327.3319340199","-86.6698852933","-92.7647761728","6.0948908795","148.1129541580","205.0105828197","-25.7916029579","-181.9209114415","156.1293084836","4.7713284875","11.8321550065","131.5094706641","0.0000000000","0.0000000000"
"46","849","-1252.9987514566","0.0007462823","0.9905818204","3.3243910700","571.4322094334","372.1557375821","199.2764718514","240.7020310079","325.1963181945","-84.4942871866","-90.6344794250","6.1401922384","146.0859429937","201.5592135314","-22.4488383306","-179.9232682976","157.4744299670","4.8399377002","12.7648404279","128.4811648656","0.0000000000","0.0000000000"
"47","772","-1253.1147580545","0.0006645415","0.9912463619","3.3935497878","571.5013681512","372.6413203514","198.8600477999","241.1876137772","335.8825038500","-94.6948900728","-100.7247026711","6.0298125983","146.5785027682","216.8939791099","-27.5899780281","-181.2463469647","153.6563689366","4.6741689826","11.8129734060","130.0913603796","0.0000000000","0.0000000000"
"48","948","-1253.1921291445","0.0006150640","0.9918614259","3.4396754865","571.5474938500","373.8353620311","197.7121318188","242.3816554570","331.1782005692","-88.7965451122","-94.7930112154","5.9964661032","148.6606622617","209.4563765373","-26.9388382298","-180.4493411772","153.5105029474","4.6104959583","11.4943347059","132.5558315975","0.0000000000","0.0000000000"
"49","496","-1253.2207603755","0.0005977036","0.9924591296","3.4567443366","571.5645627000","373.6791654087","197.8853972914","242.2254588345","334.5514584113","-92.3259995768","-98.3762016430","6.0502020662","146.5937888093","215.2043043771","-27.2466347751","-181.3644300474","154.1177952723","4.6679862872","11.7053180624","130.2204844597","0.0000000000","0.0000000000"
"50","314","-1253.2432417523","0.0005844164","0.9930435459","3.4701468776","571.5779652411","373.1042869518","198.4736782893","241.6505803777","329.7968895206","-88.1463091429","-94.1679897398","6.0216805969","150.1401523381","206.2621396990","-26.6054025165","-182.6753850874","156.0699825709","4.6638505656","12.2290633419","133.2472384306","0.0000000000","0.0000000000"
"51","348","-1253.2578326506","0.0005759511","0.9936194971","3.4788454158","571.5866637792","372.2148091576","199.3718546216","240.7611025835","326.5773746674","-85.8162720839","-91.8918719829","6.0755998990","149.5881029650","202.7391379480","-25.7498662456","-185.1205855502","159.3707193046","4.9225082342","12.5056455825","132.1599491483","0.0000000000","0.0000000000"
"52","544","-1253.4732587276","0.0004643306","0.9940838276","3.6072742426","571.7150926061","373.4745693848","198.2405232213","242.0208628106","333.4596832917","-91.4388204811","-97.4127442250","5.9739237439","148.4745436366","212.2028121642","-27.2176725091","-183.2475117941","156.0298392851","4.8689628810","12.6116911796","130.9938895761","0.0000000000","0.0000000000"
"53","390","-1253.6866837866","0.0003750921","0.9944589197","3.7345101387","571.8423285022","371.9393699660","199.9029585362","240.4856633918","329.8186139845","-89.3329505927","-95.3478138942","6.0148633015","148.6715381031","207.8417244545","-26.6946485731","-184.0525536365","157.3579050634","4.7261698072","12.6189705438","131.3263977521","0.0000000000","0.0000000000"
"54","218","-1253.7144631910","0.0003648157","0.9948237354","3.7510711622","571.8588895256","373.0289963981","198.8298931275","241.5752898240","327.6053315915","-86.0300417676","-92.0239630621","5.9939212945","150.1185392938","204.6161881462","-27.1293958485","-182.7564120213","155.6270161727","4.5514403481","11.8861501169","133.6809488288","0.0000000000","0.0000000000"
"55","466","-1253.7998080354","0.0003349722","0.9951587076","3.8019505097","571.9097688732","373.1932464263","198.7165224469","241.7395398521","336.5327183656","-94.7931785135","-100.8457756094","6.0525970959","147.1797586705","217.1538715278","-27.8009118326","-183.0558584002","155.2549465675","4.6928750133","12.4474686328","130.0394150243","0.0000000000","0.0000000000"
"56","755","-1253.8560596142","0.0003166496","0.9954753572","3.8354855597","571.9433039232","372.9610039842","198.9822999390","241.5072974101","334.4148306299","-92.9075332199","-98.9098229725","6.0022897526","147.9830695913","214.2876057252","-27.8558446866","-183.3133821898","155.4575375032","4.7781608583","12.0870365745","131.1178721585","0.0000000000","0.0000000000"
"57","908","-1253.9188712949","0.0002973721","0.9957727292","3.8729314928","571.9807498563","372.8419244474","199.1388254089","241.3882178733","327.5194335964","-86.1312157231","-92.1591818446","6.0279661215","150.2624346852","203.0325652158","-25.7755663047","-185.5068744514","159.7313081467","4.9299098660","12.7605446213","132.5719801979","0.0000000000","0.0000000000"
"58","369","-1254.1820027543","0.0002285723","0.9960013016","4.0298004527","572.1376188162","373.9477100755","198.1899087407","242.4940035014","321.1337683774","-78.6397648761","-84.6596748817","6.0199100057","149.5472709111","195.8741300132","-24.2876325468","-179.4379175832","155.1502850365","4.7510077007","11.7086333734","133.0876298369","0.0000000000","0.0000000000"
"59","573","-1254.3125911324","0.0002005903","0.9962018918","4.1076522729","572.2154706363","372.9641668204","199.2513038159","241.5104602463","334.6854708287","-93.1750105824","-99.2428844262","6.0678738438","149.5657448964","211.1525743824","-26.0328484502","-181.9718538112","155.9390053611","4.6669614335","12.0821851257","132.8165983372","0.0000000000","0.0000000000"
"60","491","-1254.3258106489","0.0001979560","0.9963998478","4.1155332454","572.2233516088","373.6862203137","198.5371312951","242.2325137396","335.2815610339","-93.0490472943","-99.1175125317","6.0684652373","146.4895891180","212.9563044390","-24.1643325231","-179.9318924225","155.7675598994","4.8633983974","12.8422252224","128.7839654981","0.0000000000","0.0000000000"
"61","262","-1254.3572818761","0.0001918231","0.9965916709","4.1342951931","572.2421135565","372.4377279937","199.8043855628","240.9840214196","324.2755673623","-83.2915459427","-89.2691230998","5.9775771571","151.7104391666","199.6295212035","-27.0643930078","-186.2275255204","159.1631325126","4.7695053673","12.4572512011","134.4836825982","0.0000000000","0.0000000000"
"62","205","-1254.3669097496","0.0001899851","0.9967816560","4.1400349648","572.2478533282","374.4913375861","197.7565157421","243.0376310120","332.9745634347","-89.9319940960","-95.9867925925","6.0547984965","151.0354530551","207.2873874915","-25.3482771119","-180.5499115601","155.2016344483","4.6578664536","12.3015275074","134.0760590940","0.0000000000","0.0000000000"
"63","292","-1254.4324259182","0.0001779370","0.9969595930","4.1790932105","572.2869115740","374.8717135976","197.4151979764","243.4180070234","331.6377968600","-88.2197898366","-94.2380787522","6.0182889156","151.3997733329","207.4733789732","-27.2353554461","-182.5001896859","155.2648342398","4.6320919569","11.4081370260","135.3595443500","0.0000000000","0.0000000000"
"64","274","-1254.5762350674","0.0001541029","0.9971136959","4.2648267512","572.3726451146","374.0291012825","198.3435438322","242.5753947083","337.2121066048","-94.6367118965","-100.7177999675","6.0810880710","146.9193264661","217.4796510577","-27.1868709189","-180.7179963129","153.5311253939","4.6478883752","11.7534511023","130.5179869885","0.0000000000","0.0000000000"
"65","397","-1254.5797890713","0.0001535562","0.9972672521","4.2669455130","572.3747638764","373.5567398069","198.8180240695","242.1030332328","326.9933771607","-84.8863402689","-91.0048712868","6.1185310179","149.3875642970","202.1629029040","-24.5570900404","-181.3452227137","156.7881326733","4.7427863257","12.5635832310","132.0811947404","0.0000000000","0.0000000000"
"66","739","-1254.6732141558","0.0001398599","0.9974071120","4.3226419921","572.4304603555","372.4741964278","199.9562639278","241.0204898536","330.0766442969","-89.0561544432","-95.1937541586","6.1375997154","149.4740270373","205.7365007455","-25.1338834859","-183.2865575306","158.1526740447","4.9339407102","13.0343351362","131.5057511909","0.0000000000","0.0000000000"
"67","243","-1254.6794884566","0.0001389851","0.9975460971","4.3263824914","572.4342008548","373.5516704484","198.8825304065","242.0979638742","329.4030500653","-87.3050861911","-93.3540050008","6.0489188097","147.9527149068","206.8708942356","-25.4205590771","-183.3672789267","157.9467198496","4.8101791417","13.0226034449","130.1199323203","0.0000000000","0.0000000000"
"68","634","-1254.6908496167","0.0001374150","0.9976835121","4.3331555826","572.4409739461","371.3010786835","201.1398952626","239.8473721093","321.2507845859","-81.4034124766","-87.5477572470","6.1443447704","146.1070797450","198.5198051471","-23.3761003062","-184.6282338669","161.2521335607","4.9430568185","13.8814588579","127.2825640686","0.0000000000","0.0000000000"
"69","183","-1254.7182779443","0.0001336972","0.9978172093","4.3495073075","572.4573256709","372.1537882621","200.3035374088","240.7000816880","325.5733644622","-84.8732827743","-90.8693459080","5.9960631337","148.8705155576","202.6595009574","-25.9566520529","-185.9270653786","159.9704133257","4.8215596377","12.6240444982","131.4249114217","0.0000000000","0.0000000000"
"70","400","-1254.7693833682","0.0001270362","0.9979442455","4.3799744158","572.4877927793","373.0950655688","199.3927272105","241.6413589946","333.0073168243","-91.3659578296","-97.3190593554","5.9531015258","147.4056856158","213.5379090415","-27.9362778331","-185.6196071101","157.6833292771","4.8448084277","12.5551319095","130.0057452787","0.0000000000","0.0000000000"
"71","33","-1254.8788918614","0.0001138593","0.9980581048","4.4452592110","572.5530775745","374.9867627036","197.5663148708","243.5330561295","328.8785100112","-85.3454538817","-91.4247847939","6.0793309122","147.0041456067","206.1252858298","-24.2509214254","-178.5714451680","154.3205237426","4.6879593538","12.2265694724","130.0896167805","0.0000000000","0.0000000000"
"72","705","-1254.8803001057","0.0001136991","0.9981718039","4.4460987526","572.5539171161","376.7947444205","195.7591726955","245.3410378464","340.5647511696","-95.2237133232","-101.1958084114","5.9720950882","149.8389497572","218.1658268442","-27.4400254318","-179.2142429475","151.7742175157","4.6019910302","11.8043625567","133.4325961702","0.0000000000","0.0000000000"
"73","740","-1254.9159606974","0.0001097159","0.9982815199","4.4673582400","572.5751766034","374.9959837189","197.5791928846","243.5422771447","337.6786593611","-94.1363822164","-100.1514618825","6.0150796660","147.7536323739","217.2164533589","-27.2914263717","-181.6812145304","154.3897881586","4.6784260409","12.6518355037","130.4233708293","0.0000000000","0.0000000000"
"74","664","-1254.9483703123","0.0001062171","0.9983877370","4.4866796187","572.5944979821","373.5181825634","199.0763154187","242.0644759893","327.2474951179","-85.1830191286","-91.2624584094","6.0794392808","149.1493749250","202.6607631819","-24.5626429890","-180.1160967690","155.5534537801","4.6956933763","12.2409419729","132.2127395758","0.0000000000","0.0000000000"
"75","857","-1255.0119190080","0.0000996771","0.9984874141","4.5245649321","572.6323832955","375.6934173271","196.9389659684","244.2397107530","339.2289890844","-94.9892783315","-100.9782040591","5.9889257277","149.0536424890","217.4768342157","-27.3014876203","-180.5517256479","153.2502380275","4.7310785115","12.3222915541","132.0002724234","0.0000000000","0.0000000000"
"76","403","-1255.0270989523","0.0000981755","0.9985855896","4.5336146370","572.6414330004","372.5994683655","200.0419646350","241.1457617913","328.1093669433","-86.9636051519","-92.9622857187","5.9986805668","150.5151181323","204.9873814762","-27.3931326652","-186.7605563154","159.3674236501","4.7082996696","12.6518538965","133.1549645662","0.0000000000","0.0000000000"
