" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.8345836172"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","0","-20.3542742520","0.0156495426","0.8435718942","1.8078277179","-15.1903905248","-35.2744646016","20.0840740768","-53.1593226389","6.7627311739","-59.9220538128","-62.2559232660","2.3338694532","7.6000740177","-2.1392258866","1.3018830428","-6.7863163148","8.0881993576","0.1338251353","2.7201689618","4.7460792117","0.0000007089","0.0000000000"
"12","470","-20.3562249172","0.0156190454","0.8591909396","1.8089906302","-15.1892276124","-34.9241951706","19.7349675581","-52.8090532078","7.6894061391","-60.4984593469","-62.7681423237","2.2696829768","8.1966896389","-1.5606172667","1.0533337669","-7.7370999069","8.7904336738","0.1808279114","2.7799636998","5.2352459200","0.0006521077","0.0000000000"
"13","368","-20.3584341338","0.0155845776","0.8747755172","1.8103076811","-15.1879105616","-34.9977195782","19.8098090166","-52.8825776155","7.5999296666","-60.4825072821","-62.7686096474","2.2861023653","8.0937132039","-1.4725549727","0.9787714354","-7.8270644089","8.8058358443","0.1730590678","2.6872839024","5.2327166996","0.0006535342","0.0000000000"
"14","187","-20.4034762949","0.0148981888","0.8896737060","1.8371601030","-15.1610581397","-34.8959905423","19.7349324026","-52.7808485796","7.6894123645","-60.4702609441","-62.7791197327","2.3088587886","8.1965665659","-1.5605913098","1.0534371084","-7.7371372206","8.7905743290","0.1808300689","2.7800306251","5.2350553718","0.0006505001","0.0000000000"
"15","592","-20.6363449880","0.0118032033","0.9014769093","1.9759875536","-15.0222306891","-34.9960711402","19.9738404511","-52.8809291775","8.1033860538","-60.9843152313","-63.2320008632","2.2476856319","8.0527101378","-0.7901048044","0.8407807204","-8.0647073539","8.9054880743","0.1723275136","2.8915431764","4.9884326567","0.0004067912","0.0000000000"
"16","684","-20.6519768690","0.0116201316","0.9130970408","1.9853066860","-15.0129115567","-35.0174943987","20.0045828421","-52.9023524360","8.0613832418","-60.9637356778","-63.2487686796","2.2850330018","8.0623932739","-0.7835952259","0.7825851938","-8.2288142445","9.0113994384","0.1825171436","2.9098193327","4.9694344354","0.0006223621","0.0000000000"
"17","51","-20.6777962029","0.0113239476","0.9244209885","2.0006991900","-14.9975190526","-34.9711881800","19.9736691274","-52.8560462173","8.1030455512","-60.9590917685","-63.2377919311","2.2787001627","8.0528036991","-0.7906912996","0.8409331517","-8.0646370529","8.9055702046","0.1723101286","2.8913655263","4.9886540004","0.0004740438","0.0000000000"
"18","68","-21.1252867779","0.0072386098","0.9316595982","2.2674760369","-14.7307422058","-34.7113610889","19.9806188831","-52.5962191262","8.9247716045","-61.5209907306","-63.7896198987","2.2686291681","7.8813175007","0.3487003407","0.6947537632","-8.0487022571","8.7434560203","0.1557936962","2.6603276823","5.0646055550","0.0005905672","0.0000000000"
"19","172","-21.2437726754","0.0064297989","0.9380893972","2.3381128188","-14.6601054239","-34.6453359049","19.9852304811","-52.5301939422","9.1098083035","-61.6400022457","-63.9190417880","2.2790395422","7.8610046122","0.5288764281","0.7199272631","-7.9888653864","8.7087926495","0.1520987040","2.6527762508","5.0555421516","0.0005875057","0.0000000000"
"20","179","-21.2745080986","0.0062351825","0.9443245797","2.3564361081","-14.6417821345","-34.6271091206","19.9853269861","-52.5119671579","9.1095879630","-61.6215551208","-63.9060643237","2.2845092028","7.8613101894","0.5286042796","0.7196734940","-7.9885471215","8.7082206154","0.1521433412","2.6529407780","5.0556383655","0.0005877047","0.0000000000"
"21","687","-21.2867619205","0.0061592439","0.9504838235","2.3637413704","-14.6344768723","-34.6311427900","19.9966659177","-52.5160008273","9.3765509777","-61.8925518050","-64.1938042211","2.3012524161","7.8603311849","0.8102700697","0.7059497231","-8.0196115323","8.7255612554","0.1527050581","2.6508514005","5.0560208976","0.0007538286","0.0000000000"
"22","688","-21.3121289061","0.0060049675","0.9564887910","2.3788642016","-14.6193540411","-34.6072812020","19.9879271609","-52.4921392393","8.5860140879","-61.0781533271","-63.3538640061","2.2757106789","7.9328929508","-0.1251302796","0.7782514167","-7.9809429764","8.7591943932","0.1597472405","2.6982988621","5.0743590729","0.0004877752","0.0000000000"
"23","116","-21.3278865392","0.0059110850","0.9623998760","2.3882583026","-14.6099599401","-34.5902680431","19.9803081030","-52.4751260804","8.9246191309","-61.3997452113","-63.6822135763","2.2824683650","7.8814479468","0.3484945230","0.6946766611","-8.0486877961","8.7433644572","0.1557793028","2.6604588347","5.0646170227","0.0005927866","0.0000000000"
"24","565","-21.3294774088","0.0059016887","0.9683015648","2.3892067185","-14.6090115242","-34.6058796161","19.9968680919","-52.4907376534","9.3763819796","-61.8671196330","-64.1550628619","2.2879432290","7.8605314470","0.8100439195","0.7058066131","-8.0194649104","8.7252715235","0.1526848897","2.6510059990","5.0560845285","0.0007560298","0.0000000000"
"25","635","-21.3480032516","0.0057933615","0.9740949263","2.4002511208","-14.5979671219","-34.5859081924","19.9879410705","-52.4707662297","8.5859184273","-61.0566846570","-63.3527839636","2.2960993066","7.9328652898","-0.1251568036","0.7782099412","-7.9808699175","8.7590798587","0.1597284354","2.6982871991","5.0743596039","0.0004900513","0.0000000000"
"26","107","-21.7068777847","0.0040464427","0.9781413690","2.6141984567","-14.3840197860","-34.4113186765","20.0272988905","-52.2961767138","9.6239155459","-61.9200922597","-64.1953874356","2.2752951759","7.8698623423","1.2649397363","0.4891134673","-8.3897513904","8.8788648577","0.1695761449","2.7680129494","4.9311765750","0.0010966731","0.0000000000"
"27","480","-21.7226126619","0.0039832708","0.9821246398","2.6235789915","-14.3746392512","-34.4017430340","20.0271037828","-52.2866010713","9.6237562366","-61.9103573079","-64.1840437665","2.2736864586","7.8698181545","1.2648490574","0.4890890246","-8.3892119348","8.8783009593","0.1696130844","2.7678427939","4.9311567254","0.0012055508","0.0000000000"
"28","281","-22.1716474253","0.0025422983","0.9846669381","2.8912764247","-14.1069418179","-34.4225111973","20.3155693794","-52.3073692346","8.8742586463","-61.1816278809","-63.4140811275","2.2324532467","8.4786780700","-0.3570602222","0.7526407984","-9.0804612504","9.8331020488","0.2206696218","3.2078077842","5.0497366242","0.0004640398","0.0000000000"
"29","575","-22.2393552312","0.0023758629","0.9870428010","2.9316412413","-14.0665770014","-34.3824068610","20.3158298596","-52.2672648983","8.8743618824","-61.1416267807","-63.3781617030","2.2365349223","8.4786508174","-0.3568912506","0.7526023155","-9.0804978299","9.8331001454","0.2206433465","3.2077868921","5.0497551780","0.0004654009","0.0000000000"
"30","304","-23.0271905396","0.0010806097","0.9881234107","3.4013186629","-13.5968995798","-33.8900671046","20.2931675248","-51.7749251419","9.5462952934","-61.3212204353","-63.5537923293","2.2325718940","8.3494601832","0.4481236245","0.7487114858","-8.8714944761","9.6202059619","0.1977977055","3.0888649076","5.0620776122","0.0007199579","0.0000000000"
"31","376","-23.3216605066","0.0008049746","0.9889283853","3.5768704481","-13.4213477946","-33.7237268174","20.3023790228","-51.6085848547","10.3945599336","-62.0031447883","-64.2056777664","2.2025329781","8.2841662775","1.5213492467","0.5890444094","-9.0712999178","9.6603443272","0.1937620326","3.0304218520","5.0588643463","0.0011180466","0.0000000000"
"32","79","-23.3316124340","0.0007970033","0.9897253886","3.5828034084","-13.4154148343","-33.7180271695","20.3026123352","-51.6028852068","10.3935285092","-61.9964137160","-64.2101098806","2.2136961646","8.2845815200","1.5200030667","0.5889439225","-9.0708140980","9.6597580205","0.1937758899","3.0305875340","5.0592059571","0.0010121390","0.0000000000"
"33","484","-23.3413831819","0.0007892539","0.9905146425","3.5886283563","-13.4095898864","-33.8150441986","20.4054543122","-51.6999022359","10.0541704947","-61.7540727306","-63.9783927280","2.2243199974","8.3207426943","1.2886423060","0.4447854944","-9.3975282566","9.8423137510","0.2103515612","3.1525079176","4.9566039532","0.0012792623","0.0000000000"
"34","390","-23.3760938288","0.0007623284","0.9912769708","3.6093215227","-13.3888967199","-33.4715959049","20.0826991850","-51.3564539422","10.4274010140","-61.7838549562","-64.0139632356","2.2301082794","8.4456300344","1.3060205503","0.6757504293","-8.9278188297","9.6035692590","0.2087749018","3.0661560024","5.1693648673","0.0013342628","0.0000000000"
"35","249","-23.3795084087","0.0007597298","0.9920367006","3.6113571653","-13.3868610774","-33.4694382218","20.0825771444","-51.3542962591","10.4267590128","-61.7810552719","-64.0121350256","2.2310797538","8.4456053130","1.3051254197","0.6760282801","-8.9277841651","9.6038124452","0.2087347216","3.0660167044","5.1696378572","0.0012160298","0.0000000000"
"36","729","-23.3915861857","0.0007506091","0.9927873097","3.6185574762","-13.3796607665","-33.7852447512","20.4055839847","-51.6701027885","10.0534992885","-61.7236020769","-63.9427710352","2.2191689582","8.3207632294","1.2878810390","0.4448550201","-9.3973714787","9.8422264988","0.2103373905","3.1523396487","4.9569257341","0.0011604562","0.0000000000"
"37","161","-23.6609264502","0.0005733778","0.9933606875","3.7791278894","-13.2190903533","-33.1585090094","19.9394186561","-51.0433670467","10.0448566311","-61.0882236778","-63.3581201133","2.2698964354","10.1003262706","-0.8832285567","0.8277589172","-8.1767940729","9.0045529901","0.1816108033","2.9880601719","6.9299937124","0.0006615830","0.0000000000"
"38","560","-23.6770557875","0.0005642037","0.9939248912","3.7887435863","-13.2094746564","-33.3715358215","20.1620611651","-51.2563938588","10.8926629560","-62.1490568148","-64.3668439990","2.2177871842","8.3481343852","2.0106499958","0.5338785750","-9.1236860960","9.6575646710","0.2005443709","2.9392745542","5.2066666749","0.0016487852","0.0000000000"
"39","265","-23.6922382056","0.0005557025","0.9944805937","3.7977947661","-13.2004234766","-33.3888173823","20.1883939057","-51.2736754196","11.2366716275","-62.5103470471","-64.7772747569","2.2669277098","9.0295839958","1.6672929121","0.5397947196","-8.8243390010","9.3641337206","0.1857430005","3.1952321609","5.6414949853","0.0071138491","0.0000000000"
"40","177","-23.7392944631","0.0005301589","0.9950107526","3.8258479155","-13.1723703271","-33.3348727572","20.1625024301","-51.2197307945","10.8924596027","-62.1121903972","-64.3287999220","2.2166095248","8.3482547237","2.0103362815","0.5338685975","-9.1235593786","9.6574279761","0.2005753108","2.9394553596","5.2065706088","0.0016534445","0.0000000000"
"41","5","-23.7458958030","0.0005266707","0.9955374233","3.8297833831","-13.1684348596","-33.1076976724","19.9392628128","-50.9925557097","10.0447619669","-61.0373176766","-63.3034614644","2.2661437879","10.1003511449","-0.8834495313","0.8278603533","-8.1766621709","9.0045225242","0.1815766624","2.9879987128","6.9300242064","0.0007515632","0.0000000000"
"42","269","-23.7663462222","0.0005160094","0.9960534327","3.8419751446","-13.1562430981","-33.3444902623","20.1882471643","-51.2293482996","11.2366896481","-62.4660379478","-64.7312486446","2.2652106968","9.0293846672","1.6673777012","0.5399272797","-8.8243946211","9.3643219008","0.1857534155","3.1951578533","5.6413825626","0.0070908359","0.0000000000"
"43","346","-23.9216389491","0.0004417889","0.9964952216","3.9345547571","-13.0636634856","-32.9723295826","19.9086660970","-50.8571876199","10.4524496133","-61.3087470127","-63.5785403556","2.2697933429","10.0970337998","-0.5039935683","0.8594093817","-8.0640915952","8.9235009769","0.1750833084","2.9979779849","6.9235401738","0.0004323328","0.0000000000"
"44","730","-23.9850739797","0.0004146344","0.9969098561","3.9723723076","-13.0258459350","-32.9715541539","19.9457082189","-50.8564121912","10.2050456450","-61.0614578362","-63.3281409778","2.2666831416","10.1068435148","-0.6986723944","0.7968745246","-8.2116532814","9.0085278060","0.1910406732","3.0040759706","6.9111855277","0.0005413433","0.0000000000"
"45","530","-23.9870202617","0.0004138282","0.9973236843","3.9735326069","-13.0246856358","-32.9325928833","19.9079072476","-50.8174509206","10.2953771941","-61.1128281147","-63.3683480698","2.2555199551","10.0751303704","-0.6149680260","0.8352148497","-8.0719402534","8.9071551030","0.1764180731","2.9761249971","6.9221664792","0.0004208210","0.0000000000"
"46","756","-23.9891376572","0.0004129529","0.9977366372","3.9747949175","-13.0234233252","-32.9697086924","19.9462853672","-50.8545667297","10.2051452601","-61.0597119898","-63.3127693931","2.2530574033","10.1068311461","-0.6985789079","0.7968930219","-8.2117127539","9.0086057757","0.1910710946","3.0042087429","6.9110108038","0.0005405048","0.0000000000"
"47","160","-24.0255995705","0.0003981671","0.9981348042","3.9965321223","-13.0016861204","-32.9105538410","19.9088677206","-50.7954118783","10.4524453588","-61.2478572371","-63.5255931991","2.2777359620","10.0972463358","-0.5040582006","0.8592572237","-8.0639736436","8.9232308673","0.1751009782","2.9978319132","6.9238807749","0.0004326695","0.0000000000"
"48","381","-24.1854557254","0.0003393444","0.9984741486","4.0918322768","-12.9063859659","-32.8141223692","19.9077364033","-50.6989804065","10.2951440339","-60.9941244403","-63.2712127527","2.2770883124","10.0751496525","-0.6153989774","0.8353933588","-8.0718417840","8.9072351428","0.1764065721","2.9761842679","6.9220694503","0.0004893622","0.0000000000"
"49","553","-24.9764678280","0.0001538539","0.9986280025","4.5634035821","-12.4348146605","-33.1376571093","20.7028424488","-51.0225151466","10.5654870607","-61.5880022073","-63.7732598920","2.1852576848","8.7432393930","1.3834829483","0.4387647193","-10.2173742481","10.6561389675","0.2478061051","3.4535854961","5.0405556917","0.0012921001","0.0000000000"
"50","533","-24.9937502633","0.0001512178","0.9987792203","4.5737067122","-12.4245115305","-33.1276533026","20.7031417721","-51.0125113399","10.5660633075","-61.5785746474","-63.7652327941","2.1866581467","8.7428948105","1.3844445918","0.4387239053","-10.2178431864","10.6565670917","0.2477876746","3.4534293320","5.0402634503","0.0014143535","0.0000000000"
"51","181","-25.1685494545","0.0001269663","0.9989061866","4.6779153362","-12.3203029064","-32.5121957331","20.1918928267","-50.3970537704","11.6485553203","-62.0456090907","-64.2923647645","2.2467556738","9.6667831243","1.2024485911","0.7793236049","-9.2778639209","10.0571875258","0.2246255728","3.5059245264","5.9298169849","0.0064160402","0.0000000000"
"52","295","-25.1776972318","0.0001258101","0.9990319967","4.6833688928","-12.3148493499","-32.6751918312","20.3603424814","-50.5600498685","11.6864514328","-62.2465013013","-64.4606357974","2.2141344961","9.4696592021","1.5629690050","0.6538232258","-9.4945752296","10.1483984553","0.2160228196","3.3516486750","5.8951389745","0.0068487330","0.0000000000"
"53","549","-25.2554491924","0.0001163988","0.9991483955","4.7297216521","-12.2684965906","-32.6283332594","20.3598366688","-50.5131912967","11.6867007949","-62.1998920917","-64.4278709880","2.2279788964","9.4693611826","1.5634113435","0.6539282688","-9.4946583151","10.1485865838","0.2160428580","3.3518970467","5.8945903374","0.0068309406","0.0000000000"
"54","561","-25.2855290909","0.0001129496","0.9992613452","4.7476541425","-12.2505641001","-32.4433262220","20.1927621218","-50.3281842593","11.6484143623","-61.9765986216","-64.1901958342","2.2135972127","9.6673781890","1.2018184332","0.7792177401","-9.2783145938","10.0575323339","0.2246482751","3.5056466150","5.9306657866","0.0064175123","0.0000000000"
"55","159","-25.4397813699","0.0000968041","0.9993581493","4.8396134797","-12.1586047630","-32.1612384144","20.0026336514","-50.0460964517","11.0111592099","-61.0572556616","-63.2916393800","2.2343837184","10.8039247501","-0.7596053522","0.9668398121","-8.6703269377","9.6371667498","0.2241082711","3.2423909023","7.3368095275","0.0006160492","0.0000000000"
"56","666","-25.7798053136","0.0000689007","0.9994270500","5.0423228117","-11.9558954310","-31.9303039480","19.9744085171","-49.8151619853","11.3988989693","-61.2140609547","-63.4449002808","2.2308393261","10.8059468030","-0.3500921308","0.9430442971","-8.6539386132","9.5969829103","0.2324224087","3.2337832254","7.3392837266","0.0004574424","0.0000000000"
"57","675","-25.7919986924","0.0000680656","0.9994951156","5.0495920400","-11.9486262027","-32.3245152906","20.3758890880","-50.2093733279","11.2490390792","-61.4584124072","-63.6556642846","2.1972518774","10.6903618383","-0.0623554312","0.6210326722","-9.2031351510","9.8241678232","0.2307035192","3.5703188228","6.8887249027","0.0006145936","0.0000000000"
"58","664","-25.8035387774","0.0000672847","0.9995624003","5.0564717994","-11.9417464433","-31.9164378031","19.9746913598","-49.8012958404","11.3988819107","-61.2001777511","-63.4406787796","2.2405010285","10.8058103211","-0.3502130285","0.9432846181","-8.6541760572","9.5974606753","0.2324529266","3.2337350574","7.3391663253","0.0004560119","0.0000000000"
"59","498","-25.8900090913","0.0000617110","0.9996241113","5.1080221090","-11.8901961336","-32.2660736451","20.3758775114","-50.1509316824","11.2491683353","-61.4001000177","-63.5990709785","2.1989709608","10.6899385211","-0.0619151781","0.6211449923","-9.2035954426","9.8247404349","0.2307306896","3.5707406625","6.8879299122","0.0005372569","0.0000000000"
"60","365","-26.2976627206","0.0000410507","0.9996651620","5.3510496853","-11.6471685574","-32.0617583616","20.4145898043","-49.9466163989","11.5830355770","-61.5296519759","-63.7137237202","2.1840717442","10.6614535921","0.4235579083","0.4980240766","-9.4235779248","9.9216020014","0.2262621689","3.5674077589","6.8672150750","0.0005685893","0.0000000000"
"61","722","-26.3775484223","0.0000378989","0.9997030610","5.3986744997","-11.5995437429","-31.8369219180","20.2373781751","-49.7217799553","11.7734375440","-61.4952174993","-63.7490318555","2.2538143562","10.4192463511","0.5654894118","0.7887017810","-8.8472700442","9.6359718252","0.1994951723","3.1865951928","7.0324728308","0.0006831552","0.0000000000"
"62","65","-26.3839711062","0.0000376563","0.9997407172","5.4025034594","-11.5957147833","-31.8101685863","20.2144538030","-49.6950266236","11.6589481217","-61.3539747454","-63.6125080202","2.2585332748","10.3637621485","0.5628080898","0.7323778835","-8.8740924269","9.6064703104","0.2008178243","3.1267567221","7.0355722693","0.0006153328","0.0000000000"
"63","639","-26.4267222344","0.0000360804","0.9997767976","5.4279900547","-11.5702281879","-31.8075495561","20.2373213681","-49.6924075934","11.7733904511","-61.4657980445","-63.7141448104","2.2483467659","10.4192651582","0.5655056354","0.7886196575","-8.8471455316","9.6357651891","0.1995253488","3.1866471051","7.0324113155","0.0006813888","0.0000000000"
"64","80","-26.4357756260","0.0000357552","0.9998125528","5.4333873422","-11.5648309005","-31.7790111676","20.2141802671","-49.6638692049","11.6582010526","-61.3220702575","-63.5585030949","2.2364328374","10.3637315138","0.5618849525","0.7325845864","-8.8737349384","9.6063195247","0.2008307344","3.1271606169","7.0352051912","0.0005349713","0.0000000000"
"65","370","-26.5319462313","0.0000324768","0.9998450296","5.4907205963","-11.5074976464","-31.7108948652","20.2033972188","-49.5957529025","12.0715088092","-61.6672617117","-63.9168912998","2.2496295881","10.3430688784","1.0361464386","0.6922934922","-8.9240325929","9.6163260851","0.1958113488","3.1452814203","7.0012420712","0.0007340382","0.0000000000"
"66","746","-26.5636819764","0.0000314623","0.9998764919","5.5096402394","-11.4885780032","-31.7884681279","20.2998901246","-49.6733261652","11.9083871736","-61.5817133388","-63.8075296170","2.2258162782","10.4487328121","0.7686547016","0.6909996599","-9.0534696348","9.7444692948","0.2219781581","3.2278471601","6.9980803530","0.0008271409","0.0000000000"
"67","668","-26.8113476669","0.0000245601","0.9999010520","5.6572890966","-11.3409291461","-31.5979754820","20.2570463360","-49.4828335193","12.6724977850","-62.1553313043","-64.3627019034","2.2073705991","10.3179665802","1.7859941526","0.5685370522","-9.1191950256","9.6877320778","0.1985094923","3.1155761167","7.0026350348","0.0012459363","0.0000000000"
"68","669","-26.8847448064","0.0000228220","0.9999238740","5.7010456773","-11.2971725653","-31.5543273039","20.2571547385","-49.4391853412","12.6726933023","-62.1108680159","-64.3368019338","2.2259339179","10.3177861054","1.7862501557","0.5686570413","-9.1195623735","9.6882194148","0.1984852087","3.1155269970","7.0025270877","0.0012468120","0.0000000000"
"69","690","-27.3932576232","0.0000137249","0.9999375989","6.0042016619","-10.9940165808","-31.8630599752","20.8690433944","-49.7479180125","12.9400921310","-62.6880101435","-64.8628896264","2.1748794829","9.6842291532","3.1469835547","0.1088794231","-10.2510869826","10.3599664057","0.2227592387","3.6980219030","5.7451790323","0.0182689793","0.0000000000"
"70","331","-27.5243668127","0.0000120384","0.9999496374","6.0823639700","-10.9158542727","-31.2136461537","20.2977918810","-49.0985041910","13.1176031066","-62.2161072976","-64.4125416533","2.1964343558","10.7311260970","2.0563017926","0.3301752170","-9.5687757965","9.8989510135","0.2111295714","3.3933327205","7.1228980872","0.0037657179","0.0000000000"
"71","170","-27.5661430294","0.0000115459","0.9999611832","6.1072693602","-10.8909488825","-31.7601344777","20.8691855952","-49.6449925150","12.9401013083","-62.5850938232","-64.7812230421","2.1961292188","9.6840142150","3.1470811771","0.1090059162","-10.2509925465","10.3599984627","0.2227554673","3.6981666746","5.7448255633","0.0182665098","0.0000000000"
"72","52","-27.6041786369","0.0000111150","0.9999722982","6.1299447415","-10.8682735011","-31.1652844127","20.2970109116","-49.0501424500","13.1177974841","-62.1679399341","-64.3476310766","2.1796911425","10.7312582798","2.0565703732","0.3299688310","-9.5689321782","9.8989010093","0.2111660940","3.3937330813","7.1225980820","0.0037610225","0.0000000000"
"73","379","-28.2478797558","0.0000058392","0.9999781374","6.5136948459","-10.4845233968","-31.6168399813","21.1323165845","-49.5016980186","12.9767710697","-62.4784690884","-64.6345603796","2.1560912913","10.1038206127","2.6754085823","0.1975418747","-10.9844358677","11.1819777424","0.2623725658","4.0201368655","5.8046651592","0.0166460222","0.0000000000"
"74","377","-28.2698293962","0.0000057124","0.9999838498","6.5267803859","-10.4714378567","-31.6037370577","21.1322992009","-49.4885950950","12.9776600556","-62.4662938929","-64.6236752799","2.1573813870","10.1043270815","2.6761179465","0.1972150276","-10.9841556476","11.1813706752","0.2623914676","4.0197873968","5.8050604247","0.0170877924","0.0000000000"
"75","163","-28.3851260573","0.0000050903","0.9999889401","6.5955158665","-10.4027023762","-30.6102807391","20.2075783629","-48.4951387764","12.9869432623","-61.4820820387","-63.6946994959","2.2126174572","11.1137207376","1.1031079246","0.7701146002","-9.5577166194","10.3278312196","0.2682767445","3.5312865697","7.3133259436","0.0008314797","0.0000000000"
