" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","287.3642549542"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","867","-1203.9642376450","0.0180886335","0.6950671447","1.4117311198","546.4420189138","368.9226282337","177.5193906801","246.4113506782","285.9798513761","-39.5685006978","-45.5934841855","6.0249834876","152.6602447516","155.4949389331","-22.1753323086","-168.4204180080","146.2450856994","4.6050248398","11.6956050369","136.3596148749","0.0000000000","0.0000000000"
"12","781","-1203.9714755579","0.0179581822","0.7130253269","1.4160460879","546.4463338820","368.3791470487","178.0671868333","245.8678694932","283.0452869209","-37.1774174277","-43.2272923244","6.0498748966","152.5566736424","149.7522444555","-19.2636311769","-166.4399489668","147.1763177899","4.7153909311","12.2334690469","135.6078136643","0.0000000000","0.0000000000"
"13","506","-1204.1263342921","0.0153818326","0.7284071595","1.5083669705","546.5386547645","367.8656216191","178.6730331455","245.3543440636","283.7691174952","-38.4147734316","-44.4471692717","6.0323958401","153.1169101592","151.3287567138","-20.6765493779","-167.3826837791","146.7061344012","4.5834261188","12.1888904658","136.3445935747","0.0000000000","0.0000000000"
"14","89","-1204.2046756588","0.0142227919","0.7426299514","1.5550711112","546.5853589053","367.6081935506","178.9771653547","245.0969159951","280.5317726796","-35.4348566845","-41.4202903155","5.9854336310","152.3790857789","149.4098257382","-21.2571388375","-169.6163857597","148.3592469222","4.6545179437","12.0308133320","135.6937545032","0.0000000000","0.0000000000"
"15","4","-1204.3902339630","0.0118140257","0.7544439771","1.6656939089","546.6959817029","368.8257180320","177.8702636709","246.3144404765","283.3975216220","-37.0830811455","-43.0935058905","6.0104247450","153.5472190745","150.8359035579","-20.9856010104","-167.4985822666","146.5129812561","4.5769676671","12.1187838134","136.8514675940","0.0000000000","0.0000000000"
"16","722","-1204.4252754497","0.0114072139","0.7658511910","1.6865843093","546.7168721034","369.5682107502","177.1486613532","247.0569331947","283.7659804752","-36.7090472805","-42.6237586857","5.9147114052","153.1646354456","153.8246927705","-23.2233477409","-168.4983151739","145.2749674329","4.4735744200","11.3064153596","137.3846456661","0.0000000000","0.0000000000"
"17","22","-1204.4430576098","0.0112061619","0.7770573528","1.6971853563","546.7274731503","368.2123136909","178.5151594595","245.7010361354","284.6866550464","-38.9856189110","-44.9879892976","6.0023703866","153.3575742860","153.2562389184","-21.9271581581","-168.7851702587","146.8580121006","4.5743481257","12.5376088221","136.2456173382","0.0000000000","0.0000000000"
"18","87","-1204.4972216897","0.0106153356","0.7876726885","1.7294759189","546.7597637130","370.2594933494","176.5002703636","247.7482157939","288.5183173668","-40.7701015729","-46.7709065415","6.0008049686","153.6385271381","157.4661772454","-22.5863870167","-166.9837866766","144.3973996599","4.4496942030","12.1747398726","137.0140930625","0.0000000000","0.0000000000"
"19","171","-1204.5103564662","0.0104768173","0.7981495057","1.7373063727","546.7675941668","369.1306397887","177.6369543781","246.6193622332","283.1670278693","-36.5476656361","-42.4472185915","5.8995529554","152.6543378858","154.0896315468","-23.5769415633","-169.2646493558","145.6877077925","4.4779793684","11.3248341940","136.8515243234","0.0000000000","0.0000000000"
"20","585","-1204.5975576559","0.0096019264","0.8077514322","1.7892924027","546.8195801967","370.0376631708","176.7819170259","247.5263856153","284.5588266039","-37.0324409885","-42.9846274192","5.9521864307","153.8659622714","151.7462508884","-21.0533865559","-167.1903016537","146.1369150978","4.5064554842","11.5573286951","137.8021780922","0.0000000000","0.0000000000"
"21","607","-1204.6012586007","0.0095664559","0.8173178881","1.7914987651","546.8217865591","369.4328235779","177.3889629812","246.9215460224","283.9013969059","-36.9798508835","-42.9393236461","5.9594727626","154.1020883836","152.8074359362","-23.0081274140","-168.7088781521","145.7007507382","4.4514075940","11.6966449593","137.9540358304","0.0000000000","0.0000000000"
"22","379","-1204.7485278793","0.0082564402","0.8255743282","1.8792951032","546.9095828972","368.1359814071","178.7736014900","245.6247038517","281.0043675284","-35.3796636768","-41.3841727158","6.0045090390","152.7013707183","149.1755111864","-20.8725143762","-168.9871007023","148.1145863261","4.7015625863","12.0337961256","135.9660120064","0.0000000000","0.0000000000"
"23","564","-1204.7791604343","0.0080073588","0.8335816870","1.8975570664","546.9278448604","369.2980923803","177.6297524801","246.7868148248","282.6279817963","-35.8411669715","-41.8273566089","5.9861896374","154.6111787524","150.5023897286","-22.4855866847","-168.7790310545","146.2934443698","4.5060883586","11.6832283713","138.4218620225","0.0000000000","0.0000000000"
"24","1","-1204.8084690245","0.0077760802","0.8413577672","1.9150297322","546.9453175262","369.0338829973","177.9114345290","246.5226054418","282.8859873042","-36.3633818624","-42.3862149405","6.0228330780","153.1939152910","150.3603228790","-20.6682508658","-168.2948786451","147.6266277793","4.6292954990","12.2522089455","136.3124108466","0.0000000000","0.0000000000"
"25","807","-1204.8831686930","0.0072163747","0.8485741420","1.9595628311","546.9898506251","368.3120473430","178.6778032821","245.8007697875","281.0612769683","-35.2605071808","-41.2454398172","5.9849326364","154.0400735765","149.3313654067","-22.3101620149","-169.3713193740","147.0611573591","4.5136916898","11.7392520251","137.7871298616","0.0000000000","0.0000000000"
"26","906","-1204.9205149049","0.0069518409","0.8555259828","1.9818272211","547.0121150151","368.6875543469","178.3245606682","246.1762767914","281.5808319267","-35.4045551353","-41.3427610386","5.9382059033","154.1922111776","149.9651970754","-22.5765763263","-170.0850765273","147.5085002010","4.5461805537","11.7981314442","137.8478991798","0.0000000000","0.0000000000"
"27","926","-1205.0059185597","0.0063827743","0.8619087571","2.0327416291","547.0630294231","368.9028372026","178.1601922205","246.3915596472","280.8781377065","-34.4865780593","-40.4320543540","5.9454762947","153.4536686325","150.0714229986","-22.6469539247","-169.2431017390","146.5961478143","4.5323790735","11.7312636954","137.1900258636","0.0000000000","0.0000000000"
"28","522","-1205.0157189598","0.0063205261","0.8682292832","2.0385842546","547.0688720486","369.7246990026","177.3441730460","247.2134214471","286.5712451375","-39.3578236904","-45.3237000361","5.9658763457","153.0649212168","156.1095592277","-22.6032353069","-169.2833850889","146.6801497820","4.5536492915","12.0377731770","136.4734987483","0.0000000000","0.0000000000"
"29","496","-1205.0303919586","0.0062284621","0.8744577453","2.0473317379","547.0776195320","367.8143443889","179.2632751430","245.3030668334","280.5717590865","-35.2686922531","-41.2804515793","6.0117593263","153.2996509739","148.3667823091","-21.0946741965","-170.6009007184","149.5062265219","4.7563382653","12.1865578223","136.3567548862","0.0000000000","0.0000000000"
"30","355","-1205.0619711097","0.0060348457","0.8804925910","2.0661580257","547.0964458198","368.8958427533","178.2006030665","246.3845651978","280.7677606719","-34.3831954741","-40.3609837058","5.9777882318","153.7269579476","149.7756198135","-22.7348170892","-170.7592999693","148.0244828801","4.4951331027","11.3854435919","137.8463812529","0.0000000000","0.0000000000"
"31","191","-1205.1720660958","0.0054057073","0.8858982983","2.1317924656","547.1620802597","368.5466116137","178.6154686459","246.0353340583","281.4121798749","-35.3768458167","-41.3238702092","5.9470243925","153.7328720793","150.5422634115","-22.8629556159","-170.5659138667","147.7029582508","4.5550317580","11.5456280184","137.6322123030","0.0000000000","0.0000000000"
"32","457","-1205.3293702461","0.0046188749","0.8905171733","2.2255712122","547.2558590062","368.7619732968","178.4938857095","246.2506957413","284.2274444903","-37.9767487490","-43.9200516943","5.9433029453","152.5557831078","152.5157042589","-20.8440428765","-168.1236489418","147.2796060653","4.6626532463","13.1833620268","134.7097678347","0.0000000000","0.0000000000"
"33","578","-1205.3769250899","0.0044043660","0.8949215392","2.2539215999","547.2842093939","369.1032655729","178.1809438210","246.5919880174","284.7608527502","-38.1688647328","-44.1795810267","6.0107162939","152.5883967581","152.2927330020","-20.1202770099","-167.6769116040","147.5566345941","4.6091598953","12.2439104424","135.7353264204","0.0000000000","0.0000000000"
"34","394","-1205.4078582414","0.0042702107","0.8991917499","2.2723627673","547.3026505614","368.9787847698","178.3238657916","246.4675072143","280.9760273709","-34.5085201566","-40.4891576854","5.9806375288","153.9928387619","149.4519738060","-22.4687851970","-169.4904466522","147.0216614551","4.5461703890","11.7718438559","137.6748245170","0.0000000000","0.0000000000"
"35","167","-1205.4393207452","0.0041379507","0.9033297006","2.2911195144","547.3214073085","368.9924995772","178.3289077313","246.4812220217","283.8726385908","-37.3912796474","-43.4183946372","6.0271149898","152.1254746962","153.2721769213","-21.5250130266","-168.9014419026","147.3764288760","4.6484106788","12.0335534746","135.4435105427","0.0000000000","0.0000000000"
"36","422","-1205.4797684389","0.0039739198","0.9073036204","2.3152328898","547.3455206838","368.8281148882","178.5174057956","246.3168373327","280.7307781135","-34.4133706583","-40.4148999407","6.0015292824","153.7463374059","149.2485825376","-22.2641418299","-170.0627430729","147.7986012430","4.5916508161","11.7021617012","137.4525248886","0.0000000000","0.0000000000"
"37","750","-1205.4944142798","0.0039161425","0.9112197629","2.3239641826","547.3542519767","369.0758572747","178.2783947020","246.5645797192","280.9162805588","-34.3517008396","-40.3900717938","6.0383709542","153.7949931730","149.5982071830","-22.4769197971","-170.1437825029","147.6668627057","4.4918455521","11.4809407262","137.8222068946","0.0000000000","0.0000000000"
"38","41","-1205.5063922382","0.0038695150","0.9150892779","2.3311049855","547.3613927795","368.4466846601","178.9147081194","245.9354071046","283.8183714936","-37.8829643890","-43.8735162381","5.9905518492","153.5363289537","151.3732117776","-21.0911692377","-170.1351208742","149.0439516365","4.7867876517","12.3924584400","136.3570828620","0.0000000000","0.0000000000"
"39","723","-1205.5180242322","0.0038247655","0.9189140434","2.3380395375","547.3683273316","369.5437984918","177.8245288397","247.0325209363","286.6002888717","-39.5677679353","-45.5154545008","5.9476865654","152.4992769551","156.3350973737","-22.2340854572","-169.1616341402","146.9275486831","4.5622595300","12.3335183843","135.6034990408","0.0000000000","0.0000000000"
"40","647","-1205.5335227357","0.0037659444","0.9226799878","2.3472791554","547.3775669494","370.6307334861","176.7468334633","248.1194559307","282.4156211818","-34.2961652512","-40.2451329407","5.9489676896","153.2023350006","151.9647073319","-22.7514211506","-167.1802126720","144.4287915214","4.4265454552","11.4925962945","137.2831932510","0.0000000000","0.0000000000"
"41","843","-1205.5555526380","0.0036838882","0.9263638760","2.3604125445","547.3907003385","369.3830155246","178.0076848140","246.8717379691","281.1990288504","-34.3272908813","-40.2564604322","5.9291695509","153.8943318462","149.0528781775","-21.7481811733","-170.9361093262","149.1879281529","4.5865558536","11.7596262757","137.5481497169","0.0000000000","0.0000000000"
"42","676","-1205.6897951051","0.0032211109","0.9295849869","2.4404427934","547.4707305875","369.2777198805","178.1930107070","246.7664423250","284.2593792283","-37.4929369033","-43.5769195401","6.0839826368","149.5559365012","150.3817286844","-15.6782859573","-164.3387745341","148.6604885768","4.8505880842","13.6485136930","131.0568347240","0.0000000000","0.0000000000"
"43","352","-1205.6931555203","0.0032103048","0.9327952917","2.4424461451","547.4727339391","369.2358645075","178.2368694316","246.7245869520","284.7660873816","-38.0413382071","-44.0570146879","6.0156764808","152.8577510320","152.2257851045","-20.3174487549","-168.2867926826","147.9693439277","4.6935203345","12.9993848270","135.1648458706","0.0000000000","0.0000000000"
"44","242","-1205.7013804831","0.0031840084","0.9359793001","2.4473495548","547.4776373488","369.9605309651","177.5171063837","247.4492534096","285.9289800378","-38.4797266281","-44.4679445830","5.9882179549","153.1360588837","154.0763108110","-21.2833896570","-167.3827251089","146.0993354519","4.5545997075","12.5945602302","135.9868989460","0.0000000000","0.0000000000"
"45","714","-1205.7399649906","0.0030634950","0.9390427951","2.4703521694","547.5006399635","369.9903272911","177.5103126723","247.4790497357","286.5783211808","-39.0992714451","-45.1178402702","6.0185688251","153.7171540001","155.5041681570","-22.6430009762","-169.4714104547","146.8284094784","4.5713863711","12.0507132497","137.0950543793","0.0000000000","0.0000000000"
"46","336","-1205.7814172461","0.0029391022","0.9419818973","2.4950644263","547.5253522203","368.4587689768","179.0665832435","245.9474914213","285.3433207733","-39.3958293520","-45.3180746559","5.9222453039","152.7460163506","154.2459362257","-21.6486318030","-170.3631517000","148.7145198970","4.6923780558","13.5096072584","134.5440310365","0.0000000000","0.0000000000"
"47","669","-1205.8745983586","0.0026776058","0.9446595031","2.5506154586","547.5809032526","369.3769924711","178.2039107815","246.8657149156","281.1888155310","-34.3231006154","-40.3080622347","5.9849616193","153.3704093421","151.2267711183","-23.4083649295","-170.0530977885","146.6447328590","4.5360219421","11.5480379770","137.2863494230","0.0000000000","0.0000000000"
"48","235","-1205.9705501132","0.0024326259","0.9470921290","2.6078182422","547.6381060362","368.9034044920","178.7347015442","246.3921269365","284.3194547456","-37.9273278091","-43.9250820050","5.9977541959","153.3445138704","151.7688207628","-20.7938798877","-171.6476232606","150.8537433729","4.8410930735","12.8080313614","135.6953894355","0.0000000000","0.0000000000"
"49","194","-1206.0037403981","0.0023532115","0.9494453405","2.6276050267","547.6578928207","369.0864949887","178.5713978320","246.5752174332","285.2647572596","-38.6895398264","-44.6186865540","5.9291467276","154.0714474808","153.1529354220","-21.9596256432","-168.8799062825","146.9202806393","4.5966403709","12.5262440560","136.9485630538","0.0000000000","0.0000000000"
"50","534","-1206.0753752365","0.0021905358","0.9516358763","2.6703109905","547.7005987845","370.0389716814","177.6616271031","247.5276941260","286.7754832690","-39.2477891431","-45.3159125312","6.0681233882","151.5937559994","156.4102723672","-21.2285450976","-168.6446815378","147.4161364403","4.7059112249","12.9378461462","133.9499986283","0.0000000000","0.0000000000"
"51","596","-1206.1324250015","0.0020690641","0.9537049405","2.7043218888","547.7346096828","369.4678682788","178.2667414040","246.9565907233","285.0057706343","-38.0491799110","-44.0278975500","5.9787176390","154.3098699765","151.5454300884","-20.8495294307","-168.0952514160","147.2457219853","4.5891837627","12.3704620124","137.3502242015","0.0000000000","0.0000000000"
"52","601","-1206.1736408824","0.0019855194","0.9556904598","2.7288932281","547.7591810221","368.6362648133","179.1229162088","246.1249872578","285.5930736889","-39.4683711532","-45.4193240001","5.9509528470","152.7869919227","154.4036496145","-21.5975678483","-170.2277422602","148.6301744119","4.6882017506","13.5325489956","134.5662411765","0.0000000000","0.0000000000"
"53","289","-1206.2000702322","0.0019337308","0.9576241906","2.7446494004","547.7749371944","367.7449815537","180.0299556407","245.2337039982","284.0193806821","-38.7856766838","-44.9073518054","6.1216751216","150.8609958648","151.3459654767","-18.1875806594","-169.1961842209","151.0086035615","5.0413270559","13.8544643220","131.9652044869","0.0000000000","0.0000000000"
"54","569","-1206.2480498833","0.0018431416","0.9594673322","2.7732530420","547.8035408360","369.6296347917","178.1739060444","247.1183572362","285.8639379070","-38.7455806708","-44.8450622227","6.0994815518","151.4568658498","153.3735918765","-18.9665198193","-166.1205144771","147.1539946578","4.6811397310","12.3124644999","134.4632616189","0.0000000000","0.0000000000"
"55","976","-1206.2814655293","0.0017825695","0.9612499017","2.7931741782","547.8234619722","370.6682439334","177.1552180388","248.1569663779","285.6253965356","-37.4684301577","-43.4326461447","5.9642159871","154.5086595243","153.3174118860","-22.2006748747","-168.2021681969","146.0014933222","4.7267766442","11.4105745068","138.3713083733","0.0000000000","0.0000000000"
"56","973","-1206.3582581017","0.0016508054","0.9629007071","2.8389549867","547.8692427807","370.0412940468","177.8279487339","247.5300164913","284.6695462417","-37.1395297504","-43.1462135865","6.0066838362","152.9172573011","151.8490976795","-20.0968087390","-167.7201122642","147.6233035252","4.6006319766","11.9701692106","136.3464561140","0.0000000000","0.0000000000"
"57","891","-1206.4258606980","0.0015428953","0.9644436024","2.8792570813","547.9095448753","370.4915513746","177.4179935007","247.9802738191","285.7094556102","-37.7291817911","-43.7304488485","6.0012670574","153.5294795209","154.3405762246","-22.1606001352","-167.7468297485","145.5862296133","4.5384653568","11.0795823284","137.9114318356","0.0000000000","0.0000000000"
"58","896","-1206.4382363904","0.0015239186","0.9659675210","2.8866349980","547.9169227920","370.4593448311","177.4575779609","247.9480672756","283.4048250244","-35.4567577488","-41.3894095304","5.9326517816","155.2463196752","150.4611126884","-22.3026073393","-170.9431950352","148.6405876959","4.6726020605","11.9747494511","138.5989681636","0.0000000000","0.0000000000"
"59","14","-1206.6696060789","0.0012091472","0.9671766682","3.0245687991","548.0548565931","369.0971524879","178.9577041052","246.5858749324","281.0288394322","-34.4429644997","-40.4042206568","5.9612561571","153.9615266621","149.4195785873","-22.3522658172","-169.4094986738","147.0572328566","4.5569175493","11.7708895752","137.6337195376","0.0000000000","0.0000000000"
"60","419","-1206.6716218634","0.0012067123","0.9683833805","3.0257705331","548.0560583271","370.3242172483","177.7318410788","247.8129396928","283.7018253800","-35.8888856872","-41.8681702786","5.9792845914","154.4162717335","153.0119493620","-23.7263957155","-169.1656398175","145.4392441019","4.5040929272","10.7778831086","139.1342956977","0.0000000000","0.0000000000"
"61","407","-1206.7316881534","0.0011363635","0.9695197440","3.0615797687","548.0918675628","369.5543778113","178.5374897514","247.0431002558","286.0150918458","-38.9719915900","-45.0521884091","6.0801968191","150.8869951642","153.2480282861","-18.1199316045","-167.5269506770","149.4070190725","4.8930641269","13.5295247652","132.4644062721","0.0000000000","0.0000000000"
"62","862","-1206.7436913005","0.0011228051","0.9706425491","3.0687355881","548.0990233821","370.5729982377","177.5260251445","248.0617206822","288.5394458110","-40.4777251288","-46.4792548766","6.0015297478","153.5982731019","157.3729508175","-22.4317781084","-167.8865362390","145.4547581306","4.5870995910","11.8229420370","137.1882314739","0.0000000000","0.0000000000"
"63","885","-1206.7938508529","0.0010678748","0.9717104239","3.0986388039","548.1289265980","370.4806840664","177.6482425316","247.9694065109","284.0693149298","-36.0999084189","-42.0909020513","5.9909936324","152.6088634295","152.8089738956","-21.3485223953","-168.1496836466","146.8011612513","4.5570550771","11.8601465708","136.1916617816","0.0000000000","0.0000000000"
"64","467","-1206.8397246896","0.0010199940","0.9727304179","3.1259870391","548.1562748332","370.6840280350","177.4722467982","248.1727504795","285.0717394785","-36.8989889989","-42.8242051695","5.9252161706","154.4883526347","153.9780446401","-23.3946577963","-169.9098584678","146.5152006715","4.4680447642","11.6566412293","138.3636666412","0.0000000000","0.0000000000"
"65","381","-1206.8490592773","0.0010105170","0.9737409349","3.1315519650","548.1618397591","370.5063062984","177.6555334607","247.9950287429","286.8938222282","-38.8987934853","-44.8537189691","5.9549254838","154.8258111464","154.2607069874","-22.1926959056","-168.9702018294","146.7775059238","4.6766907881","12.0682150933","138.0809052649","0.0000000000","0.0000000000"
"66","298","-1206.8685182975","0.0009910435","0.9747319784","3.1431526921","548.1734404862","370.5985115617","177.5749289245","248.0872340062","286.6574650167","-38.5702764489","-44.4969814952","5.9267050463","154.0352256473","154.7548785979","-22.1326392284","-169.0823337008","146.9496944724","4.5936059713","12.3614101095","137.0802095664","0.0000000000","0.0000000000"
"67","154","-1206.9897992780","0.0008778515","0.9756098298","3.2154557961","548.2457435901","371.0358134112","177.2099301789","248.5245358557","287.0285395599","-38.5040037042","-44.4368008318","5.9327971276","155.0935826500","154.4383353193","-22.5033784094","-168.0390197498","145.5356413405","4.4827605958","11.5805889526","139.0302331016","0.0000000000","0.0000000000"
"68","638","-1207.0960209620","0.0007893862","0.9763992161","3.2787811207","548.3090689147","369.3319882980","178.9770806167","246.8207107425","285.0615525274","-38.2410007187","-44.2420616306","6.0010609118","152.3593579989","154.1709332290","-21.4687387005","-170.3876284768","148.9188897763","4.7239794830","12.9244354071","134.7109431087","0.0000000000","0.0000000000"
"69","264","-1207.0976040980","0.0007881375","0.9771873536","3.2797249261","548.3100127202","369.1162804452","179.1937322750","246.6050028897","283.1173310469","-36.5123281573","-42.5070102736","5.9946821163","153.3720250086","150.4849515682","-20.7396455299","-168.8525851242","148.1129395943","4.7159796118","13.0917358484","135.5643095484","0.0000000000","0.0000000000"
"70","57","-1207.1442026812","0.0007522540","0.9779396076","3.3075052277","548.3377930217","371.8717880497","176.4660049720","249.3605104943","286.7013270527","-37.3408165585","-43.2803190216","5.9395024632","153.9742945635","156.7020430999","-23.9750106107","-168.5977997399","144.6227891292","4.4236375013","11.4989970240","138.0516600381","0.0000000000","0.0000000000"
"71","431","-1207.2027012874","0.0007095106","0.9786491181","3.3423798699","548.3726676639","370.7454294691","177.6272381949","248.2341519136","284.6105560035","-36.3764040899","-42.3366979680","5.9602938781","153.9603149299","154.1062063736","-23.4559653000","-169.6870748991","146.2311095991","4.4809559076","11.7815843151","137.6977747072","0.0000000000","0.0000000000"
"72","902","-1207.2499038307","0.0006767980","0.9793259161","3.3705202294","548.4008080235","369.8426628419","178.5581451816","247.3313852864","286.0217443430","-38.6903590566","-44.5935510692","5.9031920126","154.5536031208","153.5876870992","-22.1195458770","-169.7874248559","147.6678789790","4.6063351076","12.7537314176","137.1935365956","0.0000000000","0.0000000000"
"73","211","-1207.3186608000","0.0006318272","0.9799577433","3.4115105173","548.4417983113","370.3026044907","178.1391938206","247.7913269352","286.7850488494","-38.9937219142","-44.9480312985","5.9543093844","154.0622417176","154.4774273445","-21.7546202128","-168.0797822375","146.3251620247","4.5740735612","12.0193937385","137.4687744179","0.0000000000","0.0000000000"
"74","869","-1207.3430738997","0.0006165891","0.9805743324","3.4260646780","548.4563524720","369.4815409407","178.9748115314","246.9702633852","283.2327028321","-36.2627487845","-42.2806446118","6.0178958273","152.9620497410","151.8105308209","-21.5398777298","-169.7227736758","148.1828959459","4.6546904217","12.4018306827","135.9055286367","0.0000000000","0.0000000000"
"75","91","-1207.3502643724","0.0006121714","0.9811865038","3.4303513641","548.4606391582","370.1561508664","178.3044882917","247.6448733109","284.4233755238","-36.7785022129","-42.6782703802","5.8997681673","154.2119556011","153.7165124711","-23.5050925483","-171.5436350502","148.0385425019","4.5540101100","11.9151186556","137.7428268355","0.0000000000","0.0000000000"
"76","806","-1207.3775247300","0.0005957088","0.9817822126","3.4466029516","548.4768907457","372.1844798181","176.2924109275","249.6732022626","287.5218409913","-37.8486387287","-43.8003352022","5.9516964735","155.2385596284","154.3773850455","-22.0941036826","-168.2856519304","146.1915482479","4.6440775029","11.7934779267","138.8010041989","0.0000000000","0.0000000000"
