" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.8581906307"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","666","-10.5242521820","0.0342846629","0.7146669024","0.8248696445","-21.0647491018","-36.0601755937","14.9954264919","-52.1565478273","7.6013985937","-59.7579464209","-62.0058092125","2.2478627916","9.6015603450","-2.6856916827","0.6855299314","-6.4534794468","7.1390093781","0.1247204656","2.4852414805","6.9906257925","0.0009726064","0.0000000000"
"12","230","-10.5764655729","0.0325404756","0.7472073780","0.8559972806","-21.0336214657","-36.0293189549","14.9956974892","-52.1256911885","7.6014368540","-59.7271280424","-61.9635333059","2.2364052635","9.6017244011","-2.6855800292","0.6852924821","-6.4534974066","7.1387898887","0.1247263430","2.4853720330","6.9906536985","0.0009723267","0.0000000000"
"13","510","-10.6435788956","0.0304282482","0.7776356262","0.8960076889","-20.9936110574","-36.3497814978","15.3561704404","-52.4461537314","7.4275975235","-59.8737512549","-62.0777832986","2.2040320437","8.5484155722","-2.5404055892","1.4195875405","-7.1155714394","8.5351589799","0.1836911931","3.1122535422","5.2515143655","0.0009564713","0.0000000000"
"14","642","-11.2274577984","0.0169707707","0.7946063969","1.2440940652","-20.6455246811","-36.0994077708","15.4538830897","-52.1957800044","8.7729385456","-60.9687185500","-63.1577795526","2.1890610026","8.7617792575","-1.0785644776","1.0897237657","-7.2792821244","8.3690058901","0.1661677659","3.1989356597","5.3961829074","0.0004929246","0.0000000000"
"15","713","-11.3220939812","0.0154383752","0.8100447721","1.3005125550","-20.5891061913","-36.0428536454","15.4537474542","-52.1392258790","8.7727739694","-60.9119998485","-63.1197952798","2.2077954314","8.7614970242","-1.0787212796","1.0899982249","-7.2795715680","8.3695697929","0.1661276714","3.1990368661","5.3958457214","0.0004867653","0.0000000000"
"16","665","-11.3834358779","0.0145198171","0.8245645892","1.3370822588","-20.5525364875","-35.7572737739","15.2047372864","-51.8536460075","8.9627731055","-60.8164191129","-63.0561672520","2.2397481390","9.3267154569","-0.7807203765","0.4167780251","-6.6347597122","7.0515377372","0.1052792784","2.3994196723","6.8217461492","0.0002703570","0.0000000000"
"17","73","-11.4785286056","0.0132027044","0.8377672935","1.3937729233","-20.4958458230","-35.7026195925","15.2067737695","-51.7989918261","9.4113795132","-61.2103713393","-63.4612163770","2.2508450377","9.3295092451","-0.3245207309","0.4063909989","-6.6399715307","7.0463625296","0.1053168302","2.4009991467","6.8228268202","0.0003664480","0.0000000000"
"18","40","-11.4870090033","0.0130912136","0.8508585071","1.3988286136","-20.4907901327","-35.6961346582","15.2053445255","-51.7925068918","8.9638040687","-60.7563109605","-63.0069114660","2.2506005055","9.3266758836","-0.7793952083","0.4165233935","-6.6350510311","7.0515744245","0.1053006400","2.3995327285","6.8215260203","0.0003164948","0.0000000000"
"19","174","-11.5029850979","0.0128837289","0.8637422361","1.4083529531","-20.4812657932","-35.6882641839","15.2069983907","-51.7846364175","9.4119996565","-61.1966360740","-63.4398586566","2.2432225827","9.3293391504","-0.3236409340","0.4063014401","-6.6403278811","7.0466293212","0.1053573450","2.4010573145","6.8224808108","0.0004436800","0.0000000000"
"20","568","-11.5131844148","0.0127529915","0.8764952276","1.4144333976","-20.4751853487","-36.0467385331","15.5715531844","-52.1431107667","9.3228344192","-61.4659451859","-63.6797560368","2.2138108509","8.2342670583","-0.0224494887","1.1110168496","-7.3667152684","8.4777321180","0.1578032938","3.0097486848","5.0664113390","0.0003037406","0.0000000000"
"21","507","-11.6098992893","0.0115773546","0.8880725822","1.4720911243","-20.4175276220","-35.9897908121","15.5722631901","-52.0861630457","9.3234775481","-61.4096405938","-63.6414438084","2.2318032146","8.2343227829","-0.0216372625","1.1107920277","-7.3668985836","8.4776906113","0.1578536271","3.0099055544","5.0661993640","0.0003642373","0.0000000000"
"22","304","-11.7290778046","0.0102766310","0.8983492132","1.5431408185","-20.3464779278","-35.6129860927","15.2665081649","-51.7093583263","8.6909796480","-60.4003379743","-62.5934127742","2.1930747999","9.7749700985","-1.6979014413","0.6139109908","-7.2330678257","7.8469788165","0.1511773091","2.6917964312","6.9311342405","0.0008621177","0.0000000000"
"23","329","-11.7758511353","0.0098070269","0.9081562401","1.5710252978","-20.3185934485","-35.5852682928","15.2666748443","-51.6816405264","8.6908740189","-60.3725145453","-62.5411957364","2.1686811911","9.7752273613","-1.6981837418","0.6138303995","-7.2331040849","7.8469344844","0.1511763954","2.6916625928","6.9313977310","0.0009906422","0.0000000000"
"24","33","-11.9225743289","0.0084686911","0.9166249312","1.6584960808","-20.2311226655","-35.6488714505","15.4177487849","-51.7452436840","7.5930544298","-59.3382981138","-61.5743335430","2.2360354292","9.5696542540","-3.0906072312","1.1140074070","-6.0640827599","7.1780901669","0.1174941652","2.6915438237","6.7606067727","0.0000094924","0.0000000000"
"25","573","-12.1284181064","0.0068931777","0.9235181089","1.7812123054","-20.1084064409","-35.4622281130","15.3538216721","-51.5586003466","9.7956291614","-61.3542295079","-63.5141904528","2.1599609449","9.7461481533","-0.3101176189","0.3595986270","-7.5841131982","7.9437118252","0.1502045433","2.6626835766","6.9328632799","0.0003967535","0.0000000000"
"26","161","-12.1828596793","0.0065279347","0.9300460435","1.8136682988","-20.0759504475","-35.4301429223","15.3541924748","-51.5265151559","9.7956883659","-61.3222035218","-63.4810348872","2.1588313653","9.7460850133","-0.3102493220","0.3598526746","-7.5845839003","7.9444365749","0.1502243143","2.6625002271","6.9328654259","0.0004950460","0.0000000000"
"27","164","-12.3572140628","0.0054834597","0.9355295032","1.9176117454","-19.9720070009","-35.3401195185","15.3681125176","-51.4364917521","10.4608722117","-61.8973639637","-64.0774370621","2.1800730983","9.5545158704","0.4833108860","0.4230454553","-7.2236356354","7.6466810907","0.1256202042","2.4916457334","6.9360657480","0.0011841848","0.0000000000"
"28","144","-12.3669879123","0.0054301262","0.9409596294","1.9234385424","-19.9661802039","-35.3098283005","15.3436480966","-51.4062005341","9.1911562383","-60.5973567724","-62.7983448474","2.2009880750","9.5724430509","-0.8849835633","0.5036967507","-7.1679044759","7.6716012267","0.1273041519","2.5037522856","6.9407949418","0.0005916715","0.0000000000"
"29","344","-12.4080614257","0.0052116102","0.9461712396","1.9479250076","-19.9416937387","-35.3102942313","15.3686004926","-51.4066664648","10.4604897507","-61.8671562155","-64.0448335776","2.1776773621","9.5543128702","0.4830929467","0.4230839338","-7.2236581853","7.6467421191","0.1256518331","2.4917367169","6.9358050329","0.0011192874","0.0000000000"
"30","106","-12.4684821286","0.0049060452","0.9510772848","1.9839455308","-19.9056732155","-35.2488841697","15.3432109542","-51.3452564033","9.1911481838","-60.5364045870","-62.7428841915","2.2064796045","9.5722430350","-0.8848857039","0.5037908527","-7.1679156620","7.6717065148","0.1273026572","2.5037419717","6.9406777022","0.0005207039","0.0000000000"
"31","301","-12.5710287533","0.0044278828","0.9555051676","2.0450799249","-19.8445388214","-35.2893288482","15.4447900268","-51.3857010818","10.0001343881","-61.3858354699","-63.5534391962","2.1676037263","9.3985870025","-0.5031313065","1.1046786921","-7.9752764356","9.0799551277","0.2161653584","3.4167801884","5.7650215407","0.0006199150","0.0000000000"
"32","676","-12.5781328485","0.0043965381","0.9599017057","2.0493151160","-19.8403036303","-35.2848199514","15.4445163212","-51.3811921850","10.0007035618","-61.3818957468","-63.5426758399","2.1607800930","9.3985938745","-0.5023876119","1.1044972992","-7.9755997150","9.0800970141","0.2161623285","3.4166868058","5.7651237479","0.0006209923","0.0000000000"
"33","219","-12.6408697474","0.0041291870","0.9640308927","2.0867164671","-19.8029022792","-35.2220132046","15.4191109254","-51.3183854382","9.2941232744","-60.6125087125","-62.8064843497","2.1939756371","9.4955986312","-0.6108638975","0.4093885406","-7.3314898773","7.7408784179","0.1260747960","2.4969984358","6.8722369247","0.0002884748","0.0000000000"
"34","492","-12.6859126054","0.0039473232","0.9679782159","2.1135693044","-19.7760494419","-35.1948276953","15.4187782534","-51.2911999289","9.2942058308","-60.5854057597","-62.7655732735","2.1801675138","9.4954341065","-0.6106953592","0.4094670835","-7.3318173225","7.7412844060","0.1260612317","2.4969362907","6.8721283941","0.0003081901","0.0000000000"
"35","354","-12.7608750927","0.0036622408","0.9716404567","2.1582590859","-19.7313596604","-35.1567598109","15.4254001505","-51.2531320445","10.1785138173","-61.4316458618","-63.6268028191","2.1951569573","9.4829609707","0.3605101199","0.3350427268","-7.3849636365","7.7200063632","0.1247047204","2.4873953459","6.8700211690","0.0008397354","0.0000000000"
"36","761","-12.8282627347","0.0034235826","0.9750640394","2.1984330329","-19.6911857134","-35.1164448779","15.4252591645","-51.2128171114","10.1776398197","-61.3904569312","-63.5910798883","2.2006229571","9.4830084661","0.3594651896","0.3351661640","-7.3848037084","7.7199698725","0.1246799214","2.4873079725","6.8702981563","0.0007224160","0.0000000000"
"37","108","-13.2548345659","0.0022347195","0.9772987589","2.4527389210","-19.4368798253","-34.0985049414","14.6616251161","-50.1948771750","10.6439616843","-60.8388388593","-62.9984204389","2.1595815796","11.2306865611","-1.0761166261","0.4893917492","-7.5459732326","8.0353649818","0.1589231434","3.0055742750","8.0641199954","0.0020691473","0.0000000000"
"38","365","-13.2788186856","0.0021817594","0.9794805182","2.4670373402","-19.4225814061","-35.1317048884","15.7091234823","-51.2280771220","10.8694447560","-62.0975218780","-64.2460256282","2.1485037502","8.8026545244","1.0186736025","1.0481166291","-8.3119454068","9.3600620359","0.2116652703","3.3786522180","5.2113599184","0.0009771177","0.0000000000"
"39","659","-13.3413272508","0.0020495557","0.9815300739","2.5043025674","-19.3853161789","-34.0473520680","14.6620358891","-50.1437243016","10.6426223412","-60.7863466428","-62.9652091394","2.1788624966","11.2307584008","-1.0776326196","0.4894965600","-7.5451124028","8.0346089628","0.1588681612","3.0052882374","8.0646566460","0.0019453561","0.0000000000"
"40","244","-13.3694810161","0.0019926577","0.9835227316","2.5210867706","-19.3685319758","-34.7525818540","15.3840498783","-50.8489540876","10.1965700864","-61.0455241739","-63.2424574919","2.1969333180","9.8369581083","0.0322694990","0.3273424791","-7.6416692810","7.9690117601","0.1514371213","2.7476779961","6.9370894970","0.0007534939","0.0000000000"
"41","109","-13.4469289433","0.0018441553","0.9853668870","2.5672582767","-19.3223604696","-34.7064553091","15.3840948395","-50.8028275427","10.1959138681","-60.9987414108","-63.1811069992","2.1823655885","9.8370388915","0.0313371788","0.3275377978","-7.6413132362","7.9688510340","0.1514243868","2.7476037110","6.9373555963","0.0006551974","0.0000000000"
"42","484","-13.4951609471","0.0017573190","0.9871242059","2.5960123614","-19.2936063849","-35.0387827255","15.7451763405","-51.1351549591","9.7380893029","-60.8732442619","-63.0185857368","2.1453414748","9.0294147050","-0.2816232069","0.9902978048","-8.0955216679","9.0858194727","0.1898680083","3.3589394040","5.4802909694","0.0003163232","0.0000000000"
"43","69","-13.5625418356","0.0016428104","0.9887670164","2.6361822822","-19.2534364641","-34.9987469928","15.7453105288","-51.0951192264","9.7386555985","-60.8337748249","-62.9821124741","2.1483376492","9.0294832275","-0.2809238716","0.9900962426","-8.0956691280","9.0857653706","0.1898894006","3.3591565529","5.4800164449","0.0004208292","0.0000000000"
"44","357","-13.7140015155","0.0014119176","0.9901789340","2.7264767780","-19.1631419683","-34.5212173495","15.3580753812","-50.6175895831","11.1253168127","-61.7429063958","-63.9106160501","2.1677096544","9.8522388563","0.9923955435","0.2806824130","-7.7054878473","7.9861702603","0.1526458152","2.7484630075","6.9499411696","0.0011888640","0.0000000000"
"45","441","-13.7412371133","0.0013739821","0.9915529161","2.7427136047","-19.1469051417","-34.5050649802","15.3581598385","-50.6014372138","11.1258591822","-61.7272963960","-63.8767452152","2.1494488192","9.8522506031","0.9929422887","0.2806662904","-7.7060997310","7.9867660214","0.1526547521","2.7484267076","6.9499597079","0.0012094356","0.0000000000"
"46","197","-13.9601016046","0.0011038993","0.9926568153","2.8731922832","-19.0164264631","-34.2328991846","15.2164727215","-50.3292714181","11.0279489774","-61.3572203955","-63.5240209650","2.1668005695","11.0075772689","-0.4639701771","0.4843418856","-7.6377663848","8.1221082704","0.1576421345","3.0596338135","7.7890929112","0.0012084098","0.0000000000"
"47","731","-13.9657706802","0.0010976589","0.9937544742","2.8765719703","-19.0130467760","-34.2293428565","15.2162960805","-50.3257150901","11.0281836386","-61.3538987286","-63.5040129808","2.1501142522","11.0074100864","-0.4634646053","0.4842381575","-7.6375439770","8.1217821344","0.1576543700","3.0600197953","7.7886122937","0.0011236274","0.0000000000"
"48","318","-14.0206798140","0.0010390122","0.9947934864","2.9093067057","-18.9803120406","-34.8082705311","15.8279584905","-50.9046427647","11.0752936407","-61.9799364054","-64.1107255184","2.1307891130","8.9722440118","1.2620242341","0.8410253947","-8.3539473040","9.1949726987","0.1889504254","3.3546144735","5.4280239886","0.0006551243","0.0000000000"
"49","736","-14.0522512146","0.0010067216","0.9958002080","2.9281283730","-18.9614903733","-34.7897724979","15.8282821246","-50.8861447315","11.0754756114","-61.9616203429","-64.0977465409","2.1361261980","8.9723168876","1.2621398184","0.8410189054","-8.3539719440","9.1949908494","0.1889456584","3.3545068234","5.4281998080","0.0006645979","0.0000000000"
"50","477","-14.4084131872","0.0007050667","0.9965052747","3.1404585836","-18.7491601627","-34.4081954401","15.6590352774","-50.5045676737","10.4028882063","-60.9074558800","-63.0522378140","2.1447819340","10.0216491742","0.0922675718","0.2889714603","-8.4082050361","8.6971764964","0.1790253860","2.9392934961","6.9024429303","0.0008873617","0.0000000000"
"51","285","-14.4287624517","0.0006908641","0.9971961388","3.1525900405","-18.7370287058","-34.3961153344","15.6590866286","-50.4924875680","10.4028857047","-60.8953732727","-63.0429689960","2.1475957233","10.0216525386","0.0922991870","0.2889339791","-8.4081428607","8.6970768398","0.1790212472","2.9392996457","6.9024997406","0.0008319050","0.0000000000"
"52","718","-14.6845526434","0.0005349391","0.9977310779","3.3050824160","-18.5845363303","-34.3675286659","15.7829923356","-50.4639008994","10.9103044610","-61.3739955167","-63.5126332555","2.1386377388","9.9719862723","0.8503857583","0.0879324304","-8.7165376372","8.8044700676","0.1780010539","2.9164310427","6.8768732868","0.0006808890","0.0000000000"
"53","121","-15.2562443483","0.0003020103","0.9980330882","3.6459032488","-18.2437154975","-33.7675193394","15.5238038419","-49.8638915730","11.7558824824","-61.6197740553","-63.7814644758","2.1616904205","10.9824733842","0.3625889855","0.4108201127","-8.0358370900","8.4466572027","0.1679335680","3.1777134415","7.6317836586","0.0050427161","0.0000000000"
"54","189","-15.3485850404","0.0002753713","0.9983084595","3.7009532544","-18.1886654919","-33.7127912970","15.5241258051","-49.8091635305","11.7550415854","-61.5642051160","-63.7451542439","2.1809491280","10.9823976159","0.3616007733","0.4110431963","-8.0358516203","8.4468948166","0.1679282593","3.1775779807","7.6320742921","0.0048170837","0.0000000000"
"55","455","-15.4167614741","0.0002572232","0.9985656827","3.7415974490","-18.1480212973","-34.0091650643","15.8611437671","-50.1055372979","11.4776221047","-61.5831594026","-63.7424622361","2.1593028335","9.9636136377","0.3550632298","1.1589452372","-8.7022360745","9.8611813117","0.2273812924","3.8047654950","5.9270387597","0.0044280906","0.0000000000"
"56","111","-15.4198689979","0.0002564251","0.9988221078","3.7434500365","-18.1461687099","-33.6605230381","15.5143543282","-49.7568952716","12.0632275064","-61.8201227780","-64.0236592896","2.2035365116","10.9802850010","0.6808632751","0.4020792302","-8.0749909891","8.4770702193","0.1690315508","3.1689380609","7.6373939219","0.0049214675","0.0000000000"
"57","265","-15.4331238911","0.0002530486","0.9990751564","3.7513520992","-18.1382666471","-34.0014567290","15.8631900819","-50.0978289625","11.4770234257","-61.5748523882","-63.7045435638","2.1296911756","9.9637688841","0.3541563129","1.1590982287","-8.7022974979","9.8613957266","0.2273538744","3.8046262141","5.9273246557","0.0044641400","0.0000000000"
"58","767","-15.4401588476","0.0002512747","0.9993264311","3.7555460725","-18.1340726738","-33.6483278887","15.5142552149","-49.7447001223","12.0639540413","-61.8086541635","-63.9842584051","2.1756042416","10.9805442499","0.6815249435","0.4018848479","-8.0753010911","8.4771859390","0.1690372350","3.1691575175","7.6371786598","0.0051708377","0.0000000000"
"59","86","-15.4969512197","0.0002374019","0.9995638330","3.7894035229","-18.1002152234","-33.9586494548","15.8584342314","-50.0550216884","11.0915834515","-61.1466051399","-63.2730160598","2.1264109198","9.6641722533","0.6588386662","0.7685725320","-9.1709109975","9.9394835295","0.2435740978","3.6576534897","5.7619786235","0.0009660423","0.0000000000"
"60","168","-15.4979164635","0.0002371728","0.9998010058","3.7899789645","-18.0996397818","-33.9566650786","15.8570252968","-50.0530373122","11.0910553435","-61.1440926557","-63.2470710343","2.1029783786","9.6642722822","0.6581554711","0.7686275903","-9.1707958783","9.9394234686","0.2435579393","3.6576733194","5.7622082405","0.0008327830","0.0000000000"
"61","374","-17.5164385836","0.0000315088","0.9998325146","4.9933450166","-16.8962737297","-32.1127860755","15.2165123459","-48.2091583091","14.1840986823","-62.3932569914","-64.5432815877","2.1500245962","11.8194051839","2.0805961300","0.2840973684","-8.2493521320","8.5334495004","0.1940110247","3.1233825612","8.4998820827","0.0021295153","0.0000000000"
"62","722","-17.5310941716","0.0000310504","0.9998635650","5.0020821203","-16.8875366260","-32.1063709446","15.2188343186","-48.2027431782","14.1813669413","-62.3841101194","-64.5277765341","2.1436664146","11.8200712232","2.0765933385","0.2847023796","-8.2485962289","8.5332986084","0.1939759285","3.1226678962","8.5012864176","0.0021409810","0.0000000000"
"63","352","-17.5779477857","0.0000296291","0.9998931941","5.0300144616","-16.8596042848","-33.0119619328","16.1523576480","-49.1083341663","13.0833731355","-62.1917073018","-64.3133666966","2.1216593948","11.3084803830","1.6562725155","0.1186202370","-9.1639511657","9.2825714027","0.1947185336","3.4466474556","7.6558987361","0.0112156578","0.0000000000"
"64","350","-17.7031260112","0.0000261430","0.9999193371","5.1046409546","-16.7849777917","-32.9371519675","16.1521741759","-49.0335242011","13.0829537413","-62.1164779424","-64.2101852686","2.0937073262","11.3082623143","1.6558400801","0.1188513468","-9.1635623398","9.2824136866","0.1947022958","3.4463691426","7.6560685421","0.0111223338","0.0000000000"
"65","755","-18.0826953955","0.0000178859","0.9999372229","5.3309257731","-16.5586929732","-32.2309952333","15.6723022601","-48.3273674668","13.6626902615","-61.9900577284","-64.0882381334","2.0981804051","11.3492787763","2.2199682070","0.0934432782","-8.8507638197","8.9442070980","0.1962153319","3.3576388066","7.7942532771","0.0011713608","0.0000000000"
"66","192","-18.1340548120","0.0000169904","0.9999542134","5.3615443022","-16.5280744441","-32.2002029405","15.6721284964","-48.2965751741","13.6626913009","-61.9592664750","-64.0710219405","2.1117554655","11.3491130955","2.2199939496","0.0935842558","-8.8511484093","8.9447326651","0.1962262793","3.3574830344","7.7942940177","0.0011097641","0.0000000000"
"67","672","-18.1775401171","0.0000162674","0.9999704808","5.3874685858","-16.5021501605","-32.1292205211","15.6270703606","-48.2255927546","14.6659458309","-62.8915385856","-64.9946930352","2.1031544496","11.1158859099","3.0666388417","0.4834210794","-9.6599742598","10.1433953391","0.2451567297","3.9698098513","6.8821186484","0.0188006805","0.0000000000"
"68","355","-18.5132930260","0.0000116280","0.9999821088","5.5876316895","-16.3019870568","-31.9031820726","15.6011950158","-47.9995543062","14.8005646445","-62.8001189507","-64.9435860318","2.1434670811","11.9490364391","2.7302114471","0.1213167584","-8.8559441544","8.9772609128","0.1860073088","3.3154625369","8.4406733253","0.0068932681","0.0000000000"
"69","375","-18.9587345930","0.0000074482","0.9999895570","5.8531869958","-16.0364317505","-32.0889311343","16.0524993838","-48.1853033679","14.6416814884","-62.8269848563","-64.9195830684","2.0925982121","11.5774995775","3.2834995014","-0.2193175905","-9.3445855318","9.1252679413","0.1921467579","3.4345015553","7.9291423001","0.0217089642","0.0000000000"
"70","112","-18.9747332065","0.0000073300","0.9999968869","5.8627247602","-16.0268939861","-32.0795901816","16.0526961955","-48.1759624152","14.6403586523","-62.8163210674","-64.8953712912","2.0790502238","11.5772479777","3.2821104354","-0.2189997608","-9.3448875874","9.1258878265","0.1921090430","3.4347328149","7.9292464974","0.0211596224","0.0000000000"
"71","191","-20.5118362764","0.0000015760","0.9999984629","6.7790871000","-15.1105316463","-30.7205996270","15.6100679807","-46.8169718606","15.4555993629","-62.2725712235","-64.3634282963","2.0908570728","13.6148482446","1.4093640046","0.4313871136","-9.2984418557","9.7298289693","0.2116474710","3.7957300551","9.5917904339","0.0156802846","0.0000000000"
"72","671","-20.5368108346","0.0000015371","1.0000000000","6.7939759809","-15.0956427654","-30.7042163575","15.6085735922","-46.8005885911","15.4563221347","-62.2569107259","-64.3774757553","2.1205650294","13.6153449081","1.4099570652","0.4310201615","-9.2985080252","9.7295281867","0.2116771310","3.7960979751","9.5916332968","0.0159365053","0.0000000000"
