" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.8736791419"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"18","19697","-1120.2319338265","0.0099871651","0.3000792974","0.8723949295","489.6625260932","302.0709154844","187.5916106088","174.1941805177","248.9603464103","-74.7661658927","-80.9130425268","6.1468766341","150.0759764491","123.6155941227","-24.7312241615","-179.7360188484","155.0047946869","4.6022444929","11.7504492794","133.7224324064","0.0008502705","0.0000000000"
"19","20418","-1120.2331130954","0.0099753945","0.3100546919","0.8730979648","489.6632291284","302.3118985452","187.3513305833","174.4351635785","250.5316813357","-76.0965177572","-82.2400991411","6.1435813839","150.4357011201","125.0926408601","-24.9966606446","-179.3179041347","154.3212434901","4.5732274098","11.5868051936","134.2748312110","0.0008373057","0.0000000000"
"20","23066","-1120.3238579565","0.0091100359","0.3191647278","0.9271965967","489.7173277604","302.7355439245","186.9817838359","174.8588089578","251.2940080758","-76.4351991179","-82.5403463516","6.1051472337","149.7751462761","126.2478671698","-24.7290053701","-178.0489160844","153.3199107143","4.5285818706","11.7294194979","133.5166073582","0.0005375494","0.0000000000"
"21","24844","-1120.3995893956","0.0084455968","0.3276103246","0.9723447979","489.7624759616","302.7584899428","187.0039860188","174.8817549761","250.2839876929","-75.4022327168","-81.4737751790","6.0715424622","150.6488361562","124.7931046853","-25.1579531485","-177.8739629813","152.7160098328","4.5002512596","11.5787147534","134.5693764187","0.0004937245","0.0000000000"
"22","19866","-1120.4769040954","0.0078172319","0.3354275565","1.0184368789","489.8085680426","302.7569110793","187.0516569633","174.8801761126","251.3344348861","-76.4542587735","-82.5700331335","6.1157743600","149.7093654754","126.4916113960","-24.8665419852","-178.2488660275","153.3823240423","4.5321652016","11.7394557983","133.4372311958","0.0005132797","0.0000000000"
"23","25587","-1120.4832675154","0.0077676455","0.3431952020","1.0222305077","489.8123616714","302.6436344003","187.1687272711","174.7668994336","249.3890974373","-74.6221980037","-80.6989704966","6.0767724928","150.5407922877","123.8748647861","-25.0265596365","-177.7534413372","152.7268817007","4.4927210974","11.4321238033","134.6152337488","0.0007136382","0.0000000000"
"24","22768","-1120.5285568055","0.0074237016","0.3506189036","1.0492302585","489.8393614222","302.9610987976","186.8782626247","175.0843638309","252.0259612769","-76.9415974460","-83.0178467359","6.0762492899","149.9513912533","127.2487768434","-25.1742068197","-177.9741292156","152.7999223958","4.5110733578","11.6744041298","133.7654164762","0.0004972895","0.0000000000"
"25","17735","-1120.5326731294","0.0073932061","0.3580121097","1.0516842541","489.8418154178","302.5462524222","187.2955629956","174.6695174555","250.1185953662","-75.4490779107","-81.5503980226","6.1013201119","150.8079762158","124.3625191927","-25.0519000422","-179.2340881602","154.1821881179","4.5748112861","11.6528499281","134.5793327991","0.0009822024","0.0000000000"
"26","10411","-1120.5583992738","0.0072054331","0.3652175427","1.0670212021","489.8571523658","302.4450511739","187.4121011919","174.5683162072","249.4591615129","-74.8908453057","-81.0262071896","6.1353618839","150.5985834530","123.5349215701","-24.6743435101","-179.4231613222","154.7488178121","4.5927002959","11.6815473564","134.3234451064","0.0008906942","0.0000000000"
"27","9675","-1120.5893426721","0.0069858868","0.3722034295","1.0854684783","489.8755996420","302.2853807793","187.5902188627","174.4086458126","248.6732234450","-74.2645776324","-80.4164133363","6.1518357039","150.3880388941","122.6520313651","-24.3668468141","-179.7071719464","155.3403251323","4.6182134806","11.7560319254","134.0128015839","0.0009919042","0.0000000000"
"28","31178","-1120.6059663736","0.0068707154","0.3790741449","1.0953788964","489.8855100601","302.7797827840","187.1057272760","174.9030478174","252.6415081220","-77.7384603047","-83.9028422097","6.1643819050","148.9257460006","128.1560795410","-24.4403174196","-178.3593381697","153.9190207500","4.5504714934","11.6526123422","132.7220225739","0.0006395912","0.0000000000"
"29","14831","-1120.6106946548","0.0068383054","0.3859124503","1.0981977177","489.8883288814","302.4211486219","187.4671802595","174.5444136552","249.0316939364","-74.4872802812","-80.6250650488","6.1377847676","150.5748863098","123.2154847539","-24.7586771273","-179.5266785097","154.7680013824","4.5979577994","11.7228112314","134.2531451074","0.0009721716","0.0000000000"
"30","24880","-1120.7117978851","0.0061807321","0.3920931824","1.1584716151","489.9486027787","302.2648682857","187.6837344930","174.3881333191","248.0860893645","-73.6979560454","-79.8423081351","6.1443520897","150.3382097029","122.1081774390","-24.3602977775","-179.8628549334","155.5025571559","4.6289024023","11.8780824632","133.8300849555","0.0011398820","0.0000000000"
"31","19788","-1120.7287793879","0.0060766601","0.3981698425","1.1685953406","489.9587265042","302.6251025159","187.3336239884","174.7483675492","251.1873320799","-76.4389645307","-82.5668818842","6.1279173535","150.7644384488","125.2969805155","-24.8740868844","-179.1573968463","154.2833099619","4.5825985835","11.6421711684","134.5387948213","0.0008738756","0.0000000000"
"32","25067","-1120.7379615312","0.0060211187","0.4041909612","1.1740693849","489.9642005486","302.9536971949","187.0105033537","175.0769622282","252.1748519584","-77.0978897301","-83.1866540028","6.0887642727","150.9237342348","126.4316644846","-25.1805467611","-177.6193454955","152.4387987344","4.5092350794","11.5277802050","134.8862281540","0.0004907964","0.0000000000"
"33","22419","-1120.7668664343","0.0058495701","0.4100405313","1.1913013879","489.9814325515","303.0757665341","186.9056660175","175.1990315674","252.8822069964","-77.6831754290","-83.7634619092","6.0802864802","150.0734434888","127.9138979277","-25.1051344202","-177.8414552577","152.7363208375","4.5130868040","11.6771387247","133.8826800555","0.0005379047","0.0000000000"
"34","24812","-1120.7913212470","0.0057082549","0.4157487863","1.2058804163","489.9960115800","302.9093782467","187.0866333333","175.0326432800","252.5637097804","-77.5310665004","-83.6607002921","6.1296337918","149.8420872788","127.5102028442","-24.7885803426","-178.1285241355","153.3399437929","4.5358165605","11.7511359678","133.5545866708","0.0005480797","0.0000000000"
"35","9695","-1120.8300287396","0.0054915243","0.4212403106","1.2289563500","490.0190875136","302.4579593240","187.5611281896","174.5812243573","251.5679144968","-76.9866901394","-83.1353435253","6.1486533859","149.5161872413","126.4364220244","-24.3846947690","-179.9005761487","155.5158813797","4.6309883530","11.9023740429","132.9818524349","0.0009724105","0.0000000000"
"36","31179","-1120.8552561343","0.0053547203","0.4265950309","1.2439959624","490.0341271261","303.0566726193","186.9774545068","175.1799376526","250.4984936737","-75.3185560211","-81.4687009908","6.1501449697","149.2780280948","125.7245740545","-24.5041084756","-178.5070588568","154.0029503812","4.5319516685","11.6698178655","133.0756270838","0.0006314770","0.0000000000"
"37","25510","-1120.8564493181","0.0053483350","0.4319433659","1.2447072931","490.0348384568","302.2928040058","187.7420344510","174.4160690392","250.9409897356","-76.5249206964","-82.6987774871","6.1738567907","149.3171025470","125.7113617784","-24.0874745899","-180.1886771598","156.1012025699","4.6580557290","11.9816465722","132.6764437929","0.0009564528","0.0000000000"
"38","25007","-1120.8924620134","0.0051591539","0.4371025198","1.2661766913","490.0563078550","302.5405018050","187.5158060500","174.6637668383","250.0339273389","-75.3701605006","-81.5250375597","6.1548770591","150.5036240925","124.1128375810","-24.5825343345","-179.4614281753","154.8788938408","4.6058172278","11.7197862969","134.1771486109","0.0008719568","0.0000000000"
"39","29910","-1120.8994521104","0.0051232167","0.4422257365","1.2703439210","490.0604750847","303.0310445763","187.0294305084","175.1543096096","249.2809574969","-74.1266478873","-80.2421611722","6.1155132849","150.2840667798","123.9270634657","-24.9301727487","-179.9819430305","155.0517702819","4.5601350855","12.1522864373","133.5709276508","0.0007176062","0.0000000000"
"40","15114","-1120.9306251507","0.0049659740","0.4471917105","1.2889281011","490.0790592647","302.8209005979","187.2581586669","174.9441656312","250.7617764679","-75.8176108367","-81.9113077778","6.0936969410","151.2464662660","124.0786926236","-24.5633824216","-180.0103587308","155.4469763093","4.6586261014","11.7141867790","134.8733004870","0.0003528985","0.0000000000"
"41","22317","-1120.9437393686","0.0049012743","0.4520929848","1.2967462985","490.0868774622","302.7540963552","187.3327811070","174.8773613886","252.3980247743","-77.5206633858","-83.6771240522","6.1564606664","149.8958197656","127.1984591943","-24.6962541855","-179.4857126989","154.7894585134","4.6001215825","11.7642887603","133.5305671851","0.0008422378","0.0000000000"
"42","12743","-1120.9476125021","0.0048823278","0.4569753126","1.2990553133","490.0891864770","302.3288536581","187.7603328189","174.4521186914","249.2979764565","-74.8458577651","-80.9707483987","6.1248906336","150.3288582022","123.5687632405","-24.5996449862","-179.7186437217","155.1189987354","4.6102004637","11.6846881476","134.0330341351","0.0009354559","0.0000000000"
"43","17509","-1120.9675086850","0.0047861481","0.4617614606","1.3109166602","490.1010478239","302.4918277572","187.6092200667","174.6150927905","251.3454528152","-76.7303600247","-82.9127503730","6.1823903483","149.6099368213","126.0660066771","-24.3304906832","-179.8136911671","155.4832004838","4.6360117703","11.9174508788","133.0556179001","0.0008562722","0.0000000000"
"44","15037","-1120.9724320676","0.0047626419","0.4665241026","1.3138517935","490.1039829572","303.2262599550","186.8777230022","175.3495249883","251.4076991368","-76.0581741485","-82.1312180864","6.0730439379","149.9216870767","126.9086086305","-25.4225965703","-178.3497513025","152.9271547322","4.5119086665","11.7772938633","133.6318850439","0.0005995030","0.0000000000"
"45","25525","-1120.9735773278","0.0047571906","0.4712812932","1.3145345540","490.1046657177","302.4798681674","187.6247975503","174.6031332007","251.8655465616","-77.2624133609","-83.4384161137","6.1760027529","149.5836881312","126.6116999561","-24.3298415257","-179.8501775540","155.5203360283","4.6361924997","11.9298756382","133.0167628273","0.0008571660","0.0000000000"
"46","20434","-1120.9792551938","0.0047302564","0.4760115496","1.3179194816","490.1080506453","302.8827989895","187.2252516559","175.0060640228","253.2463911540","-78.2403271313","-84.3750906181","6.1347634868","150.0859900023","128.1919418595","-25.0315407078","-179.3436990863","154.3121583785","4.5848302794","11.7165168653","133.7838034674","0.0008393902","0.0000000000"
"47","22271","-1120.9816131807","0.0047191157","0.4807306653","1.3193252236","490.1094563873","302.1725658457","187.9368905416","174.2958308790","248.4684561684","-74.1726252894","-80.3140408824","6.1414155930","150.1208095548","122.6516683435","-24.3040217300","-180.0072202443","155.7031985143","4.6358880041","11.7627956244","133.7212020583","0.0009238680","0.0000000000"
"48","14883","-1121.0116070045","0.0045796730","0.4853103383","1.3372063997","490.1273375634","302.3339910891","187.7933464742","174.4572561225","251.0351468167","-76.5778906942","-82.7671814582","6.1892907640","149.4164749012","125.6449757859","-24.0263038705","-180.0929520259","156.0666481554","4.6630868627","11.9973351894","132.7552100208","0.0008428283","0.0000000000"
"49","3325","-1121.0172470334","0.0045539162","0.4898642546","1.3405687702","490.1306999339","302.5573488417","187.5733510921","174.6806138751","249.5769963644","-74.8963824894","-81.0114366847","6.1150541954","150.9776776656","122.7860366294","-24.1867179306","-180.3777447701","156.1910268395","4.6939984256","11.8489016591","134.4344705886","0.0003069924","0.0000000000"
"50","19789","-1121.0209708087","0.0045369900","0.4944012446","1.3427887433","490.1329199070","302.6377481216","187.4951717853","174.7610131550","251.7814570186","-77.0204438636","-83.1921104940","6.1716666304","149.5564118411","126.6951968348","-24.4701516572","-179.9474554230","155.4773037658","4.6213911385","11.8426305417","133.0915448367","0.0008453241","0.0000000000"
"51","24820","-1121.0285605896","0.0045026856","0.4989039302","1.3473134818","490.1374446454","303.2796102662","186.8578343792","175.4028752995","254.8016337712","-79.3987584717","-85.4822083249","6.0834498532","150.3233795021","129.6891634681","-25.2109091990","-177.4158489934","152.2049397944","4.5062503319","11.5947804572","134.2217720817","0.0005766313","0.0000000000"
"52","24879","-1121.0366744131","0.0044662994","0.5033702296","1.3521506345","490.1422817982","302.6167681944","187.5255136038","174.7400332277","251.7110171898","-76.9709839621","-83.1372441417","6.1662601796","149.6522831056","126.4614919928","-24.4027579085","-179.7919944838","155.3892365752","4.6255031270","11.8539174239","133.1720279073","0.0008346475","0.0000000000"
"53","24898","-1121.0392941442","0.0044546142","0.5078248438","1.3537124184","490.1438435821","302.6986226777","187.4452209044","174.8218877110","251.5522319758","-76.7303442647","-82.8791865120","6.1488422472","149.7276860585","126.5884954419","-24.7639495247","-179.7205827888","154.9566332641","4.6134250584","11.8809166160","133.2324911787","0.0008532053","0.0000000000"
"54","25022","-1121.0511176157","0.0044022554","0.5122270992","1.3607611221","490.1508922858","302.8036069577","187.3472853281","174.9268719910","252.6076160790","-77.6807440880","-83.8481950129","6.1674509248","149.8602061540","127.4490823998","-24.7016724748","-179.5337521760","154.8320797013","4.5998750891","11.7760982684","133.4833857623","0.0008470343","0.0000000000"
"55","15153","-1121.0556365372","0.0043824068","0.5166095060","1.3634551311","490.1535862948","302.7568074698","187.3967788250","174.8800725031","249.9730446845","-75.0929721814","-81.1853572669","6.0923850855","151.1969003396","123.2901343195","-24.5139899746","-180.0773145862","155.5633246116","4.6650785915","11.7762196873","134.7553060586","0.0002960023","0.0000000000"
"56","22453","-1121.0585007123","0.0043698728","0.5209793788","1.3651626432","490.1552938069","302.3487630654","187.8065307415","174.4720280987","251.1403818252","-76.6683537265","-82.8655284581","6.1971747316","149.3847352901","125.7857737926","-24.0301272575","-180.1373566165","156.1072293590","4.6638027027","12.0114450174","132.7085403360","0.0009472340","0.0000000000"
"57","17363","-1121.0703873135","0.0043182373","0.5252976161","1.3722489824","490.1623801461","302.4904771651","187.6719029809","174.6137421985","251.3287434678","-76.7072971868","-82.8768544602","6.1695572734","149.6066990632","126.1409184668","-24.4188740623","-179.9277454410","155.5088713787","4.6433278421","11.9683985570","132.9941458447","0.0008268194","0.0000000000"
"58","17558","-1121.0832644963","0.0042629871","0.5295606032","1.3799258686","490.1700570323","302.4583649003","187.7116921319","174.5816299336","251.4928638481","-76.9112339144","-83.0692576653","6.1580237509","149.1659585536","126.4875390568","-24.1606337623","-180.1115738512","155.9509400889","4.6481130943","11.9619356207","132.5549347680","0.0009750707","0.0000000000"
"59","24974","-1121.0872811585","0.0042458985","0.5338065017","1.3823204497","490.1724516134","302.8631689441","187.3092826693","174.9864339774","252.7800854122","-77.7936514348","-83.9727424046","6.1790909699","149.8051187974","127.7311636448","-24.7561970300","-179.6398854009","154.8836883708","4.5969605783","11.7573356094","133.4499654194","0.0008571902","0.0000000000"
"60","22957","-1121.0930270582","0.0042215719","0.5380280736","1.3857459364","490.1758771000","303.1061933790","187.0696837210","175.2294584123","251.8484328500","-76.6191968988","-82.7625357986","6.1433388998","150.7856036230","125.7140209100","-24.6511916830","-179.4645834131","154.8133917300","4.5887137573","11.5947946701","134.6012910005","0.0008041952","0.0000000000"
"61","15355","-1121.0964346574","0.0042072110","0.5422352846","1.3877774173","490.1779085810","302.9160073841","187.2619011969","175.0392724174","250.7564385203","-75.7171661029","-81.8742717338","6.1571056309","150.5493858511","124.5910692936","-24.3840166243","-179.7964152507","155.4123986263","4.6125539485","11.6803369114","134.2557151626","0.0007798285","0.0000000000"
"62","25521","-1121.1016359791","0.0041853847","0.5464206693","1.3908782473","490.1810094110","303.3416482102","186.8393612008","175.4649132436","254.0405694718","-78.5756562283","-84.6991851133","6.1235288850","150.2026075973","129.1308101419","-25.2928482674","-177.5950751148","152.3022268474","4.5036767035","11.5883179627","134.1099933391","0.0006195920","0.0000000000"
"63","22829","-1121.1159788752","0.0041257826","0.5505464519","1.3994289360","490.1895600997","302.6539095628","187.5356505369","174.7771745961","251.5132254743","-76.7360508782","-82.9158028675","6.1797519892","149.6095262741","126.3181993758","-24.4145001755","-179.8390956467","155.4245954712","4.6245373494","11.8624594310","133.1215917880","0.0009377057","0.0000000000"
"64","25447","-1121.1189979830","0.0041133452","0.5546597972","1.4012288132","490.1913599769","302.8487615537","187.3425984232","174.9720265870","249.7017777965","-74.7297512095","-80.8690219909","6.1392707814","150.8424912965","123.8875637958","-25.0282772958","-179.3068771613","154.2785998655","4.5799419341","11.6997699402","134.5617880736","0.0009913486","0.0000000000"
"65","19792","-1121.1195953553","0.0041108888","0.5587706860","1.4015849438","490.1917161075","302.7499311517","187.4417849558","174.8731961850","252.2281912080","-77.3549950229","-83.5069443327","6.1519493098","149.8720761865","127.0610354474","-24.7049204259","-179.5587507997","154.8538303739","4.6107874074","11.8173073979","133.4431643917","0.0008169895","0.0000000000"
"66","14977","-1121.1364006228","0.0040423814","0.5628130674","1.4116036046","490.2017347683","302.7556212197","187.4461135486","174.8788862530","252.1046705291","-77.2257842761","-83.3881900566","6.1624057805","149.3981347432","127.2476193619","-24.5410835759","-179.8380839769","155.2970004010","4.6109388375","11.8163661541","132.9699634152","0.0008663363","0.0000000000"
"67","22790","-1121.1386540489","0.0040332825","0.5668463499","1.4129470114","490.2030781751","302.6703054625","187.5327727126","174.7935704958","252.0948303501","-77.3030089835","-83.4391589606","6.1361499771","149.3631710246","127.1871504801","-24.4554911546","-179.8213612626","155.3658701080","4.6210812031","11.8840492683","132.8571579840","0.0008825693","0.0000000000"
"68","26058","-1121.1452761491","0.0040066619","0.5708530118","1.4168948555","490.2070260192","303.1121973553","187.0948286639","175.2354623886","254.0233202623","-78.7875363078","-84.9659425122","6.1784062044","149.0792938251","128.9980430494","-24.0540166121","-178.9669211614","154.9129045493","4.6359643444","11.6369907854","132.8057155591","0.0006231362","0.0000000000"
"69","22882","-1121.1468385432","0.0040004068","0.5748534187","1.4178262954","490.2079574591","302.9435439971","187.2644134620","175.0668090304","253.6272403060","-78.5604312756","-84.6933396153","6.1329083397","150.1471487382","128.4571128811","-24.9770213134","-179.2445209987","154.2674996853","4.5887298999","11.7338054646","133.8236827147","0.0009306590","0.0000000000"
"70","25480","-1121.1506577336","0.0039851577","0.5788385763","1.4201031513","490.2102343150","302.8094036272","187.4008306878","174.9326686605","249.0454667438","-74.1127980833","-80.2488976930","6.1360996096","151.0595324907","122.6668355795","-24.6809013263","-179.3943355012","154.7134341749","4.6023721967","11.7893902674","134.6666017572","0.0011682694","0.0000000000"
"71","27345","-1121.1513826192","0.0039822699","0.5828208463","1.4205353005","490.2106664642","303.2891463563","186.9215201079","175.4124113896","254.3558339625","-78.9434225730","-85.1139208553","6.1704982823","149.2791617970","129.4402581551","-24.3635859896","-178.6794913811","154.3159053915","4.6095084593","11.5576011320","133.1114489674","0.0006032383","0.0000000000"
"72","25200","-1121.1556267433","0.0039654045","0.5867862508","1.4230654857","490.2131966494","302.6258166155","187.5873800340","174.7490816488","250.5205964736","-75.7715148248","-81.9470677431","6.1755529183","150.3777267856","124.2507333583","-24.1078636703","-180.0983855291","155.9905218588","4.6391404370","11.8407327515","133.8971227007","0.0007308964","0.0000000000"
"73","20109","-1121.1627869089","0.0039371129","0.5907233637","1.4273341039","490.2174652676","302.5336528718","187.6838123958","174.6569179051","251.3674066019","-76.7104886968","-82.8658554893","6.1553667926","149.5736578328","126.2119541051","-24.4182053360","-179.9608424936","155.5426371576","4.6437155093","11.9816831685","132.9474315531","0.0008276019","0.0000000000"
"74","22646","-1121.1819951187","0.0038622097","0.5945855734","1.4387853075","490.2289164712","302.5201408674","187.7087756037","174.6434059007","249.3136907949","-74.6702848942","-80.7757333547","6.1054484605","150.3361252263","123.7623231848","-24.7847576162","-179.8077641940","155.0230065779","4.5994590296","11.6676742574","134.0681687165","0.0008232227","0.0000000000"
"75","20194","-1121.2158918486","0.0037334874","0.5983190609","1.4589932475","490.2491244112","302.9988353189","187.2502890923","175.1221003523","253.4933978193","-78.3712974670","-84.5212225796","6.1499251126","150.1843308819","128.2826911472","-24.9736242098","-179.2091217999","154.2354975900","4.5890073115","11.7239738819","133.8705200801","0.0008296084","0.0000000000"
