" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.8345836172"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","148","-20.3558127596","0.0161984924","0.8730548021","1.8085074856","-15.1894733251","-34.9993635750","19.8098902499","-52.8842216123","7.5999223100","-60.4841439223","-62.7685292745","2.2843853522","8.0936693081","-1.4725664424","0.9788194443","-7.8270203196","8.8058397638","0.1730408292","2.6871658672","5.2328089439","0.0006536679","0.0000000000"
"12","279","-20.3566880146","0.0161843208","0.8892391229","1.8090292793","-15.1889515314","-34.9234889060","19.7345373747","-52.8083469433","7.6893726870","-60.4977196304","-62.7679398906","2.2702202602","8.1967000419","-1.5606526776","1.0533253227","-7.7371103865","8.7904357091","0.1808343591","2.7800747159","5.2351398313","0.0006511356","0.0000000000"
"13","359","-20.4051894466","0.0154180899","0.9046572128","1.8379439869","-15.1600368238","-34.8953158618","19.7352790379","-52.7801738991","7.6893266963","-60.4695005953","-62.7783593839","2.3088587886","8.1966910696","-1.5607039399","1.0533395665","-7.7370585578","8.7903981243","0.1808652660","2.7800409341","5.2351367139","0.0006481557","0.0000000000"
"14","325","-20.6292942151","0.0123226215","0.9169798343","1.9715467192","-15.0264340915","-35.0312205291","20.0047864375","-52.9160785664","8.0612317918","-60.9773103582","-63.2476357812","2.2703254230","8.0626179361","-0.7838877908","0.7825016465","-8.2285653125","9.0110669590","0.1825209407","2.9097313154","4.9696580690","0.0007076110","0.0000000000"
"15","110","-20.6777623203","0.0117396102","0.9287194445","2.0004415586","-14.9975392522","-34.9716167421","19.9740774900","-52.8564747794","8.1032840596","-60.9597588390","-63.2384590017","2.2787001627","8.0527729408","-0.7904161571","0.8409272759","-8.0650775002","8.9060047761","0.1723114794","2.8914509351","4.9885362543","0.0004742720","0.0000000000"
"16","183","-20.7028595017","0.0114486456","0.9401680901","2.0154035428","-14.9825772680","-34.9564091478","19.9738318798","-52.8412671851","8.1032058260","-60.9444730111","-63.2129762583","2.2685032471","8.0526349770","-0.7905120614","0.8410829104","-8.0650627645","8.9061456749","0.1722929300","2.8912551760","4.9886121920","0.0004746790","0.0000000000"
"17","332","-21.1245966353","0.0075092403","0.9476773304","2.2668271682","-14.7311536425","-34.7115759160","19.9804222735","-52.5964339533","8.9245117752","-61.5209457286","-63.7895748967","2.2686291681","7.8815222615","0.3483519520","0.6946375618","-8.0486123356","8.7432498973","0.1558002381","2.6604009176","5.0647286989","0.0005924068","0.0000000000"
"18","319","-21.2778288202","0.0064424063","0.9541197366","2.3581783640","-14.6398024467","-34.6251646888","19.9853622421","-52.5100227261","9.1097964928","-61.6198192188","-63.9043284217","2.2845092028","7.8611044270","0.5288692375","0.7198228283","-7.9887973710","8.7086201993","0.1521374907","2.6528059289","5.0555741967","0.0005868106","0.0000000000"
"19","375","-21.3117057302","0.0062278129","0.9603475495","2.3783744882","-14.6196063225","-34.6074647573","19.9878584348","-52.4923227946","8.5859465892","-61.0783059314","-63.3540166103","2.2757106789","7.9329444144","-0.1251967565","0.7781989313","-7.9809143818","8.7591133131","0.1597463356","2.6982459328","5.0744639287","0.0004882173","0.0000000000"
"20","116","-21.3278865314","0.0061278528","0.9664754023","2.3880208660","-14.6099599448","-34.5902680478","19.9803081030","-52.4751260851","8.9246191309","-61.3997452160","-63.6822135810","2.2824683650","7.8814479468","0.3484945230","0.6946766611","-8.0486877961","8.7433644572","0.1557793028","2.6604588347","5.0646170227","0.0005927866","0.0000000000"
"21","370","-21.3451643370","0.0060228863","0.9724982886","2.3983212360","-14.5996595748","-34.5875400670","19.9878804922","-52.4723981043","8.5859209506","-61.0583190548","-63.3544183615","2.2960993066","7.9328590161","-0.1250184830","0.7780804175","-7.9808262534","8.7589066709","0.1597606301","2.6982810943","5.0743292052","0.0004880864","0.0000000000"
"22","93","-21.7047921471","0.0042035894","0.9767018780","2.6127176469","-14.3852631638","-34.4126519083","20.0273887445","-52.2975099456","9.6234374505","-61.9209473961","-64.1962425719","2.2752951759","7.8699874454","1.2643832545","0.4890667506","-8.3892030588","8.8782698094","0.1696011034","2.7680003102","4.9312912304","0.0010948015","0.0000000000"
"23","140","-21.7750859443","0.0039182495","0.9806201275","2.6546241331","-14.3433566776","-34.3704599342","20.0271032565","-52.2553179715","9.6236801319","-61.8789981033","-64.1420534556","2.2630553522","7.8699916058","1.2646360570","0.4890524691","-8.3894374932","8.8784899623","0.1696015932","2.7680541279","4.9312417337","0.0010941510","0.0000000000"
"24","94","-22.1679779971","0.0026452166","0.9832653440","2.8888514194","-14.1091293914","-34.4248308778","20.3157014864","-52.3096889151","8.8743383175","-61.1840272326","-63.4142261828","2.2301989502","8.4787462807","-0.3569231272","0.7525151640","-9.0803129874","9.8328281515","0.2206766304","3.2078551595","5.0497501810","0.0004643098","0.0000000000"
"25","69","-22.2397943055","0.0024619079","0.9857272520","2.9316655688","-14.0663152420","-34.3818727099","20.3155574679","-52.2667307472","8.8742101934","-61.1409409406","-63.3774758629","2.2365349223","8.4787923644","-0.3571370353","0.7525548643","-9.0801336412","9.8326885055","0.2206621044","3.2078692095","5.0497971612","0.0004638893","0.0000000000"
"26","152","-23.0284529142","0.0011188239","0.9868460758","3.4018338106","-13.5961470001","-33.8895451279","20.2933981278","-51.7744031652","9.5462532195","-61.3206563847","-63.5532282786","2.2325718940","8.3496576328","0.4480422060","0.7485533807","-8.8715682800","9.6201216607","0.1977678679","3.0888131875","5.0623577165","0.0007188609","0.0000000000"
"27","90","-23.0385397027","0.0011075953","0.9879536711","3.4078471700","-13.5901336407","-33.8830070058","20.2928733651","-51.7678650431","9.5463159886","-61.3141810317","-63.5550172992","2.2408362675","8.3494159977","0.4481296321","0.7487703589","-8.8716123588","9.6203827176","0.1977674109","3.0887043281","5.0622265591","0.0007176995","0.0000000000"
"28","315","-23.3223952859","0.0008338812","0.9887875523","3.5770710636","-13.4209097471","-33.7235283055","20.3026185584","-51.6083863428","10.3944138661","-62.0028002089","-64.2053331870","2.2025329781","8.2842554857","1.5212497608","0.5889086196","-9.0713192239","9.6602278435","0.1937640981","3.0304350323","5.0589396170","0.0011167384","0.0000000000"
"29","371","-23.3320474080","0.0008258712","0.9896134235","3.5828252913","-13.4151555194","-33.7177974934","20.3026419740","-51.6026555307","10.3936605982","-61.9963161289","-64.2100122935","2.2136961646","8.2845441604","1.5201501458","0.5889662920","-9.0708275341","9.6597938261","0.1937636931","3.0305288726","5.0592407394","0.0010108552","0.0000000000"
"30","273","-23.3622523548","0.0008012988","0.9904147222","3.6008323309","-13.3971484798","-33.8028878363","20.4057393565","-51.6877458736","10.0538662972","-61.7416121707","-63.9695796529","2.2279674821","8.3207026681","1.2885068932","0.4446567359","-9.3972596186","9.8419163544","0.2103641234","3.1523758840","4.9566862135","0.0012764473","0.0000000000"
"31","198","-23.3768364671","0.0007896973","0.9912044195","3.6095268235","-13.3884539872","-33.4715775859","20.0831235987","-51.3564356232","10.4275602138","-61.7839958371","-64.0141041165","2.2301082794","8.4454827604","1.3061881553","0.6758892980","-8.9285299648","9.6044192629","0.2087174700","3.0658957573","5.1695349253","0.0013346078","0.0000000000"
"32","83","-23.3794791044","0.0007876132","0.9919920327","3.6111022632","-13.3868785475","-33.4693868129","20.0825082654","-51.3542448502","10.4267157985","-61.7809606487","-64.0120404025","2.2310797538","8.4457275006","1.3050491186","0.6759391793","-8.9277756990","9.6037148783","0.2087381586","3.0660687907","5.1697041920","0.0012163593","0.0000000000"
"33","141","-23.3886017350","0.0007804608","0.9927724935","3.6165408283","-13.3814399824","-33.7868308255","20.4053908432","-51.6716888628","10.0532645376","-61.7249534005","-63.9424053456","2.2174519452","8.3208451624","1.2876359267","0.4447834485","-9.3969371679","9.8417206164","0.2103442949","3.1523505956","4.9569902948","0.0011599771","0.0000000000"
"34","6","-23.6642420100","0.0005924368","0.9933649303","3.7808670680","-13.2171137427","-33.1568035018","19.9396897590","-51.0416615391","10.0447932297","-61.0864547688","-63.3563512042","2.2698964354","10.1002966313","-0.8831991072","0.8276957056","-8.1767825737","9.0044782793","0.1816149583","2.9883900921","6.9296288117","0.0006627693","0.0000000000"
"35","55","-23.6777023030","0.0005845159","0.9939494462","3.7888915822","-13.2090892285","-33.3713586753","20.1622694468","-51.2562167126","10.8926604868","-62.1488771994","-64.3666643836","2.2177871842","8.3480084973","2.0106399068","0.5340120827","-9.1238406132","9.6578526959","0.2005446678","2.9392608254","5.2065566311","0.0016463729","0.0000000000"
"36","265","-23.6922382055","0.0005760808","0.9945255270","3.7975573340","-13.2004234767","-33.3888173824","20.1883939057","-51.2736754197","11.2366716275","-62.5103470472","-64.7772747570","2.2669277098","9.0295839958","1.6672929121","0.5397947196","-8.8243390010","9.3641337206","0.1857430005","3.1952321609","5.6414949853","0.0071138491","0.0000000000"
"37","364","-23.7426885376","0.0005477383","0.9950732654","3.8276339016","-13.1703469091","-33.1097906880","19.9394437788","-50.9946487253","10.0448437152","-61.0399726503","-63.3126627359","2.2726900856","10.1003208785","-0.8832259486","0.8277487853","-8.1767855575","9.0045343427","0.1816011485","2.9879888195","6.9300673607","0.0006635498","0.0000000000"
"38","271","-23.7534034531","0.0005419007","0.9956151661","3.8340217264","-13.1639590844","-33.3266120954","20.1626530111","-51.2114701327","10.8938049004","-62.1052750331","-64.3188774491","2.2136024160","8.3477862578","2.0122567502","0.5337618924","-9.1246299374","9.6583918298","0.2005782691","2.9393109716","5.2061108847","0.0017861324","0.0000000000"
"39","269","-23.7657016900","0.0005352771","0.9961504431","3.8413534670","-13.1566273437","-33.3448745080","20.1882471643","-51.2297325452","11.2366896481","-62.4664221934","-64.7316328902","2.2652106968","9.0293846672","1.6673777012","0.5399272797","-8.8243946211","9.3643219008","0.1857534155","3.1951578533","5.6413825626","0.0070908359","0.0000000000"
"40","125","-23.8360809823","0.0004988998","0.9966493429","3.8833109221","-13.1146698886","-33.0604779068","19.9458080182","-50.9453359441","10.2050063567","-61.1503423008","-63.4111236612","2.2607813604","10.1070410921","-0.6989154489","0.7968807134","-8.2114799789","9.0083606924","0.1910456113","3.0040414269","6.9113336129","0.0006204410","0.0000000000"
"41","68","-23.8780870124","0.0004783770","0.9971277199","3.9083533183","-13.0896274924","-33.0351356955","19.9455082031","-50.9199937328","10.2049815385","-61.1249752713","-63.3840468922","2.2590716209","10.1069694708","-0.6989650446","0.7969771123","-8.2115304018","9.0085075141","0.1910404516","3.0040963430","6.9112131978","0.0006194785","0.0000000000"
"42","343","-23.9241730790","0.0004568308","0.9975845508","3.9358280769","-13.0621527338","-32.9712339847","19.9090812509","-50.8560920220","10.4525431807","-61.3086352027","-63.5784285456","2.2697933429","10.0968770583","-0.5038027188","0.8594688412","-8.0641989141","8.9236677552","0.1750971759","2.9979714212","6.9233743007","0.0004341605","0.0000000000"
"43","293","-24.0262783667","0.0004124883","0.9979970391","3.9966993628","-13.0012814479","-32.9102271187","19.9089456708","-50.7950851560","10.4524524337","-61.2475375897","-63.5252735517","2.2777359620","10.0971916591","-0.5039605566","0.8592213312","-8.0639108251","8.9231321563","0.1751238856","2.9979917176","6.9236425085","0.0004335474","0.0000000000"
"44","75","-24.1115251620","0.0003787821","0.9983758212","4.0475202572","-12.9504605536","-32.8583161732","19.9078556196","-50.7431742105","10.2950207188","-61.0381949293","-63.2880265618","2.2498316325","10.0753088465","-0.6155723540","0.8352842264","-8.0716825863","8.9069668127","0.1764299899","2.9761187532","6.9222714139","0.0004886894","0.0000000000"
"45","133","-24.1894721936","0.0003503785","0.9987261997","4.0939893103","-12.9039915004","-32.8120796296","19.9080881292","-50.6969376669","10.2949907125","-60.9919283794","-63.2707337048","2.2788053255","10.0753137979","-0.6156515212","0.8353284358","-8.0718802008","8.9072086365","0.1764032177","2.9757878503","6.9226329300","0.0004898000","0.0000000000"
"46","314","-24.9734854022","0.0001599723","0.9988861720","4.5613881415","-12.4365926693","-33.1392945694","20.7027019001","-51.0241526066","10.5654096965","-61.5895623031","-63.7748199879","2.1852576848","8.7430395817","1.3834530105","0.4389171043","-10.2174011645","10.6563182688","0.2477764268","3.4534449111","5.0405278433","0.0012904006","0.0000000000"
"47","191","-24.9941869469","0.0001566947","0.9990428667","4.5737296144","-12.4242511963","-33.1275245666","20.7032733703","-51.0123826039","10.5661729603","-61.5785555643","-63.7657509944","2.1871954301","8.7429645747","1.3845601248","0.4386482609","-10.2179939801","10.6566422410","0.2478048011","3.4535327128","5.0402121752","0.0014148855","0.0000000000"
"48","115","-25.1694400575","0.0001315052","0.9991743718","4.6782088479","-12.3197719629","-32.5121499575","20.1923779947","-50.3970079948","11.6482984150","-62.0453064099","-64.2920620837","2.2467556738","9.6672673960","1.2018799769","0.7791510421","-9.2777065821","10.0568576242","0.2246467571","3.5057831209","5.9304077861","0.0064297318","0.0000000000"
"49","52","-25.1779979122","0.0001303846","0.9993047564","4.6833107151","-12.3146700957","-32.6752939606","20.3606238649","-50.5601519979","11.6863729324","-62.2465249303","-64.4606594264","2.2141344961","9.4694834752","1.5628804201","0.6540090372","-9.4949563994","10.1489654367","0.2160426878","3.3517142060","5.8948815667","0.0068450147","0.0000000000"
"50","151","-25.2559698116","0.0001206045","0.9994253609","4.7297945934","-12.2681862173","-32.6282227518","20.3600365346","-50.5130807891","11.6865600008","-62.1996407900","-64.4276196863","2.2279788964","9.4695003810","1.5631550480","0.6539045719","-9.4947683489","10.1486729207","0.2160244902","3.3518679370","5.8947765327","0.0068314211","0.0000000000"
"51","190","-25.2848342401","0.0001171731","0.9995425339","4.7470024670","-12.2509783437","-32.4432465968","20.1922682530","-50.3281046341","11.6483973835","-61.9765020175","-64.1900992302","2.2135972127","9.6670645981","1.2019591329","0.7793736525","-9.2782329192","10.0576065717","0.2245943009","3.5056305107","5.9304279229","0.0064118637","0.0000000000"
"52","158","-25.4288500372","0.0001014571","0.9996439911","4.8328592032","-12.1651216075","-32.1684197675","20.0032981600","-50.0532778048","11.0107701076","-61.0640479125","-63.2963907930","2.2323428805","10.8043732296","-0.7604989660","0.9668958439","-8.6700434569","9.6369393008","0.2240364353","3.2409048144","7.3387308873","0.0007010927","0.0000000000"
"53","252","-26.3790935051","0.0000392281","0.9996832191","5.3993581874","-11.5986226234","-31.8363182381","20.2376956148","-49.7211762754","11.7734629169","-61.4946391923","-63.7484535486","2.2538143562","10.4192902427","0.5655448904","0.7886277838","-8.8472708082","9.6358985920","0.1995334474","3.1868572308","7.0322154934","0.0006840711","0.0000000000"
"54","338","-26.3849244542","0.0000390000","0.9997222191","5.4028343772","-11.5951464335","-31.8098624836","20.2147160502","-49.6947205209","11.6587583290","-61.3534788500","-63.6120121248","2.2585332748","10.3638622895","0.5625417544","0.7323542851","-8.8739071121","9.6062613972","0.2008201240","3.1269824251","7.0354432869","0.0006164535","0.0000000000"
"55","358","-26.4108383717","0.0000380023","0.9997602215","5.4182832685","-11.5796975422","-31.7831555212","20.2034579790","-49.6680135585","12.0723086155","-61.7403221740","-63.9681772198","2.2278550457","10.3429367326","1.0370836750","0.6922882079","-8.9243604001","9.6166486080","0.1958005752","3.1449033842","7.0014072911","0.0008254821","0.0000000000"
"56","138","-26.4186195741","0.0000377078","0.9997979293","5.4229221251","-11.5750586856","-31.7779854842","20.2029267986","-49.6628435215","12.0721937262","-61.7350372477","-63.9694365208","2.2343992732","10.3431025617","1.0370149131","0.6920762514","-8.9241847585","9.6162610099","0.1958123030","3.1452990470","7.0011653665","0.0008258452","0.0000000000"
"57","251","-26.4259061480","0.0000374340","0.9998353633","5.4272661031","-11.5707147076","-31.8078767926","20.2371620850","-49.6927348299","11.7734992316","-61.4662340615","-63.7145808274","2.2483467659","10.4189712727","0.5656487993","0.7888791596","-8.8474384117","9.6363175712","0.1995202457","3.1867237774","7.0320457498","0.0006814999","0.0000000000"
"58","284","-26.4902371495","0.0000351017","0.9998704650","5.4656177974","-11.5323630133","-31.7465112370","20.2141482237","-49.6313692743","11.6589392421","-61.2903085164","-63.5155854409","2.2252769245","10.3637162932","0.5627902870","0.7324326619","-8.8742086341","9.6066412960","0.2007854700","3.1267077499","7.0356083316","0.0006147418","0.0000000000"
"59","172","-26.5629505262","0.0000326399","0.9999031049","5.5089667448","-11.4890140660","-31.7885643512","20.2995502852","-49.6734223885","11.9082975985","-61.5817199870","-63.8075362652","2.2258162782","10.4488212736","0.7685260316","0.6909502933","-9.0532391014","9.7441893947","0.2219741309","3.2277912323","6.9982292768","0.0008266336","0.0000000000"
"60","187","-26.8082762180","0.0000255391","0.9999286440","5.6552205838","-11.3427602269","-31.5994945648","20.2567343379","-49.4843526021","12.6723186216","-62.1566712237","-64.3640418228","2.2073705991","10.3179333642","1.7858430879","0.5685421695","-9.1190294080","9.6875715775","0.1985139907","3.1157422040","7.0024307125","0.0012464570","0.0000000000"
"61","374","-26.8188766567","0.0000252698","0.9999539138","5.6615401618","-11.3364406489","-31.5932096708","20.2567690219","-49.4780677081","12.6716021963","-62.1496699044","-64.3580067745","2.2083368701","10.3180599350","1.7848560704","0.5686861908","-9.1188514192","9.6875376100","0.1984837624","3.1157632896","7.0026803666","0.0011325164","0.0000000000"
"62","86","-27.4972250671","0.0000128233","0.9999667370","6.0659456625","-10.9320351482","-31.8014818831","20.8694467349","-49.6863399204","12.9390888961","-62.6252175868","-64.8036393916","2.1784218049","9.6838986760","3.1461612512","0.1090289689","-10.2511040461","10.3601330151","0.2227592853","3.6984004431","5.7449309077","0.0178080398","0.0000000000"
"63","291","-27.7466905921","0.0000099921","0.9999767291","6.2146675125","-10.7833132982","-31.0803798859","20.2970665876","-48.9652379232","13.1181730824","-62.0834110055","-64.2979776222","2.2145666167","10.7311507937","2.0569311478","0.3300911409","-9.5687446824","9.8988358233","0.2111425191","3.3932035607","7.1228313056","0.0039734083","0.0000000000"
"64","304","-28.2691368449","0.0000059260","0.9999826551","6.5261300812","-10.4718507295","-31.6040925970","21.1322418675","-49.4889506343","12.9776755675","-62.4666262018","-64.6240075888","2.1573813870","10.1042984104","2.6761309064","0.1972462507","-10.9842120914","11.1814583421","0.2623796340","4.0197208300","5.8051091382","0.0170888082","0.0000000000"
"65","330","-28.3319654736","0.0000055651","0.9999882203","6.5635861181","-10.4343946926","-30.6424858538","20.2080911612","-48.5273438911","12.9866532668","-61.5139971580","-63.7169529128","2.2029557548","11.1137575121","1.1025514557","0.7703442990","-9.5577007395","10.3280450385","0.2682564759","3.5306387598","7.3140313262","0.0008309502","0.0000000000"
"66","372","-28.3858198517","0.0000052734","0.9999934936","6.5956920483","-10.4022887624","-30.6102463018","20.2079575394","-48.4951043391","12.9866752447","-61.4817795838","-63.6943970409","2.2126174572","11.1139187456","1.1026220513","0.7701344478","-9.5575712298","10.3277056775","0.2682787252","3.5310049895","7.3138004534","0.0008345775","0.0000000000"
"67","301","-28.5279749624","0.0000045746","0.9999980682","6.6804395141","-10.3175412966","-31.0098339044","20.6922926078","-48.8946919417","13.1631278756","-62.0578198173","-64.2128137133","2.1549938960","10.9318957598","1.9220488235","0.3091832923","-10.3190953861","10.6282786784","0.2543828078","3.8413934480","6.8349890826","0.0011304213","0.0000000000"
"68","350","-29.9229096765","0.0000011338","0.9999992020","7.5120464919","-9.4859343188","-29.9537303191","20.4677960003","-47.8385883564","13.8108593456","-61.6494477021","-63.8471451846","2.1976974825","12.6756455107","0.6194045628","0.5158092721","-9.5376503382","10.0534596104","0.2338881716","3.7068941266","8.7342860524","0.0005771601","0.0000000000"
"69","171","-31.0214496777","0.0000003780","0.9999995799","8.1669542242","-8.8310265865","-29.2280392378","20.3970126513","-47.1128972751","15.3574166006","-62.4703138757","-64.6474341706","2.1771202949","12.1936187337","2.6758137101","0.4879841568","-10.1687991149","10.6567832717","0.2651616072","3.6255729214","8.2985040195","0.0043801855","0.0000000000"
"70","219","-31.6260322020","0.0000002065","0.9999997864","8.5273833115","-8.4705974992","-29.1453800202","20.6747825210","-47.0302380575","15.7392066035","-62.7694446610","-64.9338106773","2.1643660163","12.1665667657","3.3630765041","0.2095633337","-10.4632956584","10.6728589922","0.2329524917","3.8226785232","8.0879704135","0.0229653373","0.0000000000"
"71","254","-31.7182161629","0.0000001883","0.9999999747","8.5823398800","-8.4156409307","-29.0903658305","20.6747248997","-46.9752238678","15.7380963031","-62.7133201709","-64.8876623704","2.1743421995","12.1664678434","3.3621519757","0.2094764840","-10.4631419733","10.6726184573","0.2329399630","3.8228277543","8.0882509841","0.0224491420","0.0000000000"
"72","155","-33.7263885232","0.0000000253","1.0000000000","9.7795357992","-7.2184450115","-27.8291122744","20.6106672629","-45.7139703117","16.8081962302","-62.5221665419","-64.6491976652","2.1270311233","13.0592568408","3.8621266086","-0.1131872193","-11.0283521578","10.9151649385","0.2696642109","4.7230973592","8.0321483296","0.0343469412","0.0000000000"
