" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.6876527883"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"36","111","-126.8696642003","0.0002447432","0.9985267128","3.4195899523","50.7822727145","24.5144797689","26.2677929456","6.6296217316","8.8920754145","-2.2624536829","-4.2588139534","1.9963602705","13.2131062649","-7.8918844175","3.5708535671","-10.2542340528","13.8250876198","0.4372623446","3.6150569195","9.1607870007","0.0000000000","0.0000000000"
"37","309","-126.8736781539","0.0002437628","0.9987704756","3.4219829187","50.7846656809","24.5171748227","26.2674908582","6.6323167854","8.8921854262","-2.2598686408","-4.2614924214","2.0016237806","13.2130115887","-7.8915894813","3.5707633189","-10.2540742257","13.8248375446","0.4372999077","3.6151535308","9.1605581502","0.0000000000","0.0000000000"
"38","1039","-127.1928777491","0.0001771499","0.9989476255","3.6122775668","50.9749603290","24.1573594366","26.8176008925","6.2725013993","8.5737255036","-2.3012241043","-4.3245542970","2.0233301927","13.3461979128","-8.5993981788","3.8269257695","-9.6787905357","13.5057163052","0.4331291045","3.3638983464","9.5491704619","0.0000000000","0.0000000000"
"39","1359","-127.2612543548","0.0001654418","0.9991130673","3.6530410964","51.0157238586","24.1671103612","26.8486134974","6.2822523239","8.5737914600","-2.2915391361","-4.3035410217","2.0120018856","13.3462477875","-8.5992047976","3.8267484701","-9.6786457267","13.5053941968","0.4331365239","3.3643685320","9.5487427316","0.0000000000","0.0000000000"
"40","245","-127.3022027961","0.0001588040","0.9992718713","3.6774529984","51.0401357606","24.2299647425","26.8101710181","6.3451067052","8.6094028076","-2.2642961024","-4.2701740508","2.0058779484","13.3131024125","-8.5451604516","3.8414608467","-9.6852183912","13.5266792379","0.4346289368","3.3748680026","9.5036054731","0.0000000000","0.0000000000"
"41","523","-127.3041912168","0.0001584886","0.9994303599","3.6786384191","51.0413211813","24.1926500375","26.8486711438","6.3077920002","8.6090570878","-2.3012706956","-4.3201673672","2.0188966717","13.3145645104","-8.5460522941","3.8405448715","-9.6850860720","13.5256309435","0.4345106634","3.3743731479","9.5056806992","0.0000000000","0.0000000000"
"42","998","-127.3897241962","0.0001454961","0.9995758560","3.7296299255","51.0923126877","24.4361017810","26.6562109067","6.5512437437","8.9266641601","-2.3754204163","-4.3835172526","2.0080968363","13.5123012585","-8.2665588305","3.6809217321","-9.8491938497","13.5301155817","0.4320195170","3.4749988478","9.6052828937","0.0000000000","0.0000000000"
"43","448","-127.4117379237","0.0001423282","0.9997181842","3.7427536719","51.1054364341","24.3038293445","26.8016070896","6.4189713072","8.7800124316","-2.3610411244","-4.3745945619","2.0135534375","13.3272947395","-8.3882075971","3.8409252892","-9.7436150565","13.5845403457","0.4359715501","3.4764797034","9.4148434859","0.0000000000","0.0000000000"
"44","214","-127.4352079294","0.0001390267","0.9998572109","3.7567455960","51.1194283582","24.3037566663","26.8156716919","6.4188986290","8.7813081287","-2.3624094998","-4.3802238649","2.0178143652","13.3285728670","-8.3866301283","3.8393653900","-9.7452977504","13.5846631404","0.4357441889","3.4781413846","9.4146872935","0.0000000000","0.0000000000"
"45","213","-127.5947928762","0.0001185199","0.9999757308","3.8518840665","51.2145668287","24.4162164424","26.7983503863","6.5313584051","8.9190001508","-2.3876417457","-4.3906709662","2.0030292205","13.4638801985","-8.1528820862","3.6080020385","-9.9404328901","13.5484349285","0.4368613735","3.5441606417","9.4828581833","0.0000000000","0.0000000000"
"46","1043","-129.2266739772","0.0000231779","0.9999989087","4.8247494607","52.1874322229","25.2383556661","26.9490765568","7.3534976288","8.4549997237","-1.1015020948","-3.1014741349","1.9999720401","15.6012937380","-10.5733646220","3.4270706076","-11.3597883138","14.7868589214","0.4704972576","5.4453217728","9.6854747077","0.0000000000","0.0000000000"
"47","567","-132.2825422540","0.0000010913","1.0000000000","6.6465418044","54.0092245666","27.8034504417","26.2057741249","9.9185924044","11.9661486734","-2.0475562690","-4.0200753730","1.9725191040","15.2353236435","-6.6220950197","3.3529200496","-10.8079272272","14.1608472768","0.4522857911","5.1804469612","9.6025908911","0.0000000000","0.0000000000"
