" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","298.8972861554"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"15","22521","-1117.8119019645","0.0075613436","0.1562547616","0.5942762814","488.2057216138","305.4292153037","182.7765063100","179.3409661408","252.4540623759","-73.1130962351","-79.1893083842","6.0762121491","145.5411770655","129.9620346253","-23.0491493149","-174.8548908877","151.8057415728","4.5663672289","11.8077134276","129.1519977604","0.0150986486","0.0000000000"
"16","17424","-1117.8209245361","0.0074934276","0.1637481892","0.5996551951","488.2111005275","305.5519153705","182.6591851571","179.4636662075","253.0164878736","-73.5528216661","-79.5965559476","6.0437342815","145.8357535942","130.8269036969","-23.6461694175","-174.6642586377","151.0180892203","4.5205704743","11.6143296359","129.6852039748","0.0156495092","0.0000000000"
"17","17401","-1117.8262439664","0.0074536727","0.1712018619","0.6028264370","488.2142717694","305.7966281015","182.4176436679","179.7083789386","253.6707223992","-73.9623434606","-80.0065827225","6.0442392619","146.0347092967","131.8346214215","-24.1986083191","-174.5444292957","150.3458209766","4.4844301977","11.4488864583","130.0840977246","0.0172949161","0.0000000000"
"18","12276","-1117.8615846286","0.0071948553","0.1783967172","0.6238951945","488.2353405269","305.8724313818","182.3629091451","179.7841822188","254.8418918814","-75.0577096625","-81.0878125718","6.0301029093","146.1681358121","132.7941992527","-24.1204431835","-174.2797171063","150.1592739229","4.4830237398","11.4650306800","130.2037261986","0.0163551937","0.0000000000"
"19","24390","-1117.8697438071","0.0071363900","0.1855331073","0.6287593862","488.2402047186","306.2337840741","182.0064206445","180.1455349112","256.4141788729","-76.2687074045","-82.3037433224","6.0350359178","146.5388921965","134.4529970160","-24.5777103395","-174.0918358970","149.5141255575","4.4523530723","11.3358565702","130.7330046472","0.0176779069","0.0000000000"
"20","20448","-1117.8913069781","0.0069841541","0.1925172613","0.6416145279","488.2530598603","306.6871264919","181.5659333684","180.5988773290","255.9054370157","-75.3065596867","-81.4425185381","6.1359588514","146.8413920405","131.1493994666","-22.0853544915","-171.1834537286","149.0980992371","4.4903770859","11.3193824982","131.0104958343","0.0211366221","0.0000000000"
"21","22506","-1117.9036697294","0.0068983422","0.1994156036","0.6489847297","488.2604300621","306.8182007335","181.4422293286","180.7299515705","258.2736564342","-77.5437048636","-83.6973106303","6.1536057667","146.1583397396","134.0455712769","-21.9302545824","-171.4311877095","149.5009331272","4.5216263571","11.5475745037","130.0670663674","0.0220725115","0.0000000000"
"22","23080","-1117.9270342763","0.0067390339","0.2061546375","0.6629137831","488.2743591155","306.8641203924","181.4102387231","180.7758712294","257.8152702478","-77.0393990184","-83.1726333186","6.1332343003","145.9384532913","133.8185846193","-21.9417676628","-171.3624274767","149.4206598138","4.5203129559","11.5571292458","129.8378605984","0.0231504912","0.0000000000"
"23","14867","-1117.9523320964","0.0065706894","0.2127253269","0.6779953805","488.2894407129","305.6981074033","182.5913333096","179.6098582404","253.8981800534","-74.2883218130","-80.3304612822","6.0421394692","145.8058990990","131.6440886531","-23.5518076988","-174.5488686549","150.9970609561","4.5310169164","11.6744827902","129.5848864207","0.0155129718","0.0000000000"
"24","24435","-1117.9542049490","0.0065583950","0.2192837219","0.6791119039","488.2905572363","306.3185298487","181.9720273876","180.2302806858","253.2173532391","-72.9870725533","-79.0868707154","6.0997981621","145.7762349516","129.7060759832","-22.2649576957","-173.9170134241","151.6520557285","4.5490002117","11.8926958918","129.3114233956","0.0231154525","0.0000000000"
"25","24378","-1117.9601068874","0.0065198018","0.2258035237","0.6826304150","488.2940757473","306.7840789727","181.5099967746","180.6958298098","258.4864959113","-77.7906661015","-83.9344927259","6.1438266244","145.8068890359","134.6800882029","-22.0004813275","-171.6355710884","149.6350897608","4.5213847080","11.5443935256","129.7187793887","0.0223314135","0.0000000000"
"26","24994","-1117.9894410878","0.0063313265","0.2321348502","0.7001183486","488.3115636810","306.1379634494","182.1736002316","180.0497142865","251.7734223808","-71.7237080944","-77.7446028234","6.0208947290","147.0287570463","128.4235660091","-23.6789006746","-174.7166589129","151.0377582383","4.5023907939","12.3919402953","130.1343222541","0.0001037030","0.0000000000"
"27","14151","-1117.9914474893","0.0063186360","0.2384534862","0.7013144888","488.3127598212","306.5571650176","181.7555948036","180.4689158546","256.8033241886","-76.3344083339","-82.4506674054","6.1162590715","146.7829143514","133.3271825444","-23.3067727072","-172.0903223999","148.7835496926","4.4177678671","11.0997527185","131.2378935990","0.0275001669","0.0000000000"
"28","19162","-1118.0177886181","0.0061543690","0.2446078553","0.7170180671","488.3284633995","306.7497818408","181.5786815587","180.6615326779","257.8050063236","-77.1434736457","-83.2950726348","6.1515989891","146.0369394039","133.7469831334","-21.9789162137","-171.5059512629","149.5270350492","4.5084471661","11.5005256120","130.0059668587","0.0219997671","0.0000000000"
"29","14516","-1118.0515879587","0.0059498315","0.2505576868","0.7371679474","488.3486132798","306.3790050920","181.9696081878","180.2907559290","258.6635258547","-78.3727699257","-84.4526791148","6.0799091892","145.6873557781","135.6991766396","-22.7230065629","-173.0473189805","150.3243124176","4.4969265950","11.5629915889","129.6105093912","0.0169282030","0.0000000000"
"30","24616","-1118.0693535041","0.0058450629","0.2564027496","0.7477590893","488.3592044217","306.4736023865","181.8856020352","180.3853532236","257.5215288466","-77.1361756230","-83.1897933722","6.0536177491","146.7365566137","134.8851895953","-24.1002173624","-173.4032043646","149.3029870021","4.4037124031","12.2180760705","130.1134362847","0.0013318555","0.0000000000"
"31","24724","-1118.0801301972","0.0057824106","0.2621851603","0.7541837435","488.3656290759","308.7610334262","179.6045956497","182.6727842633","265.8973369380","-83.2245526747","-89.2596016809","6.0350490062","146.0362423947","145.6406357801","-25.7795412368","-170.5615044337","144.7819631968","4.2176143747","11.1083131411","130.7091527055","0.0011621734","0.0000000000"
"32","21767","-1118.0947864055","0.0056982804","0.2678834407","0.7629212170","488.3743665494","308.4158961908","179.9584703586","182.3276470279","263.1138340451","-80.7861870173","-86.8544576821","6.0682706648","146.5294570654","141.5211700175","-24.9367930378","-170.8917608281","145.9549677903","4.2370500458","11.0563815856","131.2357934381","0.0002319959","0.0000000000"
"33","19368","-1118.1203171551","0.0055546405","0.2734380812","0.7781416781","488.3895870104","305.7406344576","182.6489525528","179.6523852947","253.7890146727","-74.1366293780","-80.1419485680","6.0053191900","146.2755681235","131.6902863902","-24.1768398411","-174.6170124874","150.4401726463","4.4796176842","11.5456807116","130.2351484465","0.0151212813","0.0000000000"
"34","25147","-1118.1303508662","0.0054991855","0.2789372667","0.7841233947","488.3955687271","306.0455238418","182.3500448853","179.9572746789","252.1672749634","-72.2100002845","-78.2809667616","6.0709664770","146.5612123783","128.8647657267","-23.2587031416","-174.9293898994","151.6706867578","4.5406078639","12.6117963864","129.4086805178","0.0001276101","0.0000000000"
"35","22058","-1118.1373074851","0.0054610625","0.2843983292","0.7882706661","488.3997159985","308.8312150635","179.5685009349","182.7429659006","267.3331889725","-84.5902230719","-90.6500644411","6.0598413692","145.5069542571","147.8264319165","-26.0001972011","-170.6007579498","144.6005607487","4.1970235922","11.0994360839","130.2093374109","0.0011571701","0.0000000000"
"36","19161","-1118.1570501453","0.0053543039","0.2897526332","0.8000404886","488.4114858210","306.8566591331","181.5548266879","180.7684099701","255.0036040900","-74.2351941199","-80.3678382069","6.1326440870","147.0233515261","130.1272887675","-22.1470362035","-171.0711157113","148.9240795077","4.4837257061","11.3976646158","131.1203107657","0.0216504385","0.0000000000"
"37","22438","-1118.1711663339","0.0052792525","0.2950318857","0.8084560229","488.4199013553","305.9857910562","182.4341102990","179.8975418933","253.3674568506","-73.4699149573","-79.5620862595","6.0921713022","146.0775793442","129.5450594495","-22.2551819430","-174.9982650940","152.7430831510","4.6158028533","12.3029204713","129.1308942353","0.0279617843","0.0000000000"
"38","19347","-1118.1851536949","0.0052059238","0.3002378095","0.8167947551","488.4282400875","306.4306979610","181.9975421265","180.3424487980","255.0792627332","-74.7368139352","-80.8815898076","6.1447758724","145.5979279620","131.1855464674","-21.7042116962","-173.9817452171","152.2775335209","4.5956453541","12.3310345331","128.6446058780","0.0266421968","0.0000000000"
"39","23086","-1118.2098903492","0.0050787263","0.3053165358","0.8315418068","488.4429871392","307.0464398650","181.3965472742","180.9581907020","254.8279619040","-73.8697712020","-79.9647446591","6.0949734571","146.6258212507","129.7228213280","-21.5206806747","-172.6026367428","151.0819560682","4.6046540681","11.7488315267","130.2392471306","0.0330885254","0.0000000000"
"40","24611","-1118.2488992318","0.0048844253","0.3102009611","0.8547974177","488.4662427501","306.6172524942","181.8489902559","180.5290033312","257.3431556428","-76.8141523116","-82.8882649599","6.0741126483","146.5499418928","134.1575212110","-23.3643074610","-173.3521081377","149.9878006768","4.4251956539","12.4053918140","129.7172274996","0.0021269253","0.0000000000"
"41","14654","-1118.2655804297","0.0048036230","0.3150045841","0.8647421129","488.4761874453","305.5445832945","182.9316041508","179.4563341315","250.8038419067","-71.3475077751","-77.3738094136","6.0263016385","146.5094397220","127.3468838697","-23.0524816850","-177.6608737647","154.6083920796","4.6795156571","12.2632103116","129.5271345951","0.0395791583","0.0000000000"
"42","24897","-1118.2703283484","0.0047808699","0.3197854540","0.8675726413","488.4790179737","306.1266068548","182.3524111189","180.0383576919","255.5961569319","-75.5577992400","-81.6735102013","6.1157109613","145.3931989956","132.7094947707","-22.5065368344","-175.0739018520","152.5673650176","4.6074471960","12.3084382838","128.4479672702","0.0293462456","0.0000000000"
"43","16912","-1118.2734197589","0.0047661131","0.3245515670","0.8694156225","488.4808609549","309.3421207450","179.1387402100","183.2538715820","270.0531382776","-86.7992666956","-92.8222207058","6.0229540102","146.0426942457","150.4218700096","-26.4114259777","-170.2407764021","143.8293504244","4.1660247729","10.9871105555","130.8883382000","0.0012207174","0.0000000000"
"44","14127","-1118.2765027291","0.0047514419","0.3293030089","0.8712535720","488.4826989044","306.2464050853","182.2362938191","180.1581559223","253.6541357025","-73.4959797802","-79.5972885943","6.1013088141","146.4274342281","129.8651328742","-22.6384313997","-174.5642544517","151.9258230519","4.5847813241","12.1279371648","129.6839004844","0.0308152547","0.0000000000"
"45","19859","-1118.2971739537","0.0046542320","0.3339572409","0.8835769692","488.4950223016","306.0332763147","182.4617459869","179.9450271518","255.2390538086","-75.2940266568","-81.4378418417","6.1438151848","145.2666513065","131.9219253289","-21.9495228268","-175.2039709773","153.2544481505","4.6445541385","12.4352594168","128.1586088954","0.0282288558","0.0000000000"
"46","16929","-1118.2975045179","0.0046526937","0.3386099346","0.8837740391","488.4952193715","306.8821869763","181.6130323952","180.7939378133","257.9076801430","-77.1137423297","-83.2143878913","6.1006455616","146.8625186784","134.1713525350","-23.1261910703","-171.6774735521","148.5512824818","4.4179085054","11.1797534795","131.2349754341","0.0298812593","0.0000000000"
"47","21794","-1118.3141469632","0.0045759023","0.3431858368","0.8936956315","488.5051409639","306.8728834706","181.6322574933","180.7846343076","257.6182947530","-76.8336604454","-82.9437361475","6.1100757022","146.1924390287","133.9852855083","-22.5594297840","-171.7430284679","149.1835986838","4.4820742986","11.4114690078","130.2779050481","0.0209906741","0.0000000000"
"48","16751","-1118.3221276287","0.0045395289","0.3477253657","0.8984534004","488.5098987328","306.0935667738","182.4163319590","180.0053176109","252.6368669673","-72.6315493564","-78.6607015860","6.0291522296","146.2073139650","129.8900509433","-23.4604979410","-174.4691459149","151.0086479739","4.5436319688","11.8182842746","129.8304896604","0.0149080612","0.0000000000"
"49","19265","-1118.3255921200","0.0045238289","0.3522491946","0.9005187983","488.5119641306","305.9845340592","182.5274300715","179.8962848962","253.1709182418","-73.2746333456","-79.3766605748","6.1020272291","145.9974956664","129.4922494167","-22.3188268413","-174.8154128014","152.4965859601","4.5993787898","12.1060836267","129.2614251981","0.0306080517","0.0000000000"
"50","9763","-1118.3302984429","0.0045025883","0.3567517829","0.9033245288","488.5147698612","305.9588588010","182.5559110602","179.8706096381","252.3189547972","-72.4483451591","-78.5263490796","6.0780039205","145.7636329528","129.3506785237","-22.7953566793","-175.3089063261","152.5135496468","4.6158387764","11.7841235257","129.3448362894","0.0188343613","0.0000000000"
"51","21821","-1118.3323985347","0.0044931424","0.3612449253","0.9045765236","488.5160218560","306.2871235027","182.2288983533","180.1988743398","256.0528467186","-75.8539723788","-81.9892533917","6.1352810129","145.4851467787","132.9292707562","-22.3615708164","-174.9495721572","152.5880013408","4.6065420906","12.3065059541","128.5415607747","0.0305379593","0.0000000000"
"52","22160","-1118.3383965767","0.0044662730","0.3657111983","0.9081523279","488.5195976603","306.1678606789","182.3517369814","180.0796115159","254.3961812998","-74.3165697839","-80.3711691402","6.0545993563","146.3381430549","132.0331422103","-23.9751039653","-174.0434959070","150.0683919417","4.4897369510","11.5120763152","130.3205681781","0.0157616106","0.0000000000"
"53","19473","-1118.3608742249","0.0043670016","0.3700781999","0.9215526462","488.5329979786","306.1852341320","182.3477638466","180.0969849690","254.3063817033","-74.2093967343","-80.2765113626","6.0671146283","146.2347860141","130.8779114171","-22.8063157279","-174.8971268209","152.0908110930","4.5820913959","12.1924060535","129.4310300966","0.0292584681","0.0000000000"
"54","24342","-1118.3935810558","0.0042264813","0.3743046812","0.9410512138","488.5524965462","309.4596629605","179.0928335856","183.3714137976","270.8965897862","-87.5251759886","-93.5489804950","6.0238045063","146.0977409002","151.0930647383","-26.2942158523","-170.1715120451","143.8772961928","4.1839057736","11.0519023453","130.8606237319","0.0013090495","0.0000000000"
"55","17455","-1118.4257833409","0.0040925470","0.3783972282","0.9602489904","488.5716943227","306.2164219973","182.3552723255","180.1281728343","252.6840484692","-72.5558756348","-78.6922635683","6.1363879334","146.2721298661","128.5093492357","-22.0974306326","-174.7133994654","152.6159688328","4.6208879485","12.2582420567","129.3631872683","0.0298125926","0.0000000000"
"56","24655","-1118.4300021489","0.0040753177","0.3824725459","0.9627640831","488.5742094155","306.1932660695","182.3809433460","180.1050169065","256.8663621252","-76.7613452186","-82.8676928696","6.1063476509","145.4472741728","133.8545918440","-22.4355038917","-174.9951588686","152.5596549769","4.6129884601","12.3204381580","128.4846799234","0.0291676314","0.0000000000"
"57","24318","-1118.4422056289","0.0040258869","0.3864984328","0.9700393333","488.5814846657","306.1849051834","182.3965794824","180.0966560204","256.5622140460","-76.4655580256","-82.5583323707","6.0927743451","145.4267511466","133.6053742678","-22.4699113685","-175.0748427108","152.6049313423","4.6142196682","12.3339481136","128.4487100479","0.0298733169","0.0000000000"
"58","16583","-1118.4492468585","0.0039976393","0.3904960720","0.9742370464","488.5856823788","306.7240712051","181.8616111737","180.6358220421","254.7567301464","-74.1209081043","-80.2481936739","6.1272855696","145.1230377080","131.7052434272","-22.0715509888","-174.3070670393","152.2355160505","4.5812045005","12.0863779930","128.4325510525","0.0229041620","0.0000000000"
"59","11769","-1118.4598372293","0.0039555262","0.3944515982","0.9805506223","488.5919959547","306.2004639337","182.3915320210","180.1122147707","252.6668294458","-72.5546146750","-78.6397252414","6.0851105663","146.4912866966","128.3716680435","-22.1961252943","-176.2336180613","154.0374927670","4.7006644401","12.4418439249","129.3295317743","0.0192465572","0.0000000000"
"60","9205","-1118.4610417536","0.0039507645","0.3984023627","0.9812687139","488.5927140463","306.2198705977","182.3728434485","180.1316214348","255.3476601484","-75.2160387136","-81.3347014998","6.1186627863","145.0665617133","132.2732888549","-21.9921904199","-175.1173180737","153.1251276538","4.6391300425","12.4215542895","127.9778218807","0.0280555007","0.0000000000"
"61","19847","-1118.4658672056","0.0039317462","0.4023341089","0.9841454647","488.5955907971","305.2850511443","183.3105396528","179.1968019814","249.0932946576","-69.8964926762","-75.9585391923","6.0620465161","147.0103840057","126.3858727278","-24.3029620759","-176.2907352390","151.9877731631","4.5153278494","11.6122664565","130.8590694046","0.0237202952","0.0000000000"
"62","14826","-1118.4931011839","0.0038261140","0.4061602229","1.0003813259","488.6118266583","306.5606414583","182.0511852000","180.4723922953","256.4741808821","-75.9847569837","-81.9858203025","6.0010633188","146.6731509648","134.2201571041","-24.4191271868","-173.6712953383","149.2521681515","4.4557037320","11.3685247740","130.8324479183","0.0164745406","0.0000000000"
"63","24776","-1118.4993059995","0.0038024472","0.4099626701","1.0040804007","488.6155257331","306.2551608287","182.3603649043","180.1669116658","256.8403919319","-76.6734802661","-82.7335270866","6.0600468205","145.6165369340","134.8488063567","-23.6249513589","-174.4493435824","150.8243922235","4.5171588079","11.8056727521","129.2800318779","0.0136734962","0.0000000000"
"64","24832","-1118.5055068009","0.0037789419","0.4137416120","1.0077770825","488.6192224149","307.0658747723","181.5533476425","180.9776256094","258.2278804609","-77.2502548515","-83.4102754249","6.1600205735","145.9563808918","134.3169400276","-22.0454404585","-171.4442186812","149.3987782227","4.5020842710","11.4864639428","129.9477631889","0.0200694890","0.0000000000"
"65","19245","-1118.5210028694","0.0037208346","0.4174624466","1.0170152487","488.6284605811","304.8201451131","183.8083154679","178.7318959502","243.8011432479","-65.0692472977","-71.1269730167","6.0577257190","147.0918659147","120.2311771075","-23.5218997743","-179.2193456893","155.6974459151","4.8745532270","13.0188556565","129.1391440784","0.0593129529","0.0000000000"
"66","9846","-1118.5234363458","0.0037117910","0.4211742376","1.0184659947","488.6299113271","306.1116716877","182.5182396394","180.0234225247","255.7012126163","-75.6777900916","-81.8011730247","6.1233829331","145.2771183486","132.3495191696","-21.9254249019","-175.2287573888","153.3033324869","4.6511193562","12.4597605549","128.1376046490","0.0286337885","0.0000000000"
"67","14835","-1118.5266742308","0.0036997921","0.4248740297","1.0203962985","488.6318416308","305.9912301633","182.6406114675","179.9029810004","254.8028268939","-74.8998458935","-80.8924886507","5.9926427571","146.3510778637","132.6879525131","-24.2362034829","-174.5280761921","150.2918727092","4.4853218725","11.5875103058","130.2632697738","0.0149759116","0.0000000000"
"68","22527","-1118.5277495602","0.0036958157","0.4285698455","1.0210373689","488.6324827013","306.3421925527","182.2902901486","180.2539433897","254.1533974109","-73.8994540211","-79.9203739090","6.0209198878","146.4844462297","131.6058826610","-23.9369314798","-174.1862991958","150.2493677160","4.5079473091","11.6837624495","130.2768353972","0.0159010738","0.0000000000"
"69","22451","-1118.5539965053","0.0036000738","0.4321699193","1.0366847985","488.6481301309","306.1467926058","182.5013375251","180.0585434428","255.9359883084","-75.8774448655","-82.0065142850","6.1290694194","145.2904522690","132.5398554610","-21.8943194216","-175.1365498809","153.2422304593","4.6488642197","12.4424644970","128.1710811296","0.0280424226","0.0000000000"
"70","24730","-1118.5787428308","0.0035120785","0.4356819978","1.0514376158","488.6628829482","306.4790247480","182.1838582002","180.3907755850","257.6968340956","-77.3060585105","-83.3496479528","6.0435894422","145.8602257742","136.0192217836","-24.1826134622","-174.2032877416","150.0206742794","4.4848430221","11.5661290947","129.7931379522","0.0161157051","0.0000000000"
"71","9239","-1118.5802635193","0.0035067418","0.4391887396","1.0523441923","488.6637895247","304.6810627095","183.9827268153","178.5928135465","243.2843114036","-64.6892586374","-70.7594385107","6.0701798733","146.8701751875","119.3692662568","-22.9551300407","-179.4141040805","156.4589740398","4.9360558932","13.2621245638","128.6117624255","0.0602323051","0.0000000000"
"72","19174","-1118.5811538215","0.0035036211","0.4426923607","1.0528749566","488.6643202890","306.3283260975","182.3359941915","180.2400769346","255.0387990309","-74.7987220963","-80.7964868057","5.9977647094","146.8240074556","132.6074972494","-24.3927056741","-173.9496915949","149.5569859208","4.4587252198","11.4685960152","130.8810288253","0.0156573953","0.0000000000"
"73","19470","-1118.5856557004","0.0034878837","0.4461802444","1.0555588055","488.6670041379","306.3262631129","182.3407410250","180.2380139500","255.9258342435","-75.6878202936","-81.7839548157","6.0961345221","145.2069959309","133.2538944327","-22.5350561201","-175.0215780067","152.4865218866","4.6084300924","12.3231920172","128.2450050654","0.0303687559","0.0000000000"
"74","24761","-1118.5996107645","0.0034395481","0.4496197924","1.0638782835","488.6753236159","306.0573945497","182.6179290661","179.9691453868","255.1320546509","-75.1629092641","-81.2059605846","6.0430513205","146.3888125605","132.4761622194","-23.7329201291","-174.2837022043","150.5507820752","4.5162193050","11.5906399402","130.2664350693","0.0155182461","0.0000000000"
"75","24447","-1118.6062342040","0.0034168417","0.4530366342","1.0678269260","488.6792722584","306.3799497942","182.2993224642","180.2917006313","256.1372438789","-75.8455432476","-81.9668387490","6.1212955014","145.4904685640","132.9784758813","-22.3317005664","-174.9592548699","152.6275543036","4.6128351323","12.3327346086","128.5148209004","0.0300779227","0.0000000000"
