" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"20","1038","-169.6275915465","0.0143665547","0.5163383562","0.9538289592","76.4198395885","43.9770059663","32.4428336222","22.5151763216","71.4293085212","-48.9141321996","-51.1884072896","2.2742750900","2.5010341410","68.3642436125","0.5640307677","-6.5854125512","7.1494433189","0.1971095204","0.7162854831","1.5876391375","0.0000000000","0.0000000000"
"21","1317","-169.6683121166","0.0137932914","0.5301316475","0.9781050131","76.4441156424","44.0124382596","32.4316773827","22.5506086149","71.7071769084","-49.1549826290","-51.4364570665","2.2814744375","2.5402957592","68.6317633666","0.5351177826","-6.6483491852","7.1834669678","0.2007936369","0.7411421891","1.5983599332","0.0000000000","0.0000000000"
"22","550","-169.6722375868","0.0137392524","0.5438708999","0.9804452290","76.4464558583","44.0137431840","32.4327126742","22.5519135393","71.7224241941","-49.1705106548","-51.4861108502","2.3156001953","2.5394580209","68.6431983216","0.5397678516","-6.6333573474","7.1731251990","0.1999130219","0.7450608751","1.5944841240","0.0000000000","0.0000000000"
"23","965","-169.7077036491","0.0132605148","0.5571314147","1.0015887453","76.4675993746","44.0349002193","32.4326991553","22.5730705746","71.7224908185","-49.1494202439","-51.4471089825","2.2976887385","2.5394548980","68.6432737679","0.5397621527","-6.6334511564","7.1732133091","0.1999185898","0.7450495665","1.5944867417","0.0000000000","0.0000000000"
"24","816","-169.7447362233","0.0127784254","0.5699098402","1.0236661564","76.4896767856","44.0581973742","32.4314794115","22.5963677294","71.7071950881","-49.1108273587","-51.4115050567","2.3006776980","2.5401580211","68.6317399606","0.5352971064","-6.6484011893","7.1836982957","0.2008219808","0.7410849951","1.5982510453","0.0000000000","0.0000000000"
"25","784","-169.8280369977","0.0117571017","0.5816669419","1.0733269072","76.5393375365","44.1794575190","32.3598800174","22.7176278743","71.9698686901","-49.2522408159","-51.5594249068","2.3071840909","2.3412948050","69.3011705224","0.3274033628","-6.4860155817","6.8134189445","0.1791581045","0.6548568488","1.5072798516","0.0000000000","0.0000000000"
"26","747","-169.8391905085","0.0116266974","0.5932936393","1.0799762057","76.5459868350","44.1861943433","32.3597924917","22.7243646985","71.9696825079","-49.2453178093","-51.5445665229","2.2992487136","2.3414100068","69.3010169212","0.3272555799","-6.4858313593","6.8130869392","0.1791349484","0.6548864271","1.5073886313","0.0000000000","0.0000000000"
"27","977","-169.8393858581","0.0116244263","0.6049180656","1.0800926658","76.5461032950","44.1796398722","32.3664634229","22.7178102274","71.8325934612","-49.1147832338","-51.4359847249","2.3212014911","2.3438205367","69.1591583715","0.3296145531","-6.4750709021","6.8046854552","0.1776350397","0.6577601173","1.5084253797","0.0000000000","0.0000000000"
"28","250","-169.8550572495","0.0114436754","0.6163617409","1.0894353527","76.5554459820","44.1765004660","32.3789455161","22.7146708212","71.7341097413","-49.0188357416","-51.3325084483","2.3136727067","2.5081793741","68.9260468406","0.2998835265","-6.5300592820","6.8299428085","0.1848465287","0.6928976760","1.6304351694","0.0000000000","0.0000000000"
"29","1069","-169.8886857107","0.0110652409","0.6274269819","1.1094833612","76.5754939905","44.2088768833","32.3666171072","22.7470472385","71.8328485864","-49.0858013478","-51.4063074889","2.3205061410","2.3436233645","69.1593072242","0.3299179977","-6.4753917774","6.8053097751","0.1776491529","0.6575747308","1.5083994808","0.0000000000","0.0000000000"
"30","709","-169.9039292121","0.0108978470","0.6383248289","1.1185709565","76.5845815858","44.2194001858","32.3651814000","22.7575705410","71.9938940006","-49.2363234595","-51.5361643610","2.2998409015","2.3764030817","69.3146777062","0.3028132127","-6.5074231929","6.8102364056","0.1817517797","0.6602061940","1.5344451080","0.0000000000","0.0000000000"
"31","808","-169.9085380272","0.0108477364","0.6491725653","1.1213185566","76.5873291859","44.2086170474","32.3787121385","22.7467874026","71.7341206703","-48.9873332677","-51.2979950026","2.3106617349","2.5081766481","68.9261050957","0.2998389265","-6.5298529574","6.8296918840","0.1847915503","0.6927716355","1.6306134623","0.0000000000","0.0000000000"
"32","717","-169.9540239528","0.0103653707","0.6595379359","1.1484355341","76.6144461633","44.1713528647","32.4430932987","22.7095232199","71.9049387779","-49.1954155579","-51.4895871230","2.2941715651","2.1253691160","69.6861187347","0.0934509272","-6.7658864953","6.8593374225","0.1690066035","0.6207647126","1.3355977999","0.0000000000","0.0000000000"
"33","165","-169.9636340966","0.0102662351","0.6698041710","1.1541647359","76.6201753652","44.1232702474","32.4969051178","22.6614406027","72.0353557592","-49.3739151565","-51.6837443953","2.3098292388","2.4789561149","69.4138155178","0.1425841264","-6.8826476116","7.0252317380","0.1925934224","0.8538713984","1.4324912942","0.0000000000","0.0000000000"
"34","478","-169.9763407424","0.0101366109","0.6799407820","1.1617399545","76.6277505838","44.1847600814","32.4429905024","22.7229304366","71.9044556587","-49.1815252221","-51.4946919816","2.3131667595","2.1253078336","69.6857768649","0.0933709602","-6.7655726709","6.8589436312","0.1690057663","0.6205592401","1.3357428272","0.0000000000","0.0000000000"
"35","1036","-170.0243827969","0.0096611401","0.6896019220","1.1903807987","76.6563914279","44.2914694620","32.3649219660","22.8296398172","71.9939054989","-49.1642656816","-51.4846250928","2.3203594111","2.3763550907","69.3146983508","0.3028520574","-6.5075525893","6.8104046467","0.1817181750","0.6601975357","1.5344393800","0.0000000000","0.0000000000"
"36","554","-170.0366767599","0.0095430935","0.6991450155","1.1977099914","76.6637206207","44.3339435376","32.3297770831","22.8721138929","71.9032136268","-49.0310997340","-51.3269257472","2.2958260133","2.4093790186","69.1334820243","0.3603525839","-6.4614546040","6.8218071879","0.1871996603","0.7078961309","1.5142832274","0.0000000000","0.0000000000"
"37","282","-170.0533612546","0.0093851927","0.7085302082","1.2076566521","76.6736672814","44.1768625780","32.4968047034","22.7150329332","72.0352714400","-49.3202385067","-51.6198077965","2.2995692897","2.4790443562","69.4137393575","0.1424877263","-6.8823757737","7.0248635000","0.1925969408","0.8539164035","1.4325310118","0.0000000000","0.0000000000"
"38","422","-170.0653986883","0.0092728963","0.7178031046","1.2148329118","76.6808435411","44.3346010667","32.3462424744","22.8727714220","71.8098667044","-48.9370952824","-51.2272708813","2.2901755989","2.5685880249","68.8771282578","0.3641504217","-6.4695281609","6.8336785826","0.1907538504","0.7521340177","1.6257001568","0.0000000000","0.0000000000"
"39","849","-170.0685998304","0.0092432599","0.7270463645","1.2167413109","76.6827519402","44.0919106770","32.5908412632","22.6300810322","72.1834390174","-49.5533579852","-51.7893665153","2.2360085301","2.5922632555","69.0719880735","0.5191876884","-7.3794434053","7.8986310937","0.2190932863","0.8179686487","1.5552013206","0.0000000000","0.0000000000"
"40","201","-170.0744535509","0.0091893105","0.7362356750","1.2202310763","76.6862417055","44.3400688565","32.3461728490","22.8782392118","71.8099054725","-48.9316662607","-51.2576712931","2.3260050324","2.5685899415","68.8771305650","0.3641849660","-6.4695159113","6.8337008773","0.1907539890","0.7522329824","1.6256029700","0.0000000000","0.0000000000"
"41","779","-170.1140105062","0.0088329050","0.7450685800","1.2438134272","76.7098240565","44.1243846896","32.5854393670","22.6625550448","72.3005173863","-49.6379623415","-51.8959657120","2.2580033705","2.5882876785","69.2015830542","0.5106466536","-7.4082717459","7.9189183994","0.2208625541","0.8200201569","1.5474049675","0.0000000000","0.0000000000"
"42","1019","-170.1302528925","0.0086905964","0.7537591764","1.2534965196","76.7195071489","44.3895662197","32.3299409292","22.9277365750","71.9030788688","-48.9753422938","-51.2966942847","2.3213519909","2.4094242032","69.1333697470","0.3602849186","-6.4613610307","6.8216459493","0.1872506087","0.7079876875","1.5141859070","0.0000000000","0.0000000000"
"43","444","-170.1503584496","0.0085176119","0.7622767883","1.2654826875","76.7314933168","44.1406462564","32.5908470603","22.6788166117","72.2798069106","-49.6009902989","-51.8465375578","2.2455472589","2.6160826150","69.1983905037","0.4653337919","-7.4683487669","7.9336825588","0.2235378613","0.8109479069","1.5815968468","0.0000000000","0.0000000000"
"44","1107","-170.1628725043","0.0084116862","0.7706884745","1.2729430905","76.7389537198","44.1478014346","32.5911522852","22.6859717899","72.1833543290","-49.4973825392","-51.7555637345","2.2581811954","2.5923128299","69.0718884616","0.5191530375","-7.3792997834","7.8984528208","0.2191299270","0.8180343887","1.5551485143","0.0000000000","0.0000000000"
"45","1347","-170.1960589232","0.0081371137","0.7788255882","1.2927275703","76.7587381995","44.1678534370","32.5908847625","22.7060237923","72.2797300033","-49.5737062111","-51.8199784601","2.2462722491","2.6161898378","69.1982909318","0.4652492337","-7.4683115344","7.9335607681","0.2235140784","0.8109770792","1.5816986803","0.0000000000","0.0000000000"
"46","1231","-170.2297141755","0.0078678142","0.7866934024","1.3127915506","76.7788021798","44.1903896788","32.5884125010","22.7285600340","71.8698925548","-49.1413325208","-51.4036066620","2.2622741412","2.6818693884","68.9328569837","0.2551661827","-6.8323009891","7.0874671718","0.2052264117","1.0031433669","1.4734996098","0.0000000000","0.0000000000"
"47","175","-170.2336828959","0.0078366509","0.7945300533","1.3151575506","76.7811681799","44.2370708757","32.5440973042","22.7752412309","72.1143749694","-49.3391337385","-51.5708051189","2.2316713804","2.7830363352","68.7820999546","0.5492386796","-7.2410502497","7.7902889293","0.2207334244","0.8032507076","1.7590522032","0.0000000000","0.0000000000"
"48","1070","-170.2683602982","0.0075695541","0.8020996074","1.3358308978","76.8018415271","44.2133161732","32.5885253540","22.7514865284","71.8701446551","-49.1186581267","-51.4091421822","2.2904840555","2.6817620413","68.9330487225","0.2553338912","-6.8327998081","7.0881336994","0.2052396486","1.0031893487","1.4733330440","0.0000000000","0.0000000000"
"49","283","-170.2696009698","0.0075601686","0.8096597760","1.3365705390","76.8025811683","44.2537748239","32.5488063445","22.7919451791","72.2388770481","-49.4469318690","-51.6851109166","2.2381790476","2.6583394571","69.0248706554","0.5556669357","-7.3579276017","7.9135945374","0.2294566702","0.8828036590","1.5460791278","0.0000000000","0.0000000000"
"50","1065","-170.2832315614","0.0074578181","0.8171175941","1.3446965789","76.8107072081","44.1412637717","32.6694434365","22.6794341269","72.3520077970","-49.6715170808","-51.9089526698","2.2374355890","2.7424695863","69.2705278148","0.3390103959","-7.7030357769","8.0420461728","0.2286274732","0.9538655232","1.5599765898","0.0000000000","0.0000000000"
"51","1085","-170.2869345418","0.0074302531","0.8245478472","1.3469041548","76.8129147841","44.1436415570","32.6692732271","22.6818119123","72.3516586831","-49.6698467709","-51.9038271260","2.2339803552","2.7423927004","69.2701375787","0.3391284040","-7.7024999050","8.0416283090","0.2286243058","0.9540034009","1.5597649937","0.0000000000","0.0000000000"
"52","1266","-170.2942943541","0.0073757685","0.8319236157","1.3512917948","76.8173024241","44.2682053598","32.5490970642","22.8063757151","72.2387811178","-49.4324054027","-51.6857098717","2.2533044690","2.6580966891","69.0247653253","0.5559191034","-7.3582497382","7.9141688416","0.2295215691","0.8830276775","1.5455474425","0.0000000000","0.0000000000"
"53","1072","-170.3194487575","0.0071925495","0.8391161652","1.3662878926","76.8322985218","44.2880617388","32.5442367831","22.8262320940","72.1143217472","-49.2880896531","-51.5627456844","2.2746560313","2.7828452040","68.7819725837","0.5495039596","-7.2413889075","7.7908928670","0.2207454199","0.8033047024","1.7587950817","0.0000000000","0.0000000000"
"54","1344","-170.4014936124","0.0066259970","0.8457421622","1.4151999120","76.8812105412","44.3322191077","32.5489914336","22.8703894629","72.2177999994","-49.3474105365","-51.6150910107","2.2676804742","2.8048363374","68.8132968409","0.5996668211","-7.2016851699","7.8013519911","0.2239552097","0.8209148867","1.7599662410","0.0000000000","0.0000000000"
"55","837","-170.4392528233","0.0063804692","0.8521226314","1.4377105162","76.9037211455","44.3550214986","32.5486996469","22.8931918539","72.2179089991","-49.3247171453","-51.5995963384","2.2748791931","2.8045823693","68.8134744255","0.5998522043","-7.2018084466","7.8016606509","0.2238877914","0.8206847009","1.7600098770","0.0000000000","0.0000000000"
"56","264","-170.5322611504","0.0058137936","0.8579364250","1.4931585404","76.9591691697","44.4453701292","32.5137990405","22.9835404844","72.1801953132","-49.1966548288","-51.4839229387","2.2872681099","2.8417302636","68.7279064229","0.6105586267","-7.1845882370","7.7951468637","0.2266758772","0.8600141319","1.7550402546","0.0000000000","0.0000000000"
"57","1114","-170.5905269857","0.0054847278","0.8634211528","1.5278944135","76.9939050428","44.2282613193","32.7656437236","22.7664316745","72.2163179110","-49.4498862365","-51.6846203302","2.2347340937","2.9569495193","68.7624108875","0.4969575042","-7.5932924703","8.0902499745","0.2415281691","1.1223256449","1.5930957053","0.0000000000","0.0000000000"
"58","1263","-170.6104046393","0.0053767807","0.8687979336","1.5397447140","77.0057553432","44.2453979138","32.7603574294","22.7835682691","72.2561968720","-49.4726286029","-51.7103640346","2.2377354316","2.9588614151","68.7834661799","0.5138692770","-7.5521235475","8.0659928245","0.2404916321","1.1240459911","1.5943237919","0.0000000000","0.0000000000"
"59","750","-170.6367752048","0.0052368452","0.8740347788","1.5554658413","77.0214764706","44.2556078029","32.7658686677","22.7937781581","72.2164416946","-49.4220333333","-51.6772114337","2.2551781004","2.9571277600","68.7625370704","0.4967768642","-7.5936093816","8.0903862458","0.2414958296","1.1223330786","1.5932988517","0.0000000000","0.0000000000"
"60","1259","-170.6388181437","0.0052261576","0.8792609363","1.5566837637","77.0226943930","44.3505154484","32.6721789446","22.8886858037","72.5482003601","-49.6595145565","-51.9210856871","2.2615711306","2.7767294028","69.3209775590","0.4504933983","-7.5428221569","7.9933155552","0.2315678641","0.9934695810","1.5516919577","0.0000000000","0.0000000000"
"61","809","-170.6583762766","0.0051249367","0.8843858731","1.5683435780","77.0343542073","44.2737266247","32.7606275826","22.8118969800","72.2562593205","-49.4443623406","-51.7053738015","2.2610114609","2.9589838192","68.7835719883","0.5137035130","-7.5521743121","8.0658778252","0.2404977314","1.1241365778","1.5943495100","0.0000000000","0.0000000000"
"62","1316","-170.6597728675","0.0051177843","0.8895036574","1.5691761724","77.0351868017","44.5253659699","32.5098208317","23.0635363252","72.2981852230","-49.2346488978","-51.5024488421","2.2677999443","2.8689075304","68.7646045502","0.6646731424","-7.1409878510","7.8056609933","0.2304681228","0.8819752048","1.7564642028","0.0000000000","0.0000000000"
"63","734","-170.6942125106","0.0049445302","0.8944481875","1.5897077766","77.0557184059","44.5456553404","32.5100630655","23.0838256956","72.2982068820","-49.2143811864","-51.4983754865","2.2839943001","2.8690658562","68.7646343855","0.6645066403","-7.1408781185","7.8053847588","0.2305274015","0.8821355946","1.7564028602","0.0000000000","0.0000000000"
"64","385","-170.8654416495","0.0041664019","0.8986145894","1.6917880713","77.1577987006","44.3295370713","32.8282616293","22.8677074266","72.4543600673","-49.5866526408","-51.8210782768","2.2344256361","2.9085107155","69.4344415584","0.1114077934","-7.7644297822","7.8758375756","0.2329145451","1.1699138398","1.5056823306","0.0000000000","0.0000000000"
"65","1340","-170.9031982218","0.0040120255","0.9026266150","1.7142971025","77.1803077318","44.4720619901","32.7082457417","23.0102323454","72.4522147886","-49.4419824432","-51.7011146382","2.2591321950","2.6105378744","69.8068037092","0.0348732050","-7.7294078597","7.7642810647","0.2132662134","0.9526837976","1.4445878634","0.0000000000","0.0000000000"
"66","736","-170.9273567182","0.0039162624","0.9065428774","1.7286994785","77.1947101078","44.5243175873","32.6703925205","23.0624879425","72.3913625461","-49.3288746036","-51.5942224022","2.2653477986","2.8294296036","69.2222043060","0.3397286365","-7.3790336273","7.7187622638","0.2279890574","1.1043175649","1.4971229813","0.0000000000","0.0000000000"
"67","504","-170.9401702531","0.0038664014","0.9104092788","1.7363384202","77.2023490495","44.4937128268","32.7086362227","23.0318831821","72.4525235963","-49.4206404142","-51.6902944046","2.2696539903","2.6105961927","69.8070619088","0.0348654948","-7.7300071215","7.7648726162","0.2133144971","0.9527685456","1.4445131500","0.0000000000","0.0000000000"
"68","431","-170.9794646156","0.0037174199","0.9141266987","1.7597642234","77.2257748527","44.3969749130","32.8287999397","22.9351452682","72.4548266614","-49.5196813932","-51.7981563597","2.2784749666","2.9084734170","69.4349407780","0.1114124664","-7.7654870130","7.8768994794","0.2329153352","1.1699699751","1.5055881066","0.0000000000","0.0000000000"
"69","530","-171.0366138453","0.0035109288","0.9176376275","1.7938344187","77.2598450480","44.5893327418","32.6705123062","23.1275030971","72.3910922038","-49.2635891067","-51.5134271914","2.2498380846","2.8297653380","69.2219900227","0.3393368431","-7.3788272047","7.7181640478","0.2279910747","1.1043575083","1.4974167550","0.0000000000","0.0000000000"
"70","91","-171.1000237354","0.0032952127","0.9209328402","1.8316369815","77.2976476107","44.7678974480","32.5297501627","23.3060678033","72.5786457848","-49.2725779816","-51.5396135544","2.2670355728","2.6775052066","69.6216469065","0.2794936717","-7.3282606358","7.6077543075","0.2119842867","0.9110776912","1.5544432287","0.0000000000","0.0000000000"
"71","1117","-171.1667028202","0.0030826562","0.9240154964","1.8713885137","77.3373991430","44.3746817677","32.9627173753","22.9128521229","72.9253158022","-50.0124636793","-52.1939671703","2.1815034910","3.0071464530","69.5826501615","0.3355191877","-8.6078596973","8.9433788850","0.2657653222","1.1827756007","1.5586055301","0.0000000000","0.0000000000"
"72","511","-171.1798043471","0.0030425321","0.9270580286","1.8791991453","77.3452097746","44.3381107286","33.0070990460","22.8762810838","72.7612533178","-49.8849722340","-52.0866196315","2.2016473975","3.1721118816","69.2981469159","0.2909945204","-8.6149073710","8.9059018914","0.2689514339","1.2696708299","1.6334896178","0.0000000000","0.0000000000"
"73","944","-171.1928078878","0.0030032246","0.9300612531","1.8869513612","77.3529619905","44.8234980772","32.5294639133","23.3616684325","72.5787734191","-49.2171049866","-51.4957232590","2.2786182724","2.6773429233","69.6218104250","0.2796200707","-7.3284424479","7.6080625187","0.2119098998","0.9108213621","1.5546116613","0.0000000000","0.0000000000"
"74","272","-171.2045981215","0.0029680238","0.9330292769","1.8939802498","77.3599908791","44.3973974214","32.9625934576","22.9355677767","72.9254236553","-49.9884408310","-52.1808353752","2.1923945442","3.0072006766","69.5827627913","0.3354601874","-8.6079354575","8.9433956448","0.2657797737","1.1828251222","1.5585957807","0.0000000000","0.0000000000"
"75","1060","-171.2140161173","0.0029402022","0.9359694791","1.8995949004","77.3656055297","44.3587487089","33.0068568207","22.8969190641","72.7613428786","-49.8644238145","-52.0606714496","2.1962476351","3.1720998254","69.2982520693","0.2909909839","-8.6151043755","8.9060953594","0.2689177918","1.2697583572","1.6334236764","0.0000000000","0.0000000000"
"76","132","-171.2200569851","0.0029224943","0.9388919734","1.9031962358","77.3692068651","44.8018670051","32.5673398600","23.3400373604","72.6493767629","-49.3093394025","-51.5687682530","2.2594288506","2.6077185650","69.8722945184","0.1693636795","-7.4588338007","7.6281974802","0.2048336526","0.8259959448","1.5768889677","0.0000000000","0.0000000000"
"77","568","-171.2491133029","0.0028387992","0.9417307726","1.9205185065","77.3865291357","44.6999539257","32.6865752101","23.2381242809","72.7092783629","-49.4711540820","-51.7229857520","2.2518316699","2.7898994546","69.6791559734","0.2402229350","-7.4734238187","7.7136467536","0.2221366983","1.0300638907","1.5376988656","0.0000000000","0.0000000000"
