" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.6876527883"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","2288","-121.6415072428","0.0293055639","0.4241309176","0.3028796054","47.6654445485","21.0024169431","26.6630276054","3.1175589058","5.4112903125","-2.2937314067","-4.3031280730","2.0093966662","11.9085442995","-8.7332760198","2.2360220328","-8.9362360771","11.1722581099","0.2232690928","2.4571981188","9.2280770879","0.0000000000","0.0000000000"
"12","2371","-121.6652605185","0.0286176630","0.4527485807","0.3170404041","47.6796053473","21.0166932546","26.6629120927","3.1318352173","5.4112978843","-2.2794626670","-4.3004580291","2.0209953621","11.9085427883","-8.7332269339","2.2359820299","-8.9361535123","11.1721355422","0.2232412617","2.4575350775","9.2277664490","0.0000000000","0.0000000000"
"13","1256","-121.6707063493","0.0284622397","0.4812108204","0.3202870011","47.6828519442","21.0254680815","26.6573838627","3.1406100442","5.4333467058","-2.2927366616","-4.3258585321","2.0331218706","11.9026282839","-8.7192678504","2.2499862723","-8.9256223291","11.1756086014","0.2227896913","2.4711854533","9.2086531392","0.0000000000","0.0000000000"
"14","2362","-121.6815920153","0.0281540895","0.5093649099","0.3267766209","47.6893415640","21.0169281983","26.6724133657","3.1320701610","5.4056718508","-2.2736016898","-4.2899993502","2.0163976604","12.0106406262","-8.8633478949","2.2583791194","-8.9441857942","11.2025649136","0.2239053567","2.4187839962","9.3679512733","0.0000000000","0.0000000000"
"15","1731","-121.7006974722","0.0276212986","0.5369862084","0.3381665670","47.7007315101","21.0282771068","26.6724544033","3.1434190695","5.4056675718","-2.2622485023","-4.2702370643","2.0079885620","12.0106787071","-8.8633768355","2.2583657002","-8.9441947076","11.2025604079","0.2239231846","2.4189621553","9.3677933672","0.0000000000","0.0000000000"
"16","2378","-121.7438447311","0.0264548605","0.5634410689","0.3638893203","47.7264542634","21.0539894688","26.6724647947","3.1691314315","5.4056719518","-2.2365405203","-4.2664856989","2.0299451786","12.0105522469","-8.8633508447","2.2584705496","-8.9442455665","11.2027161161","0.2239219509","2.4187077067","9.3679225892","0.0000000000","0.0000000000"
"17","2142","-121.7562884306","0.0261277039","0.5895687729","0.3713077803","47.7338727234","21.0613929618","26.6724797616","3.1765349245","5.4056661304","-2.2291312058","-4.2464031218","2.0172719159","12.0105869975","-8.8633394989","2.2584186318","-8.9442117370","11.2026303687","0.2239269623","2.4188990415","9.3677609936","0.0000000000","0.0000000000"
"18","278","-121.7579385838","0.0260846248","0.6156533976","0.3722915388","47.7348564819","21.1075937024","26.6272627796","3.2227356651","5.2328204305","-2.0100847654","-4.0244564427","2.0143716773","12.2744319373","-9.2328605303","2.1912490235","-8.9517240745","11.1429730980","0.2174611266","2.5136463908","9.5433244199","0.0000000000","0.0000000000"
"19","2386","-121.7895979785","0.0252717370","0.6409251346","0.3911656648","47.7537306079","21.1263258992","26.6274047087","3.2414678619","5.2328546104","-1.9913867484","-4.0086768485","2.0172901001","12.2743404299","-9.2328799130","2.1913940934","-8.9518395094","11.1432336028","0.2174716697","2.5132734659","9.5435952943","0.0000000000","0.0000000000"
"20","1017","-121.8102654279","0.0247547950","0.6656799296","0.4034868114","47.7660517545","21.1329854998","26.6330662548","3.2481274625","5.3359727887","-2.0878453262","-4.0976247029","2.0097793767","12.3896726427","-9.2697871543","2.2160873003","-8.9672271545","11.1833144548","0.2182363591","2.4265302491","9.7449060345","0.0000000000","0.0000000000"
"21","2556","-121.8140191474","0.0246620466","0.6903419762","0.4057246361","47.7682895792","21.0511453548","26.7171442244","3.1662873175","4.7007321674","-1.5344448499","-3.5302773887","1.9958325388","12.5860254887","-9.9992006406","2.1139073194","-9.7904406385","11.9043479579","0.2565799832","3.3488524808","8.9805930247","0.0000000000","0.0000000000"
"22","1770","-121.8231941671","0.0244368067","0.7147787829","0.4111944336","47.7737593767","21.1225449780","26.6512143987","3.2376869407","5.6507754070","-2.4130098834","-4.4177734394","2.0047635560","11.8113473948","-8.3082442427","2.1476722549","-9.1439318333","11.2916040882","0.2249580708","2.6455619105","8.9408274136","0.0000000000","0.0000000000"
"23","2551","-121.8383765554","0.0240685998","0.7388473827","0.4202455956","47.7828105387","21.0659031276","26.7169074111","3.1810450903","4.7007153714","-1.5196702811","-3.5226249207","2.0029546395","12.5862897439","-9.9991970684","2.1136226959","-9.7903303378","11.9039530336","0.2565686404","3.3492809015","8.9804402020","0.0000000000","0.0000000000"
"24","1200","-121.8473538265","0.0238534964","0.7627008792","0.4255975029","47.7881624460","21.1369139465","26.6512484995","3.2520559092","5.6508015486","-2.3987456394","-4.4065496210","2.0078039816","11.8112408506","-8.3081872309","2.1477479290","-9.1440446828","11.2917926118","0.2249512200","2.6454465170","8.9408431135","0.0000000000","0.0000000000"
"25","584","-121.9015702681","0.0225946774","0.7852955566","0.4579192816","47.8204842247","21.1691578985","26.6513263262","3.2842998612","5.6508379443","-2.3665380831","-4.3731762245","2.0066381415","11.8115365006","-8.3080788201","2.1473802637","-9.1437274472","11.2911077110","0.2249449769","2.6459003346","8.9406911892","0.0000000000","0.0000000000"
"26","1919","-121.9313868609","0.0219309257","0.8072264823","0.4756947992","47.8382597424","21.1566538994","26.6816058430","3.2717958621","5.6784906604","-2.4066947983","-4.4195403005","2.0128455021","11.8071525828","-8.2778181036","2.1491561811","-9.1138697297","11.2630259109","0.2239568645","2.6493212980","8.9338744204","0.0000000000","0.0000000000"
"27","1514","-121.9408719945","0.0217238914","0.8289503737","0.4813494748","47.8439144179","21.1623001292","26.6816142888","3.2774420919","5.6784497675","-2.4010076757","-4.4155607183","2.0145530426","11.8069938451","-8.2778786329","2.1493345554","-9.1140175639","11.2633521193","0.2239727347","2.6490714301","8.9339496803","0.0000000000","0.0000000000"
"28","1696","-122.1321904069","0.0179411010","0.8468914747","0.5954062297","47.9579711728","21.3871004160","26.5708707568","3.5022423787","5.8644163377","-2.3621739590","-4.3664743584","2.0043003994","12.3285833243","-8.5322455280","2.0680785415","-8.8659581267","10.9340366682","0.2151941824","2.5652067783","9.5481823637","0.0000000000","0.0000000000"
"29","1363","-122.1577495997","0.0174883516","0.8643798263","0.6106436475","47.9732085906","21.4024821910","26.5707263996","3.5176241537","5.8643848436","-2.3467606899","-4.3566444454","2.0098837555","12.3285017166","-8.5323263545","2.0682094815","-8.8660397403","10.9342492218","0.2151720458","2.5649882069","9.5483414639","0.0000000000","0.0000000000"
"30","386","-122.1752936480","0.0171842108","0.8815640371","0.6211027413","47.9836676844","21.4276341720","26.5560335124","3.5427761347","5.4908180100","-1.9480418753","-3.9499656281","2.0019237528","12.6800284772","-9.2153322337","2.0261217665","-8.8978270696","10.9239488361","0.2109267627","2.5868775445","9.8822241700","0.0000000000","0.0000000000"
"31","2290","-122.1830289483","0.0170517986","0.8986158357","0.6257142329","47.9882791760","21.4324081118","26.5558710642","3.5475500745","5.4908278442","-1.9432777697","-3.9513992614","2.0081214917","12.6800560411","-9.2153143654","2.0260861685","-8.8977996878","10.9238858563","0.2109338717","2.5868549002","9.8822672693","0.0000000000","0.0000000000"
"32","499","-122.2030951705","0.0167130435","0.9153288792","0.6376769507","48.0002418938","21.4291848676","26.5710570262","3.5443268303","5.8644418372","-2.3201150069","-4.3344290468","2.0143140399","12.3283486131","-8.5322172343","2.0683104583","-8.8660979999","10.9344084583","0.2151969396","2.5648484605","9.5483032130","0.0000000000","0.0000000000"
"33","2330","-122.4929642895","0.0125073984","0.9278362777","0.8104858855","48.1730508286","21.1499943259","27.0230565027","3.2651362886","4.5727251446","-1.3075888560","-3.2911334578","1.9835446019","12.6966789303","-10.3579007063","2.2339469207","-10.2248855000","12.4588324207","0.2809474994","3.7860640408","8.6296673900","0.0000000000","0.0000000000"
"34","300","-122.5031402912","0.0123807685","0.9402170462","0.8165524303","48.1791173735","21.1563519409","27.0227654326","3.2714939036","4.5727405810","-1.3012466774","-3.2809827450","1.9797360676","12.6967223083","-10.3576867862","2.2337050588","-10.2245938360","12.4582988948","0.2809003441","3.7860494424","8.6297725218","0.0000000000","0.0000000000"
"35","2549","-122.5401028668","0.0119314977","0.9521485439","0.8385881109","48.2011530540","21.1783403918","27.0228126622","3.2934823545","4.5727279884","-1.2792456339","-3.2683155849","1.9890699510","12.6967711967","-10.3577164499","2.2336732416","-10.2246768425","12.4583500841","0.2809032073","3.7861777459","8.6296902435","0.0000000000","0.0000000000"
"36","734","-122.6022922231","0.0112120872","0.9633606311","0.8756630379","48.2382279810","21.2156004840","27.0226274970","3.3307424467","4.5727365155","-1.2419940688","-3.2337140813","1.9917200125","12.6966747090","-10.3576326266","2.2336944330","-10.2245384933","12.4582329264","0.2808713112","3.7859713822","8.6298320156","0.0000000000","0.0000000000"
"37","1626","-123.3753705387","0.0051753869","0.9685360180","1.3365429021","48.6991078452","21.9967314174","26.7023764278","4.1118733801","6.3735556451","-2.2616822650","-4.2608284894","1.9991462244","12.0926871903","-8.0579910375","2.3388594923","-9.6829502543","12.0218097466","0.2678363603","3.0052663037","8.8195845263","0.0000000000","0.0000000000"
"38","2592","-123.4114357222","0.0049920613","0.9735280793","1.3580435917","48.7206085348","22.0181061138","26.7025024211","4.1332480765","6.3735519033","-2.2403038269","-4.2388012811","1.9984974542","12.0925806656","-8.0580150243","2.3389862621","-9.6830172155","12.0220034775","0.2678481627","3.0051201593","8.8196123436","0.0000000000","0.0000000000"
"39","1352","-123.4121108370","0.0049886922","0.9785167715","1.3584460694","48.7210110125","22.0185195041","26.7024915084","4.1336614668","6.3734796820","-2.2398182152","-4.2544229581","2.0146047429","12.0926102425","-8.0582665343","2.3391359738","-9.6830978422","12.0222338160","0.2678447853","3.0049214169","8.8198440403","0.0000000000","0.0000000000"
"40","922","-124.1782483196","0.0023187687","0.9808355402","1.8151880732","49.1777530163","22.5052654785","26.6724875379","4.6204074412","6.6557848132","-2.0353773721","-4.0350635441","1.9996861721","12.2373692364","-7.5466828382","1.9650984151","-10.1351651031","12.1002635182","0.2610084443","3.5895380628","8.3868227293","0.0000000000","0.0000000000"
"41","835","-124.2278627191","0.0022065317","0.9830420719","1.8447662896","49.2073312327","22.5329183631","26.6744128695","4.6480603258","6.6557977928","-2.0077374670","-3.9983259209","1.9905884539","12.2372752050","-7.5465894548","1.9651120426","-10.1351802105","12.1002922531","0.2610011270","3.5894838043","8.3867902737","0.0000000000","0.0000000000"
"42","2292","-124.2361754306","0.0021882655","0.9852303374","1.8497220117","49.2122869548","22.5377266779","26.6745602769","4.6528686406","6.6559348559","-2.0030662153","-4.0059001689","2.0028339536","12.2370847958","-7.5462861365","1.9651361966","-10.1351251854","12.1002613820","0.2610166948","3.5894085682","8.3866595328","0.0000000000","0.0000000000"
"43","2395","-124.3168122638","0.0020187376","0.9872490750","1.8977946223","49.2603595654","22.6183663031","26.6419932622","4.7335082658","6.8972376936","-2.1637294277","-4.1447783739","1.9810489462","12.3665077870","-7.7450123004","2.2757422069","-9.8279241770","12.1036663838","0.2807292402","3.4599721601","8.6258063867","0.0000000000","0.0000000000"
"44","251","-124.3310928537","0.0019901137","0.9892391887","1.9063081663","49.2688731094","22.6272413623","26.6416317471","4.7423833250","6.8971219753","-2.1547386503","-4.1394854298","1.9847467796","12.3667391480","-7.7453720281","2.2757548554","-9.8278952966","12.1036501520","0.2807275831","3.4599440919","8.6260674730","0.0000000000","0.0000000000"
"45","2215","-124.3812396066","0.0018927769","0.9911319657","1.9362037516","49.2987686947","22.6570412035","26.6417274912","4.7721831662","6.8972185808","-2.1250354146","-4.1211717448","1.9961363302","12.3665523478","-7.7452339832","2.2759002162","-9.8277419818","12.1036421980","0.2807524019","3.4598020200","8.6259979259","0.0000000000","0.0000000000"
"46","2548","-124.8970843556","0.0011299804","0.9922619460","2.2437307550","49.6062956981","22.8704504762","26.7358452220","4.9855924389","7.1145822331","-2.1289897943","-4.1126857146","1.9836959203","12.1461912388","-6.9599812290","1.9283722233","-10.0643541842","11.9927264076","0.2598846042","3.6260566130","8.2602500216","0.0000000000","0.0000000000"
"47","279","-124.9071705383","0.0011186405","0.9933805865","2.2497437533","49.6123086964","22.8765977612","26.7357109352","4.9917397239","7.1146305274","-2.1228908035","-4.1134855055","1.9905947021","12.1462893310","-6.9599571887","1.9282983850","-10.0642214417","11.9925198268","0.2598702036","3.6260061167","8.2604130107","0.0000000000","0.0000000000"
"48","1353","-124.9880592401","0.0010317180","0.9944123046","2.2979665182","49.6605314613","22.9247722233","26.7357592380","5.0399141860","7.1145468603","-2.0746115724","-4.0713239635","1.9967123911","12.1463966679","-6.9600955393","1.9282457317","-10.0642918529","11.9925375847","0.2598589222","3.6262117621","8.2603259837","0.0000000000","0.0000000000"
"49","140","-125.1222631943","0.0009021463","0.9953144509","2.3779738071","49.7405387503","23.1132133007","26.6273254495","5.2283552634","7.4819916005","-2.2536363371","-4.2482252971","1.9945889600","12.3087446250","-7.0842214155","2.2574683910","-9.7705942839","12.0280626749","0.2835257058","3.4909162796","8.5343026396","0.0000000000","0.0000000000"
"50","172","-125.1602768960","0.0008684960","0.9961829469","2.4006361291","49.7632010723","23.1363882617","26.6268128106","5.2515302244","7.4820455029","-2.2305152786","-4.2200173934","1.9895021148","12.3088376013","-7.0842850702","2.2574929719","-9.7703587043","12.0278516762","0.2835286232","3.4908454247","8.5344635533","0.0000000000","0.0000000000"
"51","2533","-125.8822768870","0.0004218978","0.9966048447","2.8310650405","50.1936299836","23.5673137704","26.6263162132","5.6824557331","7.2083791971","-1.5259234640","-3.5155004532","1.9895769892","13.6290739990","-9.9156008931","3.4949060912","-10.5128849222","14.0077910134","0.4314056308","3.7219815765","9.4756867917","0.0000000000","0.0000000000"
"52","1022","-125.8953702327","0.0004164097","0.9970212544","2.8388707948","50.2014357379","23.5752704168","26.6261653211","5.6904123795","7.2084104288","-1.5179980493","-3.5313794456","2.0133813962","13.6290356287","-9.9156704647","3.4950452649","-10.5127671581","14.0078124230","0.4314206780","3.7217429536","9.4758719970","0.0000000000","0.0000000000"
"53","537","-125.9165535438","0.0004076816","0.9974289359","2.8514994786","50.2140644217","23.5874773527","26.6265870690","5.7026193154","7.2083488489","-1.5057295335","-3.4982278959","1.9924983624","13.6291450432","-9.9156188192","3.4948226250","-10.5129821240","14.0078047490","0.4314123388","3.7221569346","9.4755757698","0.0000000000","0.0000000000"
"54","614","-125.9255167877","0.0004040437","0.9978329797","2.8568430233","50.2194079665","23.5931172834","26.6262906831","5.7082592461","7.2083818274","-1.5001225813","-3.4895826827","1.9894601013","13.6290038903","-9.9155839779","3.4949619150","-10.5128719133","14.0078338283","0.4314078774","3.7219546773","9.4756413356","0.0000000000","0.0000000000"
"55","112","-126.8698677591","0.0001571455","0.9979901252","3.4198291254","50.7823940685","24.5145700338","26.2678240347","6.6297119965","8.8920385975","-2.2623266010","-4.2586868715","1.9963602705","13.2130276753","-7.8919636454","3.5709745676","-10.2543992156","13.8253737832","0.4372878133","3.6149864147","9.1607534473","0.0000000000","0.0000000000"
"56","1955","-126.8733532108","0.0001565987","0.9981467239","3.4219070191","50.7844719622","24.5172576085","26.2672143537","6.6323995712","8.8920840818","-2.2596845106","-4.2613082912","2.0016237806","13.2129297606","-7.8919055031","3.5710598243","-10.2542934301","13.8253532544","0.4372810445","3.6149061127","9.1607426035","0.0000000000","0.0000000000"
"57","2583","-126.8775932258","0.0001559362","0.9983026601","3.4244347546","50.7869996977","24.5185483719","26.2684513259","6.6336903346","8.8921791959","-2.2584888613","-4.2635058955","2.0050170341","13.2129912068","-7.8914280821","3.5706160711","-10.2543089891","13.8249250603","0.4372852766","3.6156460317","9.1600598985","0.0000000000","0.0000000000"
"58","1362","-126.9517498230","0.0001447908","0.9984474509","3.4686440950","50.8312090381","24.5610892594","26.2701197787","6.6762312221","8.8920329063","-2.2158016841","-4.2259829490","2.0101812649","13.2125302263","-7.8916704929","3.5711731729","-10.2550546943","13.8262278672","0.4373332465","3.6153364372","9.1598605425","0.0000000000","0.0000000000"
"59","2598","-127.1427075153","0.0001196215","0.9985670724","3.5824858023","50.9450507454","24.1303726350","26.8146781104","6.2455145977","8.5733818265","-2.3278672288","-4.3436164051","2.0157491763","13.3474978676","-8.6003976763","3.8262816351","-9.6788223583","13.5051039934","0.4330507103","3.3632925311","9.5511546262","0.0000000000","0.0000000000"
"60","2576","-127.1792297810","0.0001153314","0.9986824038","3.6042589868","50.9668239300","24.1489927749","26.8178311551","6.2641347376","8.5739676564","-2.3098329188","-4.3331631115","2.0233301927","13.3455559840","-8.5987459782","3.8271576506","-9.6787182432","13.5058758937","0.4331814744","3.3644372458","9.5479372638","0.0000000000","0.0000000000"
"61","2396","-127.1878856354","0.0001143375","0.9987967413","3.6094192777","50.9719842209","24.1665387017","26.8054455191","6.2816806644","8.6090366959","-2.3273662118","-4.3197073829","1.9923411711","13.3144955616","-8.5461212914","3.8406624257","-9.6851797100","13.5258421356","0.4344760016","3.3741345771","9.5058849830","0.0000000000","0.0000000000"
"62","1605","-127.1987145219","0.0001131060","0.9989098473","3.6158750477","50.9784399908","24.1304721676","26.8479678232","6.2456141303","8.5732789834","-2.3276648531","-4.3338012689","2.0061364157","13.3478439984","-8.6007168763","3.8261518613","-9.6788709143","13.5050227756","0.4330566007","3.3630448068","9.5517425910","0.0000000000","0.0000000000"
"63","2102","-127.2612884070","0.0001062454","0.9990160927","3.6531792161","51.0157441592","24.1671347360","26.8486094232","6.2822766987","8.5738005992","-2.2915239004","-4.3035257860","2.0120018856","13.3459818619","-8.5992267909","3.8270455282","-9.6788120539","13.5058575821","0.4331474597","3.3639836551","9.5488507471","0.0000000000","0.0000000000"
"64","2037","-127.3012011803","0.0001020884","0.9991181810","3.6769736922","51.0395386353","24.2294132009","26.8101254345","6.3445551636","8.6094607441","-2.2649055805","-4.2707835289","2.0058779484","13.3129400178","-8.5450421873","3.8415629136","-9.6852484312","13.5268113448","0.4346249749","3.3748287150","9.5034863279","0.0000000000","0.0000000000"
"65","1296","-127.3040438585","0.0001017986","0.9992199796","3.6786683887","51.0412333319","24.1923897057","26.8488436262","6.3075316684","8.6091163285","-2.3015846601","-4.3204813318","2.0188966717","13.3140319402","-8.5459049110","3.8409892993","-9.6852327718","13.5262220712","0.4345154279","3.3742223955","9.5052941168","0.0000000000","0.0000000000"
"66","1787","-127.3841030803","0.0000939664","0.9993139460","3.7263966493","51.0889615924","24.2745780755","26.8143835169","6.3897200382","8.7805152163","-2.3907951781","-4.3911241800","2.0003290019","13.3276799718","-8.3875742044","3.8404094490","-9.7442677994","13.5846772484","0.4358579948","3.4770276509","9.4147943261","0.0000000000","0.0000000000"
"67","1279","-127.3973688426","0.0000927281","0.9994066740","3.7343051918","51.0968701349","24.2471167613","26.8497533736","6.3622587240","8.6092185647","-2.2469598407","-4.2567771007","2.0098172600","13.3135565536","-8.5456505557","3.8413125668","-9.6853060035","13.5266185703","0.4345552327","3.3742611934","9.5047401275","0.0000000000","0.0000000000"
"68","353","-127.4121461851","0.0000913679","0.9994980419","3.7431148809","51.1056798240","24.3040762511","26.8016035729","6.4192182138","8.7801938026","-2.3609755888","-4.3765356575","2.0155600687","13.3272420850","-8.3880056340","3.8409573516","-9.7439347436","13.5848920952","0.4359137621","3.4765442022","9.4147841207","0.0000000000","0.0000000000"
"69","2048","-127.4164854098","0.0000909722","0.9995890141","3.7457017615","51.1082667046","24.3039206660","26.8043460386","6.4190626287","8.7813909177","-2.3623282889","-4.3639924284","2.0016641394","13.3288277469","-8.3864780451","3.8390412158","-9.7452907684","13.5843319842","0.4357467814","3.4782346310","9.4148463345","0.0000000000","0.0000000000"
"70","1117","-127.4349945691","0.0000893039","0.9996783181","3.7567362178","51.1193011609","24.3037060082","26.8155951526","6.4188479709","8.7812847815","-2.3624368106","-4.3802511757","2.0178143652","13.3288175535","-8.3866486835","3.8391159115","-9.7451437549","13.5842596664","0.4357417641","3.4783413807","9.4147344087","0.0000000000","0.0000000000"
"71","877","-127.5946090927","0.0000761291","0.9997544472","3.8518923209","51.2144572640","24.4161753080","26.7982819560","6.5313172707","8.9189403431","-2.3876230724","-4.3906522930","2.0030292205","13.4639170214","-8.1531054825","3.6081288042","-9.9403692786","13.5484980828","0.4367998394","3.5442679994","9.4828491826","0.0000000000","0.0000000000"
"72","2126","-127.6281827370","0.0000736156","0.9998280628","3.8719076496","51.2344725928","24.4373541867","26.7971184061","6.5524961494","8.9188632540","-2.3663671047","-4.3717923975","2.0054252929","13.4640138403","-8.1535195564","3.6083689702","-9.9400940660","13.5484630362","0.4368426355","3.5440254549","9.4831457499","0.0000000000","0.0000000000"
"73","1364","-127.6432282453","0.0000725163","0.9999005791","3.8808772090","51.2434421521","24.4468843877","26.7965577644","6.5620263504","8.9187739659","-2.3567476154","-4.3781298447","2.0213822293","13.4641898499","-8.1539417683","3.6085258842","-9.9397404769","13.5482663612","0.4368644636","3.5440681569","9.4832572294","0.0000000000","0.0000000000"
"74","1954","-127.6870365390","0.0000694081","0.9999699872","3.9069940461","51.2695589892","24.4729662594","26.7965927299","6.5881082221","8.9190661003","-2.3309578782","-4.3323386967","2.0013808184","13.4636353571","-8.1525914656","3.6080222088","-9.9406983863","13.5487205951","0.4368693257","3.5442375201","9.4825285113","0.0000000000","0.0000000000"
"75","1376","-129.2262597807","0.0000148913","0.9999848785","4.8246203516","52.1871852947","25.2383062003","26.9488790945","7.3534481630","8.4550019779","-1.1015538149","-3.1015258550","1.9999720401","15.6013370430","-10.5733319336","3.4269968685","-11.3597503071","14.7867471755","0.4704550518","5.4453938238","9.6854881674","0.0000000000","0.0000000000"
"76","2632","-129.2584201299","0.0000144201","0.9999992986","4.8437931276","52.2063580707","25.2573588591","26.9489992116","7.3725008218","8.4550042813","-1.0825034595","-3.0724115260","1.9899080665","15.6014977006","-10.5733483285","3.4268549092","-11.3596655379","14.7865204471","0.4704974090","5.4454991962","9.6855010954","0.0000000000","0.0000000000"
