" "
"VeraChem VCPack feprocess run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","290.7990615638"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","153","-1229.8951660836","0.0048797030","0.9877938041","2.5862035412","559.8533504239","365.6323980279","194.2209523959","236.8614201594","325.1337918378","-88.2723716784","-94.2828457214","6.0104740430","145.6223562834","203.1124981874","-23.6010626330","-179.0275126203","155.4264499873","4.7921603373","12.4599396775","128.3702562685","0.0000000000","0.0000000000"
"12","487","-1230.4600678820","0.0027737011","0.9905675052","2.9229764902","560.1901233728","365.8279696036","194.3621537692","237.0569917351","326.2891847792","-89.2321930441","-95.2571989019","6.0250058578","147.4229872893","202.9332759459","-24.0670784561","-180.5157960448","156.4487175887","4.8287889408","12.6180949181","129.9761034304","0.0000000000","0.0000000000"
"13","385","-1230.8460886399","0.0018854411","0.9924529463","3.1531073720","560.4202542547","366.1985752795","194.2216789751","237.4275974110","326.1706204337","-88.7430230227","-94.7732824795","6.0302594568","147.1842912476","201.5922836976","-22.6059545116","-177.6900788738","155.0841243622","4.8218719465","12.9627129210","129.3997063802","0.0000000000","0.0000000000"
"14","249","-1231.1336904994","0.0014141943","0.9938671405","3.3245646530","560.5917115356","367.7049873245","192.8867242111","238.9340094559","334.7088609327","-95.7748514768","-101.7931540327","6.0183025559","145.5449385449","213.0637204718","-23.8997980840","-175.1028608239","151.2030627399","4.7008217165","12.1992805750","128.6448362534","0.0000000000","0.0000000000"
"15","398","-1231.1462843994","0.0013964957","0.9952636363","3.3320726568","560.5992195394","367.0297184362","193.5695011032","238.2587405676","327.9498881841","-89.6911476165","-95.7863947212","6.0952471047","147.4031775468","202.5258127012","-21.9791020638","-177.4078560485","155.4287539847","4.9034588921","12.8025791171","129.6971395376","0.0000000000","0.0000000000"
"16","761","-1231.2057384953","0.0013158883","0.9965795246","3.3675169256","560.6346638082","366.5084853330","194.1261784753","237.7375074644","328.8151186614","-91.0776111970","-97.0152698798","5.9376586828","147.3085393389","206.8591526097","-25.3525732872","-181.3574528530","156.0048795658","4.7263494645","13.1501948487","129.4319950257","0.0000000000","0.0000000000"
"17","474","-1231.8268520895","0.0007070869","0.9972866115","3.7378012075","561.0049480901","367.7405927365","193.2643553536","238.9696148680","328.4298605556","-89.4602456877","-95.4593617334","5.9991160457","148.4327930866","204.1055040604","-24.1084365913","-176.6391511548","152.5307145635","4.6591787540","10.9255154418","132.8480988908","0.0000000000","0.0000000000"
"18","218","-1231.9609584647","0.0006183454","0.9979049569","3.8177503236","561.0848972062","369.3310881467","191.7538090595","240.5601102782","337.2619068826","-96.7017966044","-102.7441119665","6.0423153621","145.7519323720","216.2268246677","-24.7168501571","-175.9481960676","151.2313459104","4.6640634567","12.5032331357","128.5846357797","0.0000000000","0.0000000000"
"19","424","-1232.3991277033","0.0003989667","0.9983039237","4.0789701445","561.3461170272","369.2832046418","192.0629123854","240.5122267733","330.8317121156","-90.3194853423","-96.4078849409","6.0883995986","148.7924041191","205.4822774150","-23.4429694186","-175.6346388702","152.1916694516","4.6416556800","12.1652927668","131.9854556723","0.0000000000","0.0000000000"
"20","838","-1232.7899094633","0.0002699121","0.9985738357","4.3119393546","561.5790862372","368.4674315977","193.1116546396","239.6964537291","328.1271989341","-88.4307452050","-94.4773731889","6.0466279839","148.6956984516","203.2235351284","-23.7920346459","-177.7095516556","153.9175170098","4.7195577265","11.6936999600","132.2824407650","0.0000000000","0.0000000000"
"21","919","-1233.5505494736","0.0001261481","0.9986999838","4.7654039746","562.0325508573","367.8664145987","194.1661362586","239.0954367301","331.0773637634","-91.9819270332","-98.0099218245","6.0279947913","148.6422796635","207.0310267016","-24.5959426017","-180.6379909204","156.0420483186","4.8179680358","12.7550847304","131.0692268973","0.0000000000","0.0000000000"
"22","722","-1233.8181314555","0.0000965320","0.9987965158","4.9249261666","562.1920730493","370.5248924824","191.6671805669","241.7539146138","334.8764620349","-93.1225474211","-99.3022434207","6.1796959997","147.0230613653","207.7031928839","-19.8497922143","-169.6925856468","149.8427934325","4.6436830662","12.5321958736","129.8471824255","0.0000000000","0.0000000000"
"23","865","-1233.9858576231","0.0000816260","0.9988781418","5.0249181232","562.2920650058","367.1444724181","195.1475925878","238.3734945495","321.1983618277","-82.8248672782","-88.9040945214","6.0792272432","145.0531118272","197.7259379607","-21.5806879601","-179.3705429752","157.7898550150","4.9139050490","14.0057496277","126.1334571504","0.0000000000","0.0000000000"
"24","728","-1234.0370910761","0.0000775494","0.9989556911","5.0554615576","562.3226084403","369.0172552545","193.3053531857","240.2462773860","330.1794867421","-89.9302028602","-95.9431591192","6.0129562590","147.4286977249","206.5325982730","-23.7818092558","-176.5974039162","152.8155946604","4.7111147425","11.8538506957","130.8637322868","0.0000000000","0.0000000000"
"25","530","-1234.0861696561","0.0000738352","0.9990295264","5.0847203388","562.3518672215","366.2201561317","196.1317110898","237.4491782631","320.6625583810","-83.2133801178","-89.2751138515","6.0617337337","145.6586157505","197.6351150117","-22.6311723813","-182.1771090898","159.5459367085","4.9240587227","13.9758982856","126.7586587422","0.0000000000","0.0000000000"
"26","617","-1234.1070910197","0.0000723065","0.9991018329","5.0971928594","562.3643397420","370.5151771415","191.8491626005","241.7441992730","333.7781424274","-92.0339431544","-98.0275438073","5.9936006529","148.0025204974","210.5459555286","-24.7703335986","-177.7266924872","152.9563588886","4.7044922696","12.4579534989","130.8400747289","0.0000000000","0.0000000000"
"27","299","-1234.1852108014","0.0000668730","0.9991687059","5.1437648996","562.4109117823","369.6455897978","192.7653219844","240.8746119293","329.5761298148","-88.7015178856","-94.6777317480","5.9762138624","148.9152936152","204.7483997152","-24.0875635155","-177.2186453548","153.1310818393","4.6313860910","11.7012166772","132.5826908469","0.0000000000","0.0000000000"
"28","563","-1234.2087236218","0.0000653189","0.9992340248","5.1577823481","562.4249292308","368.4599100591","193.9650191716","239.6889321906","324.0024147693","-84.3134825787","-90.2935507717","5.9800681930","146.2008006921","200.9606338809","-23.1590198037","-180.4236405101","157.2646207064","4.8595577690","13.5656409142","127.7756020090","0.0000000000","0.0000000000"
"29","964","-1234.2911578691","0.0000601504","0.9992941752","5.2069265085","562.4740733911","368.3250363973","194.1490369939","239.5540585287","321.3946372033","-81.8405786746","-87.8924170758","6.0518384012","145.4628440362","199.9754064985","-24.0436133314","-181.2553012009","157.2116878695","4.7713241911","12.9592277120","127.7322921331","0.0000000000","0.0000000000"
"30","633","-1234.4454235866","0.0000515515","0.9993457268","5.2988938570","562.5660407397","370.5726198303","191.9934209094","241.8016419618","336.2669836575","-94.4653416958","-100.5030440493","6.0377023535","146.0932129826","215.4380429796","-25.2642723046","-176.4135029556","151.1492306510","4.6822447204","11.8063104060","129.6046578562","0.0000000000","0.0000000000"
"31","444","-1234.5140004108","0.0000481348","0.9993938616","5.3397767492","562.6069236319","368.2065323059","194.4003913260","239.4355544373","327.3301079924","-87.8939791890","-93.8857789637","5.9917997747","148.5881157934","202.8713935138","-24.1294013148","-181.6059254370","157.4765241222","4.9091724177","13.2012451688","130.4776982069","0.0000000000","0.0000000000"
"32","56","-1234.7405297074","0.0000383777","0.9994322392","5.4748248929","562.7419717755","370.2088651749","192.5331066006","241.4378873064","337.7627120716","-96.3230162486","-102.3144454115","5.9914291629","146.7299041349","216.6731324700","-25.6403245334","-176.9617157877","151.3213912543","4.6865525621","11.9717707160","130.0715808568","0.0000000000","0.0000000000"
"33","723","-1234.7831224356","0.0000367774","0.9994690166","5.5002170561","562.7673639388","368.5007003359","194.2666636029","239.7297224673","328.1900570525","-88.4603345852","-94.4897749558","6.0294403706","146.3214732484","204.7834375168","-22.9148537127","-177.8566613821","154.9418076695","4.8364720464","12.1132070455","129.3717941565","0.0000000000","0.0000000000"
"34","981","-1235.0043307685","0.0000294789","0.9994984955","5.6320930438","562.8992399265","368.8779247609","194.0213151656","240.1069468923","325.3583217670","-85.2513748747","-91.3274241444","6.0760492697","147.0174385862","200.7650769029","-22.4241937221","-177.9592137241","155.5350200020","4.8582440013","12.6179394372","129.5412551477","0.0000000000","0.0000000000"
"35","646","-1235.0067386220","0.0000294080","0.9995279035","5.6335285144","562.9006753971","371.6353856079","191.2652897892","242.8644077393","336.5260402390","-93.6616324996","-99.7019503102","6.0403178105","148.2285260744","213.7931037836","-25.4955896190","-173.0481958803","147.5526062612","4.6541196694","10.9652100804","132.6091963246","0.0000000000","0.0000000000"
"36","853","-1235.2164245472","0.0000238452","0.9995517487","5.7585352813","563.0256821639","369.4391712205","193.5865109434","240.6681933519","332.3789425763","-91.7107492244","-97.7867811928","6.0760319684","149.2366679407","206.7885446015","-23.6462699659","-177.7681662151","154.1218962493","4.8421905771","12.0812254428","132.3132519208","0.0000000000","0.0000000000"
"37","883","-1235.2204261811","0.0000237499","0.9995754986","5.7609209031","563.0280677857","367.9321762737","195.0958915120","239.1611984052","322.0788714145","-82.9176730094","-88.9335924940","6.0159194846","145.8006351488","198.4787365816","-22.2005003159","-179.9817703953","157.7812700794","4.8329188577","13.4238372895","127.5438790016","0.0000000000","0.0000000000"
"38","213","-1235.2750110330","0.0000224883","0.9995979869","5.7934623140","563.0606091966","369.5732946963","193.4873145003","240.8023168277","329.3394365847","-88.5371197570","-94.5673067010","6.0301869440","149.8770221470","202.4504309892","-22.9880165514","-178.2107896401","155.2227730887","4.8065294573","13.0557375549","132.0147551348","0.0000000000","0.0000000000"
"39","214","-1235.4244626643","0.0000193665","0.9996173534","5.8825596876","563.1497065703","371.1818307435","191.9678758268","242.4108528750","326.3996522993","-83.9887994243","-90.0277549340","6.0389555097","148.2430757223","198.2147058865","-20.0581293095","-171.6644316115","151.6063023021","4.6900666763","12.2129735843","131.3400354616","0.0000000000","0.0000000000"
"40","979","-1235.4678838467","0.0000185435","0.9996358969","5.9084457437","563.1755926264","369.3587292135","193.8168634129","240.5877513449","330.8572514715","-90.2695001266","-96.2799433575","6.0104432309","146.8104113374","209.7875798918","-25.7407397577","-179.8922537328","154.1515139752","4.7872998128","12.3033539125","129.7197576121","0.0000000000","0.0000000000"
"41","961","-1235.5472745812","0.0000171283","0.9996530252","5.9557754776","563.2229223602","370.9010390358","192.3218833244","242.1300611673","329.3647419943","-87.2346808270","-93.2246342450","5.9899534179","147.1031411610","205.6460591285","-23.3844582953","-175.1899048008","151.8054465055","4.6260499174","12.6852810154","129.7918102283","0.0000000000","0.0000000000"
"42","561","-1235.5905360364","0.0000164031","0.9996694283","5.9815663104","563.2487131931","369.7145750487","193.5341381444","240.9435971802","331.4372216382","-90.4936244580","-96.5270647416","6.0334402836","151.8313125043","201.8383308867","-22.2324217528","-175.7008026067","153.4683808539","4.7366592809","11.7230052344","135.3716479890","0.0000000000","0.0000000000"
"43","82","-1235.6127481839","0.0000160428","0.9996854711","5.9948083472","563.2619552299","368.1252044997","195.1367507302","239.3542266312","325.6822373263","-86.3280106951","-92.3845949644","6.0565842692","146.5921038272","201.0326559891","-21.9425224901","-179.8065422586","157.8640197685","4.9883048195","13.2993138124","128.3044851953","0.0000000000","0.0000000000"
"44","737","-1235.6529863818","0.0000154100","0.9997008811","6.0187968292","563.2859437118","368.2565497435","195.0293939683","239.4855718749","323.0415437454","-83.5559718705","-89.6153553067","6.0593834363","145.6031650831","199.0887797445","-21.6504010822","-179.5344395430","157.8840384609","4.9232003112","14.2660094176","126.4139553543","0.0000000000","0.0000000000"
"45","941","-1235.7147948644","0.0000144864","0.9997153675","6.0556446937","563.3227915763","368.1544636772","195.1683278991","239.3834858086","321.4243134500","-82.0408276413","-88.0550104996","6.0141828583","145.5165816147","199.3816984255","-23.4739665901","-181.6262087190","158.1522421289","4.8453510421","13.7593631810","126.9118673916","0.0000000000","0.0000000000"
"46","276","-1235.8646130465","0.0000124708","0.9997278384","6.1449605910","563.4121074736","369.4052979182","194.0068095555","240.6343200496","323.6831351815","-83.0488151319","-89.0886543963","6.0398392644","145.9720421989","201.8146759208","-24.1035829382","-181.3344850583","157.2309021202","4.7662207414","13.1680794649","128.0377419926","0.0000000000","0.0000000000"
"47","98","-1235.8849930563","0.0000122193","0.9997400576","6.1571103770","563.4242572597","367.1571230298","196.2671342298","238.3861451613","322.5787998473","-84.1926546860","-90.2170577511","6.0244030650","146.2037115314","199.0782104041","-22.7031220881","-182.3280030205","159.6248809323","4.9295242520","14.2205761247","127.0536111547","0.0000000000","0.0000000000"
"48","983","-1235.9370711014","0.0000115992","0.9997516568","6.1881573252","563.4553042078","368.9676256660","194.4876785418","240.1966477975","333.8552540268","-93.6586062293","-99.7034199022","6.0448136728","147.8636592207","210.5923474097","-24.6007526036","-180.1996250024","155.5988723988","4.7893305659","12.9584864588","130.1158421960","0.0000000000","0.0000000000"
"49","103","-1235.9562467659","0.0000113789","0.9997630357","6.1995891264","563.4667360090","371.2408024735","192.2259335356","242.4698246049","329.1374913901","-86.6676667852","-92.7097562346","6.0420894493","149.5097059001","202.0850585486","-22.4572730586","-175.3495447349","152.8922716763","4.6897230916","12.4400117522","132.3799710563","0.0000000000","0.0000000000"
"50","929","-1236.0213129177","0.0000106621","0.9997736977","6.2383790893","563.5055259720","370.4820377581","193.0234882139","241.7110598895","328.9608935538","-87.2498336643","-93.2831446242","6.0333109599","146.1106054264","205.8499199422","-22.9996318148","-176.0106347338","153.0110029190","4.7149226081","12.3292201859","129.0664626325","0.0000000000","0.0000000000"
"51","918","-1236.0263169350","0.0000106089","0.9997843066","6.2413622940","563.5085091766","370.4518214383","193.0566877383","241.6808435697","329.8363998745","-88.1555563048","-94.1978305123","6.0422742075","150.1072003264","204.9052776045","-25.1760780565","-178.7063238092","153.5302457527","4.7342703881","12.2990195308","133.0739104075","0.0000000000","0.0000000000"
"52","326","-1236.0711660977","0.0000101436","0.9997944502","6.2680996576","563.5352465402","368.2390461237","195.2962004165","239.4680682551","325.8343052969","-86.3662370417","-92.4023999100","6.0361628682","148.5943804236","201.4094606760","-24.1695358028","-181.5616915442","157.3921557414","4.9252729475","12.9432099314","130.7258975447","0.0000000000","0.0000000000"
"53","184","-1236.0737265411","0.0000101176","0.9998045678","6.2696260965","563.5367729791","371.4827374572","192.0540355219","242.7117595887","335.7115487088","-92.9997891201","-99.0353509290","6.0355618089","149.2232225124","210.2211179064","-23.7327917100","-175.5855861002","151.8527943902","4.6338761541","12.4672623591","132.1220839992","0.0000000000","0.0000000000"
"54","130","-1236.0882134917","0.0000099721","0.9998145399","6.2782626649","563.5454095476","367.8089247139","195.7364848337","239.0379468454","320.0420434467","-81.0040966014","-87.0364473058","6.0323507044","144.9645278820","196.3896595732","-21.3121440084","-179.1117477071","157.7996036987","4.9279965929","13.3613216868","126.6752096022","0.0000000000","0.0000000000"
"55","641","-1236.1436066685","0.0000094347","0.9998239746","6.3112859684","563.5784328510","371.1505401799","192.4278926711","242.3795623114","332.2658429436","-89.8862806322","-95.9877810328","6.1015004006","150.7529531875","202.6068731271","-21.0939833710","-172.2601232883","151.1661399173","4.6431552511","12.1117490491","133.9980488872","0.0000000000","0.0000000000"
"56","531","-1236.1603148923","0.0000092784","0.9998332531","6.3212467754","563.5883936581","370.9475998113","192.6407938467","242.1766219428","331.6765874388","-89.4999654960","-95.5360061885","6.0360406924","150.8149934133","204.3687725741","-23.5071785485","-176.7254141921","153.2182356436","4.7915792226","12.4307435478","133.5926706428","0.0000000000","0.0000000000"
"57","808","-1236.2550213249","0.0000084400","0.9998416931","6.3777071455","563.6448540281","370.0779814670","193.5668725611","241.3070035985","326.9486901740","-85.6416865756","-91.7071660452","6.0654794696","149.0118961433","202.2638550058","-24.3270609750","-179.0394378421","154.7123768671","4.7700073838","12.4674884219","131.7744003376","0.0000000000","0.0000000000"
"58","736","-1236.2587497863","0.0000084086","0.9998501017","6.3799299123","563.6470767949","368.8493433294","194.7977334656","240.0783654608","323.5960601530","-83.5176946922","-89.5481132183","6.0304185261","145.9260328105","200.3129256661","-22.6428983236","-179.6998550837","157.0569567601","4.8432959493","13.1130711193","127.9696657419","0.0000000000","0.0000000000"
"59","894","-1236.2732254347","0.0000082878","0.9998583894","6.3885597428","563.6557066255","370.3923655878","193.2633410377","241.6213877192","329.8256910265","-88.2043033073","-94.2791615987","6.0748582914","150.0627402797","202.0572869466","-22.2943361997","-175.5255495502","153.2312133505","4.7258269774","12.2747230960","133.0621902063","0.0000000000","0.0000000000"
"60","930","-1236.2881044605","0.0000081654","0.9998665548","6.3974300516","563.6645769343","367.1560625412","196.5085143931","238.3850846727","321.2118136819","-82.8260711116","-88.8957214586","6.0696503470","144.8920382250","197.5871856937","-21.2674102367","-178.3691147615","157.1017045248","4.8850111450","12.8237545091","127.1832725709","0.0000000000","0.0000000000"
"61","755","-1236.2897417883","0.0000081520","0.9998747068","6.3984061641","563.6655530468","371.6063346907","192.0592183560","242.8353568222","331.5786615148","-88.7433046926","-94.8008217727","6.0575170801","148.0719069863","203.2111872061","-19.7044326776","-170.9909777409","151.2865450634","4.8275088871","13.2663737101","129.9780243891","0.0000000000","0.0000000000"
"62","593","-1236.3355154498","0.0000077873","0.9998824941","6.4256946787","563.6928415614","370.0397560679","193.6530854935","241.2687781994","324.0610745815","-82.7922963822","-88.8179324001","6.0256360179","145.6215918351","200.5828368719","-22.1433541254","-177.9451729054","155.8018187800","4.8667546315","13.7916298278","126.9632073759","0.0000000000","0.0000000000"
"63","917","-1236.4251146732","0.0000071199","0.9998896140","6.4791103251","563.7462572078","369.5937341674","194.1525230403","240.8227562989","329.6110300102","-88.7882737113","-94.8967607101","6.1084869987","147.5818866933","205.5746708806","-23.5455275637","-176.8570682579","153.3115406943","4.8504160536","12.1734764995","130.5579941402","0.0000000000","0.0000000000"
"64","498","-1236.4538249805","0.0000069184","0.9998965323","6.4962263174","563.7633732001","368.3359089516","195.4274642485","239.5649310831","326.5071512469","-86.9422201638","-93.0060665622","6.0638463984","146.5401912543","201.7907364349","-21.8237764424","-180.0447531934","158.2209767510","5.0147344336","13.4600554011","128.0654014197","0.0000000000","0.0000000000"
"65","361","-1236.4885266842","0.0000066824","0.9999032147","6.5169141522","563.7840610349","370.0606777405","193.7233832944","241.2896998719","335.2022406388","-93.9125407669","-99.8685516834","5.9560109165","146.9421697792","213.9925372044","-25.7324663448","-180.0096546487","154.2771883039","4.8309693998","12.4123036826","129.6988966969","0.0000000000","0.0000000000"
"66","707","-1236.4950288486","0.0000066391","0.9999098539","6.5207904951","563.7879373778","370.2411101484","193.5468272294","241.4701322799","331.3012768001","-89.8311445202","-95.8403743174","6.0092297972","147.6501247627","207.8281633354","-24.1770112980","-178.7083582428","154.5313469447","4.7926047445","12.4365366282","130.4209833900","0.0000000000","0.0000000000"
"67","951","-1236.5280120291","0.0000064237","0.9999162775","6.5404538118","563.8076006945","369.8102453643","193.9973553302","241.0392674958","328.0022188043","-86.9629513086","-92.9883747954","6.0254234868","149.3899069314","203.4481762395","-24.8358643666","-179.0481438760","154.2122795094","4.6898954046","12.3708192172","132.3291923096","0.0000000000","0.0000000000"
"68","637","-1236.5970447842","0.0000059952","0.9999222728","6.5816085127","563.8487553953","369.7403219615","194.1084334338","240.9693440930","328.0618877984","-87.0925437054","-93.1395275988","6.0469838934","146.6665335647","205.0301503290","-23.6347960954","-179.2583739697","155.6235778744","4.7198234021","13.0339522059","128.9127579568","0.0000000000","0.0000000000"
"69","555","-1236.6054777748","0.0000059449","0.9999282176","6.5866359406","563.8537828233","369.7370389083","194.1167439150","240.9660610398","326.3558661663","-85.3898051265","-91.4194257519","6.0296206254","146.5401335109","203.6496608502","-23.8339281948","-180.3359635420","156.5020353473","4.8110486922","12.5722451234","129.1568396953","0.0000000000","0.0000000000"
"70","404","-1237.0522174155","0.0000038030","0.9999320206","6.8529651091","564.1201119918","369.7983584019","194.3217535898","241.0273805334","324.0142293818","-82.9868488484","-88.9843703885","5.9975215401","146.4521211109","201.0119348184","-23.4498265474","-181.0497780544","157.5999515069","4.7920565157","13.2493592402","128.4107053550","0.0000000000","0.0000000000"
"71","938","-1237.0686325060","0.0000037411","0.9999357617","6.8627511612","564.1298980439","372.1671187510","191.9627792929","243.3961408824","339.3030893418","-95.9069484594","-101.8640982598","5.9571498004","147.5959265516","217.9774716206","-26.2703088304","-177.5921465785","151.3218377481","4.6552569067","12.2612259750","130.6794436699","0.0000000000","0.0000000000"
"72","967","-1237.1694226078","0.0000033824","0.9999391441","6.9228383833","564.1899852659","369.9923724877","194.1976127783","241.2213946191","335.5455531801","-94.3241585610","-100.3387764142","6.0146178531","149.2470263917","211.2027044214","-24.9041776329","-180.8193691810","155.9151915481","4.8218553541","13.0882050170","131.3369660206","0.0000000000","0.0000000000"
"73","203","-1237.2685316090","0.0000030632","0.9999422073","6.9819233972","564.2490702798","371.9967935815","192.2522766983","243.2258157130","330.3903418286","-87.1651112241","-93.1843198536","6.0192086295","149.1614292209","205.5246493570","-24.2957367493","-176.8731556142","152.5774188649","4.6525031190","12.3744115101","132.1345145918","0.0000000000","0.0000000000"
"74","116","-1237.3110756305","0.0000029357","0.9999451430","7.0072865233","564.2744334060","370.4565829243","193.8178504817","241.6856050557","327.2176062675","-85.5320012117","-91.5663286796","6.0343274679","145.7554429535","205.7890963291","-24.3269330151","-180.6912715202","156.3643385051","4.7222584009","13.1335065730","127.8996779796","0.0000000000","0.0000000000"
"75","293","-1237.3353613231","0.0000028652","0.9999480082","7.0217647288","564.2889116115","369.3389502317","194.9499613798","240.5679723631","323.5837364353","-83.0157640722","-89.0039690386","5.9882049664","146.0729428991","201.0590748904","-23.5482813542","-181.7337586482","158.1854772940","4.8421096936","13.9853153194","127.2455178862","0.0000000000","0.0000000000"
"76","738","-1237.4955073584","0.0000024412","0.9999504494","7.1172376990","564.3843845817","368.8408225511","195.5435620306","240.0698446826","322.0425079704","-81.9726632878","-87.9904864631","6.0178231753","145.4862330483","197.8838776770","-21.3276027550","-179.1156380391","157.7880352841","4.9345019824","13.5477752865","127.0039557795","0.0000000000","0.0000000000"
