" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","41.4412127185"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"40","288","-86.8257840026","0.0006200038","0.9906851640","3.3468146827","27.0565538167","-5.8445253826","32.9010791993","-27.3063550274","26.7958282879","-54.1021833152","-56.4064682165","2.3042849013","5.7065287019","20.1071961200","0.9821034660","-8.3966263576","9.3787298236","0.2542431967","1.6444478279","3.8078376773","0.0000000000","0.0000000000"
"41","696","-86.8969596876","0.0005774084","0.9912625725","3.3892469167","27.0989860507","-5.8356330188","32.9346190696","-27.2974626636","26.7868642771","-54.0843269407","-56.3481552381","2.2638282974","5.7420081532","20.0230533318","1.0218027921","-8.3916346269","9.4134374190","0.2611063506","1.5765653841","3.9043364186","0.0000000000","0.0000000000"
"42","952","-87.0299126973","0.0005055247","0.9917680971","3.4685084402","27.1782475742","-5.7079665701","32.8862141443","-27.1697962149","27.0464756452","-54.2117051561","-56.4777656376","2.2660604815","5.6854537028","20.4014807951","0.9595411474","-8.4455707924","9.4051119398","0.2632313455","1.6622008582","3.7600214991","0.0000000000","0.0000000000"
"43","1246","-87.0440640257","0.0004984212","0.9922665183","3.4769449235","27.1866840575","-5.9994783805","33.1861624380","-27.4613080253","26.9233658630","-54.3846738883","-56.6355719906","2.2508981023","5.9325867802","20.3337944210","0.6569846618","-9.0780947555","9.7350794173","0.2681658970","2.2531568210","3.4112640621","0.0000000000","0.0000000000"
"44","110","-87.1104723545","0.0004663970","0.9927329153","3.5165350413","27.2262741753","-5.5610493602","32.7873235355","-27.0228790050","27.3791493565","-54.4020289601","-56.6571046625","2.2550757024","5.9254146395","20.5774555772","0.8762791398","-8.7737520593","9.6500311991","0.2726095356","2.1529046128","3.4999004911","0.0000000000","0.0000000000"
"45","1334","-87.1321495463","0.0004563956","0.9931893109","3.5294581578","27.2391972919","-5.6525327563","32.8917300482","-27.1143624010","26.8793472849","-53.9937096860","-56.2590210374","2.2653113514","5.7889900210","20.0121523260","1.0782049379","-8.3634575632","9.4416625011","0.2612624571","1.6990761153","3.8286514487","0.0000000000","0.0000000000"
"46","247","-87.2423946930","0.0004087545","0.9935980655","3.5951821178","27.3049212518","-5.2116892390","32.5166104909","-26.6735188838","27.5437143859","-54.2172332697","-56.4511209761","2.2338877064","6.1858307383","20.4901120940","0.8677715537","-9.2999645144","10.1677360681","0.3241016965","2.3185584360","3.5431706057","0.0000000000","0.0000000000"
"47","1073","-87.2588664309","0.0004020768","0.9940001423","3.6050019409","27.3147410750","-5.3495661675","32.6643072425","-26.8113958123","27.0425007474","-53.8538965597","-56.1385994556","2.2847028959","4.9678845310","21.0681928420","1.0064233744","-8.5095337031","9.5159570775","0.2632116509","1.7578708970","2.9468019831","0.0000000000","0.0000000000"
"48","1200","-87.3673392288","0.0003607446","0.9943608869","3.6696692940","27.3794084280","-5.2719566480","32.6513650760","-26.7337862927","27.1920677784","-53.9258540712","-56.2212147070","2.2953606359","5.3774516352","20.7097121858","1.1049039573","-8.2499177167","9.3548216740","0.2758150557","1.5825463880","3.5190901916","0.0000000000","0.0000000000"
"49","135","-87.3712798354","0.0003593259","0.9947202128","3.6720185336","27.3817576677","-5.4862972498","32.8680549175","-26.9481268946","27.2611279341","-54.2092548287","-56.4720062901","2.2627514614","6.2294285608","19.9448599571","1.0868394162","-8.6175844452","9.7044238614","0.2768700808","1.9291617135","4.0233967665","0.0000000000","0.0000000000"
"50","1337","-87.5361568519","0.0003047076","0.9950249204","3.7703119347","27.4800510688","-5.7885463138","33.2685973826","-27.2503759586","27.1476077826","-54.3979837411","-56.6243052900","2.2263215488","5.0716471402","21.2235334511","0.8524271912","-9.5991111980","10.4515383892","0.3122209630","2.3068110841","2.4526150931","0.0000000000","0.0000000000"
"51","1205","-87.5560257640","0.0002987132","0.9953236336","3.7821570238","27.4918961578","-5.5129047662","33.0048009240","-26.9747344109","27.0415121455","-54.0162465565","-56.2863716149","2.2701250585","5.4108123654","21.0466426739","0.5840571062","-8.8488564365","9.4329135427","0.2573958342","1.9223936692","3.2310228620","0.0000000000","0.0000000000"
"52","148","-87.5619664226","0.0002969439","0.9956205774","3.7856986183","27.4954377524","-5.4314798175","32.9269175699","-26.8933094623","27.2679692637","-54.1612787259","-56.4307808690","2.2695021431","6.2010350260","19.9682140596","1.0987201780","-8.5603175375","9.6590377155","0.2656040507","1.9017658195","4.0336651558","0.0000000000","0.0000000000"
"53","169","-87.5699021263","0.0002945967","0.9959151742","3.7904295828","27.5001687168","-5.3309340454","32.8311027622","-26.7927636902","27.3170353887","-54.1097990789","-56.3703119289","2.2605128500","6.3359186046","19.8716685383","1.1094482459","-8.5007520128","9.6102002587","0.2429726877","1.5978640265","4.4950818903","0.0000000000","0.0000000000"
"54","947","-87.5768821392","0.0002925476","0.9962077218","3.7945908008","27.5043299348","-5.0780488571","32.5823787919","-26.5398785018","27.3993399083","-53.9392184101","-56.2424882323","2.3032698222","5.2051875923","21.0962481324","1.0979041836","-8.3888627207","9.4867669042","0.2703612330","1.9119683829","3.0228579765","0.0000000000","0.0000000000"
"55","1063","-87.6239719181","0.0002790909","0.9964868127","3.8226639345","27.5324030685","-5.3918991452","32.9243022137","-26.8537287899","27.1928664030","-54.0465951929","-56.2888555307","2.2422603378","6.3241693533","19.7780355299","1.0906615198","-8.6272090141","9.7178705339","0.2754411465","1.9045036119","4.1442245949","0.0000000000","0.0000000000"
"56","1080","-87.6472631271","0.0002726657","0.9967594784","3.8365492667","27.5462884008","-5.4345512100","32.9808396108","-26.8963808548","27.5523490947","-54.4487299494","-56.6890416517","2.2403117022","6.3101233865","20.1985954053","1.0436303029","-9.0808117445","10.1244420474","0.3084716946","2.0428508456","3.9588008463","0.0000000000","0.0000000000"
"57","532","-87.7205492599","0.0002533977","0.9970128761","3.8802396694","27.5899788035","-5.3823200046","32.9722988081","-26.8441496494","27.4583273621","-54.3024770115","-56.5732062382","2.2707292267","6.2923197589","20.0190784934","1.1469291098","-8.5515215858","9.6984506955","0.2733690257","1.8383836061","4.1805671271","0.0000000000","0.0000000000"
"58","570","-87.7207348266","0.0002533507","0.9972662268","3.8803502973","27.5900894313","-5.4590309537","33.0491203850","-26.9208605984","27.2759563703","-54.1968169687","-56.4198619862","2.2230450175","6.2396570961","19.9618022510","1.0744970232","-9.1263334993","10.2008305224","0.3051696315","1.9327667268","4.0017207378","0.0000000000","0.0000000000"
"59","1280","-87.8208946363","0.0002292046","0.9974954314","3.9400617631","27.6498008972","-5.7383582268","33.3881591239","-27.2001878715","26.9962025591","-54.1963904306","-56.3957475783","2.1993571476","6.0140879537","20.6083961732","0.3737184322","-10.0689136606","10.4426320929","0.2920447766","2.1996997984","3.5223433786","0.0000000000","0.0000000000"
"60","1078","-87.8455633771","0.0002236195","0.9977190509","3.9547683274","27.6645074614","-5.3952564321","33.0597638935","-26.8570860768","27.3124949384","-54.1695810152","-56.4141443637","2.2445633485","6.2291851267","19.9434188910","1.1398909208","-9.0004931924","10.1403841131","0.2937344772","1.9685358800","3.9669147694","0.0000000000","0.0000000000"
"61","242","-87.9298567852","0.0002055425","0.9979245934","4.0050208486","27.7147599826","-5.2694410783","32.9842010609","-26.7312707230","27.2210549083","-53.9523256314","-56.2135893589","2.2612637275","6.3675545073","19.6982795688","1.1552208322","-8.5323300148","9.6875508470","0.2720553923","1.8470696286","4.2484294864","0.0000000000","0.0000000000"
"62","474","-87.9362456262","0.0002042335","0.9981288269","4.0088296324","27.7185687664","-5.0191793311","32.7377480975","-26.4810089758","27.4956657897","-53.9752310062","-56.2652573957","2.2900263895","6.4714331805","19.8388369796","1.1853956297","-8.4046185138","9.5900141435","0.2484236530","1.6192362844","4.6037732431","0.0000000000","0.0000000000"
"63","1318","-87.9599759633","0.0001994440","0.9983282709","4.0229767561","27.7327158902","-5.1170671867","32.8497830768","-26.5788968314","27.6534568138","-54.2323536452","-56.5227574997","2.2904038545","6.4358611292","19.9857720570","1.2318236276","-8.4601673577","9.6919909853","0.2756614084","2.0114506778","4.1487490429","0.0000000000","0.0000000000"
"64","856","-88.0055605393","0.0001905566","0.9985188275","4.0501525451","27.7598916791","-5.2881060098","33.0479976889","-26.7499356545","27.3760200725","-54.1259557271","-56.3986790773","2.2727233503","5.8487713250","20.5739155760","0.9533331715","-8.7338112573","9.6871444287","0.2828561035","2.3662189330","3.1996962885","0.0000000000","0.0000000000"
"65","428","-88.0082800066","0.0001900390","0.9987088665","4.0517737880","27.7615129220","-5.2923589993","33.0538719213","-26.7541886440","27.5092396960","-54.2634283400","-56.4958032155","2.2323748755","6.3752635539","20.0142020568","1.1197740853","-8.9761001967","10.0958742820","0.3040076761","1.9851393319","4.0861165459","0.0000000000","0.0000000000"
"66","476","-88.0277908996","0.0001863671","0.9988952337","4.0634054397","27.7731445737","-5.2488356676","33.0219802413","-26.7106653123","27.5732558136","-54.2839211260","-56.5366348400","2.2527137140","6.3628601684","20.0261799348","1.1842157105","-8.9386711782","10.1228868887","0.2981051189","2.0175736199","4.0471814297","0.0000000000","0.0000000000"
"67","545","-88.1909923701","0.0001583040","0.9990535377","4.1606999441","27.8704390781","-5.2995125094","33.1699515876","-26.7613421542","27.4823593566","-54.2437015108","-56.4947525637","2.2510510530","5.2842316438","21.2473437656","0.9507839471","-9.4156859079","10.3664698550","0.3232412666","2.5224796472","2.4385107300","0.0000000000","0.0000000000"
"68","830","-88.3351513471","0.0001370517","0.9991905894","4.2466420387","27.9563811728","-5.5866745461","33.5430557189","-27.0485041908","27.2749315113","-54.3234357021","-56.5288727892","2.2054370872","5.8545934156","21.0516874238","0.3686506719","-9.9989189660","10.3675696379","0.2921046972","2.2565364896","3.3059522288","0.0000000000","0.0000000000"
"69","98","-88.3615458196","0.0001334816","0.9993240710","4.2623774185","27.9721165526","-5.1142839136","33.0864004661","-26.5761135583","27.7509592347","-54.3270727930","-56.5723646142","2.2452918212","6.2494168527","20.4442661214","1.0572762605","-9.1000423397","10.1573186002","0.3022918660","1.9298020816","4.0173229052","0.0000000000","0.0000000000"
"70","174","-88.7154754192","0.0000936940","0.9994177650","4.4733767733","28.1831159074","-5.2802571941","33.4633731015","-26.7420868389","27.8189534580","-54.5610402969","-56.7689448189","2.2079045220","6.4963584236","20.8555515574","0.4670434770","-10.2432857931","10.7103292700","0.3034458465","2.5263369926","3.6665755846","0.0000000000","0.0000000000"
"71","241","-88.7731277272","0.0000884451","0.9995062100","4.5077468848","28.2174860188","-5.3789539341","33.5964399529","-26.8407835788","27.5740151949","-54.4147987738","-56.6264379911","2.2116392173","6.6504207549","20.2858026775","0.6377917625","-9.8636556685","10.5014474310","0.3217173684","2.7157863367","3.6129170498","0.0000000000","0.0000000000"
"72","136","-88.9534564872","0.0000738513","0.9995800613","4.6152520272","28.3249911612","-4.5645943318","32.8895854931","-26.0264239766","28.2618578718","-54.2882818484","-56.4883040200","2.2000221715","7.0962461154","19.9902621714","1.1753495851","-9.4044884036","10.5798379887","0.3601783981","2.7850506344","3.9510170829","0.0000000000","0.0000000000"
"73","1098","-88.9597841690","0.0000733854","0.9996534467","4.6190243502","28.3287634843","-5.0379863981","33.3667498824","-26.4998160429","27.8712846336","-54.3711006764","-56.5837806875","2.2126800111","6.9836138021","20.0432749087","0.8443959228","-9.7547713103","10.5991672331","0.3021207052","2.4410221444","4.2404709525","0.0000000000","0.0000000000"
"74","506","-89.1349094773","0.0000615962","0.9997150429","4.7234273928","28.4331665268","-4.7507239031","33.1838904299","-26.2125535478","27.9349465195","-54.1475000673","-56.3689747886","2.2214747213","6.2779549192","20.6050410009","1.0519505994","-9.4006056116","10.4525562110","0.3151875936","2.5226770153","3.4400903103","0.0000000000","0.0000000000"
"75","667","-89.1618766578","0.0000599573","0.9997750002","4.7395041993","28.4492433333","-4.9494502261","33.3986935594","-26.4112798708","27.5646649271","-53.9759447979","-56.2043881640","2.2284433661","5.4305909275","21.4724808844","0.6615931152","-9.9329725888","10.5945657040","0.3217892339","2.4607134984","2.6480881953","0.0000000000","0.0000000000"
"76","425","-89.3366009945","0.0000503455","0.9998253457","4.8436681979","28.5534073320","-4.6694339406","33.2228412726","-26.1312635854","27.0251801173","-53.1564437027","-55.4018853812","2.2454416785","5.0270528233","21.3270610293","0.6710662647","-9.2482168982","9.9192831629","0.2719293513","2.1614820070","2.5936414650","0.0000000000","0.0000000000"
