" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","42.1533369378"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","315","-2.2982196718","0.0074326418","0.9638201776","2.3917468974","-23.7601038121","-38.9256798806","15.1655760686","-54.1278092123","8.8687252007","-62.9965344130","-65.0858414112","2.0893069982","7.4690094123","0.7607696187","0.6389461697","-6.7814412851","7.4203874548","0.1407229060","2.6672695257","4.6603854437","0.0006315369","0.0000000000"
"12","287","-2.3004494395","0.0074160872","0.9712362648","2.3930762000","-23.7587745094","-38.9233352975","15.1645607881","-54.1254646292","9.2849988413","-63.4104634705","-65.4833531506","2.0728896800","7.4262492674","1.2979100999","0.5608394740","-6.8398043912","7.4006438652","0.1374119668","2.6347949828","4.6531038640","0.0009384539","0.0000000000"
"13","116","-2.3234124889","0.0072477316","0.9784839964","2.4067658960","-23.7450848135","-38.9091995601","15.1641147467","-54.1113288918","9.2848950287","-63.3962239205","-65.4625641698","2.0663402493","7.4262403254","1.2978041778","0.5608505255","-6.8397950785","7.4006456039","0.1374303696","2.6349556203","4.6529182023","0.0009361333","0.0000000000"
"14","268","-2.3237936233","0.0072449697","0.9857289661","2.4069931138","-23.7448575956","-38.9106743517","15.1658167561","-54.1128036834","8.8694779190","-62.9822816024","-65.0772769232","2.0949953208","7.4689378549","0.7617330219","0.6388070422","-6.7817543248","7.4205613670","0.1407463494","2.6672109880","4.6602640758","0.0007164416","0.0000000000"
"15","114","-2.8082275082","0.0044632335","0.9901921997","2.6957941558","-23.4560565537","-38.6498119431","15.1937553895","-53.8519412748","9.7509754283","-63.6029167031","-65.6577917619","2.0548750588","7.4530383053","1.9161658110","0.3817713120","-7.1702646096","7.5520359216","0.1534330987","2.7675482437","4.5307004134","0.0013565495","0.0000000000"
"16","275","-2.8610819148","0.0042334578","0.9944256575","2.7273039411","-23.4245467684","-38.6183044054","15.1937576371","-53.8204337371","9.7515425707","-63.5719763078","-65.6373648333","2.0653885255","7.4529000549","1.9169269084","0.3817156073","-7.1704287494","7.5521443567","0.1534585407","2.7674858173","4.5304722863","0.0014834106","0.0000000000"
"17","316","-4.4739809195","0.0008437661","0.9952694236","3.6888529320","-22.4629977775","-38.0065914029","15.5435936254","-53.2087207346","10.2143967285","-63.4231174631","-65.4527694062","2.0296519431","7.8677455480","1.9688569719","0.3777942086","-8.0677783723","8.4455725809","0.1906106716","3.1167966898","4.5589972301","0.0013409565","0.0000000000"
"18","121","-4.5311127835","0.0007969114","0.9960663350","3.7229127746","-22.4289379349","-37.4925343298","15.0635963949","-52.6946636615","10.2308254357","-62.9254890972","-64.9914930999","2.0660040027","9.6440817795","-0.1640501412","0.7507937973","-6.8806958277","7.6314896250","0.1628326560","2.9984278794","6.4821566766","0.0006645676","0.0000000000"
"19","262","-4.5604059705","0.0007739059","0.9968402409","3.7403762576","-22.4114744519","-37.9557678708","15.5442934189","-53.1578972025","10.2146616461","-63.3722446077","-65.3883791084","2.0161345007","7.8678490782","1.9690978429","0.3777147250","-8.0681387136","8.4458534386","0.1906141439","3.1169530606","4.5589354448","0.0013464289","0.0000000000"
"20","157","-4.5612339266","0.0007732654","0.9976135064","3.7408698535","-22.4109808560","-37.4750326527","15.0640517967","-52.6771619844","10.2308669144","-62.9080288988","-64.9746753478","2.0666464489","9.6440831677","-0.1637919245","0.7505756713","-6.8807699559","7.6313456272","0.1628356599","2.9984270362","6.4822358566","0.0005846149","0.0000000000"
"21","25","-4.7895477094","0.0006154222","0.9982289286","3.8769818400","-22.2748688695","-37.6240078834","15.3491390139","-52.8261372151","10.9673909430","-63.7935281581","-65.8299492015","2.0364210434","8.6085834571","1.8921602700","0.4666472159","-7.5690091405","8.0356563564","0.1695960020","3.1954803928","5.2365330602","0.0069740022","0.0000000000"
"22","49","-4.7966286056","0.0006110799","0.9988400085","3.8812032008","-22.2706475087","-37.6203287076","15.3496811989","-52.8224580393","10.9674036947","-63.7898617341","-65.8376594226","2.0477976886","8.6087185252","1.8921634482","0.4665217214","-7.5690360260","8.0355577474","0.1696266604","3.1954764905","5.2366219576","0.0069934167","0.0000000000"
"23","127","-4.9848318638","0.0005062469","0.9993462554","3.9934028192","-22.1584478902","-37.2321592896","15.0737113994","-52.4342886213","10.4216587729","-62.8559473942","-64.9132601061","2.0573127119","9.6276676028","0.1014887471","0.6925024231","-6.9270854190","7.6195878421","0.1728099370","2.9892025685","6.4652035520","0.0004515453","0.0000000000"
"24","158","-4.9934348802","0.0005019103","0.9998481657","3.9985316101","-22.1533190993","-37.2269967380","15.0736776387","-52.4291260697","10.4214402757","-62.8505663454","-64.9230135533","2.0724472079","9.6278245468","0.1010045575","0.6926111714","-6.9269348048","7.6195459762","0.1727981958","2.9889136440","6.4655902266","0.0005224804","0.0000000000"
"25","226","-7.6803368458","0.0000341759","0.9998823415","5.6003602839","-20.5514904255","-35.9827128197","15.4312223942","-51.1848421514","12.3344105885","-63.5192527399","-65.5417159391","2.0224631992","9.9840622307","1.7678397119","0.5825086459","-7.7669599648","8.3494686107","0.2026310607","3.1918459983","6.5884930291","0.0010921426","0.0000000000"
"26","68","-7.7191825341","0.0000328737","0.9999152153","5.6235186047","-20.5283321048","-35.9596161652","15.4312840604","-51.1617454969","12.3348535472","-63.4965990441","-65.5233521743","2.0267531302","9.9841697708","1.7683366524","0.5823471240","-7.7669473658","8.3492944899","0.2026234536","3.1917284365","6.5886117977","0.0012060830","0.0000000000"
"27","284","-7.7529039555","0.0000317837","0.9999469989","5.6436220324","-20.5082286770","-36.4896830898","15.9814544128","-51.6918124215","12.6310056057","-64.3228180272","-66.2839226428","1.9611046156","9.2394686056","3.2157483135","0.1757886867","-8.7267761015","8.9025647882","0.2036218603","3.6696591459","5.3475974019","0.0185901975","0.0000000000"
"28","108","-7.7758542926","0.0000310625","0.9999780614","5.6573041498","-20.4945465596","-36.4758694782","15.9813229185","-51.6779988099","12.6297953183","-64.3077941282","-66.2846684124","1.9768742842","9.2394432703","3.2145090846","0.1758429634","-8.7264900168","8.9023329802","0.2035812710","3.6696586948","5.3480816751","0.0181216294","0.0000000000"
"29","299","-8.8253875985","0.0000108750","0.9999889365","6.2829959559","-19.8688547536","-35.2947078982","15.4258531446","-50.4968372299","13.4974525842","-63.9942898141","-65.9817806575","1.9874908434","10.2957448610","2.9191874273","0.2825202959","-8.2203175590","8.5028378549","0.1928283074","3.4059952603","6.6915053931","0.0054159001","0.0000000000"
"30","96","-8.9039520490","0.0000100533","0.9999989898","6.3298330906","-19.8220176188","-35.2491249609","15.4271073421","-50.4512542926","13.4976786558","-63.9489329483","-65.9555295973","2.0065966489","10.2956939902","2.9193346535","0.2826500121","-8.2206308650","8.5032808770","0.1928384550","3.4064356435","6.6909895947","0.0054302970","0.0000000000"
"31","229","-11.8297035680","0.0000005391","0.9999995289","8.0740547763","-18.0777959331","-33.8680663935","15.7902704603","-49.0701957252","15.3237439359","-64.3939396610","-66.3798259278","1.9858862668","11.7477006066","3.2013208264","0.3747225030","-8.8539484815","9.2286709845","0.2158765237","3.8115712706","7.6986517793","0.0216010331","0.0000000000"
"32","228","-11.9645322807","0.0000004711","1.0000000000","8.1544345225","-17.9974161869","-33.7870996784","15.7896834915","-48.9892290101","15.3229934489","-64.3122224591","-66.3017634842","1.9895410251","11.7479235980","3.2002747928","0.3747950581","-8.8539150803","9.2287101384","0.2158547961","3.8120374838","7.6985924286","0.0214388895","0.0000000000"
