" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","306.2361725008"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"26","25924","-1154.9929269949","0.0085793125","0.4575454199","1.1733182766","505.9964687442","308.9875567453","197.0089119989","175.7453643674","252.3565958690","-76.6112315017","-82.8242537487","6.2130222471","150.3509536154","129.3297237075","-27.3240814539","-184.5988701070","157.2747886531","4.4766127164","11.6190290139","134.2548355297","0.0004763553","0.0000000000"
"27","25934","-1155.0027239686","0.0084956716","0.4660410915","1.1791588593","506.0023093269","308.8991550580","197.1031542690","175.6569626801","250.8101248915","-75.1531622115","-81.3551701696","6.2020079582","149.7005317389","126.9485907432","-25.8389975906","-182.4479288254","156.6089312348","4.5310978257","11.2620385809","133.9072581890","0.0001371434","0.0000000000"
"28","25490","-1155.0421172238","0.0081675056","0.4742085971","1.2026436186","506.0257940862","308.9382928656","197.0875012206","175.6961004877","249.7971112163","-74.1010107286","-80.3648989926","6.2638882640","149.7514270926","125.6265790038","-25.5808948801","-183.0557385072","157.4748436271","4.5686944118","11.7290776634","133.4536448171","0.0000102002","0.0000000000"
"29","23057","-1155.1123801031","0.0076133301","0.4818219272","1.2445316727","506.0676821403","309.2874103087","196.7802718316","176.0452179308","252.7061358617","-76.6609179309","-82.9040568149","6.2431388840","150.1737094885","129.6544263043","-27.1219999310","-184.8087236941","157.6867237630","4.5002379861","11.7754576974","133.8975321398","0.0004816652","0.0000000000"
"30","25250","-1155.1441299484","0.0073754051","0.4891973323","1.2634597218","506.0866101894","308.7263278583","197.3602823311","175.4841354804","249.8044262872","-74.3202908068","-80.4765811709","6.1562903641","151.4875046599","125.9183323405","-27.6014107131","-184.3966800831","156.7952693700","4.4507219760","11.5484321031","135.4877422527","0.0006083281","0.0000000000"
"31","22695","-1155.1862229017","0.0070713957","0.4962687281","1.2885539383","506.1117044059","309.0447362145","197.0669681914","175.8025438367","251.8592542985","-76.0567104618","-82.2485818674","6.1918714056","150.1968783871","129.0621207439","-27.3997448325","-184.5222775627","157.1225327302","4.4703080651","11.5977296790","134.1282858151","0.0005548280","0.0000000000"
"32","25800","-1155.2097942403","0.0069066626","0.5031753907","1.3026062731","506.1257567408","309.3310265471","196.7947301936","176.0888341693","251.2683670490","-75.1795328797","-81.3867079080","6.2071750283","150.2955150817","127.2332778013","-26.2604258339","-182.1890724462","155.9286466123","4.5044711283","11.3293259875","134.4615204583","0.0001975076","0.0000000000"
"33","25338","-1155.2347046885","0.0067367397","0.5099121304","1.3174569341","506.1406074017","309.2453160751","196.8952913266","176.0031236972","251.5956204717","-75.5924967745","-81.8210527660","6.2285559915","150.1715979753","128.5569501239","-27.1329276275","-184.7116792400","157.5787516125","4.4983799593","11.7394584551","133.9332186755","0.0005408854","0.0000000000"
"34","23018","-1155.2424014841","0.0066850875","0.5165972179","1.3220454707","506.1451959383","308.9412335743","197.2039623640","175.6990411964","247.1514446072","-71.4524034108","-77.6704471717","6.2180437609","150.7699586064","122.1711677287","-25.7896817278","-182.7929389393","157.0032572114","4.5541520726","11.6872433921","134.5285459854","0.0000171563","0.0000000000"
"35","22665","-1155.2463188092","0.0066589510","0.5232561689","1.3243808308","506.1475312984","309.2631566150","196.8843746834","176.0209642371","252.3537382146","-76.3327739775","-82.5329207530","6.2001467755","150.9199226324","128.4242631228","-26.9904475406","-185.1267365971","158.1362890565","4.5558918163","11.4245320693","134.9389797646","0.0005189822","0.0000000000"
"36","25265","-1155.2486838245","0.0066432211","0.5298993900","1.3257907629","506.1489412305","309.1434843278","197.0054569028","175.9012919499","248.0732077969","-72.1719158470","-78.3483934634","6.1764776164","151.3956300535","125.2253192693","-28.5477415260","-185.8221158112","157.2743742852","4.4617587959","12.2817675803","134.6512461371","0.0008575402","0.0000000000"
"37","25948","-1155.2866786193","0.0063955482","0.5362949383","1.3484418132","506.1715922808","306.9100066347","199.2615856461","173.6678142569","245.3464535293","-71.6786392724","-77.8904882430","6.2118489706","150.9773152248","121.4355738199","-27.0664355154","-188.5656812677","161.4992457523","4.6730729125","12.1322094919","134.1710530509","0.0009797696","0.0000000000"
"38","20131","-1155.3096950444","0.0062500267","0.5425449650","1.3621633298","506.1853137974","308.9573811881","197.2279326092","175.7151888102","250.0320415442","-74.3168527340","-80.4732884019","6.1564356679","151.2491327672","126.3844791822","-27.6015704053","-184.4241619571","156.8225915519","4.4524096877","11.5981450499","135.1979758368","0.0006021929","0.0000000000"
"39","23302","-1155.3223011398","0.0061717328","0.5487166977","1.3696786040","506.1928290716","308.9339767959","197.2588522757","175.6917844180","247.2236732052","-71.5318887871","-77.6810691114","6.1491803242","152.4231332536","122.2366924527","-27.4361525011","-186.2587347706","158.8225822695","4.5530054155","11.7196105758","136.1492117662","0.0013054961","0.0000000000"
"40","25363","-1155.3253626985","0.0061528666","0.5548695643","1.3715037887","506.1946542563","309.2254690422","196.9691852141","175.9832766644","249.6381113459","-73.6548346816","-79.8230334440","6.1681987624","150.9991908208","126.2837603758","-27.6448398506","-184.9534323900","157.3085925394","4.4693397734","11.4921213294","135.0372186904","0.0005110276","0.0000000000"
"41","20760","-1155.4023221246","0.0056971079","0.5605666722","1.4173840691","506.2405345367","308.4166939371","197.8238405996","175.1745015592","246.8140020904","-71.6395005311","-77.8188258753","6.1793253441","151.0541292138","121.6086122862","-25.8487394096","-184.1572120226","158.3084726130","4.5882280405","11.7983359231","134.6674374363","0.0001278139","0.0000000000"
"42","25546","-1155.4133029282","0.0056348913","0.5662015634","1.4239304062","506.2470808738","309.2401450586","197.0069358152","175.9979526808","249.6675866423","-73.6696339615","-79.9208013404","6.2511673788","149.6693048044","125.5004416554","-25.5021598175","-182.7859872573","157.2838274398","4.5716556994","11.7424968273","133.3551302411","0.0000220365","0.0000000000"
"43","23032","-1155.5184744934","0.0050723605","0.5712739239","1.4866296900","506.3097801576","309.1588110653","197.1509690923","175.9166186874","249.5541841792","-73.6375654918","-79.8833165594","6.2457510676","149.6729946257","125.3910726881","-25.5098831347","-182.9374972874","157.4276141527","4.5789058719","11.7894440992","133.3046270231","0.0000176315","0.0000000000"
"44","25817","-1155.5455951433","0.0049366434","0.5762105673","1.5027979891","506.3259484567","309.2568543381","197.0690941187","176.0146619602","251.7522624805","-75.7376005203","-81.8447727570","6.1071722367","151.1979792074","129.0456190679","-28.4913357947","-184.9625691834","156.4712333887","4.4158743000","11.3383847069","135.4432189162","0.0005012843","0.0000000000"
"45","23871","-1155.5542858323","0.0048939265","0.5811044938","1.5079790471","506.3311295147","309.0358003438","197.2953291709","175.7936079659","249.9540405199","-74.1604325540","-80.3244118236","6.1639792696","150.9344260231","126.9215352895","-27.9019207926","-185.0129439318","157.1110231391","4.4495745428","11.3441268825","135.1401607096","0.0005638882","0.0000000000"
"46","25543","-1155.5769013791","0.0047844898","0.5858889837","1.5214615752","506.3446120428","309.3261938936","197.0184181492","176.0840015157","249.6635061251","-73.5795046094","-79.7261931618","6.1466885524","150.9681964482","126.4600930798","-27.7647834028","-184.8363907079","157.0716073051","4.4548812214","11.4221443739","135.0907011301","0.0004697228","0.0000000000"
"47","26818","-1155.6408825137","0.0044879600","0.5903769437","1.5596046922","506.3827551598","304.3359074805","202.0468476793","171.0937151026","231.6597210869","-60.5597886768","-66.6791782315","6.1193895547","150.5428439121","105.9700480271","-24.8531708522","-192.8714960990","168.0183252468","5.1418820679","12.2206497912","133.1470670678","0.0332449853","0.0000000000"
"48","25811","-1155.6443704036","0.0044723338","0.5948492775","1.5616840394","506.3848345070","308.5078753094","197.8769591976","175.2656829315","250.0518235066","-74.7861405752","-80.9342277806","6.1480872054","151.0208711387","127.0907591292","-28.0598067612","-184.8648427171","156.8050359559","4.4301524722","11.3924409510","135.1978316280","0.0004460875","0.0000000000"
"49","26052","-1155.6751755947","0.0043366631","0.5991859406","1.5800489217","506.4031993893","308.5269729743","197.8762264150","175.2847805964","249.8778563960","-74.5930757996","-80.7689006366","6.1758248370","152.1818212874","125.2976502926","-27.6016151840","-186.3913146532","158.7896994693","4.5255889984","11.8482714229","135.8074341444","0.0005267218","0.0000000000"
"50","25903","-1155.6967141222","0.0042442565","0.6034301971","1.5928893719","506.4160398395","308.5117513838","197.9042884557","175.2695590060","248.9897429039","-73.7201838980","-79.8616303329","6.1414464349","151.0844591196","125.9522267172","-28.0469429328","-185.0106083982","156.9636654654","4.4283558102","11.4014411664","135.2542185097","0.0004436334","0.0000000000"
"51","25993","-1155.7164478340","0.0041613226","0.6075915197","1.6046538597","506.4278043273","309.2755871792","197.1522171481","176.0333948013","248.5119347782","-72.4787017478","-78.5913224639","6.1126207161","151.7266327387","124.8447123427","-28.0594103031","-185.2193783364","157.1599680333","4.4581634455","11.3174837768","135.9505174471","0.0004680693","0.0000000000"
"52","23081","-1155.7261606615","0.0041211000","0.6117126197","1.6104442778","506.4335947454","309.6022006327","196.8313941127","176.3600082548","251.0102700284","-74.6502617736","-80.8117539354","6.1614921618","150.9477453906","127.9020760305","-27.8395513927","-184.6727084368","156.8331570441","4.4619067085","11.7410178124","134.7442164050","0.0006044648","0.0000000000"
"53","25464","-1155.7471905317","0.0040353387","0.6157479584","1.6229814858","506.4461319534","309.5227381247","196.9233938288","176.2805457468","253.4173919627","-77.1373579293","-83.3321296864","6.1947717571","150.9805329782","129.3850397683","-26.9481807837","-185.1166486339","158.1684678502","4.5627573992","11.4282702176","134.9890904076","0.0004149539","0.0000000000"
"54","23015","-1155.7496670221","0.0040253576","0.6197733160","1.6244578752","506.4476083428","308.8613428372","197.5862655055","175.6191504594","248.6905263343","-73.0713758749","-79.2188783292","6.1475024542","151.4220208528","125.0287339727","-27.7602284911","-184.6261543260","156.8659258349","4.4502452084","11.6105976915","135.3605601839","0.0006177690","0.0000000000"
"55","22989","-1155.7820934295","0.0038969233","0.6236702394","1.6437892649","506.4669397325","309.5659054980","196.9010342345","176.3237131201","251.3444961911","-75.0207830710","-81.1864674980","6.1656844270","150.8054874260","128.5423141437","-28.0033053786","-184.6174515676","156.6141461890","4.4457145640","11.5882883707","134.7709148027","0.0005696886","0.0000000000"
"56","20436","-1155.7859795737","0.0038818087","0.6275520481","1.6461060362","506.4692565038","309.4921982102","196.9770582936","176.2500058323","249.9991684244","-73.7491625922","-79.9145240829","6.1653614907","150.9707373948","126.5924326359","-27.5640016062","-184.6290220398","157.0650204336","4.4685374875","11.4943395287","135.0073385570","0.0005218216","0.0000000000"
"57","17797","-1155.7911486872","0.0038617950","0.6314138430","1.6491876648","506.4723381325","309.9920902397","196.4802478927","176.7498978619","247.5770097258","-70.8271118639","-77.0591394233","6.2320275594","151.7900178796","120.6555650906","-24.8685732444","-182.0016588272","157.1330855828","4.6263469895","11.9036577912","135.2574014822","0.0026116167","0.0000000000"
"58","25876","-1155.7991511530","0.0038310144","0.6352448574","1.6539584303","506.4771088980","309.5893813551","196.8877275429","176.3471889772","255.4706805427","-79.1234915655","-85.3474637146","6.2239721491","150.1134433400","132.6944688314","-27.3372316286","-184.4923325056","157.1551008770","4.4880988352","11.7415478714","133.8833017352","0.0004948982","0.0000000000"
"59","25967","-1155.8481706616","0.0036477485","0.6388926059","1.6831819954","506.5063324630","308.8023549999","197.7039774632","175.5601626220","247.0771748271","-71.5170122051","-77.6694614148","6.1524492097","151.4529112762","122.1687299186","-26.5444663677","-184.6189151214","158.0744487537","4.5625932742","11.7464422460","135.1437409098","0.0001348462","0.0000000000"
"60","22678","-1155.8970275598","0.0034738143","0.6423664202","1.7123086184","506.5354590860","309.6796123221","196.8558467639","176.4374199443","248.7406114003","-72.3031914560","-78.4216919239","6.1185004679","152.0286783825","125.7516741844","-29.0397411667","-185.6915730038","156.6518318371","4.4437171291","12.2481853362","135.3358491697","0.0009267475","0.0000000000"
"61","23013","-1155.9363902007","0.0033397320","0.6457061523","1.7357751265","506.5589255941","309.3322080765","197.2267175176","176.0900156987","248.8900776185","-72.8000619199","-78.9183459349","6.1182840151","151.6661365328","125.5838105140","-28.3598694283","-185.0027636275","156.6428941992","4.4405770401","11.5327404623","135.6922316901","0.0005873402","0.0000000000"
"62","25432","-1155.9446438663","0.0033122805","0.6490184327","1.7406956478","506.5638461154","309.3471071273","197.2167389881","176.1049147494","251.1106872449","-75.0057724955","-81.1809131521","6.1751406566","150.8528528271","127.8819873664","-27.6241529486","-185.2043724462","157.5802194976","4.4824619458","11.5918865441","134.7780218909","0.0004824462","0.0000000000"
"63","10949","-1155.9602810845","0.0032608885","0.6522793212","1.7500179621","506.5731684297","304.7293645999","201.8438038297","171.4871722221","232.2007963077","-60.7136240856","-66.7864422314","6.0728181458","150.7589355057","106.7444006808","-25.3025398788","-193.0289013974","167.7263615186","5.1244024136","12.1089340935","133.4904518680","0.0351471306","0.0000000000"
"64","25194","-1155.9610104529","0.0032585109","0.6555378321","1.7504527837","506.5736032513","309.8351715678","196.7384316835","176.5929791899","254.9454214743","-78.3524422844","-84.6061223365","6.2536800522","149.9350496513","132.1456998218","-27.1353279988","-184.5424961205","157.4071681218","4.5079417570","11.8510820426","133.5754645961","0.0005612556","0.0000000000"
"65","25491","-1155.9884590575","0.0031702857","0.6587081179","1.7668165969","506.5899670646","309.1670062379","197.4229608267","175.9248138600","252.5295981191","-76.6047842591","-82.8408820847","6.2360978255","150.3740292905","129.2001696190","-27.0446007903","-184.5013449412","157.4567441508","4.4972737502","11.7303059905","134.1458761991","0.0005733507","0.0000000000"
"66","25725","-1156.0432383210","0.0030012908","0.6617094086","1.7994739086","506.6226243763","309.6725671028","196.9500572735","176.4303747249","250.5198387359","-74.0894640110","-80.2959732031","6.2065091921","150.2398898420","126.2346183277","-25.9546694338","-182.7430411188","156.7883716851","4.5497983970","11.8039986910","133.8860888317","0.0000039223","0.0000000000"
"67","14995","-1156.0907610777","0.0028619972","0.6645714058","1.8278051672","506.6509556348","304.8540200968","201.7969355380","171.6118277190","231.7555958424","-60.1437681235","-66.2233541974","6.0795860739","151.1996156696","105.7969376661","-25.2409574932","-192.5941656611","167.3532081679","5.1138527487","12.1847812201","133.8684146606","0.0325670403","0.0000000000"
"68","12868","-1156.1357985238","0.0027359597","0.6673073655","1.8546547782","506.6778052458","304.6537868911","202.0240183547","171.4115945133","232.6671365592","-61.2555420460","-67.3162964293","6.0607543833","150.7690638932","107.2861095128","-25.3880368468","-193.1040684361","167.7160315893","5.1300741338","12.1450984804","133.4592106901","0.0346805889","0.0000000000"
"69","25420","-1156.1860303915","0.0026019220","0.6699092875","1.8846011056","506.7077515732","307.5847498943","199.1230016789","174.3425575164","248.1195030720","-73.7769455556","-79.9897630636","6.2128175080","150.6455837119","124.5921051025","-27.1181857424","-188.5596499102","161.4414641677","4.6840154313","12.2637495326","133.6968231209","0.0009956271","0.0000000000"
"70","15621","-1156.1891092235","0.0025939234","0.6725032109","1.8864365881","506.7095870557","309.3756850227","197.3339020330","176.1334926448","242.5374373013","-66.4039446565","-72.6230649718","6.2191203154","152.0873867013","118.0628501568","-27.6127995568","-184.4923795741","156.8795800173","4.5767265614","11.4958105640","135.9461279944","0.0687215816","0.0000000000"
"71","20339","-1156.2023830695","0.0025597196","0.6750629304","1.8943499498","506.7175004174","310.0678775145","196.6496229029","176.8256851366","250.8472592779","-74.0215741413","-80.1689827975","6.1474086562","150.8907925153","128.6614296192","-28.7049628567","-185.5095130195","156.8045501628","4.4490659749","12.2992199211","134.1417843494","0.0007222700","0.0000000000"
"72","20885","-1156.2282407412","0.0024943796","0.6775573100","1.9097653094","506.7329157770","308.7265849312","198.0063308458","175.4843925534","247.7586111608","-72.2742186075","-78.4366829020","6.1624642945","151.2551109654","123.9299163468","-27.4264161514","-185.7508107850","158.3243946336","4.4762226629","11.4656727695","135.3126814034","0.0005341296","0.0000000000"
"73","5074","-1156.2470847238","0.0024478156","0.6800051257","1.9209993745","506.7441498421","304.7200751154","202.0240747267","171.4778827375","231.0997249525","-59.6123085289","-65.7073208003","6.0950122713","150.9765317725","104.7652550864","-24.6420619064","-193.4086924209","168.7666305146","5.1983521039","12.2468402137","133.4992689377","0.0320705172","0.0000000000"
"74","22918","-1156.2473743948","0.0024471067","0.6824522324","1.9211720653","506.7443225329","309.6242418467","197.1200806862","176.3820494688","252.8412439542","-76.4591944853","-82.6471037689","6.1879092836","150.6607803322","129.8402095409","-27.6597459190","-185.1886018249","157.5288559060","4.4928310058","11.6675671947","134.4998989802","0.0004831515","0.0000000000"
"75","17590","-1156.2474639973","0.0024468874","0.6848991198","1.9212254829","506.7443759505","305.4652954949","201.2790804557","172.2231031170","231.3219487580","-59.0988456410","-65.1630673938","6.0642217529","152.5396726755","103.6365861251","-24.8543100426","-193.3888988461","168.5345888036","5.2182032947","12.3669154850","134.9298848452","0.0246690506","0.0000000000"
