" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","34.0787193596"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"18","236","-83.7965556677","0.0022063680","0.9928653397","2.6344121362","29.6398814764","6.9551197902","22.6847616862","-9.1412524434","48.9161390009","-58.0573914443","-59.9808949879","1.9235035436","3.7853930697","44.7160856249","0.4146603063","-4.8359656459","5.2506259522","0.1751753812","1.1958301185","2.4143875700","0.0000000000","0.0000000000"
"19","318","-83.8480427149","0.0020956435","0.9949609832","2.6651067539","29.6705760941","6.9857408573","22.6848352368","-9.1106313763","48.9162011048","-58.0268324811","-59.9357502952","1.9089178141","3.7851186469","44.7161669002","0.4149155577","-4.8361707776","5.2510863353","0.1751764771","1.1956652248","2.4142769450","0.0000000000","0.0000000000"
"20","71","-84.2848009686","0.0013540531","0.9963150364","2.9254853993","29.9309547395","7.1273934117","22.8035613278","-8.9689788219","49.2161613578","-58.1851401797","-60.0884832698","1.9033430900","2.9291490374","46.0057979420","0.2812143784","-4.9092783526","5.1904927310","0.1557265723","0.9741970028","1.7992254623","0.0000000000","0.0000000000"
"21","65","-84.2879812110","0.0013497538","0.9976647901","2.9273813388","29.9328506790","7.1293719070","22.8034787720","-8.9670003266","49.2160703153","-58.1830706419","-60.0642445169","1.8811738750","2.9291195354","46.0057727467","0.2811780332","-4.9091934753","5.1903715086","0.1557218801","0.9743376358","1.7990600194","0.0000000000","0.0000000000"
"22","121","-84.7869396444","0.0008195202","0.9984843103","3.2248413637","30.2303107039","7.2388908093","22.9914198946","-8.8574814242","49.4343248828","-58.2918063071","-60.1704885818","1.8786822747","3.7976484760","45.2528304085","0.3838459984","-5.5953655676","5.9792115659","0.1980324708","1.3689336737","2.2306823315","0.0000000000","0.0000000000"
"23","227","-84.8345969732","0.0007813801","0.9992656904","3.2532528491","30.2587221892","7.2674916495","22.9912305397","-8.8288805841","49.4344243584","-58.2631879245","-60.1250501849","1.8618622604","3.7976344693","45.2529564167","0.3838334724","-5.5954192702","5.9792527427","0.1980426363","1.3690165124","2.2305753205","0.0000000000","0.0000000000"
"24","82","-85.5637270876","0.0003768818","0.9996425722","3.6879324686","30.6934018088","7.5048427290","23.1885590798","-8.5915295046","49.6672959793","-58.2588254839","-60.1095263788","1.8507008949","3.9484867114","45.4644518135","0.2543574544","-5.8311733615","6.0855308159","0.2034432422","1.4950327975","2.2500106716","0.0000000000","0.0000000000"
"25","246","-86.2947551254","0.0001814361","0.9998240083","4.1237435579","31.1292128980","7.7262942853","23.4029186128","-8.3700779483","49.5681972130","-57.9382751613","-59.7940317317","1.8557565703","3.3681442100","46.0211658975","0.1788871055","-6.0247214890","6.2036085945","0.1964822975","1.4418098198","1.7298520926","0.0000000000","0.0000000000"
"26","149","-86.4085932861","0.0001619140","0.9999859223","4.1916095360","31.1970788762","7.7942519553","23.4028269209","-8.3021202783","49.5681568131","-57.8702770914","-59.7200573639","1.8497802725","3.3680780556","46.0212064963","0.1788722612","-6.0245499982","6.2034222593","0.1965171848","1.4419683895","1.7295924813","0.0000000000","0.0000000000"
"27","59","-89.5334136341","0.0000071153","0.9999930376","6.0545084799","33.0599778200","9.6717375765","23.3882402435","-6.4246346571","51.5414588166","-57.9660934737","-59.8207287627","1.8546352889","5.3473158410","45.8697860570","0.3243569187","-6.1610634618","6.4854203805","0.2009292532","1.4843769663","3.6620096215","0.0000000000","0.0000000000"
"28","228","-89.5551320298","0.0000069624","1.0000000000","6.0674561606","33.0729255008","9.6844902860","23.3884352148","-6.4118819475","51.5415330478","-57.9534149954","-59.8108435562","1.8574285608","5.3472749420","45.8697189389","0.3245391669","-6.1613331439","6.4858723108","0.2009523686","1.4847056196","3.6616169539","0.0000000000","0.0000000000"
