" "
"VeraChem VCPack VM2 mining minima run results"
" "
"Note: All energies are in Kcal/mol"
" "
"Miscellaneous numerical data"
" "
" -RT","-0.5961619346"
"ln(prefactor)","45.8581906307"
" "
"Column heading definitions"
" "
"Rank","Conformer rank w.r.t. to free energy (G)"
"ID","Conformer identification label"
"ln(Zx)","Natural logarithm of conformer configuration integral"
"Prob(%)","Conformer probability"
"Sum Prob(%)","Cummulative conformer probability"
"Delta G","Difference in free energy (G) between the current conformer and Rank 1 conformer"
"G","Conformer free energy: -RT * ln(prefactor * Zx)"
"E","Potential energy including harmonic oscillator equipartition potential energy"
" -TS","Entropy term"
"U+W","Potential energy"
"U","Gas phase internal potential energy"
"W","Solvation energy"
"W(PB)","Poisson Boltzmann solvation energy"
"W(SA)","Nonpolar solvation energy"
"Valence","Bonded energy terms"
"Coulomb","Coulomb pair energy"
"VdW","Van der Waals energy"
"VdW6","Attractive VdW term"
"VdW12","Repulsive VdW term"
"Bond","Bond energy"
"Angle","Angle energy"
"Pdih","Proper dihedral energy"
"Idih","Improper dihedral energy"
"Tether","Constraint energy"
" "
"Rank","ID","ln(Zx)","Prob(%)","Sum Prob(%)","Delta G","G","E"," -TS","U+W","U","W","W(PB)","W(SA)","Valence","Coulomb","VdW","VdW6","VdW12","Bond","Angle","Pdih","Idih","Tether"
"11","275","-10.5232775267","0.0350279823","0.7291112677","0.8230656946","-21.0653301542","-36.0612625063","14.9959323522","-52.1576347399","7.6014232325","-59.7590579724","-62.0069207640","2.2478627916","9.6016688027","-2.6856528639","0.6854072937","-6.4534949348","7.1389022285","0.1247394738","2.4853557078","6.9906009753","0.0009726459","0.0000000000"
"12","369","-10.5398014564","0.0344539382","0.7635652059","0.8329166325","-21.0554792162","-36.4131156675","15.3576364513","-52.5094879011","7.4276862737","-59.9371741748","-62.1376344134","2.2004602387","8.5481403315","-2.5401096216","1.4196555637","-7.1159036612","8.5355592249","0.1836864721","3.1124328335","5.2511757005","0.0008453254","0.0000000000"
"13","350","-10.5764909058","0.0332127506","0.7967779565","0.8547894856","-21.0336063631","-36.0294679157","14.9958615525","-52.1258401492","7.6014105039","-59.7272506531","-61.9636559166","2.2364052635","9.6017168777","-2.6856850758","0.6853787020","-6.4534104904","7.1387891924","0.1247524445","2.4853596549","6.9906364597","0.0009683187","0.0000000000"
"14","55","-11.2317058555","0.0172483918","0.8140263483","1.2454036976","-20.6429921512","-36.0981181588","15.4551260076","-52.1944903924","8.7727354370","-60.9672258293","-63.1579707011","2.1907448718","8.7616903126","-1.0788269490","1.0898720733","-7.2793962842","8.3692683575","0.1661432825","3.1991042050","5.3959303182","0.0005125069","0.0000000000"
"15","297","-11.3291291737","0.0156472564","0.8296736047","1.3034837714","-20.5849120773","-36.0407056827","15.4557936054","-52.1370779163","8.7727814949","-60.9098594112","-63.1199091390","2.2100497278","8.7615316143","-1.0786989548","1.0899488354","-7.2794838320","8.3694326673","0.1661687250","3.1993625321","5.3955335113","0.0004668459","0.0000000000"
"16","412","-11.3837212554","0.0148159382","0.8444895429","1.3360294925","-20.5523663563","-35.7564729920","15.2041066357","-51.8528452256","8.9630384982","-60.8158837238","-63.0556318628","2.2397481390","9.3267007852","-0.7803917056","0.4167294186","-6.6348774401","7.0516068587","0.1052653362","2.3994606096","6.8217046867","0.0002701527","0.0000000000"
"17","232","-11.4756744857","0.0135143256","0.8580038685","1.3908485082","-20.4975473406","-35.7043935785","15.2068462379","-51.8007658120","9.4111731372","-61.2119389493","-63.4610669739","2.2491280247","9.3293315709","-0.3246256218","0.4064671881","-6.6399207503","7.0463879384","0.1053459884","2.4010998558","6.8225054322","0.0003802944","0.0000000000"
"18","40","-11.4870090033","0.0133620121","0.8713658805","1.3976057161","-20.4907901327","-35.6961346582","15.2053445255","-51.7925068918","8.9638040687","-60.7563109605","-63.0069114660","2.2506005055","9.3266758836","-0.7793952083","0.4165233935","-6.6350510311","7.0515744245","0.1053006400","2.3995327285","6.8215260203","0.0003164948","0.0000000000"
"19","558","-11.5023539668","0.0131585376","0.8845244182","1.4067537992","-20.4816420496","-35.6882999203","15.2066578707","-51.7846721539","9.4121601590","-61.1968323129","-63.4400548955","2.2432225827","9.3293472159","-0.3234650034","0.4062779466","-6.6403980893","7.0466760359","0.1053410144","2.4010007013","6.8225626090","0.0004428911","0.0000000000"
"20","332","-11.6103428129","0.0118115982","0.8963360164","1.4711326386","-20.4172632101","-35.9896221630","15.5723589529","-52.0859943966","9.3234690249","-61.4094634215","-63.6412666361","2.2318032146","8.2342388412","-0.0216866341","1.1109168178","-7.3669135856","8.4778304034","0.1578378197","3.0098215571","5.0662146744","0.0003647899","0.0000000000"
"21","528","-11.7297066491","0.0104826144","0.9068186308","1.5422928141","-20.3461030346","-35.6127840796","15.2666810449","-51.7091563131","8.6910394281","-60.3996727430","-62.5927475430","2.1930747999","9.7750698461","-1.6977953565","0.6137649385","-7.2330572836","7.8468222221","0.1511516569","2.6916990661","6.9313733233","0.0008457997","0.0000000000"
"22","168","-11.7742980041","0.0100254490","0.9168440798","1.5688764826","-20.3195193662","-35.5864040939","15.2668847277","-51.6827763275","8.6911191130","-60.3738954405","-62.5806617388","2.2067662983","9.7750817707","-1.6977653451","0.6138026875","-7.2331466563","7.8469493438","0.1511619546","2.6918397350","6.9311616900","0.0009183912","0.0000000000"
"23","33","-11.9225743289","0.0086438703","0.9254879501","1.6572731832","-20.2311226655","-35.6488714505","15.4177487849","-51.7452436840","7.5930544298","-59.3382981138","-61.5743335430","2.2360354292","9.5696542540","-3.0906072312","1.1140074070","-6.0640827599","7.1780901669","0.1174941652","2.6915438237","6.7606067727","0.0000094924","0.0000000000"
"24","550","-12.1366418833","0.0069781433","0.9324660934","1.7848921106","-20.1035037382","-35.4573311813","15.3538274431","-51.5537034149","9.7958941835","-61.3495975983","-63.5118791275","2.1622815292","9.7460021074","-0.3098383502","0.3597304263","-7.5847997137","7.9445301399","0.1502088316","2.6626058490","6.9327595884","0.0004278385","0.0000000000"
"25","565","-12.1859334547","0.0066425193","0.9391086127","1.8142778692","-20.0741179796","-35.4279223624","15.3538043828","-51.5242945960","9.7957929505","-61.3200875465","-63.4806359249","2.1605483784","9.7460537925","-0.3100490328","0.3597881908","-7.5850381119","7.9448263027","0.1502266834","2.6626057519","6.9327574898","0.0004638674","0.0000000000"
"26","526","-12.4073738389","0.0053230738","0.9444316866","1.9462921970","-19.9421036518","-35.3101780892","15.3680744374","-51.4065503227","10.4610969341","-61.8676472568","-64.0453246189","2.1776773621","9.5543969715","0.4836759103","0.4230240523","-7.2236585892","7.6466826415","0.1256101737","2.4915809150","6.9360868837","0.0011189990","0.0000000000"
"27","220","-12.4711068313","0.0049944032","0.9494260898","1.9842873811","-19.9041084677","-35.2466999480","15.3425914803","-51.3430721815","9.1913915329","-60.5345157706","-62.7427123881","2.2081966175","9.5723471147","-0.8845493782","0.5035937964","-7.1679254340","7.6715192304","0.1272979265","2.5036979608","6.9408308226","0.0005204048","0.0000000000"
"28","147","-12.5775643323","0.0044900347","0.9539161245","2.0477532908","-19.8406425580","-35.2844612644","15.4438187064","-51.3808334980","9.9998224991","-61.3806559971","-63.5414360901","2.1607800930","9.3988312367","-0.5036176778","1.1046089402","-7.9749895551","9.0795984953","0.2161845573","3.4167763124","5.7652239204","0.0006464466","0.0000000000"
"29","372","-12.6017608828","0.0043826952","0.9582988197","2.0621783531","-19.8262174956","-35.2694782348","15.4432607392","-51.3658504684","10.0004045729","-61.3662550413","-63.5112286610","2.1449736197","9.3985885522","-0.5028407196","1.1046567404","-7.9753511439","9.0800078843","0.2161711888","3.4168196184","5.7649379992","0.0006597457","0.0000000000"
"30","192","-12.6393420946","0.0042210448","0.9625198645","2.0845828411","-19.8038130077","-35.2224894201","15.4186764125","-51.3188616537","9.2942421784","-60.6131038321","-62.8070794692","2.1939756371","9.4954928937","-0.6106640855","0.4094133701","-7.3316375797","7.7410509498","0.1260740565","2.4969462654","6.8721663616","0.0003062101","0.0000000000"
"31","545","-12.6891194268","0.0040160761","0.9665359406","2.1142581917","-19.7741376570","-35.1931437788","15.4190061218","-51.2895160124","9.2941872971","-60.5837033095","-62.7655878364","2.1818845269","9.4954218860","-0.6107095556","0.4094749667","-7.3317149026","7.7411898693","0.1260700726","2.4969284048","6.8721153933","0.0003080154","0.0000000000"
"32","300","-12.7580170494","0.0037486948","0.9702846353","2.1553323317","-19.7330635170","-35.1588783393","15.4258148223","-51.2552505729","10.1790750756","-61.4343256485","-63.6294826058","2.1951569573","9.4830746544","0.3610599827","0.3349404385","-7.3850198196","7.7199602581","0.1247073604","2.4873682344","6.8701590221","0.0008400374","0.0000000000"
"33","555","-12.7812820310","0.0036624881","0.9739471235","2.1692020281","-19.7191938206","-35.1445916101","15.4253977895","-51.2409638437","10.1781231358","-61.4190869795","-63.6412928891","2.2222059096","9.4829220919","0.3600703592","0.3351306847","-7.3850078461","7.7201385308","0.1247032313","2.4873848885","6.8699992931","0.0008346790","0.0000000000"
"34","157","-13.2625067295","0.0022635130","0.9762106365","2.4560898754","-19.4323059734","-34.0931949992","14.6608890259","-50.1895672328","10.6445837064","-60.8341509392","-62.9937325189","2.1595815796","11.2303887864","-1.0753594349","0.4895543550","-7.5468457100","8.0364000649","0.1589241914","3.0055602789","8.0638518565","0.0020524596","0.0000000000"
"35","61","-13.2822790355","0.0022191977","0.9784298342","2.4678773716","-19.4205184772","-35.1311478755","15.7106293983","-51.2275201091","10.8696299201","-62.0971500292","-64.2456537794","2.1485037502","8.8028705984","1.0188230641","1.0479362576","-8.3119967935","9.3599330511","0.2116604004","3.3789099704","5.2113021491","0.0009980784","0.0000000000"
"36","184","-13.3102369867","0.0021580128","0.9805878469","2.4845448379","-19.4038510109","-35.1141154925","15.7102644816","-51.2104877261","10.8693604596","-62.0798481857","-64.2540885830","2.1742403973","8.8027736117","1.0185010102","1.0480858377","-8.3120149507","9.3601007884","0.2116533751","3.3787780681","5.2113796008","0.0009625678","0.0000000000"
"37","210","-13.3409934398","0.0020926502","0.9826804972","2.5028806644","-19.3855151844","-34.0472562424","14.6617410580","-50.1436284759","10.6436497329","-60.7872782088","-62.9661407054","2.1788624966","11.2305274634","-1.0763647909","0.4894870603","-7.5461148785","8.0356019389","0.1588934640","3.0053470811","8.0643466891","0.0019402293","0.0000000000"
"38","245","-13.3700999437","0.0020326184","0.9847131156","2.5202328541","-19.3681629946","-34.7525099451","15.3843469505","-50.8488821787","10.1965792281","-61.0454614068","-63.2423947248","2.1969333180","9.8371272249","0.0322015573","0.3272504460","-7.6415845131","7.9688349591","0.1514762304","2.7478806094","6.9370138358","0.0007565493","0.0000000000"
"39","217","-13.4461689318","0.0018837337","0.9865968493","2.5655822892","-19.3228135596","-34.7070337586","15.3842201990","-50.8034059921","10.1961023698","-60.9995083619","-63.1818739504","2.1823655885","9.8370784559","0.0315358298","0.3274880841","-7.6415321443","7.9690202284","0.1514448320","2.7477725336","6.9371915384","0.0006695519","0.0000000000"
"40","484","-13.4939663345","0.0017958141","0.9883926634","2.5940772813","-19.2943185675","-35.0382982081","15.7439796406","-51.1346704417","9.7382489455","-60.8729193872","-63.0182608620","2.1453414748","9.0291848168","-0.2813417991","0.9904059278","-8.0958081873","9.0862141152","0.1898652532","3.3590449625","5.4799384357","0.0003361654","0.0000000000"
"41","440","-13.7112944713","0.0014450303","0.9898376937","2.7236400437","-19.1647558050","-34.5223181166","15.3575623116","-50.6186903501","11.1254371116","-61.7441274618","-63.9118371161","2.1677096544","9.8521411696","0.9925998455","0.2806960966","-7.7056754606","7.9863715572","0.1526329857","2.7483400114","6.9500001737","0.0011679988","0.0000000000"
"42","177","-13.7414070138","0.0014021654","0.9912398590","2.7415919954","-19.1468038534","-34.5049995639","15.3581957105","-50.6013717974","11.1259097662","-61.7272364884","-63.8766853076","2.1494488192","9.8522552035","0.9930767863","0.2805777765","-7.7061775629","7.9867553393","0.1526443271","2.7484657435","6.9499352652","0.0012098677","0.0000000000"
"43","510","-13.9020885556","0.0011940325","0.9924338915","2.8373842141","-19.0510116346","-34.8810207256","15.8300090910","-50.9773929591","11.0759230621","-62.0533160213","-64.2046850111","2.1513689899","8.9722836933","1.2627815217","0.8408578471","-8.3541119359","9.1949697831","0.1889760472","3.3546220997","5.4279230053","0.0007625410","0.0000000000"
"44","85","-13.9600849513","0.0011267527","0.9935606443","2.8719594576","-19.0164363912","-34.2329221126","15.2164857215","-50.3292943462","11.0278981493","-61.3571924955","-63.5239930650","2.1668005695","11.0077975081","-0.4640268801","0.4841275213","-7.6375341570","8.1216616783","0.1576285586","3.0595336496","7.7894273953","0.0012079046","0.0000000000"
"45","91","-13.9716905802","0.0011137517","0.9946743959","2.8788782918","-19.0095175570","-34.2263508133","15.2168332563","-50.3227230469","11.0279709934","-61.3506940402","-63.5008082924","2.1501142522","11.0076458124","-0.4637774959","0.4841026768","-7.6377231099","8.1218257867","0.1576561814","3.0599024691","7.7889624448","0.0011247171","0.0000000000"
"46","376","-14.0192799863","0.0010619903","0.9957363862","2.9072492842","-18.9811465646","-34.8091223049","15.8279757404","-50.9054945385","11.0756327704","-61.9811273089","-64.1119164219","2.1307891130","8.9722874904","1.2622815845","0.8410636954","-8.3540640773","9.1951277728","0.1889535490","3.3547882923","5.4278903863","0.0006552628","0.0000000000"
"47","342","-14.4062940996","0.0007211780","0.9964575642","3.1379723667","-18.7504234821","-34.4089760448","15.6585525627","-50.5053482784","10.4029788412","-60.9083271196","-63.0531090535","2.1447819340","10.0215484557","0.0923157536","0.2891146319","-8.4084952330","8.6976098649","0.1790252724","2.9392429731","6.9024086588","0.0008715514","0.0000000000"
"48","475","-14.4223566958","0.0007096865","0.9971672507","3.1475482751","-18.7408475737","-34.4005138882","15.6596663145","-50.4968861217","10.4031221340","-60.9000082557","-63.0476039791","2.1475957233","10.0213856599","0.0925901993","0.2891462749","-8.4086375697","8.6977838445","0.1790257745","2.9392794008","6.9022655143","0.0008149702","0.0000000000"
"49","562","-14.6842024896","0.0005461958","0.9977134465","3.3036507701","-18.5847450787","-34.3674707886","15.7827257100","-50.4638430222","10.9098023945","-61.3734206213","-63.5120583601","2.1386377388","9.9720588944","0.8498135156","0.0879299845","-8.7160084084","8.8039383929","0.1780170358","2.9163930130","6.8769837036","0.0006651421","0.0000000000"
"50","561","-14.7047756917","0.0005350736","0.9982485201","3.3159157301","-18.5724801187","-34.3553590333","15.7828789146","-50.4517312669","10.9102286925","-61.3619599594","-63.4951171031","2.1331571437","9.9719578253","0.8503346291","0.0879362381","-8.7165142742","8.8044505123","0.1780004942","2.9163694940","6.8769195761","0.0006682609","0.0000000000"
"51","121","-15.2562435330","0.0003082578","0.9985567779","3.6446798652","-18.2437159836","-33.7675198255","15.5238038419","-49.8638920590","11.7558824824","-61.6197745414","-63.7814649619","2.1616904205","10.9824733842","0.3625889855","0.4108201127","-8.0358370900","8.4466572027","0.1679335680","3.1777134415","7.6317836586","0.0050427161","0.0000000000"
"52","250","-15.4177611403","0.0002622816","0.9988190596","3.7409705144","-18.1474253343","-34.0090252449","15.8615999106","-50.1053974785","11.4784210541","-61.5838185325","-63.7415259942","2.1577074617","9.9634668008","0.3558179362","1.1591363170","-8.7027719067","9.8619082237","0.2273900571","3.8047536072","5.9266594471","0.0046636894","0.0000000000"
"53","458","-15.4291005540","0.0002593243","0.9990783839","3.7477306412","-18.1406652075","-34.0029005653","15.8622353578","-50.0992727989","11.4769500679","-61.5762228668","-63.7078445141","2.1316216473","9.9635533028","0.3540875220","1.1593092432","-8.7025152631","9.8618245063","0.2274062295","3.8049425585","5.9267683241","0.0044361906","0.0000000000"
"54","495","-15.4314374989","0.0002587190","0.9993371029","3.7491238388","-18.1392720100","-33.6536221434","15.5143501334","-49.7499943769","12.0628607785","-61.8128551555","-64.0146746540","2.2018194986","10.9805979710","0.6803577385","0.4019050690","-8.0750222662","8.4769273353","0.1690288817","3.1690397994","7.6376052622","0.0049240277","0.0000000000"
"55","539","-15.4399667258","0.0002565217","0.9995936246","3.7542086392","-18.1341872095","-33.6483975601","15.5142103506","-49.7447697937","12.0642043083","-61.8089741020","-63.9845783435","2.1756042416","10.9804321956","0.6819167945","0.4018553182","-8.0750267278","8.4768820460","0.1690419141","3.1690151825","7.6372067156","0.0051683834","0.0000000000"
"56","361","-15.5383103078","0.0002324952","0.9998261199","3.8128373393","-18.0755585094","-33.9328281914","15.8572696819","-50.0292004249","11.0918124249","-61.1210128498","-63.2535301454","2.1325172956","9.6639837437","0.6592712382","0.7685574430","-9.1714583059","9.9400157488","0.2435502360","3.6574890288","5.7620238262","0.0009206527","0.0000000000"
"57","466","-17.5237838432","0.0000319252","0.9998580451","4.9965010832","-16.8918947655","-32.1066053370","15.2147105715","-48.2029775705","14.1866276804","-62.3896052510","-64.5313411939","2.1417359429","11.8191591091","2.0843790715","0.2830894998","-8.2499100371","8.5329995369","0.1940130261","3.1247159268","8.4982782854","0.0021518709","0.0000000000"
"58","469","-17.5509479093","0.0000310697","0.9998891147","5.0126952655","-16.8757005833","-32.0921383445","15.2164377612","-48.1885105781","14.1835422364","-62.3720528145","-64.5219080304","2.1498552159","11.8195023526","2.0800595399","0.2839803438","-8.2491704778","8.5331508216","0.1939992539","3.1235984284","8.4999232911","0.0019813793","0.0000000000"
"59","553","-17.5776853983","0.0000302500","0.9999193647","5.0286351386","-16.8597607101","-33.0121996080","16.1524388978","-49.1085718415","13.0834155885","-62.1919874300","-64.3136468248","2.1216593948","11.3084264915","1.6561119632","0.1188771338","-9.1641081501","9.2829852839","0.1947099045","3.4464487177","7.6560643696","0.0112034998","0.0000000000"
"60","554","-17.7076802926","0.0000265625","0.9999459272","5.1061331463","-16.7822627024","-32.9350121191","16.1527494166","-49.0313843526","13.0832249822","-62.1146093348","-64.2105709575","2.0959616227","11.3082694964","1.6560563303","0.1188991554","-9.1639300157","9.2828291711","0.1947150801","3.4464770728","7.6559550628","0.0111222808","0.0000000000"
"61","303","-18.0833444022","0.0000182440","0.9999641712","5.3300897886","-16.5583060602","-32.2304600880","15.6721540278","-48.3268323215","13.6627172118","-61.9895495333","-64.0877299384","2.0981804051","11.3491656212","2.2198620457","0.0936895449","-8.8508065204","8.9444960653","0.1962454222","3.3573664423","7.7943622764","0.0011914803","0.0000000000"
"62","538","-18.1200820720","0.0000175859","0.9999817571","5.3519913889","-16.5364044598","-32.2084373276","15.6720328678","-48.3048095612","13.6639344238","-61.9687439850","-64.0768519657","2.1081079808","11.3490944182","2.2215815521","0.0932584536","-8.8517859854","8.9450444389","0.1962236265","3.3578535777","7.7939029945","0.0011142194","0.0000000000"
"63","167","-18.9589895688","0.0000076003","0.9999893574","5.8521161051","-16.0362797436","-32.0885013126","16.0522215689","-48.1848735461","14.6416027873","-62.8264763334","-64.9190745455","2.0925982121","11.5773266534","3.2834098783","-0.2191337444","-9.3447419691","9.1256082247","0.1921122821","3.4342997839","7.9292026499","0.0217119375","0.0000000000"
"64","340","-18.9749205959","0.0000074802","0.9999968376","5.8616135771","-16.0267822717","-32.0796027882","16.0528205165","-48.1759750218","14.6400196061","-62.8159946278","-64.8950448516","2.0790502238","11.5772099911","3.2817642576","-0.2189546426","-9.3446017964","9.1256471538","0.1921312816","3.4348779403","7.9290482341","0.0211525351","0.0000000000"
"65","304","-20.5124183684","0.0000016076","0.9999984452","6.7782112235","-15.1101846252","-30.7204983348","15.6103137096","-46.8168705684","15.4556116767","-62.2724822451","-64.3650231870","2.0925409420","13.6147060590","1.4093493302","0.4315562875","-9.2981319737","9.7296882612","0.2116396734","3.7956284631","9.5917358333","0.0157020891","0.0000000000"
"66","286","-20.5458540682","0.0000015548","1.0000000000","6.7981443150","-15.0902515337","-30.7030161913","15.6127646575","-46.7993884248","15.4562758769","-62.2556643017","-64.3742988594","2.1186345577","13.6147485646","1.4100047686","0.4315225437","-9.2979431281","9.7294656719","0.2116846406","3.7951224462","9.5920195938","0.0159218839","0.0000000000"
